fila_bronze,sistema,fecha_exportacion,camion_id,evento_id,timestamp,tipo,severidad,valor_lectura,reconocido,umbral_temp_cabina_c,geocerca_radio_km,ultimo_mantenimiento,sistema_en_cuarentena,sistema_motivo,fecha_exportacion_en_cuarentena,fecha_exportacion_motivo,camion_id_en_cuarentena,camion_id_motivo,evento_id_en_cuarentena,evento_id_motivo,timestamp_en_cuarentena,timestamp_motivo,tipo_en_cuarentena,tipo_motivo,severidad_en_cuarentena,severidad_motivo,valor_lectura_en_cuarentena,valor_lectura_motivo,reconocido_en_cuarentena,reconocido_motivo,umbral_temp_cabina_c_en_cuarentena,umbral_temp_cabina_c_motivo,geocerca_radio_km_en_cuarentena,geocerca_radio_km_motivo,ultimo_mantenimiento_en_cuarentena,ultimo_mantenimiento_motivo,en_cuarentena
82,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-12,EVT-ALOG-00079,18/08/2026 14:10,GEOCERCA_SALIDA,Media,54.16,True,6.4,49.8,2026-08-17,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
83,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-13,EVT-ALOG-00080,2026-08-04T02:02:00,FALLA_MOTOR,Alta,39.95,True,7.9,22.5,2026-08-12,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
84,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-13,EVT-ALOG-00081,2026-08-02T08:43:00,ALERTA_TEMP_CADENA_FRIO,Media,59.75,,7.9,22.5,2026-08-12,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
85,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-13,EVT-ALOG-00082,2026-08-24T23:37:00,EXCESO_VELOCIDAD,Baja,41.32,,7.9,22.5,2026-08-12,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
86,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-13,EVT-ALOG-00083,2026-08-24T09:13:00,MANTENIMIENTO_PROGRAMADO,Alta,N/D,False,7.9,22.5,2026-08-12,False,,False,,False,,False,,False,,False,,False,,False,Lectura no disponible; conservar como nulo analítico,False,,False,,False,,False,,False
87,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-14,EVT-ALOG-00084,2026-08-17T16:56:00,MANTENIMIENTO_PROGRAMADO,Baja,74.35,False,7.2,50.2,2026-07-30,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
88,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-14,EVT-ALOG-00085,2026-08-20T10:42:00,FALLA_MOTOR,Media,36.35,True,7.2,50.2,2026-07-30,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
89,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-14,EVT-ALOG-00086,2026-08-23T22:47:00,MANTENIMIENTO_PROGRAMADO,Baja,87.71,True,7.2,50.2,2026-07-30,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
90,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-14,EVT-ALOG-00087,2026-08-22T02:53:00,GEOCERCA_SALIDA,Baja,62.31,False,7.2,50.2,2026-07-30,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
91,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-14,EVT-ALOG-00088,2026-08-22T00:27:00,FALLA_MOTOR,Baja,73.28,True,7.2,50.2,2026-07-30,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
92,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-14,EVT-ALOG-00089,2026-08-16T10:59:00,EXCESO_VELOCIDAD,Baja,68.53,True,7.2,50.2,2026-07-30,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
93,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-14,EVT-ALOG-00084,2026-08-17T16:56:00,MANTENIMIENTO_PROGRAMADO,Baja,74.35,False,7.2,50.2,2026-07-30,False,,False,,False,,True,Copia exacta posterior del evento,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,True
94,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-15,EVT-ALOG-00090,2026-08-03T03:38:00,ALERTA_TEMP_CADENA_FRIO,Media,69.7,False,6.7,49.9,2026-07-18,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
95,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-15,EVT-ALOG-00091,2026-08-01T01:22:00,EXCESO_VELOCIDAD,Media,66.0,True,6.7,49.9,2026-07-18,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
96,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-15,EVT-ALOG-00092,2026-08-16T17:41:00,ALERTA_TEMP_CADENA_FRIO,Media,68.4,False,6.7,49.9,2026-07-18,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
97,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-15,EVT-ALOG-00090,2026-08-03T03:38:00,ALERTA_TEMP_CADENA_FRIO,Media,69.7,False,6.7,49.9,2026-07-18,False,,False,,False,,True,Copia exacta posterior del evento,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,True
98,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-16,EVT-ALOG-00093,2026-08-12T17:17:00,ALERTA_TEMP_CADENA_FRIO,Media,61.03,True,7.6,30.7,2026-06-05,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
99,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-16,EVT-ALOG-00094,12/08/2026 23:41,EXCESO_VELOCIDAD,Baja,35.24,True,7.6,30.7,2026-06-05,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
100,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-16,EVT-ALOG-00095,2026-08-06T19:03:00,EXCESO_VELOCIDAD,Media,67.03,True,7.6,30.7,2026-06-05,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
101,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-17,EVT-ALOG-00096,2026-08-05T18:21:00,ALERTA_TEMP_CADENA_FRIO,Media,61.37,True,7.8,44.2,2026-08-20,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
102,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-17,EVT-ALOG-00097,2026-08-09T00:23:00,GEOCERCA_SALIDA,Media,54.51,True,7.8,44.2,2026-08-20,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
103,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-17,EVT-ALOG-00098,2026-08-13T23:02:00,GEOCERCA_SALIDA,Alta,48.35,True,7.8,44.2,2026-08-20,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
104,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-17,EVT-ALOG-00099,2026-08-21T08:15:00,EXCESO_VELOCIDAD,Alta,48.84,False,7.8,44.2,2026-08-20,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
105,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-17,EVT-ALOG-00100,2026-08-03T04:29:00,EXCESO_VELOCIDAD,Baja,71.62,False,7.8,44.2,2026-08-20,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
106,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-17,EVT-ALOG-00101,2026-08-08T11:33:00,MANTENIMIENTO_PROGRAMADO,Media,66.87,False,7.8,44.2,2026-08-20,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
107,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-17,EVT-ALOG-00102,2026-08-13T07:01:00,GEOCERCA_SALIDA,Media,75.0,,7.8,44.2,2026-08-20,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
108,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-17,EVT-ALOG-00103,2026-08-18T17:57:00,FALLA_MOTOR,Media,N/D,False,7.8,44.2,2026-08-20,False,,False,,False,,False,,False,,False,,False,,False,Lectura no disponible; conservar como nulo analítico,False,,False,,False,,False,,False
109,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-18,EVT-ALOG-00104,2026-08-14T14:07:00,ALERTA_TEMP_CADENA_FRIO,Baja,35.12,False,8.7,57.8,2026-08-25,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
110,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-18,EVT-ALOG-00105,2026-08-09T11:12:00,GEOCERCA_SALIDA,Baja,53.88,False,8.7,57.8,2026-08-25,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
111,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-18,EVT-ALOG-00106,2026-08-26T04:27:00,FALLA_MOTOR,Media,74.02,,8.7,57.8,2026-08-25,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
112,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-18,EVT-ALOG-00107,2026-08-18T18:04:00,ALERTA_TEMP_CADENA_FRIO,Media,72.59,True,8.7,57.8,2026-08-25,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
113,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-18,EVT-ALOG-00104,2026-08-14T14:07:00,ALERTA_TEMP_CADENA_FRIO,Baja,35.12,False,8.7,57.8,2026-08-25,False,,False,,False,,True,Copia exacta posterior del evento,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,True
114,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-19,EVT-ALOG-00108,2026-08-07T21:14:00,EXCESO_VELOCIDAD,Media,32.46,True,8.9,42.0,2026-08-28,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
115,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-19,EVT-ALOG-00109,2026-08-08T02:10:00,GEOCERCA_SALIDA,Baja,65.73,,8.9,42.0,2026-08-28,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
116,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-19,EVT-ALOG-00110,2026-08-24T17:07:00,GEOCERCA_SALIDA,Baja,72.29,True,8.9,42.0,2026-08-28,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
117,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-19,EVT-ALOG-00111,2026-08-16T20:22:00,MANTENIMIENTO_PROGRAMADO,Alta,65.43,True,8.9,42.0,2026-08-28,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
118,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-19,EVT-ALOG-00112,2026-08-24T05:43:00,MANTENIMIENTO_PROGRAMADO,Media,88.96,True,8.9,42.0,2026-08-28,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
119,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-19,EVT-ALOG-00113,05/08/2026 11:17,MANTENIMIENTO_PROGRAMADO,Baja,82.14,False,8.9,42.0,2026-08-28,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
120,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-19,EVT-ALOG-00114,2026-08-16T20:57:00,FALLA_MOTOR,Alta,43.36,False,8.9,42.0,2026-08-28,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
121,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-20,EVT-ALOG-00115,03/08/2026 07:08,EXCESO_VELOCIDAD,Media,60.86,True,7.6,24.8,2026-07-22,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
122,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-20,EVT-ALOG-00116,2026-08-07T07:36:00,MANTENIMIENTO_PROGRAMADO,Media,60.54,False,7.6,24.8,2026-07-22,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
123,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-20,EVT-ALOG-00117,2026-08-17T20:48:00,FALLA_MOTOR,Baja,45.21,True,7.6,24.8,2026-07-22,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
124,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-20,EVT-ALOG-00118,2026-08-10T15:28:00,GEOCERCA_SALIDA,Baja,94.37,True,7.6,24.8,2026-07-22,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
125,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-20,EVT-ALOG-00119,2026-08-09T16:20:00,FALLA_MOTOR,Media,34.89,True,7.6,24.8,2026-07-22,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
126,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-20,EVT-ALOG-00120,2026-08-01T14:02:00,MANTENIMIENTO_PROGRAMADO,Baja,72.51,False,7.6,24.8,2026-07-22,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
127,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-20,EVT-ALOG-00121,2026-08-21T16:07:00,EXCESO_VELOCIDAD,Alta,52.53,True,7.6,24.8,2026-07-22,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
128,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00122,2026-08-18T10:24:00,GEOCERCA_SALIDA,Baja,N/D,False,7.1,28.0,2026-06-11,False,,False,,False,,False,,False,,False,,False,,False,Lectura no disponible; conservar como nulo analítico,False,,False,,False,,False,,False
129,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00123,2026-08-06T18:10:00,GEOCERCA_SALIDA,Alta,57.63,False,7.1,28.0,2026-06-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
130,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00124,2026-08-02T14:56:00,ALERTA_TEMP_CADENA_FRIO,Baja,88.08,False,7.1,28.0,2026-06-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
131,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00125,2026-08-21T06:02:00,FALLA_MOTOR,Media,64.83,False,7.1,28.0,2026-06-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
132,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00126,2026-08-07T06:54:00,EXCESO_VELOCIDAD,Baja,N/D,False,7.1,28.0,2026-06-11,False,,False,,False,,False,,False,,False,,False,,False,Lectura no disponible; conservar como nulo analítico,False,,False,,False,,False,,False
133,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00127,2026-08-23T05:29:00,MANTENIMIENTO_PROGRAMADO,Media,88.89,True,7.1,28.0,2026-06-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
134,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00128,2026-08-16T18:19:00,FALLA_MOTOR,Baja,65.01,True,7.1,28.0,2026-06-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
135,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00129,2026-08-18T19:18:00,GEOCERCA_SALIDA,Alta,38.19,True,7.1,28.0,2026-06-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
136,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-21,EVT-ALOG-00130,2026-08-11T17:24:00,FALLA_MOTOR,Baja,44.51,,7.1,28.0,2026-06-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
137,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-22,EVT-ALOG-00131,2026-08-23T07:45:00,FALLA_MOTOR,Media,58.82,True,8.8,36.2,2026-07-19,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
138,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-22,EVT-ALOG-00132,26/08/2026 03:16,GEOCERCA_SALIDA,Media,50.48,True,8.8,36.2,2026-07-19,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
139,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-22,EVT-ALOG-00133,2026-08-23T22:05:00,GEOCERCA_SALIDA,Baja,60.79,False,8.8,36.2,2026-07-19,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
140,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-22,EVT-ALOG-00134,2026-08-27T11:03:00,FALLA_MOTOR,Media,43.92,True,8.8,36.2,2026-07-19,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
141,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00135,2026-08-12T14:17:00,GEOCERCA_SALIDA,Media,73.92,True,7.1,32.6,2026-07-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
142,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00136,2026-08-22T10:18:00,GEOCERCA_SALIDA,Baja,67.95,True,7.1,32.6,2026-07-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
143,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00137,2026-08-05T19:46:00,EXCESO_VELOCIDAD,Baja,60.29,False,7.1,32.6,2026-07-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
144,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00138,2026-08-24T12:34:00,FALLA_MOTOR,Alta,64.0,False,7.1,32.6,2026-07-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
145,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00139,2026-08-19T14:34:00,EXCESO_VELOCIDAD,Baja,54.75,True,7.1,32.6,2026-07-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
146,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00140,2026-08-17T04:18:00,EXCESO_VELOCIDAD,Alta,59.05,False,7.1,32.6,2026-07-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
147,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00141,06/08/2026 16:47,GEOCERCA_SALIDA,Baja,29.23,True,7.1,32.6,2026-07-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
148,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-23,EVT-ALOG-00142,2026-08-23T19:31:00,EXCESO_VELOCIDAD,Media,53.68,False,7.1,32.6,2026-07-11,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
149,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-24,EVT-ALOG-00143,2026-08-28T20:26:00,GEOCERCA_SALIDA,Baja,70.32,True,7.9,53.1,2026-08-13,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
150,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-24,EVT-ALOG-00144,2026-08-18T04:29:00,FALLA_MOTOR,Alta,70.08,True,7.9,53.1,2026-08-13,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
151,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-24,EVT-ALOG-00145,2026-08-24T10:26:00,MANTENIMIENTO_PROGRAMADO,Baja,68.46,True,7.9,53.1,2026-08-13,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
152,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-24,EVT-ALOG-00146,2026-08-19T05:56:00,ALERTA_TEMP_CADENA_FRIO,Media,48.06,True,7.9,53.1,2026-08-13,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
153,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00147,2026-08-22T20:16:00,EXCESO_VELOCIDAD,Baja,46.41,False,6.7,47.6,2026-06-12,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
154,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00148,2026-08-12T14:30:00,EXCESO_VELOCIDAD,Media,32.49,True,6.7,47.6,2026-06-12,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
155,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00149,2026-08-08T06:55:00,EXCESO_VELOCIDAD,Baja,88.88,False,6.7,47.6,2026-06-12,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
156,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00150,2026-08-18T05:29:00,ALERTA_TEMP_CADENA_FRIO,Baja,60.45,True,6.7,47.6,2026-06-12,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
157,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00151,2026-08-09T18:13:00,ALERTA_TEMP_CADENA_FRIO,Media,55.28,False,6.7,47.6,2026-06-12,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
158,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00152,2026-08-21T12:06:00,GEOCERCA_SALIDA,Baja,N/D,True,6.7,47.6,2026-06-12,False,,False,,False,,False,,False,,False,,False,,False,Lectura no disponible; conservar como nulo analítico,False,,False,,False,,False,,False
159,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00153,2026-08-18T02:40:00,EXCESO_VELOCIDAD,Baja,72.44,,6.7,47.6,2026-06-12,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
160,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00154,2026-08-23T09:45:00,FALLA_MOTOR,Baja,61.9,True,6.7,47.6,2026-06-12,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
161,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-25,EVT-ALOG-00155,2026-08-06T16:42:00,MANTENIMIENTO_PROGRAMADO,Media,59.94,True,6.7,47.6,2026-06-12,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
162,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-26,EVT-ALOG-00156,2026-08-29T23:21:00,MANTENIMIENTO_PROGRAMADO,Media,79.89,,7.7,29.8,2026-07-15,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,Estado de reconocimiento no informado,False,,False,,False,,False
163,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-26,EVT-ALOG-00157,2026-08-18T02:41:00,FALLA_MOTOR,Baja,64.29,True,7.7,29.8,2026-07-15,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
164,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-26,EVT-ALOG-00158,2026-08-16T06:38:00,ALERTA_TEMP_CADENA_FRIO,Baja,83.58,True,7.7,29.8,2026-07-15,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
165,TELEMATICA-AndinaLog,2026-08-30T00:00:00,CAM-26,EVT-ALOG-00159,2026-08-16T09:33:00,EXCESO_VELOCIDAD,Media,50.83,True,7.7,29.8,2026-07-15,False,,False,,False,,False,,False,,False,,False,,False,Unidad no declarada; interpretar según el tipo de evento,False,,False,,False,,False,,False
