fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,columnas_con_problemas,en_cuarentena,temperatura_c_preparada,tratamiento_temperatura,en_cuarentena_inicial,columnas_problema_iniciales,motivos_finales,en_cuarentena_final,tratamientos_aplicados,version_tratamiento
12964,2026-08-03 17:02:00,VIA-00541,ORD-2026-07125,CAM-26,PROD-014,21.61,C,,0,0,humedad_cabina_pct,True,21.61,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
13029,2026-02-31 09:15:00,VIA-00543,ORD-2026-03706,CAM-07,PROD-037,21.24,C,42.8,0,0,timestamp,True,21.24,C_ORIGINAL,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v1
13055,2026-08-08 22:43:00,VIA-00544,ORD-2026-02077,CAM-01,PROD-023,-18.2,C,-52.1,0,0,humedad_cabina_pct,True,-18.2,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v1
13130,2026-08-13 23:02:00,VIA-00548,ORD-2026-02360,CAM-10,PROD-016,19.44,C,,0,0,humedad_cabina_pct,True,19.44,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
13298,2026-08-19 11:30:00,VIA-00555,ORD-2026-05267,CAM-03,PROD-015,,C,62.0,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
13586,2026-08-08 16:01:00,VIA-00567,ORD-2026-04493,CAM-03,PROD-036,,C,66.2,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
13803,2026-08-06 03:08:00,VIA-00576,ORD-2026-05478,CAM-12,PROD-057,20.94,C,,0,0,humedad_cabina_pct,True,20.94,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
13903,2026-08-03 17:16:00,VIA-00580,ORD-2026-05580,CAM-06,PROD-032,291.62,K,,0,0,humedad_cabina_pct|temp_unit,True,18.47,K_A_C,True,humedad_cabina_pct|temp_unit,humedad_cabina_pct:FALTANTE,True,K_A_C,GIAD-M3-S4-IOT-tratamiento-v1
14008,2026-08-20 05:20:00,VIA-00584,ORD-2026-04073,CAM-22,PROD-046,,C,50.0,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
14165,2026-02-31 09:15:00,VIA-00591,ORD-2026-05366,CAM-07,PROD-055,18.53,C,39.0,0,0,timestamp,True,18.53,C_ORIGINAL,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v1
14308,2026-08-23 09:33:00,VIA-00597,ORD-2026-03700,CAM-02,PROD-007,20.88,C,-53.9,0,0,humedad_cabina_pct,True,20.88,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v1
14376,2026-08-20 04:42:00,VIA-00599,ORD-2026-04996,CAM-23,PROD-054,,C,47.4,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
14414,2026-02-31 09:15:00,VIA-00601,ORD-2026-00100,CAM-15,PROD-027,21.97,C,37.4,0,0,timestamp,True,21.97,C_ORIGINAL,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v1
14488,2026-08-12 10:52:00,VIA-00604,ORD-2026-03327,CAM-26,PROD-054,23.45,C,,0,0,humedad_cabina_pct,True,23.45,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
14718,2026-08-08 21:28:00,VIA-00614,ORD-2026-03723,CAM-08,PROD-025,,C,76.0,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
14740,2026-08-24 19:26:00,VIA-00615,ORD-2026-05692,CAM-20,PROD-049,4.13,C,,0,0,humedad_cabina_pct,True,4.13,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
14863,2026-08-09 17:35:00,VIA-00620,ORD-2026-05089,CAM-10,PROD-014,,C,47.3,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
15013,2026-08-29 10:17:00,VIA-00626,ORD-2026-01601,CAM-07,PROD-006,,C,62.5,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
15244,2026-02-31 09:15:00,VIA-00636,ORD-2026-07494,CAM-01,PROD-043,4.67,C,76.7,0,0,timestamp,True,4.67,C_ORIGINAL,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v1
15501,2026-08-09 04:24:00,VIA-00646,ORD-2026-05705,CAM-13,PROD-039,17.94,C,-38.2,0,0,humedad_cabina_pct,True,17.94,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v1
15825,2026-08-19 11:34:00,VIA-00660,ORD-2026-00770,CAM-05,PROD-036,-17.61,C,,0,0,humedad_cabina_pct,True,-17.61,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
15940,2026-08-14 06:53:00,VIA-00665,ORD-2026-06174,CAM-24,PROD-011,3.93,C,,0,0,humedad_cabina_pct,True,3.93,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
16079,2026-08-18 11:57:00,VIA-00670,ORD-2026-03021,CAM-14,PROD-010,19.72,C,,0,0,humedad_cabina_pct,True,19.72,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
16092,2026-08-12 03:28:00,VIA-00671,ORD-2026-02196,CAM-19,PROD-007,23.14,C,,0,0,humedad_cabina_pct,True,23.14,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
16209,2026-08-19 11:36:00,VIA-00676,ORD-2026-07291,CAM-09,PROD-004,20.47,C,,0,0,humedad_cabina_pct,True,20.47,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
16284,2026-08-18 18:48:00,VIA-00679,ORD-2026-05063,CAM-26,PROD-045,,C,42.3,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
16388,2026-08-18 16:54:00,VIA-00683,ORD-2026-07129,CAM-01,PROD-007,22.09,C,,0,0,humedad_cabina_pct,True,22.09,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
16469,2026-08-12 22:12:00,VIA-00687,ORD-2026-03211,CAM-08,PROD-025,4.32,C,,0,0,humedad_cabina_pct,True,4.32,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
16543,2026-08-13 08:33:00,VIA-00690,ORD-2026-06406,CAM-09,PROD-036,-17.27,C,,0,1,humedad_cabina_pct,True,-17.27,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
16576,2026-08-18 11:02:00,VIA-00691,ORD-2026-05152,CAM-12,PROD-025,,C,79.6,1,1,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
16707,2026-08-23 13:37:00,VIA-00697,ORD-2026-00912,CAM-12,PROD-045,19.95,C,,0,0,humedad_cabina_pct,True,19.95,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
16752,2026-08-12 11:18:00,VIA-00698,ORD-2026-04343,CAM-06,PROD-041,20.67,C,,0,0,humedad_cabina_pct,True,20.67,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
16767,2026-08-21 14:15:00,VIA-00699,ORD-2026-02559,CAM-05,PROD-036,-17.96,C,,0,0,humedad_cabina_pct,True,-17.96,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
17109,2026-08-12 08:49:00,VIA-00713,ORD-2026-06906,CAM-22,PROD-031,,C,78.8,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
17151,2026-08-18 07:46:00,VIA-00715,ORD-2026-05222,CAM-28,PROD-060,3.78,C,,0,0,humedad_cabina_pct,True,3.78,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
17374,2026-08-05 06:01:00,VIA-00724,ORD-2026-03198,CAM-14,PROD-058,,C,44.6,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
17534,2026-08-22 15:34:00,VIA-00731,ORD-2026-01582,CAM-12,PROD-024,16.73,C,,0,0,humedad_cabina_pct,True,16.73,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
17705,2026-08-01 16:28:00,VIA-00738,ORD-2026-06546,CAM-12,PROD-051,-18.09,C,-58.5,0,0,humedad_cabina_pct,True,-18.09,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v1
17759,2026-08-08 05:48:00,VIA-00740,ORD-2026-01576,CAM-26,PROD-047,17.92,C,,0,0,humedad_cabina_pct,True,17.92,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
17823,2026-08-09 10:12:00,VIA-00743,ORD-2026-06555,CAM-12,PROD-013,,C,54.9,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
18237,2026-08-19 10:51:00,VIA-00760,ORD-2026-06010,CAM-03,PROD-003,,C,74.3,0,1,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
18632,2026-08-26 14:42:00,VIA-00777,ORD-2026-06731,CAM-22,PROD-033,,C,55.4,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
18636,2026-08-26 16:42:00,VIA-00777,ORD-2026-06731,CAM-22,PROD-033,17.46,C,-53.2,0,0,humedad_cabina_pct,True,17.46,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v1
18782,2026-08-07 02:00:00,VIA-00783,ORD-2026-05701,CAM-11,PROD-021,,C,40.0,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
18810,2026-08-10 04:33:00,VIA-00784,ORD-2026-02448,CAM-22,PROD-018,,C,56.1,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
19197,2026-08-03 05:32:00,VIA-00800,ORD-2026-02180,CAM-28,PROD-059,5.01,C,,0,1,humedad_cabina_pct,True,5.01,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
19393,2026-08-02 00:56:00,VIA-00809,ORD-2026-02325,CAM-30,PROD-057,20.1,C,-48.1,0,0,humedad_cabina_pct,True,20.1,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v1
19491,2026-08-19 20:32:00,VIA-00813,ORD-2026-00406,CAM-23,PROD-016,18.46,C,,0,0,humedad_cabina_pct,True,18.46,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
19544,2026-08-19 07:55:00,VIA-00815,ORD-2026-00036,CAM-23,PROD-003,4.08,C,,0,0,humedad_cabina_pct,True,4.08,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
19655,2026-08-24 23:37:00,VIA-00819,ORD-2026-01821,CAM-05,PROD-049,4.24,C,,0,0,humedad_cabina_pct,True,4.24,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
20071,2026-08-09 12:40:00,VIA-00837,ORD-2026-05889,CAM-14,PROD-003,,C,87.1,0,1,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
20228,2026-08-10 23:07:00,VIA-00843,ORD-2026-07262,CAM-13,PROD-060,3.71,C,-66.8,0,0,humedad_cabina_pct,True,3.71,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v1
20884,2026-08-19 16:49:00,VIA-00871,ORD-2026-05637,CAM-28,PROD-030,21.2,C,,0,0,humedad_cabina_pct,True,21.2,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
21058,2026-02-31 09:15:00,VIA-00878,ORD-2026-02175,CAM-12,PROD-007,18.73,C,43.9,0,0,timestamp,True,18.73,C_ORIGINAL,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v1
21118,2026-08-24 18:15:00,VIA-00880,ORD-2026-04852,CAM-14,PROD-023,-17.91,C,,0,0,humedad_cabina_pct,True,-17.91,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
21212,2026-08-11 11:48:00,VIA-00884,ORD-2026-02791,CAM-05,PROD-014,21.62,C,,0,0,humedad_cabina_pct,True,21.62,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
21240,2026-08-03 15:27:00,VIA-00885,ORD-2026-07094,CAM-12,PROD-047,,C,59.2,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
21325,2026-08-27 03:39:00,VIA-00889,ORD-2026-03183,CAM-08,PROD-046,,C,40.0,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
21409,2026-08-12 00:05:00,VIA-00893,ORD-2026-01236,CAM-09,PROD-037,,C,48.7,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
21413,2026-08-12 02:05:00,VIA-00893,ORD-2026-01236,CAM-09,PROD-037,,C,48.7,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
21421,2026-02-31 09:15:00,VIA-00893,ORD-2026-01236,CAM-09,PROD-037,17.6,C,58.7,0,0,timestamp,True,17.6,C_ORIGINAL,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v1
21435,2026-08-07 04:25:00,VIA-00894,ORD-2026-03236,CAM-28,PROD-004,19.42,C,,0,0,humedad_cabina_pct,True,19.42,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
21887,2026-08-12 20:46:00,VIA-00912,ORD-2026-01925,CAM-14,PROD-059,4.25,C,,0,0,humedad_cabina_pct,True,4.25,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
22248,2026-08-14 19:04:00,VIA-00927,ORD-2026-07022,CAM-14,PROD-049,4.34,C,,0,0,humedad_cabina_pct,True,4.34,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
22298,2026-08-16 16:18:00,VIA-00930,ORD-2026-02185,CAM-20,PROD-056,4.53,C,,0,0,humedad_cabina_pct,True,4.53,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
22365,2026-08-25 17:02:00,VIA-00932,ORD-2026-02192,CAM-01,PROD-005,,C,42.7,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
22592,2026-08-13 19:08:00,VIA-00942,ORD-2026-01543,CAM-03,PROD-032,,C,48.6,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
22613,2026-02-31 09:15:00,VIA-00943,ORD-2026-05464,CAM-26,PROD-030,20.63,C,46.5,0,0,timestamp,True,20.63,C_ORIGINAL,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v1
22841,2026-08-06 22:35:00,VIA-00952,ORD-2026-06575,CAM-24,PROD-028,18.97,C,,0,0,humedad_cabina_pct,True,18.97,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
22960,2026-08-09 20:52:00,VIA-00957,ORD-2026-07439,CAM-12,PROD-003,3.46,C,,0,0,humedad_cabina_pct,True,3.46,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
23093,2026-08-07 06:36:00,VIA-00963,ORD-2026-07082,CAM-12,PROD-036,,C,72.9,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
23135,2026-08-02 20:18:00,VIA-00964,ORD-2026-00420,CAM-01,PROD-030,18.24,C,,0,0,humedad_cabina_pct,True,18.24,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
23179,2026-08-18 10:09:00,VIA-00966,ORD-2026-00270,CAM-10,PROD-014,17.46,C,,0,0,humedad_cabina_pct,True,17.46,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
23456,2026-08-17 04:42:00,VIA-00978,ORD-2026-03708,CAM-26,PROD-053,25.46,C,,1,0,humedad_cabina_pct,True,25.46,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
23601,2026-08-25 04:51:00,VIA-00984,ORD-2026-02983,CAM-09,PROD-050,,C,78.9,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
23991,2026-08-09 10:50:00,VIA-01000,ORD-2026-06120,CAM-08,PROD-052,,C,61.5,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
24040,2026-08-07 20:38:00,VIA-01002,ORD-2026-05173,CAM-12,PROD-014,19.74,C,,0,0,humedad_cabina_pct,True,19.74,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
24416,2026-08-14 06:24:00,VIA-01018,ORD-2026-07391,CAM-09,PROD-055,25.29,C,,1,0,humedad_cabina_pct,True,25.29,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
24579,2026-08-28 07:42:00,VIA-01025,ORD-2026-01983,CAM-05,PROD-008,3.56,C,-78.5,0,0,humedad_cabina_pct,True,3.56,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v1
24674,2026-08-01 17:05:00,VIA-01029,ORD-2026-05517,CAM-11,PROD-004,,C,46.4,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
24824,2026-08-27 11:52:00,VIA-01035,ORD-2026-03286,CAM-24,PROD-006,19.67,C,,0,0,humedad_cabina_pct,True,19.67,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
25016,2026-08-26 16:08:00,VIA-01043,ORD-2026-02537,CAM-28,PROD-051,-19.02,C,,0,0,humedad_cabina_pct,True,-19.02,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
25029,2026-08-26 22:38:00,VIA-01043,ORD-2026-02537,CAM-28,PROD-051,-18.71,C,,0,1,humedad_cabina_pct,True,-18.71,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
25071,2026-08-02 14:19:00,VIA-01045,ORD-2026-05898,CAM-29,PROD-027,25.27,C,,1,0,humedad_cabina_pct,True,25.27,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
25535,2026-08-22 08:50:00,VIA-01064,ORD-2026-01024,CAM-05,PROD-007,,C,43.3,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
25630,2026-08-22 10:24:00,VIA-01068,ORD-2026-01414,CAM-22,PROD-056,,C,81.3,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
25688,2026-08-16 09:09:00,VIA-01071,ORD-2026-06244,CAM-27,PROD-004,20.01,C,,0,0,humedad_cabina_pct,True,20.01,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
26047,2026-08-18 14:47:00,VIA-01086,ORD-2026-06737,CAM-25,PROD-018,,C,48.0,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
26061,2026-08-18 21:47:00,VIA-01086,ORD-2026-06737,CAM-25,PROD-018,19.19,C,,0,0,humedad_cabina_pct,True,19.19,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
26101,2026-08-24 06:40:00,VIA-01088,ORD-2026-05447,CAM-26,PROD-009,19.61,C,-56.3,0,0,humedad_cabina_pct,True,19.61,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v1
26156,2026-08-13 15:33:00,VIA-01090,ORD-2026-06698,CAM-21,PROD-034,,C,49.4,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
26238,2026-08-30 21:05:00,VIA-01094,ORD-2026-01593,CAM-05,PROD-036,-17.84,C,,0,1,humedad_cabina_pct,True,-17.84,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
26242,2026-02-31 09:15:00,VIA-01094,ORD-2026-01593,CAM-05,PROD-036,-16.75,C,70.4,0,0,timestamp,True,-16.75,C_ORIGINAL,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v1
26321,2026-08-04 17:12:00,VIA-01097,ORD-2026-00823,CAM-05,PROD-020,2.79,C,,0,0,humedad_cabina_pct,True,2.79,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
26353,2026-08-02 17:54:00,VIA-01099,ORD-2026-03719,CAM-03,PROD-015,,C,75.9,0,1,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
26425,2026-08-13 10:44:00,VIA-01102,ORD-2026-04077,CAM-26,PROD-035,,C,86.2,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v1
26584,2026-08-31 04:31:00,VIA-01108,ORD-2026-04770,CAM-12,PROD-015,-18.01,C,-76.3,0,0,humedad_cabina_pct,True,-18.01,C_ORIGINAL,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v1
