fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,columnas_con_problemas,en_cuarentena,temperatura_c_preparada,tratamiento_temperatura,tipo_duplicado,decision_duplicado,fila_canonica,justificacion_duplicado,camion_id_preparado,en_cuarentena_inicial,columnas_problema_iniciales,motivos_finales,en_cuarentena_final,tratamientos_aplicados,version_tratamiento
567,2026-08-18 04:03:00,VIA-00024,ORD-2026-00869,CAM-09,PROD-059,3.83,C,77.5,0,0,,False,3.83,C_ORIGINAL,,,,,CAM-09,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
568,2026-08-18 04:33:00,VIA-00024,ORD-2026-00869,CAM-09,PROD-059,4.31,C,75.9,0,0,,False,4.31,C_ORIGINAL,,,,,CAM-09,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
569,2026-08-18 05:03:00,VIA-00024,ORD-2026-00869,CAM-09,PROD-059,4.24,C,81.2,0,0,,False,4.24,C_ORIGINAL,,,,,CAM-09,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
570,2026-08-18 05:33:00,VIA-00024,ORD-2026-00869,CAM-09,PROD-059,5.01,C,74.5,0,0,,False,5.01,C_ORIGINAL,,,,,CAM-09,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
571,2026-08-18 06:03:00,VIA-00024,ORD-2026-00869,CAM-09,PROD-059,4.08,C,86.8,0,0,,False,4.08,C_ORIGINAL,,,,,CAM-09,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
572,2026-08-18 06:33:00,VIA-00024,ORD-2026-00869,CAM-09,PROD-059,2.36,C,86.2,0,0,,False,2.36,C_ORIGINAL,,,,,CAM-09,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
573,2026-08-18 07:03:00,VIA-00024,ORD-2026-00869,CAM-09,PROD-059,4.6,C,75.4,0,0,,False,4.6,C_ORIGINAL,,,,,CAM-09,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
574,2026-08-18 07:33:00,VIA-00024,ORD-2026-00869,CAM-09,PROD-059,4.21,C,77.9,0,0,,False,4.21,C_ORIGINAL,,,,,CAM-09,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
575,2026-08-18 08:03:00,VIA-00024,ORD-2026-00869,CAM-09,PROD-059,5.15,C,81.5,0,0,,False,5.15,C_ORIGINAL,,,,,CAM-09,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
576,2026-08-18 08:33:00,VIA-00024,ORD-2026-00869,CAM-09,PROD-059,3.72,C,75.9,0,0,,False,3.72,C_ORIGINAL,,,,,CAM-09,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
577,2026-08-24 20:53:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,4.02,C,77.9,0,0,,False,4.02,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
578,2026-08-24 21:23:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,3.69,C,78.9,0,0,,False,3.69,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
579,2026-08-24 21:53:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,5.33,C,79.0,0,0,,False,5.33,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
580,2026-08-24 22:23:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,2.68,C,76.1,0,0,,False,2.68,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
581,2026-08-24 22:53:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,2.95,C,67.7,0,0,,False,2.95,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
582,2026-08-24 23:23:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,4.49,C,82.4,0,0,,False,4.49,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
583,2026-08-24 23:53:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,3.39,C,74.2,0,0,,False,3.39,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
584,2026-08-25 00:23:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,3.44,C,82.9,0,0,,False,3.44,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
585,2026-08-25 00:53:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,3.57,C,63.7,0,0,,False,3.57,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
586,2026-08-25 01:23:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,3.8,C,84.3,0,0,,False,3.8,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
587,2026-08-25 01:53:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,3.32,C,70.7,0,0,,False,3.32,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
588,2026-08-25 02:23:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,4.1,C,81.3,0,0,,False,4.1,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
589,2026-08-25 02:53:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,4.26,C,85.7,0,0,,False,4.26,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
590,2026-08-25 03:23:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,4.2,C,73.2,0,0,,False,4.2,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
591,2026-08-25 03:53:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,2.59,C,66.6,0,0,,False,2.59,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
592,2026-08-25 04:23:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,3.96,C,71.3,0,0,,False,3.96,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
593,2026-08-25 04:53:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,4.73,C,70.1,0,0,,False,4.73,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
594,2026-08-25 05:23:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,3.09,C,88.6,0,0,,False,3.09,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
595,2026-08-25 05:53:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,4.12,C,78.6,0,0,,False,4.12,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
596,2026-08-25 06:23:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,3.23,C,76.3,0,0,,False,3.23,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
597,2026-08-25 06:53:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,5.61,C,73.2,0,0,,False,5.61,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
598,2026-08-25 07:23:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,2.42,C,,0,0,humedad_cabina_pct,True,2.42,C_ORIGINAL,,,,,CAM-12,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v2
599,2026-08-25 07:53:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,3.68,C,75.6,0,0,,False,3.68,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
600,2026-08-25 08:23:00,VIA-00025,ORD-2026-06241,CAM-12,PROD-003,4.5,C,80.2,0,0,,False,4.5,C_ORIGINAL,,,,,CAM-12,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
601,2026-08-22 10:00:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,19.6,C,58.2,0,0,,False,19.6,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
602,2026-08-22 10:30:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,20.82,C,47.1,0,0,,False,20.82,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
603,2026-08-22 11:00:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,15.58,C,55.6,0,0,,False,15.58,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
604,2026-08-22 11:30:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,19.58,C,47.5,0,0,,False,19.58,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
605,2026-08-22 12:00:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,22.35,C,52.1,0,0,,False,22.35,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
606,2026-08-22 12:30:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,21.37,C,28.7,0,0,,False,21.37,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
607,2026-08-22 13:00:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,18.38,C,34.3,0,0,,False,18.38,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
608,2026-08-22 13:30:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,20.92,C,57.8,0,0,,False,20.92,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
609,2026-08-22 14:00:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,20.46,C,52.7,0,0,,False,20.46,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
610,2026-08-22 14:30:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,22.74,C,47.3,0,0,,False,22.74,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
611,2026-08-22 15:00:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,20.78,C,50.9,0,0,,False,20.78,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
612,2026-08-22 15:30:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,19.36,C,48.7,0,0,,False,19.36,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
613,2026-08-22 16:00:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,19.47,C,48.8,0,0,,False,19.47,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
614,2026-08-22 16:30:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,19.38,C,51.3,0,0,,False,19.38,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
615,2026-08-22 17:00:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,17.55,C,51.2,0,0,,False,17.55,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
616,2026-08-22 17:30:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,21.31,C,47.9,0,0,,False,21.31,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
617,2026-08-22 18:00:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,18.82,C,50.7,0,0,,False,18.82,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
618,2026-08-22 18:30:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,16.38,C,26.1,0,0,,False,16.38,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
619,2026-08-22 19:00:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,21.74,C,52.9,0,0,,False,21.74,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
620,2026-08-22 19:30:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,17.23,C,51.6,0,0,,False,17.23,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
621,2026-08-22 20:00:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,19.1,C,55.2,0,0,,False,19.1,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
622,2026-08-22 20:30:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,20.57,C,60.4,0,0,,False,20.57,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
623,2026-08-22 21:00:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,19.19,C,48.0,0,0,,False,19.19,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
624,2026-08-22 21:30:00,VIA-00026,ORD-2026-05130,CAM-08,PROD-048,21.38,C,43.2,0,0,,False,21.38,C_ORIGINAL,,,,,CAM-08,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
625,2026-08-22 08:58:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,18.61,C,62.9,0,0,,False,18.61,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
626,2026-08-22 09:28:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,22.91,C,51.7,0,0,,False,22.91,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
627,2026-08-22 09:58:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,17.2,C,50.1,0,1,,False,17.2,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
628,2026-08-22 10:28:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,19.68,C,45.3,0,1,,False,19.68,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
629,2026-08-22 10:58:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,13.72,C,39.3,1,0,,False,13.72,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
630,2026-08-22 11:28:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,20.13,C,47.1,0,0,,False,20.13,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
631,2026-08-22 11:58:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,21.49,C,48.6,0,0,,False,21.49,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
632,2026-08-22 12:28:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,16.74,C,47.3,0,0,,False,16.74,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
633,2026-08-22 12:58:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,20.91,C,47.4,0,0,,False,20.91,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
634,2026-08-22 13:28:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,19.65,C,44.7,0,0,,False,19.65,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
635,2026-08-22 13:58:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,22.09,C,45.0,0,0,,False,22.09,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
636,2026-08-22 14:28:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,15.96,C,43.4,0,0,,False,15.96,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
637,2026-08-22 14:58:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,19.17,C,35.8,0,0,,False,19.17,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
638,2026-08-22 15:28:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,20.92,C,56.7,0,0,,False,20.92,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
639,2026-08-22 15:58:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,22.08,C,53.3,0,0,,False,22.08,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
640,2026-08-22 16:28:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,18.36,C,43.8,0,0,,False,18.36,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
641,2026-08-22 16:58:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,21.09,C,39.2,0,0,,False,21.09,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
642,2026-08-22 17:28:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,20.27,C,50.0,0,0,,False,20.27,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
643,2026-08-22 17:58:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,-999.0,C,48.8,0,0,,False,-999.0,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
644,2026-08-22 18:28:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,21.09,C,61.5,0,0,,False,21.09,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
645,2026-08-22 18:58:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,18.74,C,39.0,0,0,,False,18.74,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
646,2026-08-22 19:28:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,18.11,C,40.4,0,0,,False,18.11,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
647,2026-08-22 19:58:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,20.8,C,47.4,0,0,,False,20.8,C_ORIGINAL,,,,,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
648,2026-08-22 20:28:00,VIA-00027,ORD-2026-05466,CAM-07,PROD-047,22.95,C,43.5,0,0,,False,22.95,C_ORIGINAL,IDENTICO,CANONICA,648,Las diez columnas originales son idénticas,CAM-07,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
649,2026-08-06 04:01:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,4.48,C,74.9,0,0,,False,4.48,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
650,2026-08-06 04:31:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,3.94,C,81.2,0,0,,False,3.94,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
651,2026-08-06 05:01:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,3.27,C,83.6,0,0,,False,3.27,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
652,2026-08-06 05:31:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,4.29,C,80.9,0,0,,False,4.29,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
653,2026-08-06 06:01:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,4.07,C,80.8,0,0,,False,4.07,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
654,2026-08-06 06:31:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,2.38,C,77.6,0,1,,False,2.38,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
655,2026-08-06 07:01:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,3.11,C,80.1,0,1,,False,3.11,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
656,2026-08-06 07:31:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,6.07,C,81.5,1,0,,False,6.07,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
657,2026-08-06 08:01:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,4.58,C,82.1,0,0,,False,4.58,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
658,2026-08-06 08:31:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,4.39,C,82.6,0,0,,False,4.39,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
659,2026-08-06 09:01:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,5.14,C,73.9,0,0,,False,5.14,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
660,2026-08-06 09:31:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,4.89,C,70.7,0,0,,False,4.89,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
661,2026-08-06 10:01:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,3.19,C,76.5,0,0,,False,3.19,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
662,2026-08-06 10:31:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,3.24,C,71.0,0,0,,False,3.24,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
663,2026-08-06 11:01:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,4.17,C,77.0,0,0,,False,4.17,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
664,2026-08-06 11:31:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,5.28,C,83.0,0,0,,False,5.28,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
665,2026-08-06 12:01:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,2.62,C,93.7,0,0,,False,2.62,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
666,2026-08-06 12:31:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,4.17,C,82.3,0,0,,False,4.17,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
667,2026-08-06 13:01:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,4.09,C,81.4,0,0,,False,4.09,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
668,2026-08-06 13:31:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,3.55,C,88.4,0,0,,False,3.55,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
669,2026-08-06 14:01:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,3.47,C,91.1,0,0,,False,3.47,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
670,2026-08-06 14:31:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,5.99,C,85.4,0,0,,False,5.99,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
671,2026-08-06 15:01:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,2.2,C,70.3,0,0,,False,2.2,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
672,2026-08-06 15:31:00,VIA-00028,ORD-2026-06929,CAM-03,PROD-020,3.59,C,93.6,0,0,,False,3.59,C_ORIGINAL,,,,,CAM-03,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
673,2026-08-28 04:37:00,VIA-00029,ORD-2026-05552,CAM-16,PROD-009,19.06,C,41.1,0,0,,False,19.06,C_ORIGINAL,,,,,CAM-16,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
674,2026-08-28 05:07:00,VIA-00029,ORD-2026-05552,CAM-16,PROD-009,21.04,C,54.5,0,0,,False,21.04,C_ORIGINAL,,,,,CAM-16,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
675,2026-08-28 05:37:00,VIA-00029,ORD-2026-05552,CAM-16,PROD-009,17.64,C,58.7,0,0,,False,17.64,C_ORIGINAL,,,,,CAM-16,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
676,2026-08-28 06:07:00,VIA-00029,ORD-2026-05552,CAM-16,PROD-009,19.44,C,39.8,0,0,,False,19.44,C_ORIGINAL,,,,,CAM-16,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
677,2026-08-28 06:37:00,VIA-00029,ORD-2026-05552,CAM-16,PROD-009,20.21,C,45.5,0,0,,False,20.21,C_ORIGINAL,,,,,CAM-16,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
678,2026-08-28 07:07:00,VIA-00029,ORD-2026-05552,CAM-16,PROD-009,22.43,C,56.4,0,0,,False,22.43,C_ORIGINAL,,,,,CAM-16,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
679,2026-08-28 07:37:00,VIA-00029,ORD-2026-05552,CAM-16,PROD-009,20.78,C,43.0,0,0,,False,20.78,C_ORIGINAL,,,,,CAM-16,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
680,2026-08-28 08:07:00,VIA-00029,ORD-2026-05552,CAM-16,PROD-009,17.99,C,50.7,0,1,,False,17.99,C_ORIGINAL,,,,,CAM-16,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
681,2026-08-28 08:37:00,VIA-00029,ORD-2026-05552,CAM-16,PROD-009,21.55,C,48.8,0,1,,False,21.55,C_ORIGINAL,,,,,CAM-16,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
682,2026-08-28 09:07:00,VIA-00029,ORD-2026-05552,CAM-16,PROD-009,26.9,C,51.9,1,1,,False,26.9,C_ORIGINAL,,,,,CAM-16,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
683,2026-08-28 09:37:00,VIA-00029,ORD-2026-05552,CAM-16,PROD-009,25.92,C,46.0,1,0,,False,25.92,C_ORIGINAL,,,,,CAM-16,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
684,2026-08-28 10:07:00,VIA-00029,ORD-2026-05552,CAM-16,PROD-009,22.24,C,50.9,0,1,,False,22.24,C_ORIGINAL,,,,,CAM-16,False,,,False,,GIAD-M3-S4-IOT-tratamiento-v2
