fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_en_cuarentena,timestamp_motivo,viaje_id_en_cuarentena,viaje_id_motivo,order_id_en_cuarentena,order_id_motivo,camion_id_en_cuarentena,camion_id_motivo,producto_id_en_cuarentena,producto_id_motivo,temperatura_cabina_c_en_cuarentena,temperatura_cabina_c_motivo,temp_unit_en_cuarentena,temp_unit_motivo,humedad_cabina_pct_en_cuarentena,humedad_cabina_pct_motivo,desviacion_termica_flag_en_cuarentena,desviacion_termica_flag_motivo,desviacion_proximos_60min_flag_en_cuarentena,desviacion_proximos_60min_flag_motivo,en_cuarentena,zona_horaria_origen
2586,2026-08-31 08:11:00,VIA-00108,ORD-2026-04673,CAM-08,PROD-049,3.79,C,81.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2587,2026-08-31 08:41:00,VIA-00108,ORD-2026-04673,CAM-08,PROD-049,4.96,C,83.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2588,2026-08-31 09:11:00,VIA-00108,ORD-2026-04673,CAM-08,PROD-049,3.03,C,76.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2589,2026-08-31 09:41:00,VIA-00108,ORD-2026-04673,CAM-08,PROD-049,3.9,C,78.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2590,2026-08-31 10:11:00,VIA-00108,ORD-2026-04673,CAM-08,PROD-049,5.6,C,76.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2591,2026-08-31 10:41:00,VIA-00108,ORD-2026-04673,CAM-08,PROD-049,4.31,C,83.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2592,2026-08-31 11:11:00,VIA-00108,ORD-2026-04673,CAM-08,PROD-049,3.48,C,83.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2593,2026-08-08 18:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,21.68,C,45.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2594,2026-08-08 18:58:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,21.72,C,61.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2595,2026-08-08 19:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,23.21,C,42.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2596,2026-08-08 19:58:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,19.79,C,53.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2597,2026-08-08 20:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,18.76,C,42.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2598,2026-08-08 20:58:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,20.64,C,41.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2599,2026-08-08 21:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,71.1,F,45.9,0,0,False,,False,,False,,False,,False,,False,,True,Fahrenheit no cumple unidad C de ingesta; convertir en tratamiento,False,,False,,False,,True,America/La_Paz
2600,2026-08-08 21:58:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,20.32,C,52.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2601,2026-08-08 22:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,20.99,C,,0,0,False,,False,,False,,False,,False,,False,,False,,True,Valor faltante,False,,False,,True,America/La_Paz
2602,2026-08-08 22:58:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,21.98,C,43.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2603,2026-08-08 23:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,20.34,C,63.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2604,2026-08-08 23:58:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,19.36,C,40.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2605,2026-08-09 00:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,20.71,C,54.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2606,2026-08-09 00:58:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,18.03,C,56.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2607,2026-08-09 01:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,20.32,C,49.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2608,2026-08-09 01:58:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,18.35,C,47.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2609,2026-08-09 02:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,19.2,C,56.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2610,2026-08-09 02:58:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,21.4,C,42.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2611,2026-08-09 03:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,18.19,C,45.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2612,2026-08-09 03:58:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,18.75,C,53.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2613,2026-08-09 04:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,21.42,C,38.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2614,2026-08-09 04:58:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,18.93,C,40.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2615,2026-08-09 05:28:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,19.42,C,52.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2616,2026-08-09 05:58:00,VIA-00109,ORD-2026-06621,CAM-18,PROD-005,18.65,C,48.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2617,2026-08-15 04:14:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,4.44,C,80.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2618,2026-08-15 04:44:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,4.99,C,74.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2619,2026-08-15 05:14:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,5.72,C,84.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2620,2026-08-15 05:44:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,3.25,C,72.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2621,2026-08-15 06:14:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,3.12,C,71.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2622,2026-08-15 06:44:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,4.73,C,82.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2623,2026-08-15 07:14:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,4.38,C,67.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2624,2026-08-15 07:44:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,3.75,C,69.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2625,2026-08-15 08:14:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,3.73,C,71.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2626,2026-08-15 08:44:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,3.69,C,74.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2627,2026-08-15 09:14:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,3.22,C,91.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2628,2026-08-15 09:44:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,3.77,C,80.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2629,2026-08-15 10:14:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,2.95,C,79.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2630,2026-08-15 10:44:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,3.97,C,71.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2631,2026-08-15 11:14:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,5.09,C,64.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2632,2026-08-15 11:44:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,3.43,C,80.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2633,2026-08-15 12:14:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,3.6,C,82.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2634,2026-08-15 12:44:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,5.0,C,75.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2635,2026-08-15 13:14:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,4.92,C,66.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2636,2026-08-15 13:44:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,4.37,C,89.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2637,2026-08-15 14:14:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,4.95,C,69.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2638,2026-08-15 14:44:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,3.09,C,79.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2639,2026-08-15 15:14:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,4.22,C,79.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2640,2026-08-15 15:44:00,VIA-00110,ORD-2026-03079,CAM-28,PROD-015,3.91,C,79.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2641,2026-08-10 14:31:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-16.49,C,82.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2642,2026-08-10 15:01:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-17.76,C,68.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2643,2026-08-10 15:31:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-17.57,C,71.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2644,2026-08-10 16:01:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-18.83,C,83.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2645,2026-08-10 16:31:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-19.22,C,67.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2646,2026-08-10 17:01:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-17.47,C,73.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2647,2026-08-10 17:31:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-18.91,C,65.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2648,2026-08-10 18:01:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-17.39,C,64.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2649,2026-08-10 18:31:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-17.8,C,71.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2650,2026-08-10 19:01:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-18.3,C,77.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2651,2026-08-10 19:31:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-18.25,C,68.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2652,2026-08-10 20:01:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-18.99,C,67.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2653,2026-08-10 20:31:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-18.8,C,47.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2654,2026-08-10 21:01:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-17.24,C,62.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2655,2026-08-10 21:31:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-17.1,C,67.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2656,2026-08-10 22:01:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-18.14,C,65.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2657,2026-08-10 22:31:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-18.53,C,57.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2658,2026-08-10 23:01:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-18.42,C,70.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2659,2026-08-10 23:31:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-17.16,C,59.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2660,2026-08-11 00:01:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-18.67,C,60.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2661,2026-08-11 00:31:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-18.9,C,76.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2662,2026-08-11 01:01:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-16.84,C,82.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2663,2026-08-11 01:31:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-16.5,C,64.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2664,2026-08-11 02:01:00,VIA-00111,ORD-2026-06314,CAM-10,PROD-008,-16.77,C,68.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2665,2026-08-01 09:35:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,3.97,C,80.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2666,2026-08-01 10:05:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,3.11,C,76.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2667,2026-08-01 10:35:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,5.18,C,68.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2668,2026-08-01 11:05:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,3.61,C,85.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2669,2026-08-01 11:35:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,3.65,C,74.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2670,2026-08-01 12:05:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,4.74,C,71.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2671,2026-08-01 12:35:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,3.14,C,77.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2672,2026-08-01 13:05:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,5.12,C,79.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2673,2026-08-01 13:35:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,4.07,C,70.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2674,2026-08-01 14:05:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,3.6,C,82.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2675,2026-08-01 14:35:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,3.5,C,71.9,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2676,2026-08-01 15:05:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,3.93,C,78.3,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2677,2026-08-01 15:35:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,12.1,C,70.9,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2678,2026-08-01 16:05:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,10.57,C,77.3,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2679,2026-08-01 16:35:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,10.43,C,81.4,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2680,2026-08-01 17:05:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,9.67,C,83.2,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2681,2026-08-01 17:35:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,9.01,C,79.2,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2682,2026-08-01 18:05:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,4.51,C,69.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2683,2026-08-01 18:35:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,5.69,C,84.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2684,2026-08-01 19:05:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,3.95,C,92.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2685,2026-08-01 19:35:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,2.25,C,70.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2686,2026-08-01 20:05:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,3.84,C,92.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2687,2026-08-01 20:35:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,3.84,C,59.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2688,2026-08-01 21:05:00,VIA-00112,ORD-2026-04045,CAM-25,PROD-056,4.46,C,74.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2689,2026-08-25 03:06:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,3.85,C,78.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2690,2026-08-25 03:36:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,4.78,C,74.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2691,2026-08-25 04:06:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,3.8,C,84.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2692,2026-08-25 04:36:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,3.86,C,66.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2693,2026-08-25 05:06:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,4.47,C,87.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2694,2026-08-25 05:36:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,4.9,C,82.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2695,2026-08-25 06:06:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,4.91,C,89.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2696,2026-08-25 06:36:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,4.27,C,70.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2697,2026-08-25 07:06:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,2.75,C,79.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2698,2026-08-25 07:36:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,2.34,C,75.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2699,2026-08-25 08:06:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,4.28,C,68.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2700,2026-08-25 08:36:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,3.13,C,81.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2701,2026-08-25 09:06:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,4.49,C,74.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2702,2026-08-25 09:36:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,3.94,C,80.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2703,2026-08-25 10:06:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,4.12,C,96.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2704,2026-08-25 10:36:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,3.71,C,85.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2705,2026-08-25 11:06:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,4.38,C,72.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2706,2026-08-25 11:36:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,3.39,C,69.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2707,2026-08-25 12:06:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,4.61,C,76.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2708,2026-08-25 12:36:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,3.58,C,84.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2709,2026-08-25 13:06:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,4.4,C,71.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2710,2026-08-25 13:36:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,4.26,C,70.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2711,2026-08-25 14:06:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,4.87,C,74.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2712,2026-08-25 14:36:00,VIA-00113,ORD-2026-01339,CAM-20,PROD-036,3.93,C,61.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2713,2026-08-21 00:50:00,VIA-00114,ORD-2026-05224,CAM-08,PROD-001,4.11,C,87.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2714,2026-08-21 01:20:00,VIA-00114,ORD-2026-05224,CAM-08,PROD-001,3.21,C,78.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2715,2026-08-21 01:50:00,VIA-00114,ORD-2026-05224,CAM-08,PROD-001,4.05,C,69.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2716,2026-08-21 02:20:00,VIA-00114,ORD-2026-05224,CAM-08,PROD-001,3.77,C,77.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2717,2026-08-21 02:50:00,VIA-00114,ORD-2026-05224,CAM-08,PROD-001,3.96,C,72.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2718,2026-08-21 03:20:00,VIA-00114,ORD-2026-05224,CAM-08,PROD-001,3.61,C,76.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2719,2026-08-21 03:50:00,VIA-00114,ORD-2026-05224,CAM-08,PROD-001,5.89,C,74.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2720,2026-08-21 04:20:00,VIA-00114,ORD-2026-05224,CAM-08,PROD-001,3.83,C,65.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
2721,2026-08-21 04:50:00,VIA-00114,ORD-2026-05224,CAM-08,PROD-001,4.05,C,72.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
