fila_bronze,order_id,cliente_id,producto_id,fecha_despacho,centro_distribucion,camion_id,chofer_id,cantidad_solicitada,cantidad_entregada,tiempo_entrega_prometido_hrs,tiempo_entrega_real_hrs,otif_on_time,otif_in_full,otif,columnas_con_problemas,en_cuarentena
5177,ORD-2026-05177,CLI-056,PROD-015,2026-08-11 03:02:00,La Paz,CAM-09,CHO-134,cincuenta,175.0,48,43.3,1,1,1,cantidad_solicitada,True
5228, ord-2026-05228 ,CLI-054,PROD-006,2026-08-24 03:13:00,Santa Cruz,CAM-10,CHO-113,190,190.0,24,17.4,1,1,1,order_id,True
5233,ORD-2026-05233,CLI-022,PROD-018,2026-08-25 16:15:00,Cochabamba,CAM-23,CHO-143,140,,48,35.3,1,1,1,cantidad_entregada,True
5343,ORD-2026-05343,CLI-012,PROD-058,2026-08-11 04:31:00,Cochabamba,CAM-17,CHO-073,43,,24,17.7,1,1,1,cantidad_entregada,True
5429,ORD-2026-05429, cli-029 ,PROD-036,2026-08-27 02:15:00,Cochabamba,CAM-01,CHO-033,321,321.0,48,34.9,1,1,1,cliente_id,True
5437,ORD-2026-05437,CLI-033,PROD-033,2026-08-16 14:25:00,Cochabamba,CAM-08,CHO-014,37,37.0,48,-48.6,0,1,0,tiempo_entrega_real_hrs,True
5443, ord-2026-05443 ,CLI-008,PROD-011,2026-08-02 11:10:00,La Paz,CAM-09,CHO-057,255,255.0,48,43.2,1,1,1,order_id,True
5526,ORD-2026-05526,CLI-046, prod-004 ,2026-08-02 21:15:00,Tarija,CAM-12,CHO-050,46,46.0,72,69.7,1,1,1,producto_id,True
5541, ord-2026-05541 ,CLI-026,PROD-030,2026-08-27 11:01:00,Santa Cruz,CAM-18,CHO-018,468,468.0,72,55.0,1,1,1,order_id,True
5554,ORD-2026-05554,CLI-030,PROD-044,2026-08-14 22:25:00,Santa Cruz,CAM-20,CHO-101,168,,48,41.1,1,0,0,cantidad_entregada,True
5584,ORD-2026-05584,CLI-019,PROD-032,23/08/2026 06:43,Tarija,CAM-03,CHO-044,116,116.0,48,45.9,1,1,1,fecha_despacho,True
5593,ORD-2026-05593, cli-089 ,PROD-031,2026-08-12 18:52:00,Oruro,CAM-05,CHO-032,202,202.0,48,38.4,1,1,1,cliente_id,True
5663, ord-2026-05663 ,CLI-051,PROD-038,2026-08-30 09:11:00,Santa Cruz,CAM-13,CHO-020,151,151.0,48,44.6,1,1,1,order_id,True
5732,ORD-2026-05732,CLI-100, prod-011 ,2026-08-12 00:45:00,Santa Cruz,CAM-20,CHO-085,155,155.0,24,19.5,1,1,1,producto_id,True
5738, ord-2026-05738 ,CLI-019,PROD-052,2026-08-05 22:58:00,La Paz,CAM-28,CHO-084,257,257.0,48,43.1,1,1,1,order_id,True
5824,ORD-2026-05824,CLI-049,PROD-016,01/08/2026 23:42,Cochabamba,CAM-08,CHO-130,79,79.0,48,31.9,1,1,1,fecha_despacho,True
5829,ORD-2026-05829,CLI-044,PROD-016,2026-08-16 00:13:00,Oruro,CAM-24,CHO-110,444,,48,38.1,1,1,1,cantidad_entregada,True
5849,ORD-2026-05849,CLI-058,PROD-003,2026-08-29 14:18:00,Oruro,CAM-05,CHO-119,264,,24,20.8,1,1,1,cantidad_entregada,True
5893,ORD-2026-05893,CLI-042,PROD-037,2026-08-05 00:42:00,Santa Cruz,CAM-29,CHO-035,174,174.0,72,-51.8,1,1,1,tiempo_entrega_real_hrs,True
5942, ord-2026-05942 ,CLI-012,PROD-003,2026-08-02 11:15:00,Oruro,CAM-05,CHO-003,289,289.0,24,19.2,1,1,1,order_id,True
5969,ORD-2026-05969, cli-087 ,PROD-057,2026-08-06 14:10:00,Tarija,CAM-12,CHO-010,22,22.0,72,55.1,1,1,1,cliente_id,True
6005,ORD-2026-06005,CLI-078,PROD-050,09/08/2026 04:29,Santa Cruz,CAM-14,CHO-034,126,126.0,48,45.3,1,1,1,fecha_despacho,True
6030,ORD-2026-06030,CLI-059,PROD-018,2026-08-11 04:48:00,Tarija,CAM-12,CHO-146,33,,48,49.7,0,1,0,cantidad_entregada,True
6069,ORD-2026-06069, cli-062 ,PROD-021,2026-08-08 13:10:00,Oruro,CAM-16,CHO-144,434,434.0,48,28.3,1,1,1,cliente_id,True
6135,ORD-2026-06135,CLI-004,PROD-004,2026-08-23 10:11:00,La Paz,CAM-28,CHO-023,269,,72,70.0,1,1,1,cantidad_entregada,True
6149,ORD-2026-06149,CLI-024,PROD-025,2026-08-07 16:28:00,La Paz,CAM-28,CHO-084,cincuenta,462.0,72,78.1,0,1,0,cantidad_solicitada,True
6179,ORD-2026-06179,CLI-086,PROD-005,2026-08-30 05:51:00,Tarija,CAM-12,CHO-044,189,,24,25.2,0,1,0,cantidad_entregada,True
6199,ORD-2026-06199,CLI-083,PROD-047,2026-08-24 17:29:00,La Paz,CAM-27,CHO-064,300,,72,51.9,1,1,1,cantidad_entregada,True
6248,ORD-2026-06248,CLI-074,PROD-030,2026-08-30 02:55:00,Cochabamba,CAM-23,CHO-068,343,,24,19.4,1,1,1,cantidad_entregada,True
6285, ord-2026-06285 ,CLI-055,PROD-057,2026-08-09 06:39:00,Tarija,CAM-26,CHO-009,230,230.0,72,32.0,1,1,1,order_id,True
6293, ord-2026-06293 ,CLI-029,PROD-058,2026-08-12 01:24:00,Oruro,CAM-02,CHO-003,46,46.0,24,18.9,1,1,1,order_id,True
6315,ORD-2026-06315,CLI-004,PROD-007,17/08/2026 23:52,Oruro,CAM-24,CHO-051,304,304.0,24,16.0,1,1,1,fecha_despacho,True
6329,ORD-2026-06329,CLI-052,PROD-032,2026-08-25 04:53:00,Tarija,CAM-26,CHO-015,37,,48,39.7,1,0,0,cantidad_entregada,True
6333,ORD-2026-06333,CLI-097,PROD-004,2026-08-12 06:45:00,Cochabamba,CAM-23,CHO-041,51,,72,82.8,0,0,0,cantidad_entregada,True
6365,ORD-2026-06365,CLI-026, prod-053 ,2026-08-08 19:55:00,Santa Cruz,CAM-06,CHO-097,186,186.0,48,48.9,0,1,0,producto_id,True
6368,ORD-2026-06368,CLI-057,PROD-041,2026-08-08 00:30:00,Santa Cruz,CAM-20,CHO-141,106,106.0,72,-70.0,1,1,1,tiempo_entrega_real_hrs,True
6382,ORD-2026-06382,CLI-015,PROD-059,2026-08-26 03:47:00,Tarija,CAM-12,CHO-045,155,,48,31.2,1,1,1,cantidad_entregada,True
6388,ORD-2026-06388,CLI-008,PROD-050,12/08/2026 16:33,Oruro,CAM-05,CHO-110,346,346.0,24,20.3,1,1,1,fecha_despacho,True
6499, ord-2026-06499 ,CLI-032,PROD-048,2026-08-18 00:54:00,Cochabamba,CAM-08,CHO-145,280,280.0,24,16.2,1,1,1,order_id,True
6530,ORD-2026-06530,CLI-069,PROD-022,2026-08-20 17:51:00,Tarija,CAM-03,CHO-031,cincuenta,431.0,24,21.3,1,1,1,cantidad_solicitada,True
6680, ord-2026-06680 ,CLI-065,PROD-054,2026-08-18 12:08:00,Santa Cruz,CAM-10,CHO-104,93,93.0,24,18.9,1,1,1,order_id,True
6856, ord-2026-06856 ,CLI-005,PROD-005,2026-08-02 06:34:00,Tarija,CAM-26,CHO-043,408,408.0,24,15.8,1,1,1,order_id,True
6881,ORD-2026-06881,CLI-090,PROD-044,2026-08-14 21:18:00,La Paz,CAM-15,CHO-021,422,,24,17.6,1,1,1,cantidad_entregada,True
7015,ORD-2026-07015,CLI-056,PROD-042,2026-08-24 08:42:00,Tarija,CAM-26,CHO-122,cincuenta,55.0,24,19.1,1,1,1,cantidad_solicitada,True
7143,ORD-2026-07143,CLI-063,PROD-026,2026-08-11 10:34:00,Tarija,CAM-26,CHO-048,498,,72,45.4,1,1,1,cantidad_entregada,True
7151, ord-2026-07151 ,CLI-038,PROD-054,2026-08-29 18:03:00,Santa Cruz,CAM-29,CHO-030,51,51.0,48,35.8,1,1,1,order_id,True
7200,ORD-2026-07200,CLI-014,PROD-010,2026-08-21 06:07:00,La Paz,CAM-28,CHO-091,422,422.0,24,-22.8,1,1,1,tiempo_entrega_real_hrs,True
7212,ORD-2026-07212,CLI-050,PROD-014,2026-08-05 01:09:00,La Paz,CAM-15,CHO-072,261,,24,21.0,1,1,1,cantidad_entregada,True
7248,ORD-2026-07248, cli-028 ,PROD-004,2026-08-10 12:52:00,Oruro,CAM-16,CHO-051,281,281.0,48,36.0,1,1,1,cliente_id,True
7324,ORD-2026-07324,CLI-071,PROD-028,2026-02-31 08:00:00,La Paz,CAM-28,CHO-005,106,105.0,48,34.9,1,0,0,fecha_despacho,True
7325,ORD-2026-07325, cli-057 ,PROD-006,2026-08-08 17:11:00,La Paz,CAM-27,CHO-064,168,168.0,48,34.3,1,1,1,cliente_id,True
7383,ORD-2026-07383,CLI-008, prod-026 ,2026-08-12 10:18:00,Oruro,CAM-05,CHO-067,259,259.0,72,71.8,1,1,1,producto_id,True
7440,ORD-2026-07440,CLI-065,PROD-049,02/08/2026 02:48,La Paz,CAM-28,CHO-126,354,354.0,24,14.2,1,1,1,fecha_despacho,True
7455,ORD-2026-07455,CLI-013,PROD-028,2026-08-25 18:04:00,La Paz,CAM-27,CHO-148,240,,24,18.7,1,1,1,cantidad_entregada,True
7465,ORD-2026-07465, cli-099 ,PROD-048,2026-08-18 22:03:00,Oruro,CAM-24,CHO-117,390,390.0,24,25.5,0,1,0,cliente_id,True
7490,ORD-2026-07490,CLI-015,PROD-055,2026-08-05 15:11:00,Cochabamba,CAM-08,CHO-058,293,293.0,24,-19.0,1,1,1,tiempo_entrega_real_hrs,True
7501,ORD-2026-00866,CLI-007,PROD-057,2026-08-05 00:56:00,Santa Cruz,CAM-11,CHO-030,206,206.0,72,63.2,1,1,1,order_id,True
7502,ORD-2026-06883,CLI-049,PROD-023,2026-08-21 16:56:00,Oruro,CAM-05,CHO-110,337,337.0,48,35.6,1,1,1,order_id,True
7503,ORD-2026-04429,CLI-010,PROD-019,2026-08-06 00:20:00,La Paz,CAM-09,CHO-052,94,94.0,72,42.0,1,1,1,order_id,True
7504,ORD-2026-03573,CLI-045,PROD-003,2026-08-12 20:58:00,Tarija,CAM-26,CHO-008,435,435.0,48,47.2,1,1,1,order_id,True
7505,ORD-2026-01161,CLI-037,PROD-007,2026-08-09 08:13:00,Cochabamba,CAM-22,CHO-112,451,451.0,48,31.1,1,1,1,order_id,True
7506,ORD-2026-00505,CLI-006,PROD-034,2026-08-04 11:01:00,Cochabamba,CAM-08,CHO-068,331,331.0,24,19.3,1,1,1,order_id,True
7507,ORD-2026-03394,CLI-094,PROD-012,2026-08-17 18:19:00,Tarija,CAM-12,CHO-010,218,218.0,24,19.1,1,1,1,order_id,True
7508,ORD-2026-02354,CLI-004,PROD-060,2026-08-21 22:28:00,Tarija,CAM-12,CHO-031,243,243.0,48,34.3,1,1,1,order_id,True
7509,ORD-2026-06785,CLI-010,PROD-019,2026-08-12 18:39:00,Tarija,CAM-03,CHO-105,245,245.0,24,19.4,1,1,1,order_id,True
7510,ORD-2026-04855,CLI-029,PROD-016,2026-08-09 12:28:00,La Paz,CAM-28,CHO-126,435,419.0,48,39.4,1,0,0,order_id,True
7511,ORD-2026-00959,CLI-012,PROD-045,2026-08-10 13:56:00,Oruro,CAM-07,CHO-150,121,121.0,48,38.6,1,1,1,order_id,True
7512,ORD-2026-00634,CLI-090,PROD-038,2026-08-07 20:34:00,Cochabamba,CAM-19,CHO-140,347,347.0,48,52.5,0,1,0,order_id,True
7513,ORD-2026-02996,CLI-006,PROD-058,2026-08-06 12:59:00,Tarija,CAM-12,CHO-009,389,389.0,72,63.5,1,1,1,order_id,True
7514,ORD-2026-01428,CLI-093,PROD-046,2026-08-29 04:08:00,Santa Cruz,CAM-06,CHO-129,296,296.0,72,70.8,1,1,1,order_id,True
7515,ORD-2026-05440,CLI-015,PROD-034,2026-08-10 13:16:00,Oruro,CAM-02,CHO-136,197,197.0,72,58.7,1,1,1,order_id,True
7516,ORD-2026-01466,CLI-035,PROD-033,2026-08-19 13:09:00,La Paz,CAM-09,CHO-137,486,486.0,72,87.2,0,1,0,order_id,True
7517,ORD-2026-05397,CLI-009,PROD-037,24/08/2026 03:55,Oruro,CAM-16,CHO-038,377,364.0,24,14.9,1,0,0,fecha_despacho|order_id,True
7518,ORD-2026-00963,CLI-025,PROD-053,2026-08-16 07:58:00,Oruro,CAM-02,CHO-032,364,364.0,72,70.3,1,1,1,order_id,True
7519,ORD-2026-02362,CLI-074,PROD-032,2026-08-23 04:12:00,Oruro,CAM-05,CHO-117,437,437.0,24,20.4,1,1,1,order_id,True
7520,ORD-2026-01743,CLI-069,PROD-021,2026-08-24 13:22:00,Tarija,CAM-12,CHO-132,346,346.0,72,62.0,1,1,1,order_id,True
7521,ORD-2026-06102,CLI-075,PROD-021,2026-08-14 11:38:00,Santa Cruz,CAM-06,CHO-113,212,212.0,48,31.9,1,1,1,order_id,True
7522,ORD-2026-02799,CLI-041,PROD-033,2026-08-01 03:58:00,Santa Cruz,CAM-10,CHO-024,39,39.0,48,41.5,1,1,1,order_id,True
7523,ORD-2026-05945,CLI-026,PROD-030,2026-08-28 08:01:00,Cochabamba,CAM-08,CHO-094,464,464.0,72,60.7,1,1,1,order_id,True
7524,ORD-2026-03487,CLI-053,PROD-033,2026-08-25 20:08:00,Tarija,CAM-12,CHO-045,466,459.0,24,19.5,1,0,0,order_id,True
7525,ORD-2026-06587,CLI-018,PROD-017,2026-08-22 16:47:00,Tarija,CAM-03,CHO-050,265,265.0,72,52.8,1,1,1,order_id,True
7526,ORD-2026-01910,CLI-096,PROD-012,2026-08-29 10:28:00,Santa Cruz,CAM-20,CHO-024,251,251.0,48,47.3,1,1,1,order_id,True
7527,ORD-2026-04468,CLI-061,PROD-010,2026-08-27 14:21:00,Tarija,CAM-26,CHO-008,176,176.0,24,17.3,1,1,1,order_id,True
7528,ORD-2026-03584,CLI-044,PROD-048,2026-08-04 17:01:00,Oruro,CAM-24,CHO-117,26,26.0,24,17.0,1,1,1,order_id,True
7529,ORD-2026-06978,CLI-035,PROD-011,2026-08-26 22:17:00,Oruro,CAM-05,CHO-150,96,96.0,48,41.8,1,1,1,order_id,True
7530,ORD-2026-04440,CLI-023,PROD-022,2026-08-25 13:35:00,La Paz,CAM-28,CHO-072,206,206.0,48,41.6,1,1,1,order_id,True
7531,ORD-2026-00316,CLI-048,PROD-030,2026-08-05 16:41:00,Santa Cruz,CAM-13,CHO-106,151,151.0,72,75.7,0,1,0,order_id,True
7532,ORD-2026-03160,CLI-091,PROD-028,2026-08-19 16:11:00,Santa Cruz,CAM-04,CHO-085,141,141.0,48,35.1,1,1,1,order_id,True
7533,ORD-2026-00363,CLI-042,PROD-008,2026-08-04 09:19:00,Cochabamba,CAM-23,CHO-140,487,471.0,72,48.9,1,0,0,order_id,True
7534,ORD-2026-01565,CLI-068,PROD-015,2026-08-09 07:11:00,La Paz,CAM-28,CHO-072,292,292.0,48,48.1,0,1,0,order_id,True
7535,ORD-2026-04279,CLI-090,PROD-055,2026-08-11 22:03:00,Cochabamba,CAM-22,CHO-090,171,171.0,48,35.3,1,1,1,order_id,True
7536,ORD-2026-00707,CLI-095,PROD-048,2026-08-11 15:37:00,Cochabamba,CAM-19,CHO-090,366,366.0,72,67.8,1,1,1,order_id,True
7537,ORD-2026-02597,CLI-077,PROD-043,2026-08-03 10:58:00,Santa Cruz,CAM-14,CHO-020,442,442.0,24,18.0,1,1,1,order_id,True
7538,ORD-2026-07407,CLI-025,PROD-028,2026-08-11 17:41:00,Cochabamba,CAM-01,CHO-069,173,173.0,72,62.5,1,1,1,order_id,True
7539,ORD-2026-01327,CLI-086,PROD-026,2026-08-04 06:50:00,La Paz,CAM-15,CHO-148,205,205.0,24,13.8,1,1,1,order_id,True
7540,ORD-2026-02320,CLI-021,PROD-013,2026-08-11 14:43:00,Tarija,CAM-12,CHO-009,162,162.0,48,31.1,1,1,1,order_id,True
7541,ORD-2026-00077,CLI-055,PROD-014,2026-08-29 09:30:00,Oruro,CAM-16,CHO-110,236,217.0,48,46.9,1,0,0,order_id,True
7542,ORD-2026-06953,CLI-059,PROD-020,2026-08-11 16:10:00,Santa Cruz,CAM-14,CHO-079,216,216.0,24,17.5,1,1,1,order_id,True
7543,ORD-2026-00738,CLI-042,PROD-060,2026-08-29 03:06:00,Tarija,CAM-12,CHO-122,130,130.0,24,19.5,1,1,1,order_id,True
7544,ORD-2026-04965,CLI-061,PROD-022,2026-08-01 06:29:00,Oruro,CAM-05,CHO-038,17,17.0,24,17.6,1,1,1,order_id,True
7545,ORD-2026-03955,CLI-064,PROD-030,2026-08-18 11:59:00,Oruro,CAM-05,CHO-150,431,429.0,72,69.2,1,0,0,order_id,True
7546,ORD-2026-04759,CLI-012,PROD-019,2026-08-28 07:10:00,Cochabamba,CAM-22,CHO-019,408,408.0,24,15.5,1,1,1,order_id,True
7547,ORD-2026-01598,CLI-071,PROD-039,2026-08-30 23:43:00,Tarija,CAM-26,CHO-036,444,439.0,24,16.3,1,0,0,order_id,True
7548,ORD-2026-00139,CLI-070,PROD-054,2026-08-06 13:41:00,Cochabamba,CAM-08,CHO-135,397,397.0,72,71.6,1,1,1,order_id,True
7549,ORD-2026-04209,CLI-048,PROD-046,2026-08-30 21:10:00,Santa Cruz,CAM-21,CHO-099,473,473.0,24,23.7,1,1,1,order_id,True
7550,ORD-2026-05949,CLI-046,PROD-010,2026-08-07 12:36:00,La Paz,CAM-28,CHO-039,23,23.0,72,66.8,1,1,1,order_id,True
