viaje_id,inicio,fin,particion,motivo
VIA-00660,2026-08-09 19:04:00,2026-08-10 06:04:00,AJUSTE,
VIA-00141,2026-08-09 19:10:00,2026-08-10 06:10:00,AJUSTE,
VIA-00533,2026-08-09 20:15:00,2026-08-10 07:15:00,AJUSTE,
VIA-01095,2026-08-09 21:41:00,2026-08-10 08:41:00,AJUSTE,
VIA-00683,2026-08-09 21:46:00,2026-08-10 08:46:00,AJUSTE,
VIA-00065,2026-08-09 21:56:00,2026-08-10 08:56:00,AJUSTE,
VIA-00905,2026-08-09 22:05:00,2026-08-10 09:05:00,AJUSTE,
VIA-00907,2026-08-09 22:21:00,2026-08-10 09:21:00,AJUSTE,
VIA-00941,2026-08-09 22:33:00,2026-08-10 09:33:00,AJUSTE,
VIA-00880,2026-08-09 23:22:00,2026-08-10 10:22:00,AJUSTE,
VIA-00871,2026-08-10 00:33:00,2026-08-10 11:33:00,AJUSTE,
VIA-00834,2026-08-10 00:37:00,2026-08-10 11:37:00,AJUSTE,
VIA-01075,2026-08-10 01:21:00,2026-08-10 12:21:00,AJUSTE,
VIA-00474,2026-08-10 01:36:00,2026-08-10 12:36:00,AJUSTE,
VIA-00995,2026-08-10 01:43:00,2026-08-10 12:43:00,AJUSTE,
VIA-00245,2026-08-10 02:29:00,2026-08-10 13:29:00,AJUSTE,
VIA-00468,2026-08-10 02:46:00,2026-08-10 13:46:00,AJUSTE,
VIA-00540,2026-08-10 02:51:00,2026-08-10 13:51:00,AJUSTE,
VIA-00041,2026-08-10 03:33:00,2026-08-10 14:33:00,AJUSTE,
VIA-00126,2026-08-10 03:46:00,2026-08-10 14:46:00,AJUSTE,
VIA-00439,2026-08-10 04:53:00,2026-08-10 15:53:00,AJUSTE,
VIA-00591,2026-08-10 06:59:00,2026-08-10 17:59:00,AJUSTE,
VIA-00423,2026-08-10 07:02:00,2026-08-10 18:02:00,AJUSTE,
VIA-00701,2026-08-10 07:50:00,2026-08-10 18:50:00,AJUSTE,
VIA-00558,2026-08-10 10:23:00,2026-08-10 21:23:00,AJUSTE,
VIA-00236,2026-08-10 11:07:00,2026-08-10 22:07:00,AJUSTE,
VIA-00176,2026-08-10 11:36:00,2026-08-10 22:36:00,AJUSTE,
VIA-01094,2026-08-10 11:49:00,2026-08-10 22:49:00,AJUSTE,
VIA-01142,2026-08-10 12:35:00,2026-08-10 23:35:00,AJUSTE,
VIA-00568,2026-08-10 13:11:00,2026-08-11 00:11:00,AJUSTE,
VIA-00111,2026-08-10 14:31:00,2026-08-11 01:31:00,AJUSTE,
VIA-00586,2026-08-10 14:55:00,2026-08-11 01:55:00,AJUSTE,
VIA-00086,2026-08-10 16:45:00,2026-08-11 03:45:00,AJUSTE,
VIA-01107,2026-08-10 17:19:00,2026-08-11 04:19:00,AJUSTE,
VIA-00391,2026-08-10 18:17:00,2026-08-11 05:17:00,AJUSTE,
VIA-00393,2026-08-10 18:30:00,2026-08-11 05:30:00,AJUSTE,
VIA-01065,2026-08-10 18:37:00,2026-08-11 05:37:00,AJUSTE,
VIA-01120,2026-08-10 18:48:00,2026-08-11 05:48:00,AJUSTE,
VIA-00254,2026-08-10 19:05:00,2026-08-11 06:05:00,AJUSTE,
VIA-00759,2026-08-10 19:22:00,2026-08-11 06:22:00,AJUSTE,
VIA-01083,2026-08-10 19:31:00,2026-08-11 06:31:00,AJUSTE,
VIA-00246,2026-08-10 20:14:00,2026-08-11 07:14:00,AJUSTE,
VIA-01151,2026-08-10 20:58:00,2026-08-11 07:58:00,AJUSTE,
VIA-00510,2026-08-10 22:11:00,2026-08-11 09:11:00,AJUSTE,
VIA-01007,2026-08-10 22:24:00,2026-08-11 09:24:00,AJUSTE,
VIA-00735,2026-08-10 22:37:00,2026-08-11 09:37:00,AJUSTE,
VIA-00484,2026-08-10 23:32:00,2026-08-11 10:32:00,AJUSTE,
VIA-01033,2026-08-10 23:58:00,2026-08-11 10:58:00,AJUSTE,
VIA-00370,2026-08-11 01:57:00,2026-08-11 12:57:00,AJUSTE,
VIA-00066,2026-08-11 02:20:00,2026-08-11 13:20:00,AJUSTE,
VIA-00570,2026-08-11 03:28:00,2026-08-11 14:28:00,AJUSTE,
VIA-00754,2026-08-11 03:30:00,2026-08-11 14:30:00,AJUSTE,
VIA-00143,2026-08-11 05:01:00,2026-08-11 16:01:00,AJUSTE,
VIA-00741,2026-08-11 05:12:00,2026-08-11 16:12:00,AJUSTE,
VIA-00647,2026-08-11 05:39:00,2026-08-11 16:39:00,AJUSTE,
VIA-00403,2026-08-11 05:42:00,2026-08-11 16:42:00,AJUSTE,
VIA-00075,2026-08-11 05:59:00,2026-08-11 16:59:00,AJUSTE,
VIA-00501,2026-08-11 06:12:00,2026-08-11 17:12:00,AJUSTE,
VIA-00167,2026-08-11 06:21:00,2026-08-11 17:21:00,AJUSTE,
VIA-00334,2026-08-11 06:39:00,2026-08-11 17:39:00,AJUSTE,
VIA-00901,2026-08-11 06:51:00,2026-08-11 17:51:00,AJUSTE,
VIA-00505,2026-08-11 08:08:00,2026-08-11 18:38:00,AJUSTE,
VIA-00680,2026-08-11 08:56:00,2026-08-11 19:56:00,AJUSTE,
VIA-00509,2026-08-11 09:03:00,2026-08-11 20:03:00,AJUSTE,
VIA-00415,2026-08-11 09:08:00,2026-08-11 20:08:00,AJUSTE,
VIA-00297,2026-08-11 11:05:00,2026-08-11 22:05:00,AJUSTE,
VIA-00084,2026-08-11 11:18:00,2026-08-11 22:18:00,AJUSTE,
VIA-00006,2026-08-11 11:27:00,2026-08-11 21:57:00,AJUSTE,
VIA-01099,2026-08-11 12:02:00,2026-08-11 22:32:00,AJUSTE,
VIA-00521,2026-08-11 12:44:00,2026-08-11 23:44:00,AJUSTE,
VIA-00001,2026-08-11 14:11:00,2026-08-12 01:11:00,AJUSTE,
VIA-01082,2026-08-11 14:28:00,2026-08-12 01:28:00,AJUSTE,
VIA-00498,2026-08-11 14:53:00,2026-08-12 01:53:00,AJUSTE,
VIA-01119,2026-08-11 15:40:00,2026-08-12 02:40:00,AJUSTE,
VIA-00720,2026-08-11 16:45:00,2026-08-12 03:45:00,AJUSTE,
VIA-00538,2026-08-11 18:29:00,2026-08-12 05:29:00,AJUSTE,
VIA-00488,2026-08-11 19:09:00,2026-08-12 06:09:00,AJUSTE,
VIA-00854,2026-08-11 19:38:00,2026-08-12 06:38:00,AJUSTE,
VIA-00317,2026-08-11 19:57:00,2026-08-12 06:57:00,AJUSTE,
VIA-00243,2026-08-11 22:06:00,2026-08-12 09:06:00,AJUSTE,
VIA-00838,2026-08-11 22:45:00,2026-08-12 09:45:00,AJUSTE,
VIA-00654,2026-08-11 22:50:00,2026-08-12 09:50:00,AJUSTE,
VIA-00552,2026-08-11 23:17:00,2026-08-12 10:17:00,AJUSTE,
VIA-00376,2026-08-11 23:38:00,2026-08-12 10:38:00,AJUSTE,
VIA-01011,2026-08-12 00:18:00,2026-08-12 11:18:00,AJUSTE,
VIA-00943,2026-08-12 00:34:00,2026-08-12 11:34:00,AJUSTE,
VIA-00127,2026-08-12 01:43:00,2026-08-12 12:43:00,AJUSTE,
VIA-00587,2026-08-12 02:05:00,2026-08-12 13:05:00,AJUSTE,
VIA-00662,2026-08-12 02:44:00,2026-08-12 13:44:00,AJUSTE,
VIA-00523,2026-08-12 03:26:00,2026-08-12 14:26:00,AJUSTE,
VIA-00299,2026-08-12 03:29:00,2026-08-12 14:29:00,AJUSTE,
VIA-00709,2026-08-12 03:58:00,2026-08-12 14:58:00,AJUSTE,
VIA-00594,2026-08-12 04:13:00,2026-08-12 15:13:00,AJUSTE,
VIA-00088,2026-08-12 04:18:00,2026-08-12 15:18:00,AJUSTE,
VIA-00280,2026-08-12 04:20:00,2026-08-12 15:20:00,AJUSTE,
VIA-00938,2026-08-12 04:36:00,2026-08-12 15:36:00,AJUSTE,
VIA-00947,2026-08-12 04:37:00,2026-08-12 15:37:00,AJUSTE,
VIA-01017,2026-08-12 05:35:00,2026-08-12 16:35:00,AJUSTE,
VIA-00083,2026-08-12 06:22:00,2026-08-12 17:22:00,AJUSTE,
VIA-00584,2026-08-12 06:32:00,2026-08-12 17:32:00,AJUSTE,
VIA-00979,2026-08-12 07:05:00,2026-08-12 18:05:00,AJUSTE,
VIA-00240,2026-08-12 07:08:00,2026-08-12 18:08:00,AJUSTE,
VIA-00401,2026-08-12 07:31:00,2026-08-12 18:31:00,AJUSTE,
VIA-00076,2026-08-12 07:32:00,2026-08-12 18:32:00,AJUSTE,
VIA-00814,2026-08-12 08:09:00,2026-08-12 19:09:00,AJUSTE,
VIA-00326,2026-08-12 08:24:00,2026-08-12 19:24:00,AJUSTE,
VIA-00262,2026-08-12 09:37:00,2026-08-12 20:37:00,AJUSTE,
VIA-01019,2026-08-12 09:56:00,2026-08-12 20:56:00,AJUSTE,
VIA-00079,2026-08-12 11:45:00,2026-08-12 22:45:00,AJUSTE,
VIA-00541,2026-08-12 11:52:00,2026-08-12 22:52:00,AJUSTE,
VIA-00454,2026-08-12 12:05:00,2026-08-12 23:05:00,AJUSTE,
VIA-00715,2026-08-12 12:42:00,2026-08-12 23:42:00,AJUSTE,
VIA-00115,2026-08-12 12:44:00,2026-08-12 23:44:00,AJUSTE,
VIA-00217,2026-08-12 12:57:00,2026-08-12 23:57:00,AJUSTE,
VIA-00030,2026-08-12 15:03:00,2026-08-13 02:03:00,AJUSTE,
VIA-00563,2026-08-12 15:23:00,2026-08-13 02:23:00,AJUSTE,
VIA-01182,2026-08-12 15:33:00,2026-08-13 02:33:00,AJUSTE,
VIA-00786,2026-08-12 15:33:00,2026-08-13 02:33:00,AJUSTE,
VIA-00612,2026-08-12 16:12:00,2026-08-13 03:12:00,AJUSTE,
VIA-00277,2026-08-12 16:27:00,2026-08-13 03:27:00,AJUSTE,
VIA-00450,2026-08-12 16:50:00,2026-08-13 03:50:00,AJUSTE,
VIA-00481,2026-08-12 16:53:00,2026-08-13 03:53:00,AJUSTE,
VIA-01132,2026-08-12 17:21:00,2026-08-13 04:21:00,AJUSTE,
VIA-00257,2026-08-12 17:21:00,2026-08-13 04:21:00,AJUSTE,
VIA-00641,2026-08-12 17:22:00,2026-08-13 04:22:00,AJUSTE,
VIA-00544,2026-08-12 17:23:00,2026-08-13 04:23:00,AJUSTE,
VIA-00711,2026-08-12 17:42:00,2026-08-13 04:42:00,AJUSTE,
VIA-00085,2026-08-12 18:55:00,2026-08-13 05:55:00,AJUSTE,
VIA-00833,2026-08-12 18:57:00,2026-08-13 05:57:00,AJUSTE,
VIA-00953,2026-08-12 19:45:00,2026-08-13 06:45:00,AJUSTE,
VIA-01106,2026-08-12 21:04:00,2026-08-13 08:04:00,AJUSTE,
VIA-00955,2026-08-12 22:27:00,2026-08-13 09:27:00,AJUSTE,
VIA-00667,2026-08-12 22:49:00,2026-08-13 09:49:00,AJUSTE,
VIA-00002,2026-08-12 23:30:00,2026-08-13 10:30:00,AJUSTE,
VIA-00188,2026-08-12 23:35:00,2026-08-13 10:35:00,AJUSTE,
VIA-00798,2026-08-12 23:37:00,2026-08-13 10:37:00,AJUSTE,
VIA-00835,2026-08-13 00:53:00,2026-08-13 11:23:00,AJUSTE,
VIA-00263,2026-08-13 05:18:00,2026-08-13 16:18:00,AJUSTE,
VIA-00010,2026-08-13 05:22:00,2026-08-13 16:22:00,AJUSTE,
VIA-00958,2026-08-13 06:26:00,2026-08-13 17:26:00,AJUSTE,
VIA-01199,2026-08-13 08:20:00,2026-08-13 19:20:00,AJUSTE,
VIA-00453,2026-08-13 08:22:00,2026-08-13 19:22:00,AJUSTE,
VIA-00769,2026-08-13 09:13:00,2026-08-13 20:13:00,AJUSTE,
VIA-00948,2026-08-13 09:40:00,2026-08-13 20:40:00,AJUSTE,
VIA-00490,2026-08-13 10:24:00,2026-08-13 21:24:00,AJUSTE,
VIA-00899,2026-08-13 12:00:00,2026-08-13 23:00:00,AJUSTE,
VIA-00900,2026-08-13 12:03:00,2026-08-13 23:03:00,AJUSTE,
VIA-00728,2026-08-13 14:08:00,2026-08-14 01:08:00,AJUSTE,
VIA-00840,2026-08-13 14:50:00,2026-08-14 01:50:00,AJUSTE,
VIA-00804,2026-08-13 14:51:00,2026-08-14 01:51:00,AJUSTE,
VIA-00708,2026-08-13 14:52:00,2026-08-14 01:52:00,AJUSTE,
VIA-00851,2026-08-13 15:27:00,2026-08-14 02:27:00,AJUSTE,
VIA-00634,2026-08-13 16:23:00,2026-08-14 03:23:00,AJUSTE,
VIA-00071,2026-08-13 16:26:00,2026-08-14 03:26:00,AJUSTE,
VIA-00727,2026-08-13 16:30:00,2026-08-14 03:30:00,AJUSTE,
VIA-00972,2026-08-13 17:03:00,2026-08-14 04:03:00,AJUSTE,
VIA-01028,2026-08-13 17:36:00,2026-08-14 04:36:00,AJUSTE,
VIA-00025,2026-08-13 17:51:00,2026-08-14 04:51:00,AJUSTE,
VIA-00935,2026-08-13 18:33:00,2026-08-14 05:33:00,AJUSTE,
VIA-00252,2026-08-13 18:52:00,2026-08-14 05:52:00,AJUSTE,
VIA-00431,2026-08-13 18:53:00,2026-08-14 05:53:00,AJUSTE,
VIA-00933,2026-08-13 19:37:00,2026-08-14 06:37:00,AJUSTE,
VIA-00466,2026-08-13 19:55:00,2026-08-14 06:55:00,AJUSTE,
VIA-00686,2026-08-13 20:04:00,2026-08-14 07:04:00,AJUSTE,
VIA-00029,2026-08-13 20:42:00,2026-08-14 07:42:00,AJUSTE,
VIA-00267,2026-08-13 21:37:00,2026-08-14 08:37:00,AJUSTE,
VIA-01059,2026-08-13 22:38:00,2026-08-14 09:38:00,AJUSTE,
VIA-00379,2026-08-13 23:56:00,2026-08-14 10:56:00,AJUSTE,
VIA-00939,2026-08-14 00:42:00,2026-08-14 11:42:00,AJUSTE,
VIA-00940,2026-08-14 00:52:00,2026-08-14 11:52:00,AJUSTE,
VIA-00163,2026-08-14 01:17:00,2026-08-14 12:17:00,AJUSTE,
VIA-00867,2026-08-14 02:02:00,2026-08-14 13:02:00,AJUSTE,
VIA-01102,2026-08-14 02:58:00,2026-08-14 13:28:00,AJUSTE,
VIA-00444,2026-08-14 03:07:00,2026-08-14 14:07:00,AJUSTE,
VIA-00872,2026-08-14 03:29:00,2026-08-14 14:29:00,AJUSTE,
VIA-00868,2026-08-14 04:37:00,2026-08-14 15:37:00,AJUSTE,
VIA-00333,2026-08-14 04:42:00,2026-08-14 15:42:00,AJUSTE,
VIA-00339,2026-08-14 04:46:00,2026-08-14 15:46:00,AJUSTE,
VIA-00764,2026-08-14 05:06:00,2026-08-14 16:06:00,AJUSTE,
VIA-00500,2026-08-14 06:01:00,2026-08-14 17:01:00,AJUSTE,
VIA-00155,2026-08-14 06:06:00,2026-08-14 17:06:00,AJUSTE,
VIA-01174,2026-08-14 06:38:00,2026-08-14 17:38:00,AJUSTE,
VIA-00284,2026-08-14 06:45:00,2026-08-14 17:45:00,AJUSTE,
VIA-00707,2026-08-14 07:28:00,2026-08-14 18:28:00,AJUSTE,
VIA-00068,2026-08-14 07:43:00,2026-08-14 18:43:00,AJUSTE,
VIA-00409,2026-08-14 08:19:00,2026-08-14 19:19:00,AJUSTE,
VIA-00202,2026-08-14 08:36:00,2026-08-14 19:36:00,AJUSTE,
VIA-00884,2026-08-14 08:44:00,2026-08-14 19:44:00,AJUSTE,
VIA-00055,2026-08-14 09:33:00,2026-08-14 20:33:00,AJUSTE,
VIA-01122,2026-08-14 10:48:00,2026-08-14 21:48:00,AJUSTE,
VIA-00860,2026-08-14 12:09:00,2026-08-14 23:09:00,AJUSTE,
VIA-01129,2026-08-14 12:31:00,2026-08-14 23:31:00,AJUSTE,
VIA-01131,2026-08-14 12:56:00,2026-08-14 23:56:00,AJUSTE,
VIA-00982,2026-08-14 14:14:00,2026-08-15 01:14:00,AJUSTE,
VIA-00615,2026-08-14 15:08:00,2026-08-15 02:08:00,AJUSTE,
VIA-00845,2026-08-14 15:29:00,2026-08-15 02:29:00,AJUSTE,
VIA-00268,2026-08-14 15:35:00,2026-08-15 02:35:00,AJUSTE,
VIA-00023,2026-08-14 16:18:00,2026-08-15 03:18:00,AJUSTE,
VIA-00077,2026-08-14 17:55:00,2026-08-15 04:55:00,AJUSTE,
VIA-00045,2026-08-14 18:16:00,2026-08-15 05:16:00,AJUSTE,
VIA-00892,2026-08-14 18:37:00,2026-08-15 05:37:00,AJUSTE,
VIA-00271,2026-08-14 18:46:00,2026-08-15 05:46:00,AJUSTE,
VIA-00269,2026-08-14 20:12:00,2026-08-15 07:12:00,AJUSTE,
VIA-00253,2026-08-14 20:28:00,2026-08-15 07:28:00,AJUSTE,
VIA-00152,2026-08-14 21:00:00,2026-08-15 08:00:00,AJUSTE,
VIA-00230,2026-08-14 21:12:00,2026-08-15 08:12:00,AJUSTE,
VIA-00190,2026-08-14 22:33:00,2026-08-15 09:03:00,AJUSTE,
VIA-00419,2026-08-14 22:49:00,2026-08-15 09:49:00,AJUSTE,
VIA-00288,2026-08-15 01:39:00,2026-08-15 12:39:00,AJUSTE,
VIA-00196,2026-08-15 02:22:00,2026-08-15 13:22:00,AJUSTE,
VIA-00358,2026-08-15 02:43:00,2026-08-15 13:43:00,AJUSTE,
VIA-00448,2026-08-15 03:21:00,2026-08-15 14:21:00,AJUSTE,
VIA-00056,2026-08-15 03:26:00,2026-08-15 14:26:00,AJUSTE,
VIA-00783,2026-08-15 03:37:00,2026-08-15 14:37:00,AJUSTE,
VIA-00162,2026-08-15 03:38:00,2026-08-15 14:38:00,AJUSTE,
VIA-01006,2026-08-15 03:45:00,2026-08-15 14:45:00,AJUSTE,
VIA-00967,2026-08-15 03:59:00,2026-08-15 14:59:00,AJUSTE,
VIA-00110,2026-08-15 04:14:00,2026-08-15 15:14:00,AJUSTE,
VIA-01180,2026-08-15 06:30:00,2026-08-15 17:30:00,AJUSTE,
VIA-00996,2026-08-15 06:31:00,2026-08-15 17:31:00,AJUSTE,
VIA-00530,2026-08-15 06:50:00,2026-08-15 17:50:00,AJUSTE,
VIA-00080,2026-08-15 07:24:00,2026-08-15 18:24:00,AJUSTE,
VIA-00384,2026-08-15 08:53:00,2026-08-15 19:23:00,AJUSTE,
VIA-00645,2026-08-15 09:54:00,2026-08-15 20:54:00,AJUSTE,
VIA-00442,2026-08-15 10:01:00,2026-08-15 21:01:00,AJUSTE,
VIA-00467,2026-08-15 10:08:00,2026-08-15 20:38:00,AJUSTE,
VIA-00310,2026-08-15 10:16:00,2026-08-15 21:16:00,AJUSTE,
VIA-00989,2026-08-15 11:29:00,2026-08-15 22:29:00,AJUSTE,
VIA-00289,2026-08-15 12:08:00,2026-08-15 23:08:00,AJUSTE,
VIA-01050,2026-08-15 12:38:00,2026-08-15 23:38:00,AJUSTE,
VIA-00229,2026-08-15 13:31:00,2026-08-16 00:31:00,AJUSTE,
VIA-00807,2026-08-15 14:00:00,2026-08-16 01:00:00,AJUSTE,
VIA-00792,2026-08-15 14:26:00,2026-08-16 01:26:00,AJUSTE,
VIA-00201,2026-08-15 14:43:00,2026-08-16 01:43:00,AJUSTE,
VIA-01034,2026-08-15 15:04:00,2026-08-16 02:04:00,AJUSTE,
VIA-00653,2026-08-15 15:11:00,2026-08-16 02:11:00,AJUSTE,
VIA-00522,2026-08-15 15:51:00,2026-08-16 02:51:00,AJUSTE,
VIA-00102,2026-08-15 16:02:00,2026-08-16 03:02:00,AJUSTE,
VIA-00331,2026-08-15 16:23:00,2026-08-16 03:23:00,AJUSTE,
VIA-00136,2026-08-15 16:45:00,2026-08-16 03:45:00,AJUSTE,
VIA-00646,2026-08-15 17:28:00,2026-08-16 04:28:00,AJUSTE,
VIA-01056,2026-08-15 17:52:00,2026-08-16 04:52:00,AJUSTE,
VIA-00620,2026-08-15 18:10:00,2026-08-16 05:10:00,AJUSTE,
VIA-00781,2026-08-15 18:20:00,2026-08-16 05:20:00,AJUSTE,
VIA-00390,2026-08-15 18:32:00,2026-08-16 05:32:00,AJUSTE,
VIA-00822,2026-08-15 18:40:00,2026-08-16 05:40:00,AJUSTE,
VIA-00142,2026-08-15 18:56:00,2026-08-16 05:56:00,AJUSTE,
VIA-00191,2026-08-15 19:03:00,2026-08-16 06:03:00,AJUSTE,
VIA-00774,2026-08-15 19:34:00,2026-08-16 06:34:00,AJUSTE,
VIA-00013,2026-08-15 19:49:00,2026-08-16 06:49:00,AJUSTE,
VIA-00514,2026-08-15 19:54:00,2026-08-16 06:54:00,AJUSTE,
VIA-00429,2026-08-15 20:03:00,2026-08-16 07:03:00,AJUSTE,
VIA-01022,2026-08-15 20:06:00,2026-08-16 07:06:00,AJUSTE,
VIA-01041,2026-08-15 20:11:00,2026-08-16 07:11:00,AJUSTE,
VIA-01039,2026-08-15 20:17:00,2026-08-16 07:17:00,AJUSTE,
VIA-00140,2026-08-15 20:23:00,2026-08-16 07:23:00,AJUSTE,
VIA-00815,2026-08-15 20:28:00,2026-08-16 07:28:00,AJUSTE,
VIA-00710,2026-08-15 20:50:00,2026-08-16 07:20:00,AJUSTE,
VIA-00661,2026-08-15 20:54:00,2026-08-16 07:54:00,AJUSTE,
VIA-00850,2026-08-15 22:40:00,2026-08-16 09:40:00,AJUSTE,
VIA-00220,2026-08-15 23:10:00,2026-08-16 10:10:00,AJUSTE,
VIA-00165,2026-08-15 23:36:00,2026-08-16 10:36:00,AJUSTE,
VIA-00750,2026-08-15 23:59:00,2026-08-16 10:59:00,AJUSTE,
VIA-00718,2026-08-16 00:15:00,2026-08-16 11:15:00,AJUSTE,
VIA-00560,2026-08-16 00:18:00,2026-08-16 10:48:00,AJUSTE,
VIA-01166,2026-08-16 00:41:00,2026-08-16 11:41:00,AJUSTE,
VIA-00479,2026-08-16 00:54:00,2026-08-16 11:54:00,AJUSTE,
VIA-01111,2026-08-16 01:45:00,2026-08-16 12:45:00,AJUSTE,
VIA-00743,2026-08-16 01:46:00,2026-08-16 12:46:00,AJUSTE,
VIA-01036,2026-08-16 02:08:00,2026-08-16 13:08:00,AJUSTE,
VIA-00241,2026-08-16 03:13:00,2026-08-16 14:13:00,AJUSTE,
VIA-00846,2026-08-16 03:16:00,2026-08-16 14:16:00,AJUSTE,
VIA-01176,2026-08-16 03:17:00,2026-08-16 14:17:00,AJUSTE,
VIA-00841,2026-08-16 03:26:00,2026-08-16 14:26:00,AJUSTE,
VIA-00099,2026-08-16 04:23:00,2026-08-16 15:23:00,AJUSTE,
VIA-01152,2026-08-16 04:36:00,2026-08-16 15:36:00,AJUSTE,
VIA-00497,2026-08-16 04:55:00,2026-08-16 15:55:00,AJUSTE,
VIA-00464,2026-08-16 05:10:00,2026-08-16 16:10:00,AJUSTE,
VIA-00183,2026-08-16 06:08:00,2026-08-16 17:08:00,AJUSTE,
VIA-01175,2026-08-16 06:15:00,2026-08-16 17:15:00,AJUSTE,
VIA-00633,2026-08-16 07:30:00,2026-08-16 18:30:00,AJUSTE,
VIA-00777,2026-08-16 07:53:00,2026-08-16 18:53:00,AJUSTE,
VIA-00961,2026-08-16 08:19:00,2026-08-16 19:19:00,AJUSTE,
VIA-00930,2026-08-16 09:53:00,2026-08-16 20:53:00,AJUSTE,
VIA-00308,2026-08-16 10:21:00,2026-08-16 20:51:00,AJUSTE,
VIA-00716,2026-08-16 11:30:00,2026-08-16 22:30:00,AJUSTE,
VIA-01042,2026-08-16 11:52:00,2026-08-16 22:52:00,AJUSTE,
VIA-00853,2026-08-16 12:36:00,2026-08-16 23:36:00,AJUSTE,
VIA-00398,2026-08-16 12:49:00,2026-08-16 23:49:00,AJUSTE,
VIA-00639,2026-08-16 13:48:00,2026-08-17 00:48:00,AJUSTE,
VIA-00473,2026-08-16 15:05:00,2026-08-17 02:05:00,AJUSTE,
VIA-00649,2026-08-16 15:34:00,2026-08-17 02:34:00,AJUSTE,
VIA-00039,2026-08-16 15:46:00,2026-08-17 02:46:00,AJUSTE,
VIA-00485,2026-08-16 15:57:00,2026-08-17 02:57:00,AJUSTE,
VIA-00744,2026-08-16 16:14:00,2026-08-17 03:14:00,AJUSTE,
VIA-00365,2026-08-16 16:47:00,2026-08-17 03:47:00,AJUSTE,
VIA-01016,2026-08-16 17:08:00,2026-08-17 04:08:00,AJUSTE,
VIA-00733,2026-08-16 18:01:00,2026-08-17 05:01:00,AJUSTE,
VIA-01104,2026-08-16 18:36:00,2026-08-17 05:36:00,AJUSTE,
VIA-00571,2026-08-16 18:44:00,2026-08-17 05:44:00,AJUSTE,
VIA-00848,2026-08-16 18:46:00,2026-08-17 05:46:00,AJUSTE,
VIA-01200,2026-08-16 19:03:00,2026-08-17 06:03:00,AJUSTE,
VIA-00959,2026-08-16 19:55:00,2026-08-17 06:55:00,AJUSTE,
VIA-00988,2026-08-16 20:29:00,2026-08-17 07:29:00,AJUSTE,
VIA-00455,2026-08-16 20:59:00,2026-08-17 07:59:00,AJUSTE,
VIA-00511,2026-08-16 21:11:00,2026-08-17 08:11:00,AJUSTE,
VIA-01170,2026-08-16 21:57:00,2026-08-17 08:57:00,AJUSTE,
VIA-00156,2026-08-16 22:11:00,2026-08-17 09:11:00,AJUSTE,
VIA-00776,2026-08-16 22:31:00,2026-08-17 09:31:00,AJUSTE,
VIA-00438,2026-08-16 23:34:00,2026-08-17 10:34:00,AJUSTE,
VIA-00829,2026-08-16 23:53:00,2026-08-17 10:53:00,AJUSTE,
VIA-00997,2026-08-16 23:56:00,2026-08-17 10:56:00,AJUSTE,
VIA-01088,2026-08-17 00:46:00,2026-08-17 11:46:00,AJUSTE,
VIA-00696,2026-08-17 01:16:00,2026-08-17 12:16:00,AJUSTE,
VIA-00154,2026-08-17 01:42:00,2026-08-17 12:42:00,AJUSTE,
VIA-00998,2026-08-17 03:26:00,2026-08-17 14:26:00,AJUSTE,
VIA-00917,2026-08-17 04:14:00,2026-08-17 15:14:00,AJUSTE,
VIA-00771,2026-08-17 04:38:00,2026-08-17 15:38:00,AJUSTE,
VIA-00048,2026-08-17 04:57:00,2026-08-17 15:57:00,AJUSTE,
VIA-00073,2026-08-17 05:26:00,2026-08-17 16:26:00,AJUSTE,
VIA-01144,2026-08-17 06:38:00,2026-08-17 17:38:00,AJUSTE,
VIA-00186,2026-08-17 08:06:00,2026-08-17 19:06:00,AJUSTE,
VIA-00342,2026-08-17 08:19:00,2026-08-17 19:19:00,AJUSTE,
VIA-00097,2026-08-17 08:43:00,2026-08-17 19:43:00,AJUSTE,
VIA-00763,2026-08-17 09:26:00,2026-08-17 20:26:00,AJUSTE,
VIA-00559,2026-08-17 10:27:00,2026-08-17 21:27:00,AJUSTE,
VIA-01105,2026-08-17 12:33:00,2026-08-17 23:33:00,AJUSTE,
VIA-01128,2026-08-17 12:57:00,2026-08-17 23:57:00,AJUSTE,
VIA-00131,2026-08-17 13:18:00,2026-08-18 00:18:00,AJUSTE,
VIA-00408,2026-08-17 14:23:00,2026-08-18 01:23:00,AJUSTE,
VIA-01005,2026-08-17 15:04:00,2026-08-18 02:04:00,AJUSTE,
VIA-00203,2026-08-17 15:42:00,2026-08-18 02:42:00,AJUSTE,
VIA-00546,2026-08-17 15:50:00,2026-08-18 02:50:00,AJUSTE,
VIA-00270,2026-08-17 15:51:00,2026-08-18 02:51:00,AJUSTE,
VIA-00261,2026-08-17 16:23:00,2026-08-18 03:23:00,AJUSTE,
VIA-00153,2026-08-17 18:17:00,2026-08-18 05:17:00,AJUSTE,
VIA-00960,2026-08-17 18:29:00,2026-08-18 05:29:00,AJUSTE,
VIA-01098,2026-08-17 18:58:00,2026-08-18 05:58:00,AJUSTE,
VIA-01037,2026-08-17 19:56:00,2026-08-18 06:56:00,AJUSTE,
VIA-00234,2026-08-17 20:25:00,2026-08-18 07:25:00,AJUSTE,
