fila_bronze,viaje_id,order_id,camion_id_tratado,producto_id,timestamp_bolivia,temp_c,humedad_pct,objetivo_c,tolerancia_c,desvio_respecto_umbral_c,temp_lag1_c,temp_lag2_c,cambio_temp_c,pendiente_c_por_min,temp_media_historica_3,temp_max_historica_3,minutos_desde_inicio,categoria_logistica_tratada,tipo_camion_tratado,capacidad_kg_tratada,centro_distribucion_tratado,cantidad_solicitada_tratado,tiempo_entrega_prometido_hrs_tratado,temperatura_imputada_x,humedad_imputada,clasificacion_objetivo_60min,max_desvio_termico_proximos_60min_c,n_lecturas_futuras_60min,apta_clasificacion_60min,apta_regresion_60min
4704,VIA-00196,ORD-2026-04174,CAM-19,PROD-044,2026-08-15 13:52:00,3.79,67.8,4.0,2.0,-1.79,3.39,4.64,0.3999999999999999,0.01333333333333333,3.94,4.64,690.0,Fresco,Refrigerado,2000,Tarija,405.0,24.0,False,False,0,,0,True,False
4705,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 14:00:00,18.48,49.3,20.0,5.0,-3.4800000000000004,,,,,18.48,18.48,0.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-1.2199999999999989,2,True,True
4706,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 14:30:00,18.45,35.4,20.0,5.0,-3.4499999999999993,18.48,,-0.030000000000001137,-0.001000000000000038,18.465,18.48,30.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-1.2199999999999989,2,True,True
4707,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 15:00:00,23.78,54.1,20.0,5.0,-1.2199999999999989,18.45,18.48,5.330000000000002,0.17766666666666672,20.236666666666668,23.78,60.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-3.9800000000000004,2,True,True
4708,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 15:30:00,18.98,46.5,20.0,5.0,-3.9800000000000004,23.78,18.45,-4.800000000000001,-0.16000000000000003,20.403333333333336,23.78,90.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-4.48,2,True,True
4709,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 16:00:00,19.53,35.0,20.0,5.0,-4.530000000000001,18.98,23.78,0.5500000000000007,0.018333333333333358,20.763333333333335,23.78,120.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-4.379999999999999,2,True,True
4710,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 16:30:00,20.52,41.0,20.0,5.0,-4.48,19.53,18.98,0.9899999999999984,0.032999999999999946,19.676666666666666,20.52,150.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-3.4200000000000017,2,True,True
4711,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 17:00:00,20.62,36.4,20.0,5.0,-4.379999999999999,20.52,19.53,0.10000000000000142,0.003333333333333381,20.223333333333333,20.62,180.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-2.9899999999999984,2,True,True
4712,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 17:30:00,18.42,43.3,20.0,5.0,-3.4200000000000017,20.62,20.52,-2.1999999999999993,-0.0733333333333333,19.853333333333335,20.62,210.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-2.9899999999999984,2,True,True
4713,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 18:00:00,17.99,55.7,20.0,5.0,-2.9899999999999984,18.42,20.62,-0.43000000000000327,-0.014333333333333443,19.01,20.62,240.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-4.460000000000001,2,True,True
4714,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 18:30:00,19.87,48.1,20.0,5.0,-4.870000000000001,17.99,18.42,1.8800000000000026,0.06266666666666675,18.76,19.87,270.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-4.460000000000001,2,True,True
4715,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 19:00:00,19.46,49.8,20.0,5.0,-4.460000000000001,19.87,17.99,-0.41000000000000014,-0.01366666666666667,19.106666666666666,19.87,300.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-4.57,2,True,True
4716,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 19:30:00,19.94,29.9,20.0,5.0,-4.940000000000001,19.46,19.87,0.4800000000000004,0.016000000000000014,19.756666666666668,19.94,330.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-4.57,2,True,True
4717,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 20:00:00,20.43,45.6,20.0,5.0,-4.57,19.94,19.46,0.48999999999999844,0.01633333333333328,19.943333333333335,20.43,360.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-3.1999999999999993,2,True,True
4718,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 20:30:00,20.19,37.2,20.0,5.0,-4.809999999999999,20.43,19.94,-0.23999999999999844,-0.007999999999999948,20.186666666666667,20.43,390.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-0.39000000000000057,2,True,True
4719,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 21:00:00,21.8,52.6,20.0,5.0,-3.1999999999999993,20.19,20.43,1.6099999999999994,0.05366666666666665,20.80666666666667,21.8,420.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-0.39000000000000057,2,True,True
4720,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 21:30:00,15.39,44.7,20.0,5.0,-0.39000000000000057,21.8,20.19,-6.41,-0.21366666666666667,19.12666666666667,21.8,450.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-2.41,2,True,True
4721,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 22:00:00,20.32,48.9,20.0,5.0,-4.68,15.39,21.8,4.93,0.16433333333333333,19.169999999999998,21.8,480.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-2.41,2,True,True
4722,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 22:30:00,17.41,44.9,20.0,5.0,-2.41,20.32,15.39,-2.91,-0.097,17.706666666666667,20.32,510.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-2.8599999999999994,2,True,True
4723,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 23:00:00,22.14,59.3,20.0,5.0,-2.8599999999999994,17.41,20.32,4.73,0.15766666666666668,19.956666666666667,22.14,540.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-3.629999999999999,2,True,True
4724,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 23:30:00,20.5,53.6,20.0,5.0,-4.5,22.14,17.41,-1.6400000000000006,-0.05466666666666668,20.016666666666666,22.14,570.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-3.629999999999999,2,True,True
4725,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-20 00:00:00,21.37,55.8,20.0,5.0,-3.629999999999999,20.5,22.14,0.870000000000001,0.029000000000000033,21.33666666666667,22.14,600.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-4.309999999999999,2,True,True
4726,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-20 00:30:00,19.31,53.1,20.0,5.0,-4.309999999999999,21.37,20.5,-2.0600000000000023,-0.06866666666666674,20.393333333333334,21.37,630.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-3.6799999999999997,2,True,True
4727,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-20 01:00:00,19.51,52.2,20.0,5.0,-4.510000000000002,19.31,21.37,0.20000000000000284,0.006666666666666762,20.063333333333336,21.37,660.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,-3.6799999999999997,1,True,True
4728,VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-20 01:30:00,21.32,45.6,20.0,5.0,-3.6799999999999997,19.51,19.31,1.8099999999999987,0.06033333333333329,20.046666666666667,21.32,690.0,Seco,Refrigerado,2000,Tarija,496.0,72.0,False,False,0,,0,True,False
4729,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-22 19:50:00,-19.09,77.5,-18.0,2.0,-0.9100000000000001,,,,,-19.09,-19.09,0.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-0.120000000000001,2,True,True
4730,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-22 20:20:00,-19.88,69.6,-18.0,2.0,-0.120000000000001,-19.09,,-0.7899999999999991,-0.026333333333333306,-19.485,-19.09,30.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.1000000000000014,2,True,True
4731,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-22 20:50:00,-18.18,75.9,-18.0,2.0,-1.8200000000000003,-19.88,-19.09,1.6999999999999993,0.05666666666666664,-19.05,-18.18,60.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.1000000000000014,2,True,True
4732,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-22 21:20:00,-18.9,75.7,-18.0,2.0,-1.1000000000000014,-18.18,-19.88,-0.7199999999999989,-0.023999999999999962,-18.986666666666668,-18.18,90.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.3099999999999987,2,True,True
4733,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-22 21:50:00,-18.12,71.6,-18.0,2.0,-1.879999999999999,-18.9,-18.18,0.7799999999999976,0.02599999999999992,-18.400000000000002,-18.12,120.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.2699999999999996,2,True,True
4734,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-22 22:20:00,-17.31,74.1,-18.0,2.0,-1.3099999999999987,-18.12,-18.9,0.8100000000000023,0.027000000000000076,-18.11,-17.31,150.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.2699999999999996,2,True,True
4735,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-22 22:50:00,-17.27,73.8,-18.0,2.0,-1.2699999999999996,-17.31,-18.12,0.03999999999999915,0.0013333333333333049,-17.566666666666666,-17.27,180.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.370000000000001,2,True,True
4736,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-22 23:20:00,-18.63,65.7,-18.0,2.0,-1.370000000000001,-17.27,-17.31,-1.3599999999999994,-0.045333333333333316,-17.736666666666665,-17.27,210.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.4899999999999984,2,True,True
4737,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-22 23:50:00,-18.51,82.2,-18.0,2.0,-1.4899999999999984,-18.63,-17.27,0.11999999999999744,0.003999999999999915,-18.136666666666667,-17.27,240.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.5300000000000011,2,True,True
4738,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 00:20:00,-17.53,60.6,-18.0,2.0,-1.5300000000000011,-18.51,-18.63,0.9800000000000004,0.032666666666666684,-18.223333333333333,-17.53,270.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.7600000000000016,2,True,True
4739,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 00:50:00,-17.76,70.8,-18.0,2.0,-1.7600000000000016,-17.53,-18.51,-0.23000000000000043,-0.007666666666666681,-17.933333333333334,-17.53,300.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.2399999999999984,2,True,True
4740,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 01:20:00,-17.8,71.3,-18.0,2.0,-1.8000000000000007,-17.76,-17.53,-0.03999999999999915,-0.0013333333333333049,-17.69666666666667,-17.53,330.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.2399999999999984,2,True,True
4741,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 01:50:00,-17.24,54.9,-18.0,2.0,-1.2399999999999984,-17.8,-17.76,0.5600000000000023,0.01866666666666674,-17.6,-17.24,360.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.7199999999999989,2,True,True
4742,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 02:20:00,-17.72,60.8,-18.0,2.0,-1.7199999999999989,-17.24,-17.8,-0.4800000000000004,-0.016000000000000014,-17.586666666666666,-17.24,390.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.6400000000000006,2,True,True
4743,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 02:50:00,-17.74,65.5,-18.0,2.0,-1.7399999999999984,-17.72,-17.24,-0.019999999999999574,-0.0006666666666666524,-17.566666666666663,-17.24,420.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.25,2,True,True
4744,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 03:20:00,-18.36,59.3,-18.0,2.0,-1.6400000000000006,-17.74,-17.72,-0.620000000000001,-0.0206666666666667,-17.939999999999998,-17.72,450.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.25,2,True,True
4745,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 03:50:00,-17.25,60.1,-18.0,2.0,-1.25,-18.36,-17.74,1.1099999999999994,0.036999999999999984,-17.78333333333333,-17.25,480.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,1,0.25,2,True,True
4746,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 04:20:00,-18.54,69.9,-18.0,2.0,-1.4600000000000009,-17.25,-18.36,-1.2899999999999991,-0.04299999999999997,-18.05,-17.25,510.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,1,0.25,2,True,True
4747,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 04:50:00,-20.25,74.8,-18.0,2.0,0.25,-18.54,-17.25,-1.7100000000000009,-0.05700000000000003,-18.680000000000003,-17.25,540.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-0.9600000000000009,2,True,True
4748,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 05:20:00,-17.98,87.8,-18.0,2.0,-1.9800000000000004,-20.25,-18.54,2.2699999999999996,0.07566666666666665,-18.923333333333336,-17.98,570.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-0.6799999999999997,2,True,True
4749,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 05:50:00,-19.04,77.1,-18.0,2.0,-0.9600000000000009,-17.98,-20.25,-1.0599999999999987,-0.03533333333333329,-19.09,-17.98,600.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-0.6799999999999997,2,True,True
4750,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 06:20:00,-19.32,60.6,-18.0,2.0,-0.6799999999999997,-19.04,-17.98,-0.28000000000000114,-0.00933333333333337,-18.779999999999998,-17.98,630.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.3999999999999986,2,True,True
4751,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 06:50:00,-18.14,76.7,-18.0,2.0,-1.8599999999999994,-19.32,-19.04,1.1799999999999997,0.039333333333333324,-18.833333333333332,-18.14,660.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,-1.3999999999999986,1,True,True
4752,VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-23 07:20:00,-18.6,75.8,-18.0,2.0,-1.3999999999999986,-18.14,-19.32,-0.46000000000000085,-0.015333333333333362,-18.686666666666667,-18.14,690.0,Congelado,Refrigerado,5000,Santa Cruz,421.0,72.0,False,False,0,,0,True,False
4753,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 12:48:00,17.31,48.1,20.0,5.0,-2.3099999999999987,,,,,17.31,17.31,0.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-4.129999999999999,2,True,True
4754,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 13:18:00,19.84,57.9,20.0,5.0,-4.84,17.31,,2.530000000000001,0.08433333333333337,18.575,19.84,30.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-4.129999999999999,2,True,True
4755,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 13:48:00,19.13,48.9,20.0,5.0,-4.129999999999999,19.84,17.31,-0.7100000000000009,-0.023666666666666693,18.76,19.84,60.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-4.350000000000001,2,True,True
4756,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 14:18:00,20.65,48.7,20.0,5.0,-4.350000000000001,19.13,19.84,1.5199999999999996,0.05066666666666665,19.87333333333333,20.65,90.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-4.710000000000001,2,True,True
4757,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 14:48:00,19.82,45.5,20.0,5.0,-4.82,20.65,19.13,-0.8299999999999983,-0.02766666666666661,19.866666666666664,20.65,120.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-3.8500000000000014,2,True,True
4758,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 15:18:00,19.71,65.2,20.0,5.0,-4.710000000000001,19.82,20.65,-0.10999999999999943,-0.0036666666666666475,20.060000000000002,20.65,150.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-3.5199999999999996,2,True,True
4759,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 15:48:00,21.15,45.5,20.0,5.0,-3.8500000000000014,19.71,19.82,1.4399999999999977,0.047999999999999925,20.226666666666663,21.15,180.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-3.1999999999999993,2,True,True
4760,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 16:18:00,21.48,46.2,20.0,5.0,-3.5199999999999996,21.15,19.71,0.33000000000000185,0.011000000000000062,20.78,21.48,210.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-3.1999999999999993,2,True,True
4761,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 16:48:00,18.2,45.0,20.0,5.0,-3.1999999999999993,21.48,21.15,-3.280000000000001,-0.10933333333333337,20.276666666666667,21.48,240.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-3.039999999999999,2,True,True
4762,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 17:18:00,20.13,52.6,20.0,5.0,-4.870000000000001,18.2,21.48,1.9299999999999997,0.06433333333333333,19.936666666666667,21.48,270.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-3.039999999999999,2,True,True
4763,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 17:48:00,21.96,39.7,20.0,5.0,-3.039999999999999,20.13,18.2,1.8300000000000018,0.06100000000000006,20.096666666666668,21.96,300.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-4.77,2,True,True
4764,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 18:18:00,20.23,45.0,20.0,5.0,-4.77,21.96,20.13,-1.7300000000000004,-0.05766666666666668,20.773333333333337,21.96,330.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-3.3999999999999986,2,True,True
4765,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 18:48:00,19.78,54.2,20.0,5.0,-4.780000000000001,20.23,21.96,-0.4499999999999993,-0.014999999999999977,20.656666666666666,21.96,360.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-3.3500000000000014,2,True,True
4766,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 19:18:00,21.6,38.4,20.0,5.0,-3.3999999999999986,19.78,20.23,1.8200000000000003,0.060666666666666674,20.536666666666665,21.6,390.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-3.3500000000000014,1,True,True
4767,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 19:48:00,18.35,51.1,20.0,5.0,-3.3500000000000014,21.6,19.78,-3.25,-0.10833333333333334,19.91,21.6,420.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-4.579999999999998,1,True,True
4769,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 20:48:00,20.42,44.8,20.0,5.0,-4.579999999999998,18.35,21.6,2.0700000000000003,0.0345,20.123333333333335,21.6,480.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-2.09,2,True,True
4770,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 21:18:00,17.09,38.3,20.0,5.0,-2.09,20.42,18.35,-3.330000000000002,-0.11100000000000006,18.62,20.42,510.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-3.4400000000000013,2,True,True
4771,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 21:48:00,18.44,56.1,20.0,5.0,-3.4400000000000013,17.09,20.42,1.3500000000000014,0.04500000000000005,18.650000000000002,20.42,540.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-3.66,2,True,True
4772,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 22:18:00,20.42,50.7,20.0,5.0,-4.579999999999998,18.44,17.09,1.9800000000000004,0.06600000000000002,18.650000000000002,20.42,570.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-2.789999999999999,2,True,True
4773,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 22:48:00,21.34,49.1,20.0,5.0,-3.66,20.42,18.44,0.9199999999999982,0.030666666666666606,20.066666666666666,21.34,600.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-2.789999999999999,2,True,True
4774,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 23:18:00,22.21,51.5,20.0,5.0,-2.789999999999999,21.34,20.42,0.870000000000001,0.029000000000000033,21.323333333333334,22.21,630.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-2.280000000000001,2,True,True
4775,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 23:48:00,18.51,33.8,20.0,5.0,-3.5100000000000016,22.21,21.34,-3.6999999999999993,-0.12333333333333331,20.686666666666667,22.21,660.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,-2.280000000000001,1,True,True
4776,VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-27 00:18:00,22.72,42.3,20.0,5.0,-2.280000000000001,18.51,22.21,4.209999999999997,0.14033333333333325,21.146666666666665,22.72,690.0,Seco,Refrigerado,2000,La Paz,73.0,72.0,False,False,0,,0,True,False
4777,VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 08:20:00,17.59,51.8,20.0,5.0,-2.59,,,,,17.59,17.59,0.0,Seco,Seco,2000,La Paz,222.0,48.0,False,False,0,-0.9699999999999989,2,True,True
4778,VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 08:50:00,24.03,46.8,20.0,5.0,-0.9699999999999989,17.59,,6.440000000000001,0.2146666666666667,20.810000000000002,24.03,30.0,Seco,Seco,2000,La Paz,222.0,48.0,False,False,0,-1.8900000000000006,2,True,True
4779,VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 09:20:00,23.11,55.9,20.0,5.0,-1.8900000000000006,24.03,17.59,-0.9200000000000017,-0.030666666666666724,21.576666666666668,24.03,60.0,Seco,Seco,2000,La Paz,222.0,48.0,False,False,0,-4.84,2,True,True
4780,VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 09:50:00,19.9,48.5,20.0,5.0,-4.899999999999999,23.11,24.03,-3.210000000000001,-0.10700000000000003,22.346666666666664,24.03,90.0,Seco,Seco,2000,La Paz,222.0,48.0,False,False,0,-1.8999999999999986,2,True,True
4781,VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 10:20:00,19.84,49.7,20.0,5.0,-4.84,19.9,23.11,-0.05999999999999872,-0.0019999999999999575,20.95,23.11,120.0,Seco,Seco,2000,La Paz,222.0,48.0,False,False,0,-1.8999999999999986,2,True,True
4782,VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 10:50:00,23.1,46.8,20.0,5.0,-1.8999999999999986,19.84,19.9,3.2600000000000016,0.10866666666666672,20.946666666666665,23.1,150.0,Seco,Seco,2000,La Paz,222.0,48.0,False,False,0,-3.629999999999999,2,True,True
4783,VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 11:20:00,18.63,64.3,20.0,5.0,-3.629999999999999,23.1,19.84,-4.470000000000002,-0.14900000000000008,20.52333333333333,23.1,180.0,Seco,Seco,2000,La Paz,222.0,48.0,False,False,0,-4.469999999999999,2,True,True
4784,VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 11:50:00,20.53,41.6,20.0,5.0,-4.469999999999999,18.63,23.1,1.9000000000000021,0.06333333333333341,20.753333333333334,23.1,210.0,Seco,Seco,2000,La Paz,222.0,48.0,False,False,0,-3.969999999999999,2,True,True
4785,VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 12:20:00,19.55,47.0,20.0,5.0,-4.550000000000001,20.53,18.63,-0.9800000000000004,-0.032666666666666684,19.57,20.53,240.0,Seco,Seco,2000,La Paz,222.0,48.0,False,False,0,-1.870000000000001,2,True,True
4786,VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 12:50:00,18.97,63.0,20.0,5.0,-3.969999999999999,19.55,20.53,-0.5800000000000018,-0.019333333333333393,19.683333333333334,20.53,270.0,Seco,Seco,2000,La Paz,222.0,48.0,False,False,0,-1.870000000000001,2,True,True
4787,VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 13:20:00,23.13,56.8,20.0,5.0,-1.870000000000001,18.97,19.55,4.16,0.13866666666666666,20.549999999999997,23.13,300.0,Seco,Seco,2000,La Paz,222.0,48.0,False,False,0,-3.0100000000000016,2,True,True
4788,VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 13:50:00,21.58,47.6,20.0,5.0,-3.4200000000000017,23.13,18.97,-1.5500000000000007,-0.05166666666666669,21.226666666666663,23.13,330.0,Seco,Seco,2000,La Paz,222.0,48.0,False,False,0,-0.6999999999999993,2,True,True
4789,VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 14:20:00,18.01,42.7,20.0,5.0,-3.0100000000000016,21.58,23.13,-3.5699999999999967,-0.1189999999999999,20.906666666666666,23.13,360.0,Seco,Seco,2000,La Paz,222.0,48.0,False,False,0,-0.6999999999999993,2,True,True
