viaje_id,order_id,camion_id_tratado,producto_id,inicio_viaje,fin_viaje,n_lecturas,n_lecturas_observadas,temperatura_promedio_c,temperatura_maxima_c,n_desviaciones,categoria_logistica,tipo_camion,centro_distribucion,tuvo_desviacion,apto_kpi_termico_observado
VIA-00149,ORD-2026-04856,CAM-21,PROD-010,2026-08-26 02:43:00,2026-08-26 14:13:00,24,24,20.543333333333333,24.07,0,Seco,Seco,Tarija,False,True
VIA-00150,ORD-2026-03436,CAM-01,PROD-027,2026-08-30 23:23:00,2026-08-31 10:53:00,24,24,3.9233333333333333,5.2,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00151,ORD-2026-05731,CAM-23,PROD-048,2026-08-29 11:50:00,2026-08-29 23:20:00,23,23,19.655652173913044,22.93,0,Seco,Seco,Santa Cruz,False,True
VIA-00152,ORD-2026-04502,CAM-04,PROD-024,2026-08-14 21:00:00,2026-08-15 08:30:00,24,24,20.195,23.71,0,Seco,Seco,La Paz,False,True
VIA-00153,ORD-2026-06607,CAM-21,PROD-020,2026-08-17 18:17:00,2026-08-18 05:47:00,24,24,19.480416666666667,23.24,0,Seco,Seco,Tarija,False,True
VIA-00154,ORD-2026-03115,CAM-25,PROD-021,2026-08-17 01:42:00,2026-08-17 13:12:00,24,24,4.225833333333333,5.41,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00155,ORD-2026-01047,CAM-02,PROD-036,2026-08-14 06:06:00,2026-08-14 17:36:00,24,0,,,0,Fresco,Refrigerado,Cochabamba,False,False
VIA-00156,ORD-2026-03050,CAM-07,PROD-018,2026-08-16 22:11:00,2026-08-17 09:41:00,24,0,,,0,Seco,Seco,La Paz,False,False
VIA-00157,ORD-2026-04133,CAM-20,PROD-014,2026-08-20 00:07:00,2026-08-20 11:37:00,24,24,20.12,22.52,0,Seco,Refrigerado,Oruro,False,True
VIA-00158,ORD-2026-02916,CAM-10,PROD-056,2026-08-26 10:03:00,2026-08-26 21:33:00,24,24,3.81875,5.24,0,Fresco,Refrigerado,La Paz,False,True
VIA-00159,ORD-2026-06805,CAM-10,PROD-011,2026-08-26 22:23:00,2026-08-27 09:53:00,24,24,-18.14375,-16.87,1,Congelado,Refrigerado,La Paz,True,True
VIA-00160,ORD-2026-00256,CAM-10,PROD-058,2026-08-27 02:11:00,2026-08-27 13:41:00,24,24,-17.803333333333335,-16.62,0,Congelado,Refrigerado,La Paz,False,True
VIA-00161,ORD-2026-04208,CAM-11,PROD-009,2026-08-27 23:59:00,2026-08-28 11:29:00,24,24,3.9766666666666666,5.48,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00162,ORD-2026-04629,CAM-26,PROD-034,2026-08-15 03:38:00,2026-08-15 15:08:00,24,24,5.3687499999999995,10.92,5,Fresco,Refrigerado,Tarija,True,True
VIA-00163,ORD-2026-03377,CAM-29,PROD-024,2026-08-14 01:17:00,2026-08-14 12:47:00,24,24,19.822916666666668,22.67,0,Seco,Seco,Santa Cruz,False,True
VIA-00164,ORD-2026-03533,CAM-21,PROD-018,2026-08-03 14:26:00,2026-08-04 01:56:00,24,0,,,0,Seco,Seco,Tarija,False,False
VIA-00165,ORD-2026-02832,CAM-26,PROD-052,2026-08-15 23:36:00,2026-08-16 11:06:00,24,24,3.8525000000000005,5.19,0,Fresco,Refrigerado,Tarija,False,True
VIA-00166,ORD-2026-03905,CAM-24,PROD-026,2026-08-21 21:24:00,2026-08-22 08:54:00,24,0,,,0,Fresco,Refrigerado,Oruro,False,False
VIA-00167,ORD-2026-02363,CAM-19,PROD-044,2026-08-11 06:21:00,2026-08-11 17:51:00,24,24,5.126666666666667,10.83,6,Fresco,Refrigerado,Tarija,True,True
VIA-00168,ORD-2026-03448,CAM-19,PROD-020,2026-08-08 14:20:00,2026-08-09 01:50:00,24,23,20.51695652173913,25.48,1,Seco,Refrigerado,Tarija,True,True
VIA-00169,ORD-2026-00526,CAM-21,PROD-004,2026-08-28 22:54:00,2026-08-29 10:24:00,24,24,3.9637499999999997,5.29,0,Fresco,Seco,Tarija,False,True
VIA-00170,ORD-2026-04828,CAM-01,PROD-045,2026-08-03 09:07:00,2026-08-03 20:37:00,22,22,3.989949494949495,5.91,1,Fresco,Refrigerado,Cochabamba,True,True
VIA-00171,ORD-2026-04015,CAM-03,PROD-018,2026-08-21 12:25:00,2026-08-21 23:55:00,23,0,,,0,Seco,Seco,Oruro,False,False
VIA-00172,ORD-2026-01268,CAM-20,PROD-048,2026-08-01 23:08:00,2026-08-02 10:38:00,24,24,19.955416666666668,23.61,0,Seco,Refrigerado,Oruro,False,True
VIA-00173,ORD-2026-01975,CAM-10,PROD-060,2026-08-18 09:02:00,2026-08-18 20:32:00,24,24,-17.9875,-16.78,0,Congelado,Refrigerado,La Paz,False,True
VIA-00174,ORD-2026-06635,CAM-26,PROD-040,2026-08-28 23:20:00,2026-08-29 10:50:00,24,24,20.215416666666666,24.79,0,Seco,Refrigerado,Tarija,False,True
VIA-00175,ORD-2026-07412,CAM-29,PROD-029,2026-08-08 09:10:00,2026-08-08 20:40:00,24,24,21.33666666666667,28.97,4,Seco,Seco,Santa Cruz,True,True
VIA-00176,ORD-2026-06782,CAM-08,PROD-056,2026-08-10 11:36:00,2026-08-10 23:06:00,24,24,3.8920833333333333,5.33,0,Fresco,Refrigerado,Santa Cruz,False,True
VIA-00177,ORD-2026-00465,CAM-01,PROD-045,2026-08-30 02:52:00,2026-08-30 14:22:00,24,24,3.6766666666666663,5.47,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00178,ORD-2026-02265,CAM-19,PROD-045,2026-08-02 16:18:00,2026-08-03 03:48:00,24,24,5.13,11.77,5,Fresco,Refrigerado,Tarija,True,True
VIA-00179,ORD-2026-03426,CAM-26,PROD-002,2026-08-26 01:00:00,2026-08-26 12:30:00,24,24,19.834583333333335,22.5,0,Seco,Refrigerado,Tarija,False,True
VIA-00180,ORD-2026-03116,CAM-28,PROD-032,2026-08-25 21:31:00,2026-08-26 09:01:00,24,24,20.461666666666666,24.12,0,Seco,Refrigerado,La Paz,False,True
VIA-00181,ORD-2026-05921,CAM-19,PROD-026,2026-08-23 10:15:00,2026-08-23 21:45:00,24,0,,,0,Fresco,Refrigerado,Tarija,False,False
VIA-00182,ORD-2026-05410,CAM-23,PROD-030,2026-08-05 00:27:00,2026-08-05 11:57:00,24,24,20.219166666666666,22.8,0,Seco,Seco,Santa Cruz,False,True
VIA-00183,ORD-2026-03266,CAM-26,PROD-048,2026-08-16 06:08:00,2026-08-16 17:38:00,24,24,20.34208333333333,23.8,0,Seco,Refrigerado,Tarija,False,True
VIA-00184,ORD-2026-02963,CAM-19,PROD-008,2026-08-21 11:21:00,2026-08-21 22:51:00,24,24,-18.324583333333333,-16.74,1,Congelado,Refrigerado,Tarija,True,True
VIA-00185,ORD-2026-00226,CAM-15,PROD-017,2026-08-22 04:54:00,2026-08-22 16:24:00,24,24,20.187083333333334,24.32,0,Seco,Refrigerado,La Paz,False,True
VIA-00186,ORD-2026-06652,CAM-11,PROD-034,2026-08-17 08:06:00,2026-08-17 19:36:00,24,24,3.7745833333333336,6.25,1,Fresco,Refrigerado,Cochabamba,True,True
VIA-00187,ORD-2026-00527,CAM-20,PROD-060,2026-08-06 17:52:00,2026-08-07 05:22:00,24,24,-17.993333333333336,-16.94,0,Congelado,Refrigerado,Oruro,False,True
VIA-00188,ORD-2026-00183,CAM-12,PROD-020,2026-08-12 23:35:00,2026-08-13 11:05:00,24,24,20.00583333333333,24.23,0,Seco,Seco,La Paz,False,True
VIA-00189,ORD-2026-05623,CAM-10,PROD-020,2026-08-24 15:01:00,2026-08-25 02:31:00,24,24,19.8175,23.34,0,Seco,Refrigerado,La Paz,False,True
VIA-00190,ORD-2026-07185,CAM-28,PROD-051,2026-08-14 22:33:00,2026-08-15 09:33:00,23,23,-17.763478260869565,-16.17,0,Congelado,Refrigerado,La Paz,False,True
VIA-00191,ORD-2026-06851,CAM-21,PROD-003,2026-08-15 19:03:00,2026-08-16 06:33:00,24,24,19.46708333333333,22.9,1,Seco,Seco,Tarija,True,True
VIA-00192,ORD-2026-05621,CAM-11,PROD-004,2026-08-23 01:30:00,2026-08-23 13:00:00,24,22,3.9068181818181817,5.56,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00193,ORD-2026-02501,CAM-19,PROD-015,2026-08-26 09:37:00,2026-08-26 21:07:00,24,24,4.165,5.85,0,Fresco,Refrigerado,Tarija,False,True
VIA-00194,ORD-2026-06568,CAM-16,PROD-030,2026-08-18 03:41:00,2026-08-18 15:11:00,24,24,20.03375,24.37,0,Seco,Seco,Oruro,False,True
VIA-00195,ORD-2026-01977,CAM-26,PROD-011,2026-08-23 23:43:00,2026-08-24 11:13:00,24,23,-17.871304347826086,-16.81,0,Congelado,Refrigerado,Tarija,False,True
VIA-00196,ORD-2026-04174,CAM-19,PROD-044,2026-08-15 02:22:00,2026-08-15 13:52:00,24,24,5.287916666666667,11.35,5,Fresco,Refrigerado,Tarija,True,True
VIA-00197,ORD-2026-01303,CAM-19,PROD-005,2026-08-19 14:00:00,2026-08-20 01:30:00,24,24,19.822083333333335,23.78,0,Seco,Refrigerado,Tarija,False,True
VIA-00198,ORD-2026-04043,CAM-08,PROD-008,2026-08-22 19:50:00,2026-08-23 07:20:00,24,24,-18.298333333333332,-17.24,1,Congelado,Refrigerado,Santa Cruz,True,True
VIA-00199,ORD-2026-04716,CAM-28,PROD-012,2026-08-26 12:48:00,2026-08-27 00:18:00,23,23,20.02130434782609,22.72,0,Seco,Refrigerado,La Paz,False,True
VIA-00200,ORD-2026-05012,CAM-04,PROD-012,2026-08-09 08:20:00,2026-08-09 19:50:00,24,24,20.33791666666667,24.3,0,Seco,Seco,La Paz,False,True
VIA-00201,ORD-2026-02866,CAM-29,PROD-033,2026-08-15 14:43:00,2026-08-16 02:13:00,24,24,19.354166666666668,23.84,0,Seco,Seco,Santa Cruz,False,True
VIA-00202,ORD-2026-05095,CAM-30,PROD-018,2026-08-14 08:36:00,2026-08-14 20:06:00,24,0,,,0,Seco,Seco,Cochabamba,False,False
VIA-00203,ORD-2026-00758,CAM-20,PROD-051,2026-08-17 15:42:00,2026-08-18 03:12:00,24,24,-16.214166666666667,-9.53,5,Congelado,Refrigerado,Oruro,True,True
VIA-00204,ORD-2026-02080,CAM-17,PROD-057,2026-08-28 15:50:00,2026-08-29 03:20:00,24,24,19.44625,23.65,0,Seco,Seco,Cochabamba,False,True
VIA-00205,ORD-2026-02007,CAM-08,PROD-045,2026-08-24 20:12:00,2026-08-25 07:42:00,24,24,4.159583333333333,5.8,0,Fresco,Refrigerado,Santa Cruz,False,True
VIA-00206,ORD-2026-06996,CAM-26,PROD-042,2026-08-26 13:10:00,2026-08-27 00:40:00,24,24,19.707083333333333,22.33,0,Seco,Refrigerado,Tarija,False,True
VIA-00207,ORD-2026-03553,CAM-10,PROD-033,2026-08-03 18:34:00,2026-08-04 06:04:00,24,24,20.267083333333332,23.11,0,Seco,Refrigerado,La Paz,False,True
VIA-00208,ORD-2026-00038,CAM-10,PROD-050,2026-08-03 17:46:00,2026-08-04 05:16:00,24,24,20.285833333333333,24.15,0,Seco,Refrigerado,La Paz,False,True
VIA-00209,ORD-2026-05108,CAM-11,PROD-008,2026-08-26 16:06:00,2026-08-27 03:36:00,24,24,-16.11375,-9.32,6,Congelado,Refrigerado,Cochabamba,True,True
VIA-00210,ORD-2026-02966,CAM-15,PROD-037,2026-08-03 00:37:00,2026-08-03 12:07:00,24,24,3.7816666666666663,5.29,0,Fresco,Refrigerado,La Paz,False,True
VIA-00211,ORD-2026-00598,CAM-08,PROD-038,2026-08-02 01:10:00,2026-08-02 12:40:00,23,23,20.726473429951692,25.71,2,Seco,Refrigerado,Santa Cruz,True,True
VIA-00212,ORD-2026-05343,CAM-26,PROD-008,2026-08-28 00:49:00,2026-08-28 12:19:00,24,24,-16.519166666666667,-9.48,5,Congelado,Refrigerado,Tarija,True,True
VIA-00213,ORD-2026-02882,CAM-01,PROD-037,2026-08-20 11:49:00,2026-08-20 23:19:00,24,24,3.8395833333333336,5.45,1,Fresco,Refrigerado,Cochabamba,True,True
VIA-00214,ORD-2026-00997,CAM-08,PROD-047,2026-08-02 10:52:00,2026-08-02 21:52:00,23,23,5.590434782608696,10.89,5,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00215,ORD-2026-04895,CAM-30,PROD-029,2026-08-25 23:14:00,2026-08-26 10:44:00,24,24,20.42833333333333,24.28,0,Seco,Seco,Cochabamba,False,True
VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 13:10:00,2026-08-19 00:10:00,23,23,-17.902608695652173,-16.14,0,Congelado,Refrigerado,Santa Cruz,False,True
VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 12:57:00,2026-08-13 00:27:00,24,0,,,0,Fresco,Refrigerado,La Paz,False,False
VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 07:10:00,2026-08-26 18:40:00,23,23,20.150434782608695,23.81,0,Seco,Seco,Cochabamba,False,True
VIA-00219,ORD-2026-04699,CAM-19,PROD-029,2026-08-30 19:25:00,2026-08-31 06:55:00,24,23,19.941739130434783,24.09,0,Seco,Refrigerado,Tarija,False,True
VIA-00220,ORD-2026-02627,CAM-19,PROD-044,2026-08-15 23:10:00,2026-08-16 10:40:00,24,24,4.145833333333333,5.65,0,Fresco,Refrigerado,Tarija,False,True
VIA-00221,ORD-2026-07012,CAM-25,PROD-027,2026-08-25 22:19:00,2026-08-26 09:49:00,24,24,3.9741666666666666,6.31,1,Fresco,Refrigerado,Cochabamba,True,True
VIA-00222,ORD-2026-02741,CAM-15,PROD-008,2026-08-30 00:18:00,2026-08-30 11:48:00,23,23,-16.536521739130432,-9.27,4,Congelado,Refrigerado,La Paz,True,True
VIA-00223,ORD-2026-00607,CAM-24,PROD-029,2026-08-21 06:57:00,2026-08-21 18:27:00,24,24,20.1125,24.26,0,Seco,Refrigerado,Oruro,False,True
VIA-00224,ORD-2026-04902,CAM-04,PROD-006,2026-08-21 17:03:00,2026-08-22 04:33:00,23,23,20.28487922705314,23.89,0,Seco,Seco,La Paz,False,True
VIA-00225,ORD-2026-02834,CAM-08,PROD-008,2026-08-27 06:49:00,2026-08-27 18:19:00,24,24,-16.15625,-8.53,5,Congelado,Refrigerado,Santa Cruz,True,True
VIA-00226,ORD-2026-01830,CAM-19,PROD-012,2026-08-09 07:31:00,2026-08-09 19:01:00,24,24,20.0225,22.78,0,Seco,Refrigerado,Tarija,False,True
VIA-00227,ORD-2026-03850,CAM-18,PROD-033,2026-08-20 23:11:00,2026-08-21 10:41:00,24,24,20.162499999999998,24.17,0,Seco,Seco,Santa Cruz,False,True
VIA-00228,ORD-2026-02255,CAM-16,PROD-048,2026-08-08 04:34:00,2026-08-08 16:04:00,24,24,20.11,25.9,1,Seco,Seco,Oruro,True,True
VIA-00229,ORD-2026-00003,CAM-10,PROD-042,2026-08-15 13:31:00,2026-08-16 01:01:00,24,24,21.36916666666667,28.19,4,Seco,Refrigerado,La Paz,True,True
VIA-00230,ORD-2026-02760,CAM-08,PROD-021,2026-08-14 21:12:00,2026-08-15 08:42:00,24,24,3.6420833333333333,4.98,0,Fresco,Refrigerado,Santa Cruz,False,True
VIA-00231,ORD-2026-05463,CAM-08,PROD-052,2026-08-02 20:27:00,2026-08-03 07:57:00,24,24,5.1775,10.29,5,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00232,ORD-2026-07026,CAM-20,PROD-015,2026-08-09 06:10:00,2026-08-09 17:40:00,24,24,3.9595833333333332,5.6,0,Fresco,Refrigerado,Oruro,False,True
VIA-00233,ORD-2026-01760,CAM-03,PROD-033,2026-08-21 17:10:00,2026-08-22 04:40:00,24,24,20.019583333333333,25.36,1,Seco,Seco,Oruro,True,True
VIA-00234,ORD-2026-01178,CAM-03,PROD-010,2026-08-17 20:25:00,2026-08-18 07:55:00,24,23,20.019130434782607,22.24,0,Seco,Seco,Oruro,False,True
VIA-00235,ORD-2026-04152,CAM-10,PROD-035,2026-08-23 16:03:00,2026-08-24 03:33:00,24,23,-17.95695652173913,-16.58,0,Congelado,Refrigerado,La Paz,False,True
VIA-00236,ORD-2026-03207,CAM-29,PROD-050,2026-08-10 11:07:00,2026-08-10 22:37:00,24,24,20.016666666666666,23.44,0,Seco,Seco,Santa Cruz,False,True
VIA-00237,ORD-2026-06603,CAM-08,PROD-022,2026-08-01 09:41:00,2026-08-01 21:11:00,24,24,3.8541666666666665,5.58,0,Fresco,Refrigerado,Santa Cruz,False,True
VIA-00238,ORD-2026-03895,CAM-15,PROD-002,2026-08-02 10:06:00,2026-08-02 21:36:00,24,24,20.284166666666668,24.42,0,Seco,Refrigerado,La Paz,False,True
VIA-00239,ORD-2026-02539,CAM-10,PROD-031,2026-08-25 15:11:00,2026-08-26 02:41:00,24,24,19.14449074074074,23.2,0,Seco,Refrigerado,La Paz,False,True
VIA-00240,ORD-2026-03749,CAM-25,PROD-057,2026-08-12 07:08:00,2026-08-12 18:38:00,24,24,19.921666666666667,22.92,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00241,ORD-2026-04952,CAM-26,PROD-051,2026-08-16 03:13:00,2026-08-16 14:43:00,24,24,-16.25125,-8.93,5,Congelado,Refrigerado,Tarija,True,True
VIA-00242,ORD-2026-04829,CAM-27,PROD-004,2026-08-18 16:53:00,2026-08-19 04:23:00,24,24,3.9566666666666666,5.32,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00243,ORD-2026-02147,CAM-24,PROD-058,2026-08-11 22:06:00,2026-08-12 09:36:00,23,23,-17.999565217391304,-16.08,0,Congelado,Refrigerado,Oruro,False,True
VIA-00244,ORD-2026-06776,CAM-08,PROD-027,2026-08-20 09:23:00,2026-08-20 20:23:00,23,23,5.398260869565218,11.11,5,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00245,ORD-2026-01902,CAM-24,PROD-009,2026-08-10 02:29:00,2026-08-10 13:59:00,24,24,3.90875,4.71,0,Fresco,Refrigerado,Oruro,False,True
VIA-00246,ORD-2026-06536,CAM-24,PROD-038,2026-08-10 20:14:00,2026-08-11 07:44:00,24,24,20.15625,26.2,1,Seco,Refrigerado,Oruro,True,True
VIA-00247,ORD-2026-07425,CAM-01,PROD-048,2026-08-24 07:27:00,2026-08-24 18:57:00,24,24,19.819166666666664,24.99,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00248,ORD-2026-05947,CAM-11,PROD-047,2026-08-24 23:51:00,2026-08-25 11:21:00,24,24,5.317916666666666,11.79,5,Fresco,Refrigerado,Cochabamba,True,True
VIA-00249,ORD-2026-05604,CAM-08,PROD-025,2026-08-22 01:58:00,2026-08-22 13:28:00,24,24,-18.155416666666667,-16.08,0,Congelado,Refrigerado,Santa Cruz,False,True
VIA-00250,ORD-2026-05054,CAM-20,PROD-049,2026-08-18 22:29:00,2026-08-19 09:59:00,24,0,,,0,Fresco,Refrigerado,Oruro,False,False
VIA-00251,ORD-2026-04720,CAM-19,PROD-045,2026-08-06 09:55:00,2026-08-06 21:25:00,24,24,4.462916666666667,6.0,0,Fresco,Refrigerado,Tarija,False,True
VIA-00252,ORD-2026-06395,CAM-08,PROD-004,2026-08-13 18:52:00,2026-08-14 06:22:00,24,24,5.25375,10.42,5,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00253,ORD-2026-01877,CAM-08,PROD-035,2026-08-14 20:28:00,2026-08-15 07:58:00,24,24,-17.912916666666664,-16.72,0,Congelado,Refrigerado,Santa Cruz,False,True
VIA-00254,ORD-2026-06967,CAM-21,PROD-028,2026-08-10 19:05:00,2026-08-11 06:35:00,24,0,,,0,Seco,Seco,Tarija,False,False
VIA-00255,ORD-2026-07486,CAM-28,PROD-060,2026-08-18 05:47:00,2026-08-18 17:17:00,24,24,-16.436249999999998,-9.49,5,Congelado,Refrigerado,La Paz,True,True
VIA-00256,ORD-2026-02168,CAM-20,PROD-021,2026-08-21 19:16:00,2026-08-22 06:46:00,24,24,4.210416666666666,5.44,0,Fresco,Refrigerado,Oruro,False,True
VIA-00257,ORD-2026-02516,CAM-17,PROD-029,2026-08-12 17:21:00,2026-08-13 04:51:00,24,24,19.951666666666664,22.63,0,Seco,Seco,Cochabamba,False,True
VIA-00258,ORD-2026-04678,CAM-08,PROD-058,2026-08-18 05:54:00,2026-08-18 17:24:00,24,23,-17.800869565217393,-16.61,0,Congelado,Refrigerado,Santa Cruz,False,True
VIA-00259,ORD-2026-04308,CAM-28,PROD-028,2026-08-19 11:10:00,2026-08-19 22:40:00,24,0,,,0,Seco,Refrigerado,La Paz,False,False
VIA-00260,ORD-2026-02932,CAM-30,PROD-002,2026-08-02 21:04:00,2026-08-03 08:34:00,24,24,19.594583333333333,23.51,0,Seco,Seco,Cochabamba,False,True
VIA-00261,ORD-2026-04087,CAM-29,PROD-016,2026-08-17 16:23:00,2026-08-18 03:53:00,24,24,21.2175,28.56,4,Seco,Seco,Santa Cruz,True,True
VIA-00262,ORD-2026-00875,CAM-15,PROD-060,2026-08-12 09:37:00,2026-08-12 21:07:00,24,24,-17.90041666666667,-16.63,0,Congelado,Refrigerado,La Paz,False,True
VIA-00263,ORD-2026-03876,CAM-19,PROD-004,2026-08-13 05:18:00,2026-08-13 16:48:00,24,24,3.9637499999999997,6.19,1,Fresco,Refrigerado,Tarija,True,True
VIA-00264,ORD-2026-04274,CAM-20,PROD-034,2026-08-20 07:24:00,2026-08-20 18:54:00,24,24,3.938333333333333,5.47,0,Fresco,Refrigerado,Oruro,False,True
VIA-00265,ORD-2026-04491,CAM-19,PROD-041,2026-08-26 01:10:00,2026-08-26 12:40:00,24,24,-16.230833333333333,-9.06,5,Congelado,Refrigerado,Tarija,True,True
VIA-00266,ORD-2026-04571,CAM-07,PROD-016,2026-08-25 21:44:00,2026-08-26 09:14:00,24,24,19.507083333333334,22.77,0,Seco,Seco,La Paz,False,True
VIA-00267,ORD-2026-07158,CAM-03,PROD-012,2026-08-13 21:37:00,2026-08-14 09:07:00,23,23,19.838695652173914,23.5,0,Seco,Seco,Oruro,False,True
VIA-00268,ORD-2026-04761,CAM-19,PROD-022,2026-08-14 15:35:00,2026-08-15 03:05:00,24,24,5.439583333333334,10.63,5,Fresco,Refrigerado,Tarija,True,True
VIA-00269,ORD-2026-06539,CAM-05,PROD-029,2026-08-14 20:12:00,2026-08-15 07:42:00,24,24,19.074583333333333,21.93,1,Seco,Seco,Cochabamba,True,True
VIA-00270,ORD-2026-02523,CAM-08,PROD-004,2026-08-17 15:51:00,2026-08-18 03:21:00,24,23,4.270434782608696,5.55,0,Fresco,Refrigerado,Santa Cruz,False,True
VIA-00271,ORD-2026-05775,CAM-05,PROD-050,2026-08-14 18:46:00,2026-08-15 06:16:00,24,24,20.497916666666665,24.59,0,Seco,Seco,Cochabamba,False,True
VIA-00272,ORD-2026-07193,CAM-20,PROD-029,2026-08-25 10:59:00,2026-08-25 22:29:00,24,24,19.19625,22.95,0,Seco,Refrigerado,Oruro,False,True
VIA-00273,ORD-2026-03867,CAM-24,PROD-016,2026-08-06 00:32:00,2026-08-06 12:02:00,24,24,19.305833333333336,21.28,0,Seco,Refrigerado,Oruro,False,True
VIA-00274,ORD-2026-00557,CAM-15,PROD-015,2026-08-21 00:26:00,2026-08-21 11:56:00,24,24,4.918333333333334,11.23,5,Fresco,Refrigerado,La Paz,True,True
VIA-00275,ORD-2026-01887,CAM-23,PROD-039,2026-08-20 22:01:00,2026-08-21 09:31:00,24,24,19.827083333333334,25.4,1,Seco,Seco,Santa Cruz,True,True
VIA-00276,ORD-2026-03962,CAM-23,PROD-048,2026-08-30 13:46:00,2026-08-31 01:16:00,24,24,19.805416666666666,25.54,1,Seco,Seco,Santa Cruz,True,True
VIA-00277,ORD-2026-00433,CAM-04,PROD-033,2026-08-12 16:27:00,2026-08-13 03:57:00,24,24,20.191666666666666,24.42,0,Seco,Seco,La Paz,False,True
VIA-00278,ORD-2026-01224,CAM-24,PROD-014,2026-08-28 04:32:00,2026-08-28 16:02:00,24,24,19.46708333333333,24.4,0,Seco,Refrigerado,Oruro,False,True
VIA-00279,ORD-2026-04390,CAM-26,PROD-057,2026-08-27 19:07:00,2026-08-28 06:37:00,24,24,20.293333333333333,24.62,0,Seco,Refrigerado,Tarija,False,True
VIA-00280,ORD-2026-04135,CAM-15,PROD-049,2026-08-12 04:20:00,2026-08-12 15:50:00,24,0,,,0,Fresco,Refrigerado,La Paz,False,False
VIA-00281,ORD-2026-04086,CAM-19,PROD-004,2026-08-30 20:12:00,2026-08-31 07:42:00,24,24,4.086250000000001,6.39,1,Fresco,Refrigerado,Tarija,True,True
VIA-00282,ORD-2026-02946,CAM-08,PROD-006,2026-08-25 18:34:00,2026-08-26 06:04:00,24,24,20.720833333333335,23.66,0,Seco,Refrigerado,Santa Cruz,False,True
VIA-00283,ORD-2026-01014,CAM-19,PROD-012,2026-08-26 06:44:00,2026-08-26 18:14:00,24,24,20.034166666666668,23.32,0,Seco,Refrigerado,Tarija,False,True
VIA-00284,ORD-2026-06670,CAM-13,PROD-046,2026-08-14 06:45:00,2026-08-14 18:15:00,24,24,20.280833333333334,23.39,0,Seco,Seco,Cochabamba,False,True
VIA-00285,ORD-2026-05247,CAM-02,PROD-047,2026-08-29 21:09:00,2026-08-30 08:39:00,24,24,3.797916666666667,4.91,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00286,ORD-2026-06037,CAM-08,PROD-001,2026-08-20 22:46:00,2026-08-21 10:16:00,24,24,4.0075,5.28,0,Fresco,Refrigerado,Santa Cruz,False,True
VIA-00287,ORD-2026-03127,CAM-20,PROD-043,2026-08-21 19:12:00,2026-08-22 06:42:00,24,24,-17.86,-16.54,0,Congelado,Refrigerado,Oruro,False,True
VIA-00288,ORD-2026-03956,CAM-26,PROD-021,2026-08-15 01:39:00,2026-08-15 13:09:00,24,24,4.02375,5.14,0,Fresco,Refrigerado,Tarija,False,True
VIA-00289,ORD-2026-01368,CAM-19,PROD-058,2026-08-15 12:08:00,2026-08-15 23:38:00,24,24,-18.07125,-16.21,0,Congelado,Refrigerado,Tarija,False,True
VIA-00290,ORD-2026-04203,CAM-12,PROD-050,2026-08-07 14:08:00,2026-08-08 01:38:00,24,24,19.819166666666668,23.21,0,Seco,Seco,La Paz,False,True
VIA-00291,ORD-2026-05824,CAM-30,PROD-040,2026-08-26 14:50:00,2026-08-27 02:20:00,24,24,19.638749999999998,21.7,0,Seco,Seco,Cochabamba,False,True
VIA-00292,ORD-2026-06913,CAM-01,PROD-058,2026-08-09 13:18:00,2026-08-10 00:48:00,24,24,-17.995,-16.57,0,Congelado,Refrigerado,Cochabamba,False,True
VIA-00293,ORD-2026-01158,CAM-08,PROD-052,2026-08-08 19:35:00,2026-08-09 07:05:00,24,24,3.8841666666666668,5.58,0,Fresco,Refrigerado,Santa Cruz,False,True
VIA-00294,ORD-2026-00716,CAM-02,PROD-011,2026-08-03 08:16:00,2026-08-03 19:46:00,24,24,-18.109166666666667,-16.32,0,Congelado,Refrigerado,Cochabamba,False,True
VIA-00295,ORD-2026-02538,CAM-08,PROD-031,2026-08-30 08:23:00,2026-08-30 19:53:00,24,24,20.513749999999998,25.22,1,Seco,Refrigerado,Santa Cruz,True,True
VIA-00296,ORD-2026-05977,CAM-02,PROD-015,2026-08-24 17:29:00,2026-08-25 04:59:00,24,24,3.82375,5.22,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00297,ORD-2026-06424,CAM-03,PROD-024,2026-08-11 11:05:00,2026-08-11 22:35:00,24,24,19.638333333333332,24.5,0,Seco,Seco,Oruro,False,True
