fila_bronze,columna_afectada,codigo_error,valor_original,version_diagnostico,regla_id,estado_accion,valor_preparado,justificacion,version_tratamiento
3872,cliente_id,FORMATO_INVALIDO, cli-068 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, cli-068 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
3878,producto_id,FORMATO_INVALIDO, prod-053 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, prod-053 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
3885,order_id,FORMATO_INVALIDO, ord-2026-03885 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-03885 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
3895,producto_id,FORMATO_INVALIDO, prod-029 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, prod-029 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
3905,cliente_id,FORMATO_INVALIDO, cli-088 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, cli-088 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
3982,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4006,cliente_id,FORMATO_INVALIDO, cli-007 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, cli-007 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4066,order_id,FORMATO_INVALIDO, ord-2026-04066 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-04066 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4115,producto_id,FORMATO_INVALIDO, prod-041 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, prod-041 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4126,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4164,fecha_despacho,FECHA_INVALIDA,13/08/2026 10:03,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,13/08/2026 10:03,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4227,order_id,FORMATO_INVALIDO, ord-2026-04227 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-04227 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4304,producto_id,FORMATO_INVALIDO, prod-001 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, prod-001 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4343,cantidad_solicitada,NO_NUMERICA,cincuenta,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,cincuenta,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4356,cliente_id,FORMATO_INVALIDO, cli-061 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, cli-061 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4376,order_id,FORMATO_INVALIDO, ord-2026-04376 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-04376 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4391,order_id,FORMATO_INVALIDO, ord-2026-04391 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-04391 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4539,cantidad_solicitada,NO_NUMERICA,cincuenta,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,cincuenta,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4551,producto_id,FORMATO_INVALIDO, prod-042 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, prod-042 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4557,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4595,order_id,FORMATO_INVALIDO, ord-2026-04595 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-04595 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4641,order_id,FORMATO_INVALIDO, ord-2026-04641 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-04641 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4700,order_id,FORMATO_INVALIDO, ord-2026-04700 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-04700 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4705,fecha_despacho,FECHA_INVALIDA,07/08/2026 01:35,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,07/08/2026 01:35,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4721,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4752,cliente_id,FORMATO_INVALIDO, cli-058 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, cli-058 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4762,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4784,tiempo_entrega_real_hrs,NEGATIVO,-24.3,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,-24.3,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4849,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4877,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4880,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4885,cantidad_solicitada,NO_NUMERICA,cincuenta,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,cincuenta,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4886,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4954,producto_id,FORMATO_INVALIDO, prod-031 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, prod-031 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
4967,cantidad_solicitada,NO_NUMERICA,cincuenta,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,cincuenta,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5004,order_id,FORMATO_INVALIDO, ord-2026-05004 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-05004 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5012,cliente_id,FORMATO_INVALIDO, cli-002 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, cli-002 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5026,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5031,order_id,FORMATO_INVALIDO, ord-2026-05031 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-05031 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5069,producto_id,FORMATO_INVALIDO, prod-040 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, prod-040 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5096,fecha_despacho,FECHA_INVALIDA,03/08/2026 13:33,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,03/08/2026 13:33,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5112,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5120,fecha_despacho,FECHA_INVALIDA,2026-02-31 08:00:00,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,2026-02-31 08:00:00,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5146,order_id,FORMATO_INVALIDO, ord-2026-05146 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-05146 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5177,cantidad_solicitada,NO_NUMERICA,cincuenta,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,cincuenta,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5228,order_id,FORMATO_INVALIDO, ord-2026-05228 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-05228 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5233,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5343,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5429,cliente_id,FORMATO_INVALIDO, cli-029 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, cli-029 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5437,tiempo_entrega_real_hrs,NEGATIVO,-48.6,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,-48.6,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5443,order_id,FORMATO_INVALIDO, ord-2026-05443 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-05443 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5526,producto_id,FORMATO_INVALIDO, prod-004 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, prod-004 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5541,order_id,FORMATO_INVALIDO, ord-2026-05541 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-05541 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5554,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5584,fecha_despacho,FECHA_INVALIDA,23/08/2026 06:43,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,23/08/2026 06:43,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5593,cliente_id,FORMATO_INVALIDO, cli-089 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, cli-089 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5663,order_id,FORMATO_INVALIDO, ord-2026-05663 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-05663 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5732,producto_id,FORMATO_INVALIDO, prod-011 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, prod-011 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5738,order_id,FORMATO_INVALIDO, ord-2026-05738 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-05738 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5824,fecha_despacho,FECHA_INVALIDA,01/08/2026 23:42,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,01/08/2026 23:42,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5829,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5849,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5893,tiempo_entrega_real_hrs,NEGATIVO,-51.8,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,-51.8,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5942,order_id,FORMATO_INVALIDO, ord-2026-05942 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-05942 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
5969,cliente_id,FORMATO_INVALIDO, cli-087 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, cli-087 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6005,fecha_despacho,FECHA_INVALIDA,09/08/2026 04:29,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,09/08/2026 04:29,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6030,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6069,cliente_id,FORMATO_INVALIDO, cli-062 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, cli-062 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6135,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6149,cantidad_solicitada,NO_NUMERICA,cincuenta,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,cincuenta,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6179,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6199,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6248,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6285,order_id,FORMATO_INVALIDO, ord-2026-06285 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-06285 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6293,order_id,FORMATO_INVALIDO, ord-2026-06293 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-06293 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6315,fecha_despacho,FECHA_INVALIDA,17/08/2026 23:52,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,17/08/2026 23:52,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6329,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6333,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6365,producto_id,FORMATO_INVALIDO, prod-053 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, prod-053 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6368,tiempo_entrega_real_hrs,NEGATIVO,-70.0,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,-70.0,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6382,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6388,fecha_despacho,FECHA_INVALIDA,12/08/2026 16:33,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,12/08/2026 16:33,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6499,order_id,FORMATO_INVALIDO, ord-2026-06499 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-06499 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6530,cantidad_solicitada,NO_NUMERICA,cincuenta,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,cincuenta,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6680,order_id,FORMATO_INVALIDO, ord-2026-06680 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-06680 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6856,order_id,FORMATO_INVALIDO, ord-2026-06856 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-06856 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
6881,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7015,cantidad_solicitada,NO_NUMERICA,cincuenta,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,cincuenta,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7143,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7151,order_id,FORMATO_INVALIDO, ord-2026-07151 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, ord-2026-07151 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7200,tiempo_entrega_real_hrs,NEGATIVO,-22.8,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,-22.8,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7212,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7248,cliente_id,FORMATO_INVALIDO, cli-028 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, cli-028 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7324,fecha_despacho,FECHA_INVALIDA,2026-02-31 08:00:00,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,2026-02-31 08:00:00,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7325,cliente_id,FORMATO_INVALIDO, cli-057 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, cli-057 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7383,producto_id,FORMATO_INVALIDO, prod-026 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, prod-026 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7440,fecha_despacho,FECHA_INVALIDA,02/08/2026 02:48,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,02/08/2026 02:48,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7455,cantidad_entregada,FALTANTE,,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7465,cliente_id,FORMATO_INVALIDO, cli-099 ,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE, cli-099 ,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7490,tiempo_entrega_real_hrs,NEGATIVO,-19.0,GIAD-M3-S4-WMS-orders-diagnostico-v1,,PENDIENTE,-19.0,No existe una regla aprobada para modificar este problema,GIAD-M3-S4-WMS-orders-tratamiento-v1
7501,order_id,DUPLICADO,ORD-2026-00866,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-00866,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7502,order_id,DUPLICADO,ORD-2026-06883,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-06883,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7503,order_id,DUPLICADO,ORD-2026-04429,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-04429,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7504,order_id,DUPLICADO,ORD-2026-03573,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-03573,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7505,order_id,DUPLICADO,ORD-2026-01161,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-01161,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7506,order_id,DUPLICADO,ORD-2026-00505,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-00505,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7507,order_id,DUPLICADO,ORD-2026-03394,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-03394,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7508,order_id,DUPLICADO,ORD-2026-02354,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-02354,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7509,order_id,DUPLICADO,ORD-2026-06785,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-06785,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7510,order_id,DUPLICADO,ORD-2026-04855,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-04855,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7511,order_id,DUPLICADO,ORD-2026-00959,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-00959,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7512,order_id,DUPLICADO,ORD-2026-00634,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-00634,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7513,order_id,DUPLICADO,ORD-2026-02996,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-02996,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7514,order_id,DUPLICADO,ORD-2026-01428,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-01428,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7515,order_id,DUPLICADO,ORD-2026-05440,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-05440,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
7516,order_id,DUPLICADO,ORD-2026-01466,GIAD-M3-S4-WMS-orders-diagnostico-v1,DUPLICADO_IDENTICO,EXCLUIDO_COMO_COPIA,ORD-2026-01466,Copia exacta retenida para auditoría y excluida del conjunto utilizable,GIAD-M3-S4-WMS-orders-tratamiento-v1
