fila_bronze,order_id,cliente_id,producto_id,fecha_despacho,centro_distribucion,camion_id,chofer_id,cantidad_solicitada,cantidad_entregada,tiempo_entrega_prometido_hrs,tiempo_entrega_real_hrs,otif_on_time,otif_in_full,otif,order_id_en_cuarentena,order_id_motivo,cliente_id_en_cuarentena,cliente_id_motivo,producto_id_en_cuarentena,producto_id_motivo,fecha_despacho_en_cuarentena,fecha_despacho_motivo,centro_distribucion_en_cuarentena,centro_distribucion_motivo,camion_id_en_cuarentena,camion_id_motivo,chofer_id_en_cuarentena,chofer_id_motivo,cantidad_solicitada_en_cuarentena,cantidad_solicitada_motivo,cantidad_entregada_en_cuarentena,cantidad_entregada_motivo,tiempo_entrega_prometido_hrs_en_cuarentena,tiempo_entrega_prometido_hrs_motivo,tiempo_entrega_real_hrs_en_cuarentena,tiempo_entrega_real_hrs_motivo,otif_on_time_en_cuarentena,otif_on_time_motivo,otif_in_full_en_cuarentena,otif_in_full_motivo,otif_en_cuarentena,otif_motivo,en_cuarentena_diagnostico,acciones_tratamiento,motivos_tratamiento,order_id_tratado,cliente_id_tratado,producto_id_tratado,camion_id_tratado,chofer_id_tratado,centro_distribucion_tratado,fecha_despacho_bolivia_tratada,fecha_normalizada,cantidad_solicitada_corregida_texto,cantidad_solicitada_tratado,cantidad_entregada_tratado,tiempo_entrega_prometido_hrs_tratado,tiempo_entrega_real_hrs_tratado,otif_on_time_tratado,otif_in_full_tratado,otif_tratado,cantidad_entregada_ausente,motivo_cuarentena_final,apta_kpi_otif,apta_modelo_predespacho,en_cuarentena_final,decision_tratamiento
7519,ORD-2026-02362,CLI-020,PROD-044,2026-08-07 13:45:00,La Paz,CAM-10,CHO-073,144,144.0,72,50.0,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-02362,CLI-020,PROD-044,CAM-10,CHO-073,La Paz,2026-08-07 13:45:00,False,False,144,144.0,72,50.0,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7520,ORD-2026-01743,CLI-088,PROD-036,2026-08-06 21:33:00,Santa Cruz,CAM-08,CHO-036,388,388.0,48,51.1,0,1,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-01743,CLI-088,PROD-036,CAM-08,CHO-036,Santa Cruz,2026-08-06 21:33:00,False,False,388,388.0,48,51.1,0,1,0,False,Copia exacta posterior,False,False,True,CUARENTENA
7521,ORD-2026-06102,CLI-060,PROD-052,2026-08-05 11:46:00,Oruro,CAM-24,CHO-095,381,381.0,72,64.4,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-06102,CLI-060,PROD-052,CAM-24,CHO-095,Oruro,2026-08-05 11:46:00,False,False,381,381.0,72,64.4,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7522,ORD-2026-02799,CLI-056,PROD-060,2026-08-19 05:00:00,Tarija,CAM-26,CHO-074,217,217.0,24,24.3,0,1,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-02799,CLI-056,PROD-060,CAM-26,CHO-074,Tarija,2026-08-19 05:00:00,False,False,217,217.0,24,24.3,0,1,0,False,Copia exacta posterior,False,False,True,CUARENTENA
7523,ORD-2026-05945,CLI-028,PROD-034,2026-08-23 04:34:00,Santa Cruz,CAM-08,CHO-030,354,354.0,48,34.8,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-05945,CLI-028,PROD-034,CAM-08,CHO-030,Santa Cruz,2026-08-23 04:34:00,False,False,354,354.0,48,34.8,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7524,ORD-2026-03487,CLI-019,PROD-007,2026-08-30 12:23:00,Santa Cruz,CAM-09,CHO-053,22,22.0,72,55.4,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-03487,CLI-019,PROD-007,CAM-09,CHO-053,Santa Cruz,2026-08-30 12:23:00,False,False,22,22.0,72,55.4,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7525,ORD-2026-06587,CLI-032,PROD-040,2026-08-03 12:57:00,Santa Cruz,CAM-29,CHO-116,207,207.0,24,24.1,0,1,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-06587,CLI-032,PROD-040,CAM-29,CHO-116,Santa Cruz,2026-08-03 12:57:00,False,False,207,207.0,24,24.1,0,1,0,False,Copia exacta posterior,False,False,True,CUARENTENA
7526,ORD-2026-01910,CLI-067,PROD-020,2026-08-25 19:56:00,Tarija,CAM-26,CHO-043,218,218.0,24,21.4,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-01910,CLI-067,PROD-020,CAM-26,CHO-043,Tarija,2026-08-25 19:56:00,False,False,218,218.0,24,21.4,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7527,ORD-2026-04468,CLI-032,PROD-056,2026-08-04 20:24:00,Oruro,CAM-24,CHO-046,465,460.0,24,17.9,1,0,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-04468,CLI-032,PROD-056,CAM-24,CHO-046,Oruro,2026-08-04 20:24:00,False,False,465,460.0,24,17.9,1,0,0,False,Copia exacta posterior,False,False,True,CUARENTENA
7528,ORD-2026-03584,CLI-060,PROD-054,2026-08-19 23:09:00,Santa Cruz,CAM-08,CHO-034,156,152.0,48,30.7,1,0,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-03584,CLI-060,PROD-054,CAM-08,CHO-034,Santa Cruz,2026-08-19 23:09:00,False,False,156,152.0,48,30.7,1,0,0,False,Copia exacta posterior,False,False,True,CUARENTENA
7529,ORD-2026-06978,CLI-021,PROD-033,2026-08-29 00:41:00,Tarija,CAM-26,CHO-059,215,215.0,48,39.3,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-06978,CLI-021,PROD-033,CAM-26,CHO-059,Tarija,2026-08-29 00:41:00,False,False,215,215.0,48,39.3,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7530,ORD-2026-04440,CLI-013,PROD-021,2026-08-21 19:38:00,Tarija,CAM-19,CHO-025,219,219.0,72,51.9,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-04440,CLI-013,PROD-021,CAM-19,CHO-025,Tarija,2026-08-21 19:38:00,False,False,219,219.0,72,51.9,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7531,ORD-2026-00316,CLI-087,PROD-001,2026-08-25 00:00:00,La Paz,CAM-28,CHO-147,27,27.0,48,37.4,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-00316,CLI-087,PROD-001,CAM-28,CHO-147,La Paz,2026-08-25 00:00:00,False,False,27,27.0,48,37.4,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7532,ORD-2026-03160,CLI-076,PROD-033,2026-08-04 10:48:00,Oruro,CAM-03,CHO-095,357,357.0,72,69.4,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-03160,CLI-076,PROD-033,CAM-03,CHO-095,Oruro,2026-08-04 10:48:00,False,False,357,357.0,72,69.4,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7533,ORD-2026-00363,CLI-022,PROD-008,2026-08-07 17:56:00,Oruro,CAM-24,CHO-066,317,317.0,48,49.3,0,1,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-00363,CLI-022,PROD-008,CAM-24,CHO-066,Oruro,2026-08-07 17:56:00,False,False,317,317.0,48,49.3,0,1,0,False,Copia exacta posterior,False,False,True,CUARENTENA
7534,ORD-2026-01565,CLI-067,PROD-009,2026-08-20 16:44:00,Oruro,CAM-24,CHO-046,313,313.0,24,15.5,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-01565,CLI-067,PROD-009,CAM-24,CHO-046,Oruro,2026-08-20 16:44:00,False,False,313,313.0,24,15.5,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7535,ORD-2026-04279,CLI-047,PROD-035,2026-08-24 06:23:00,Oruro,CAM-20,CHO-046,452,452.0,24,14.6,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-04279,CLI-047,PROD-035,CAM-20,CHO-046,Oruro,2026-08-24 06:23:00,False,False,452,452.0,24,14.6,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7536,ORD-2026-00707,CLI-053,PROD-007,2026-08-30 20:03:00,Tarija,CAM-21,CHO-032,111,111.0,72,49.1,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-00707,CLI-053,PROD-007,CAM-21,CHO-032,Tarija,2026-08-30 20:03:00,False,False,111,111.0,72,49.1,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7537,ORD-2026-02597,CLI-009,PROD-031,2026-08-02 22:07:00,La Paz,CAM-04,CHO-054,21,21.0,48,29.8,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-02597,CLI-009,PROD-031,CAM-04,CHO-054,La Paz,2026-08-02 22:07:00,False,False,21,21.0,48,29.8,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7538,ORD-2026-07407,CLI-074,PROD-043,2026-08-22 06:29:00,Cochabamba,CAM-02,CHO-148,460,458.0,48,44.8,1,0,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-07407,CLI-074,PROD-043,CAM-02,CHO-148,Cochabamba,2026-08-22 06:29:00,False,False,460,458.0,48,44.8,1,0,0,False,Copia exacta posterior,False,False,True,CUARENTENA
7539,ORD-2026-01327,CLI-061,PROD-051,2026-08-24 22:34:00,Santa Cruz,CAM-08,CHO-137,478,478.0,48,35.8,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-01327,CLI-061,PROD-051,CAM-08,CHO-137,Santa Cruz,2026-08-24 22:34:00,False,False,478,478.0,48,35.8,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7540,ORD-2026-02320,CLI-097,PROD-036,2026-08-16 15:15:00,Tarija,CAM-19,CHO-078,273,273.0,72,63.2,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-02320,CLI-097,PROD-036,CAM-19,CHO-078,Tarija,2026-08-16 15:15:00,False,False,273,273.0,72,63.2,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7541,ORD-2026-00077,CLI-052,PROD-028,2026-08-16 00:53:00,Cochabamba,CAM-06,CHO-019,288,288.0,72,52.5,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-00077,CLI-052,PROD-028,CAM-06,CHO-019,Cochabamba,2026-08-16 00:53:00,False,False,288,288.0,72,52.5,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7542,ORD-2026-06953,CLI-018,PROD-012,2026-08-13 07:54:00,Cochabamba,CAM-22,CHO-087,206,206.0,48,29.2,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-06953,CLI-018,PROD-012,CAM-22,CHO-087,Cochabamba,2026-08-13 07:54:00,False,False,206,206.0,48,29.2,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7543,ORD-2026-00738,CLI-043,PROD-050,2026-08-30 20:15:00,Santa Cruz,CAM-29,CHO-139,380,380.0,24,12.3,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-00738,CLI-043,PROD-050,CAM-29,CHO-139,Santa Cruz,2026-08-30 20:15:00,False,False,380,380.0,24,12.3,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7544,ORD-2026-04965,CLI-068,PROD-022,2026-08-25 17:48:00,Santa Cruz,CAM-08,CHO-090,122,122.0,72,44.8,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-04965,CLI-068,PROD-022,CAM-08,CHO-090,Santa Cruz,2026-08-25 17:48:00,False,False,122,122.0,72,44.8,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7545,ORD-2026-03955,CLI-049,PROD-050,2026-08-12 14:09:00,Cochabamba,CAM-02,CHO-040,13,13.0,24,16.9,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-03955,CLI-049,PROD-050,CAM-02,CHO-040,Cochabamba,2026-08-12 14:09:00,False,False,13,13.0,24,16.9,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7546,ORD-2026-04759,CLI-053,PROD-044,2026-08-12 10:54:00,Santa Cruz,CAM-08,CHO-026,353,353.0,48,51.8,0,1,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-04759,CLI-053,PROD-044,CAM-08,CHO-026,Santa Cruz,2026-08-12 10:54:00,False,False,353,353.0,48,51.8,0,1,0,False,Copia exacta posterior,False,False,True,CUARENTENA
7547,ORD-2026-01598,CLI-001,PROD-050,2026-08-13 04:30:00,Oruro,CAM-24,CHO-095,342,342.0,72,56.7,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-01598,CLI-001,PROD-050,CAM-24,CHO-095,Oruro,2026-08-13 04:30:00,False,False,342,342.0,72,56.7,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7548,ORD-2026-00139,CLI-061,PROD-051,2026-08-10 10:06:00,Santa Cruz,CAM-08,CHO-118,199,199.0,24,15.8,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-00139,CLI-061,PROD-051,CAM-08,CHO-118,Santa Cruz,2026-08-10 10:06:00,False,False,199,199.0,24,15.8,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7549,ORD-2026-04209,CLI-050,PROD-038,2026-08-02 18:47:00,Oruro,CAM-03,CHO-046,228,228.0,24,22.0,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-04209,CLI-050,PROD-038,CAM-03,CHO-046,Oruro,2026-08-02 18:47:00,False,False,228,228.0,24,22.0,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
7550,ORD-2026-05949,CLI-035,PROD-012,2026-08-14 15:07:00,Tarija,CAM-26,CHO-032,315,315.0,24,15.9,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,,ORD-2026-05949,CLI-035,PROD-012,CAM-26,CHO-032,Tarija,2026-08-14 15:07:00,False,False,315,315.0,24,15.9,1,1,1,False,Copia exacta posterior,False,False,True,CUARENTENA
