fila_bronze,movimiento_id,lote_id,producto_id,centro_distribucion,fecha_ingreso,fecha_salida,fecha_vencimiento,cantidad_ingreso,cantidad_salida,cantidad_merma,dias_en_almacen,costo_unitario_bob,movimiento_id_en_cuarentena,movimiento_id_motivo,lote_id_en_cuarentena,lote_id_motivo,producto_id_en_cuarentena,producto_id_motivo,centro_distribucion_en_cuarentena,centro_distribucion_motivo,fecha_ingreso_en_cuarentena,fecha_ingreso_motivo,fecha_salida_en_cuarentena,fecha_salida_motivo,fecha_vencimiento_en_cuarentena,fecha_vencimiento_motivo,cantidad_ingreso_en_cuarentena,cantidad_ingreso_motivo,cantidad_salida_en_cuarentena,cantidad_salida_motivo,cantidad_merma_en_cuarentena,cantidad_merma_motivo,dias_en_almacen_en_cuarentena,dias_en_almacen_motivo,costo_unitario_bob_en_cuarentena,costo_unitario_bob_motivo,en_cuarentena_diagnostico,acciones_tratamiento,motivos_tratamiento,fecha_ingreso_tratada,fecha_salida_tratada,fecha_vencimiento_tratada,producto_id_tratado,cantidad_ingreso_tratada,cantidad_salida_tratada,cantidad_merma_tratada,dias_en_almacen_tratada,costo_unitario_bob_tratada,vida_util_producto_dias_usada,vencimiento_imputado,motivo_cuarentena_final,saldo_unidades_inventario,riesgo_salida_post_vencimiento,riesgo_basado_en_vencimiento_imputado,en_cuarentena_final,decision_tratamiento,apto_kpi_vencimiento_observado
1826,MOV-001826,LOT-2026-01826,PROD-004,Oruro,2026-07-01,2026-07-14,2026-07-19,832,809,22,13,16.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-01,2026-07-14,2026-07-19,PROD-004,832,809,22,13,16.27,18.0,False,,1,False,False,False,SILVER,True
1827,MOV-001827,LOT-2026-01827,PROD-024,Santa Cruz,2026-06-09,2026-06-23,2027-06-09,345,336,3,14,16.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-09,2026-06-23,2027-06-09,PROD-024,345,336,3,14,16.74,365.0,False,,6,False,False,False,SILVER,True
1828,MOV-001828,LOT-2026-01828,PROD-025,La Paz,2026-08-17,2026-09-03,2027-02-13,266,260,3,17,54.32,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-17,2026-09-03,2027-02-13,PROD-025,266,260,3,17,54.32,180.0,False,,3,False,False,False,SILVER,True
1829,MOV-001829,LOT-2026-01829,PROD-054,Tarija,2026-06-20,2026-06-30,2026-12-17,153,143,3,10,79.92,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-20,2026-06-30,2026-12-17,PROD-054,153,143,3,10,79.92,180.0,False,,7,False,False,False,SILVER,True
1830,MOV-001830,LOT-2026-01830,PROD-040,La Paz,2026-06-06,2026-06-27,2027-06-06,935,921,8,21,40.19,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-06,2026-06-27,2027-06-06,PROD-040,935,921,8,21,40.19,365.0,False,,6,False,False,False,SILVER,True
1831,MOV-001831,LOT-2026-01831,PROD-059,La Paz,2026-05-09,2026-06-07,2027-05-09,476,470,3,29,49.31,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-09,2026-06-07,2027-05-09,PROD-059,476,470,3,29,49.31,365.0,False,,3,False,False,False,SILVER,True
1832,MOV-001832,LOT-2026-01832,PROD-009,Tarija,2026-07-01,2026-07-15,2026-07-19,789,763,24,14,75.19,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-01,2026-07-15,2026-07-19,PROD-009,789,763,24,14,75.19,18.0,False,,2,False,False,False,SILVER,True
1833,MOV-001833,LOT-2026-01833,PROD-023,Tarija,2026-07-13,2026-07-21,2026-07-31,167,160,4,8,22.32,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-13,2026-07-21,2026-07-31,PROD-023,167,160,4,8,22.32,18.0,False,,3,False,False,False,SILVER,True
1834,MOV-001834,LOT-2026-01834,PROD-011,Cochabamba,2026-05-15,2026-05-20,2026-11-11,879,866,12,5,32.86,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-15,2026-05-20,2026-11-11,PROD-011,879,866,12,5,32.86,180.0,False,,1,False,False,False,SILVER,True
1835,MOV-001835,LOT-2026-01835,PROD-014,Santa Cruz,2026-07-11,2026-07-27,2027-07-11,757,748,4,16,74.91,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-11,2026-07-27,2027-07-11,PROD-014,757,748,4,16,74.91,365.0,False,,5,False,False,False,SILVER,True
1836,MOV-001836,LOT-2026-01836,PROD-019,La Paz,2026-07-14,2026-07-29,2027-07-14,698,688,6,15,62.3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-14,2026-07-29,2027-07-14,PROD-019,698,688,6,15,62.3,365.0,False,,4,False,False,False,SILVER,True
1837,MOV-001837,LOT-2026-01837,PROD-056,Oruro,2026-07-17,2026-07-25,2026-08-04,376,360,10,8,33.35,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-17,2026-07-25,2026-08-04,PROD-056,376,360,10,8,33.35,18.0,False,,6,False,False,False,SILVER,True
1838,MOV-001838,LOT-2026-01838,PROD-035,Oruro,2026-05-14,2026-06-20,2026-11-10,977,954,17,37,37.84,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-14,2026-06-20,2026-11-10,PROD-035,977,954,17,37,37.84,180.0,False,,6,False,False,False,SILVER,True
1839,MOV-001839,LOT-2026-01839,PROD-059,Oruro,2026-07-18,2026-08-04,2027-07-18,62,60,1,17,49.31,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-18,2026-08-04,2027-07-18,PROD-059,62,60,1,17,49.31,365.0,False,,1,False,False,False,SILVER,True
1840,MOV-001840,LOT-2026-01840,PROD-032,La Paz,2026-08-18,2026-09-01,2027-08-18,798,792,5,14,33.13,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-18,2026-09-01,2027-08-18,PROD-032,798,792,5,14,33.13,365.0,False,,1,False,False,False,SILVER,True
1841,MOV-001841,LOT-2026-01841,PROD-001,Tarija,2026-05-07,2026-05-21,2026-05-25,780,758,22,14,20.26,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-07,2026-05-21,2026-05-25,PROD-001,780,758,22,14,20.26,18.0,False,,0,False,False,False,SILVER,True
1842,MOV-001842,LOT-2026-01842,PROD-003,La Paz,2026-07-20,2026-08-10,2027-07-20,834,826,6,21,68.01,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-20,2026-08-10,2027-07-20,PROD-003,834,826,6,21,68.01,365.0,False,,2,False,False,False,SILVER,True
1843,MOV-001843,LOT-2026-01843,PROD-031,Santa Cruz,2026-07-10,2026-07-28,2027-07-10,238,237,1,18,50.89,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-10,2026-07-28,2027-07-10,PROD-031,238,237,1,18,50.89,365.0,False,,0,False,False,False,SILVER,True
1844,MOV-001844,LOT-2026-01844,PROD-026,Oruro,2026-06-27,2026-07-01,2026-07-15,796,775,21,4,28.64,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-27,2026-07-01,2026-07-15,PROD-026,796,775,21,4,28.64,18.0,False,,0,False,False,False,SILVER,True
1845,MOV-001845,LOT-2026-01845,PROD-043,Oruro,2026-08-17,2026-08-27,2027-02-13,769,754,12,10,16.46,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-17,2026-08-27,2027-02-13,PROD-043,769,754,12,10,16.46,180.0,False,,3,False,False,False,SILVER,True
1846,MOV-001846,LOT-2026-01846,PROD-047,Tarija,2026-06-09,2026-06-19,2026-06-27,381,369,10,10,68.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-09,2026-06-19,2026-06-27,PROD-047,381,369,10,10,68.27,18.0,False,,2,False,False,False,SILVER,True
1847,MOV-001847,LOT-2026-01847,PROD-055,Cochabamba,2026-07-08,2026-07-21,2027-07-08,956,943,8,13,69.47,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-08,2026-07-21,2027-07-08,PROD-055,956,943,8,13,69.47,365.0,False,,5,False,False,False,SILVER,True
1848,MOV-001848,LOT-2026-01848,PROD-048,La Paz,2026-07-11,2026-07-24,2027-07-11,757,744,6,13,49.21,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-11,2026-07-24,2027-07-11,PROD-048,757,744,6,13,49.21,365.0,False,,7,False,False,False,SILVER,True
1849,MOV-001849,LOT-2026-01849,PROD-039,Cochabamba,2026-08-13,2026-09-01,2027-08-13,777,765,5,19,53.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-13,2026-09-01,2027-08-13,PROD-039,777,765,5,19,53.27,365.0,False,,7,False,False,False,SILVER,True
1850,MOV-001850,LOT-2026-01850,PROD-053,Santa Cruz,2026-07-28,2026-08-19,2026-08-15,303,286,13,22,52.38,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-07-28,2026-08-19,2026-08-15,PROD-053,303,286,13,22,52.38,18.0,False,,4,True,False,False,SILVER,True
1851,MOV-001851,LOT-2026-01851,PROD-037,La Paz,2026-05-28,2026-06-07,2026-06-15,350,334,10,10,25.76,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-28,2026-06-07,2026-06-15,PROD-037,350,334,10,10,25.76,18.0,False,,6,False,False,False,SILVER,True
1852,MOV-001852,LOT-2026-01852,PROD-050,Tarija,2026-07-26,2026-08-09,2027-07-26,270,264,2,14,46.57,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-26,2026-08-09,2027-07-26,PROD-050,270,264,2,14,46.57,365.0,False,,4,False,False,False,SILVER,True
1853,MOV-001853,LOT-2026-01853,PROD-040,Oruro,2026-07-12,2026-08-01,2027-07-12,158,150,1,20,40.19,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-12,2026-08-01,2027-07-12,PROD-040,158,150,1,20,40.19,365.0,False,,7,False,False,False,SILVER,True
1854,MOV-001854,LOT-2026-01854,PROD-054,Santa Cruz,2026-07-16,2026-07-23,2027-01-12,622,613,9,7,79.92,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-16,2026-07-23,2027-01-12,PROD-054,622,613,9,7,79.92,180.0,False,,0,False,False,False,SILVER,True
1855,MOV-001855,LOT-2026-01855,PROD-021,Santa Cruz,2026-07-03,2026-07-19,2026-07-21,271,256,9,16,83.07,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-03,2026-07-19,2026-07-21,PROD-021,271,256,9,16,83.07,18.0,False,,6,False,False,False,SILVER,True
1856,MOV-001856,LOT-2026-01856,PROD-057,Cochabamba,2026-07-19,2026-08-25,2027-07-19,430,422,4,37,16.73,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-19,2026-08-25,2027-07-19,PROD-057,430,422,4,37,16.73,365.0,False,,4,False,False,False,SILVER,True
1857,MOV-001857,LOT-2026-01857,PROD-035,Oruro,2026-06-27,2026-07-08,2026-12-24,427,414,6,11,37.84,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-27,2026-07-08,2026-12-24,PROD-035,427,414,6,11,37.84,180.0,False,,7,False,False,False,SILVER,True
1858,MOV-001858,LOT-2026-01858,PROD-003,Tarija,2026-07-08,2026-07-25,2027-07-08,340,337,3,17,68.01,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-08,2026-07-25,2027-07-08,PROD-003,340,337,3,17,68.01,365.0,False,,0,False,False,False,SILVER,True
1859,MOV-001859,LOT-2026-01859,PROD-023,Tarija,2026-08-07,2026-08-16,2026-08-25,336,321,9,9,22.32,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-07,2026-08-16,2026-08-25,PROD-023,336,321,9,9,22.32,18.0,False,,6,False,False,False,SILVER,True
1860,MOV-001860,LOT-2026-01860,PROD-033,Santa Cruz,2026-07-26,2026-08-18,2027-07-26,555,551,4,23,30.56,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-26,2026-08-18,2027-07-26,PROD-033,555,551,4,23,30.56,365.0,False,,0,False,False,False,SILVER,True
1861,MOV-001861,LOT-2026-01861,PROD-020,Santa Cruz,2026-07-02,2026-07-31,2027-07-02,320,315,2,29,59.96,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-02,2026-07-31,2027-07-02,PROD-020,320,315,2,29,59.96,365.0,False,,3,False,False,False,SILVER,True
1862,MOV-001862,LOT-2026-01862,PROD-032,Santa Cruz,2026-05-26,2026-06-10,2027-05-26,791,785,5,15,33.13,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-26,2026-06-10,2027-05-26,PROD-032,791,785,5,15,33.13,365.0,False,,1,False,False,False,SILVER,True
1863,MOV-001863,LOT-2026-01863,PROD-025,Oruro,2026-05-25,2026-06-13,2026-11-21,454,442,7,19,54.32,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-25,2026-06-13,2026-11-21,PROD-025,454,442,7,19,54.32,180.0,False,,5,False,False,False,SILVER,True
1864,MOV-001864,LOT-2026-01864,PROD-005,Tarija,2026-06-12,2026-08-01,2027-06-12,50,45,2,50,35.68,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-12,2026-08-01,2027-06-12,PROD-005,50,45,2,50,35.68,365.0,False,,3,False,False,False,SILVER,True
1865,MOV-001865,LOT-2026-01865,PROD-004,La Paz,2026-06-03,2026-06-13,2026-06-21,102,99,3,10,16.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-03,2026-06-13,2026-06-21,PROD-004,102,99,3,10,16.27,18.0,False,,0,False,False,False,SILVER,True
1866,MOV-001866,LOT-2026-01866,PROD-009,La Paz,2026-08-05,2026-08-13,2026-08-23,387,371,11,8,75.19,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-05,2026-08-13,2026-08-23,PROD-009,387,371,11,8,75.19,18.0,False,,5,False,False,False,SILVER,True
1867,MOV-001867,LOT-2026-01867,PROD-010,Santa Cruz,2026-06-03,2026-06-19,2027-06-03,334,332,2,16,18.97,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-03,2026-06-19,2027-06-03,PROD-010,334,332,2,16,18.97,365.0,False,,0,False,False,False,SILVER,True
1868,MOV-001868,LOT-2026-01868,PROD-018,Tarija,2026-05-29,2026-06-17,2027-05-29,681,670,4,19,33.66,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-29,2026-06-17,2027-05-29,PROD-018,681,670,4,19,33.66,365.0,False,,7,False,False,False,SILVER,True
1869,MOV-001869,LOT-2026-01869,PROD-054,Tarija,2026-05-03,2026-05-06,2026-10-30,609,600,9,3,79.92,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-03,2026-05-06,2026-10-30,PROD-054,609,600,9,3,79.92,180.0,False,,0,False,False,False,SILVER,True
1870,MOV-001870,LOT-2026-01870,PROD-047,Oruro,2026-06-13,2026-06-26,2026-07-01,660,639,21,13,68.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-13,2026-06-26,2026-07-01,PROD-047,660,639,21,13,68.27,18.0,False,,0,False,False,False,SILVER,True
1871,MOV-001871,LOT-2026-01871,PROD-044,Santa Cruz,2026-05-16,2026-05-23,2026-06-03,346,332,9,7,38.35,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-16,2026-05-23,2026-06-03,PROD-044,346,332,9,7,38.35,18.0,False,,5,False,False,False,SILVER,True
1873,MOV-001873,LOT-2026-01873,PROD-005,Santa Cruz,2026-07-27,2026-08-12,2027-07-27,193,192,1,16,35.68,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-27,2026-08-12,2027-07-27,PROD-005,193,192,1,16,35.68,365.0,False,,0,False,False,False,SILVER,True
1874,MOV-001874,LOT-2026-01874,PROD-038,Tarija,2026-06-06,2026-07-05,2027-06-06,291,282,2,29,26.68,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-06,2026-07-05,2027-06-06,PROD-038,291,282,2,29,26.68,365.0,False,,7,False,False,False,SILVER,True
1875,MOV-001875,LOT-2026-01875,PROD-011,Oruro,2026-07-04,2026-08-08,2026-12-31,566,558,8,35,32.86,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-04,2026-08-08,2026-12-31,PROD-011,566,558,8,35,32.86,180.0,False,,0,False,False,False,SILVER,True
1876,MOV-001876,LOT-2026-01876,PROD-054,Tarija,2026-05-10,2026-05-11,2026-11-06,911,893,14,1,79.92,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-10,2026-05-11,2026-11-06,PROD-054,911,893,14,1,79.92,180.0,False,,4,False,False,False,SILVER,True
1877,MOV-001877,LOT-2026-01877,PROD-018,Tarija,2026-05-05,2026-06-03,2027-05-05,667,656,4,29,33.66,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-05,2026-06-03,2027-05-05,PROD-018,667,656,4,29,33.66,365.0,False,,7,False,False,False,SILVER,True
1878,MOV-001878,LOT-2026-01878,PROD-014,Oruro,2026-05-17,2026-06-27,2027-05-17,852,836,12,41,74.91,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-17,2026-06-27,2027-05-17,PROD-014,852,836,12,41,74.91,365.0,False,,4,False,False,False,SILVER,True
1879,MOV-001879,LOT-2026-01879,PROD-013,La Paz,2026-05-30,2026-06-23,2026-06-17,948,901,42,24,46.59,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-05-30,2026-06-23,2026-06-17,PROD-013,948,901,42,24,46.59,18.0,False,,5,True,False,False,SILVER,True
1880,MOV-001880,LOT-2026-01880,PROD-032,La Paz,2026-07-03,2026-07-22,2027-07-03,616,612,3,19,33.13,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-03,2026-07-22,2027-07-03,PROD-032,616,612,3,19,33.13,365.0,False,,1,False,False,False,SILVER,True
1881,MOV-001881,LOT-2026-01881,PROD-038,La Paz,2026-05-31,2026-06-30,2027-05-31,540,530,3,30,26.68,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-31,2026-06-30,2027-05-31,PROD-038,540,530,3,30,26.68,365.0,False,,7,False,False,False,SILVER,True
1882,MOV-001882,LOT-2026-01882,PROD-049,Santa Cruz,2026-08-14,2026-08-17,2026-09-01,366,354,10,3,53.71,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-14,2026-08-17,2026-09-01,PROD-049,366,354,10,3,53.71,18.0,False,,2,False,False,False,SILVER,True
1883,MOV-001883,LOT-2026-01883,PROD-030,Cochabamba,29/06/2026,2026-07-14,2027-06-29,140,139,1,15,34.93,False,,False,,False,,False,,False,Fecha válida con formato DD/MM/AAAA,False,,False,,False,,False,,False,,False,,False,,False,NORMALIZAR_FECHA_INGRESO,Fecha válida DD/MM/AAAA convertida a AAAA-MM-DD,2026-06-29,2026-07-14,2027-06-29,PROD-030,140,139,1,15,34.93,365.0,False,,0,False,False,False,SILVER,True
1884,MOV-001884,LOT-2026-01884,PROD-055,Tarija,2026-07-11,2026-08-10,2027-07-11,329,322,2,30,69.47,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-11,2026-08-10,2027-07-11,PROD-055,329,322,2,30,69.47,365.0,False,,5,False,False,False,SILVER,True
1885,MOV-001885,LOT-2026-01885,PROD-051,Tarija,2026-08-25,2026-09-06,2027-02-21,808,792,10,12,24.83,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-25,2026-09-06,2027-02-21,PROD-051,808,792,10,12,24.83,180.0,False,,6,False,False,False,SILVER,True
1886,MOV-001886,LOT-2026-01886,PROD-004,La Paz,2026-06-14,2026-06-24,2026-07-02,324,306,11,10,16.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-14,2026-06-24,2026-07-02,PROD-004,324,306,11,10,16.27,18.0,False,,7,False,False,False,SILVER,True
1887,MOV-001887,LOT-2026-01887,PROD-010,La Paz,2026-07-26,2026-08-29,2027-07-26,376,369,3,34,18.97,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-26,2026-08-29,2027-07-26,PROD-010,376,369,3,34,18.97,365.0,False,,4,False,False,False,SILVER,True
1888,MOV-001888,LOT-2026-01888,PROD-036,Santa Cruz,2026-05-01,2026-05-20,2026-05-19,809,772,30,19,58.54,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-05-01,2026-05-20,2026-05-19,PROD-036,809,772,30,19,58.54,18.0,False,,7,True,False,False,SILVER,True
1889,MOV-001889,LOT-2026-01889,PROD-012,Tarija,2026-07-29,2026-08-25,2027-07-29,927,913,9,27,59.96,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-29,2026-08-25,2027-07-29,PROD-012,927,913,9,27,59.96,365.0,False,,5,False,False,False,SILVER,True
1890,MOV-001890,LOT-2026-01890,PROD-054,Cochabamba,2026-06-13,2026-06-29,2026-12-10,794,781,10,16,79.92,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-13,2026-06-29,2026-12-10,PROD-054,794,781,10,16,79.92,180.0,False,,3,False,False,False,SILVER,True
1891,MOV-001891,LOT-2026-01891,PROD-037,Santa Cruz,2026-05-14,2026-05-27,2026-06-01,306,290,9,13,25.76,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-14,2026-05-27,2026-06-01,PROD-037,306,290,9,13,25.76,18.0,False,,7,False,False,False,SILVER,True
1892,MOV-001892,LOT-2026-01892,PROD-031,Tarija,2026-05-08,2026-06-07,2027-05-08,572,562,5,30,50.89,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-08,2026-06-07,2027-05-08,PROD-031,572,562,5,30,50.89,365.0,False,,5,False,False,False,SILVER,True
1893,MOV-001893,LOT-2026-01893,PROD-006,Oruro,2026-05-27,2026-06-07,2027-05-27,898,891,6,11,29.49,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-27,2026-06-07,2027-05-27,PROD-006,898,891,6,11,29.49,365.0,False,,1,False,False,False,SILVER,True
1894,MOV-001894,LOT-2026-01894,PROD-055,Cochabamba,2026-07-02,2026-07-27,2027-07-02,270,265,2,25,69.47,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-02,2026-07-27,2027-07-02,PROD-055,270,265,2,25,69.47,365.0,False,,3,False,False,False,SILVER,True
1895,MOV-001895,LOT-2026-01895,PROD-048,La Paz,2026-08-21,2026-09-14,2027-08-21,440,434,3,24,49.21,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-21,2026-09-14,2027-08-21,PROD-048,440,434,3,24,49.21,365.0,False,,3,False,False,False,SILVER,True
1896,MOV-001896,LOT-2026-01896,PROD-028,Oruro,2026-05-19,2026-06-03,2027-05-19,501,493,4,15,27.13,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-19,2026-06-03,2027-05-19,PROD-028,501,493,4,15,27.13,365.0,False,,4,False,False,False,SILVER,True
1897,MOV-001897,LOT-2026-01897,PROD-019,Oruro,2026-05-19,2026-05-28,2027-05-19,415,406,3,9,62.3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-19,2026-05-28,2027-05-19,PROD-019,415,406,3,9,62.3,365.0,False,,6,False,False,False,SILVER,True
1898,MOV-001898,LOT-2026-01898,PROD-056,Oruro,2026-08-25,2026-09-03,2026-09-12,639,620,19,9,33.35,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-25,2026-09-03,2026-09-12,PROD-056,639,620,19,9,33.35,18.0,False,,0,False,False,False,SILVER,True
1899,MOV-001899,LOT-2026-01899,PROD-052,La Paz,2026-07-19,2026-07-30,2026-08-06,736,715,19,11,41.48,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-19,2026-07-30,2026-08-06,PROD-052,736,715,19,11,41.48,18.0,False,,2,False,False,False,SILVER,True
1900,MOV-001900,LOT-2026-01900,PROD-023,Oruro,23/08/2026,2026-09-03,2026-09-10,99,92,3,11,22.32,False,,False,,False,,False,,False,Fecha válida con formato DD/MM/AAAA,False,,False,,False,,False,,False,,False,,False,,False,NORMALIZAR_FECHA_INGRESO,Fecha válida DD/MM/AAAA convertida a AAAA-MM-DD,2026-08-23,2026-09-03,2026-09-10,PROD-023,99,92,3,11,22.32,18.0,False,,4,False,False,False,SILVER,True
1901,MOV-001901,LOT-2026-01901,PROD-045,Oruro,2026-06-22,2026-06-24,2026-07-10,317,308,8,2,27.1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-22,2026-06-24,2026-07-10,PROD-045,317,308,8,2,27.1,18.0,False,,1,False,False,False,SILVER,True
1902,MOV-001902,LOT-2026-01902,PROD-011,Santa Cruz,2026-08-09,2026-08-18,2027-02-05,636,623,8,9,32.86,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-09,2026-08-18,2027-02-05,PROD-011,636,623,8,9,32.86,180.0,False,,5,False,False,False,SILVER,True
1903,MOV-001903,LOT-2026-01903,PROD-056,La Paz,2026-05-03,2026-05-19,2026-05-21,280,264,10,16,33.35,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-03,2026-05-19,2026-05-21,PROD-056,280,264,10,16,33.35,18.0,False,,6,False,False,False,SILVER,True
1904,MOV-001904,LOT-2026-01904,PROD-055,Santa Cruz,2026-05-05,2026-06-02,2027-05-05,951,943,6,28,69.47,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-05,2026-06-02,2027-05-05,PROD-055,951,943,6,28,69.47,365.0,False,,2,False,False,False,SILVER,True
