fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,columnas_con_problemas,en_cuarentena,temperatura_c_preparada,tratamiento_temperatura,tipo_duplicado,decision_duplicado,fila_canonica,justificacion_duplicado,camion_id_preparado,en_cuarentena_inicial,columnas_problema_iniciales,motivos_finales,en_cuarentena_final,tratamientos_aplicados,version_tratamiento
5856,2026-08-20 20:53:00,VIA-00244,ORD-2026-06776,CAM-08,PROD-027,,C,67.8,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-08,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
5957,2026-08-22 03:58:00,VIA-00249,ORD-2026-05604, cam-08 ,PROD-025,-19.29,C,66.3,0,0,camion_id,True,-19.29,C_ORIGINAL,,,,, cam-08 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
6174,2026-08-18 08:24:00,VIA-00258,ORD-2026-04678,CAM-08,PROD-058,-999.0,C,81.8,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-08,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
6244,2026-08-17 17:53:00,VIA-00261,ORD-2026-04087, cam-29 ,PROD-016,21.26,C,28.6,0,0,camion_id,True,21.26,C_ORIGINAL,,,,, cam-29 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
6397,2026-08-14 03:37:00,VIA-00267,ORD-2026-07158,CAM-03,PROD-012,,C,51.8,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-03,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
6473,2026-08-17 23:51:00,VIA-00270,ORD-2026-02523,CAM-08,PROD-004,3.98,C,,0,0,humedad_cabina_pct,True,3.98,C_ORIGINAL,,,,,CAM-08,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
6477,2026-08-18 01:51:00,VIA-00270,ORD-2026-02523,CAM-08,PROD-004,-999.0,C,87.0,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-08,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
6562,2026-08-21 04:56:00,VIA-00274,ORD-2026-00557, cam-15 ,PROD-015,8.26,C,74.6,1,1,camion_id,True,8.26,C_ORIGINAL,,,,, cam-15 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
6767,2026-08-26 05:34:00,VIA-00282,ORD-2026-02946,CAM-08,PROD-006,21.7,C,,0,0,humedad_cabina_pct,True,21.7,C_ORIGINAL,,,,,CAM-08,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
6832,2026-08-30 04:39:00,VIA-00285,ORD-2026-05247,CAM-02,PROD-047,3.94,C,,0,0,humedad_cabina_pct,True,3.94,C_ORIGINAL,,,,,CAM-02,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
7173,2026-08-12 13:29:00,VIA-00299,ORD-2026-05162,CAM-08,PROD-043,-17.25,C,-81.2,0,0,humedad_cabina_pct,True,-17.25,C_ORIGINAL,,,,,CAM-08,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v3
7228,2026-08-26 14:21:00,VIA-00302,ORD-2026-00057,CAM-20,PROD-045,-999.0,C,71.7,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-20,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
7245,2026-08-26 22:51:00,VIA-00302,ORD-2026-00057,CAM-20,PROD-045,4.76,C,,0,0,humedad_cabina_pct,True,4.76,C_ORIGINAL,,,,,CAM-20,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
7256,2026-08-07 06:24:00,VIA-00303,ORD-2026-03846,CAM-02,PROD-044,5.42,C,,0,0,humedad_cabina_pct,True,5.42,C_ORIGINAL,,,,,CAM-02,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
7331,2026-08-05 05:12:00,VIA-00306,ORD-2026-06512,CAM-24,PROD-045,-999.0,C,67.2,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-24,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
7391,2026-08-16 21:21:00,VIA-00308,ORD-2026-02207,CAM-01,PROD-053,,C,94.3,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-01,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
7455,2026-08-05 13:28:00,VIA-00311,ORD-2026-02949,CAM-24,PROD-024,22.52,C,,0,0,humedad_cabina_pct,True,22.52,C_ORIGINAL,,,,,CAM-24,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
7467,2026-08-03 13:00:00,VIA-00312,ORD-2026-02434,CAM-19,PROD-043,-999.0,C,58.3,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-19,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
7583,2026-08-18 15:59:00,VIA-00316,ORD-2026-04476,CAM-11,PROD-021,,C,75.0,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-11,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
7681,2026-08-07 14:40:00,VIA-00321,ORD-2026-04625,CAM-21,PROD-005,18.9,C,-50.5,0,0,humedad_cabina_pct,True,18.9,C_ORIGINAL,,,,,CAM-21,True,humedad_cabina_pct,humedad_cabina_pct:FUERA_RANGO,True,,GIAD-M3-S4-IOT-tratamiento-v3
7749,2026-08-07 10:26:00,VIA-00323,ORD-2026-06309,CAM-24,PROD-002,-999.0,C,51.2,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-24,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
7776,2026-08-19 17:26:00,VIA-00324,ORD-2026-05843,CAM-03,PROD-057,,C,51.0,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-03,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
7782,2026-08-30 19:56:00,VIA-00325,ORD-2026-00169,CAM-27,PROD-048,,C,48.9,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-27,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
7832,2026-08-29 05:39:00,VIA-00327,ORD-2026-04344,CAM-26,PROD-029,-999.0,C,49.6,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-26,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
7898,2026-08-09 02:20:00,VIA-00330,ORD-2026-02220, cam-19 ,PROD-044,4.82,C,77.1,0,0,camion_id,True,4.82,C_ORIGINAL,,,,, cam-19 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
7941,2026-08-16 02:23:00,VIA-00331,ORD-2026-03610,CAM-22,PROD-043,-19.3,C,,0,0,humedad_cabina_pct,True,-19.3,C_ORIGINAL,,,,,CAM-22,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
8028,2026-08-29 14:16:00,VIA-00335,ORD-2026-07179,CAM-29,PROD-030,,C,37.7,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-29,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
8232,2026-08-09 00:00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,3.43,C,,0,0,humedad_cabina_pct,True,3.43,C_ORIGINAL,,,,,CAM-08,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
8389,2026-08-04 05:36:00,VIA-00350,ORD-2026-03587,CAM-21,PROD-018,-999.0,C,51.5,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-21,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
8559,2026-08-04 19:26:00,VIA-00357,ORD-2026-04496,CAM-19,PROD-043,-999.0,C,69.6,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-19,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
8696,2026-02-31 09:15:00,VIA-00363,ORD-2026-07429,CAM-10,PROD-001,2.74,C,70.2,0,0,timestamp,True,2.74,C_ORIGINAL,,,,,CAM-10,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v3
9088,2026-08-14 07:26:00,VIA-00379,ORD-2026-04281,CAM-08,PROD-008,-999.0,C,69.1,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-08,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
9173,2026-08-19 16:14:00,VIA-00383,ORD-2026-04230, cam-26 ,PROD-060,-17.93,C,76.5,0,0,camion_id,True,-17.93,C_ORIGINAL,,,,, cam-26 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
9200,2026-08-15 12:23:00,VIA-00384,ORD-2026-00605, cam-06 ,PROD-014,21.11,C,52.8,0,0,camion_id,True,21.11,C_ORIGINAL,,,,, cam-06 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
9215,2026-08-15 19:53:00,VIA-00384,ORD-2026-00605,CAM-06,PROD-014,-999.0,C,52.6,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-06,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
9333,2026-08-28 14:17:00,VIA-00389,ORD-2026-02236,CAM-26,PROD-058,,C,69.6,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-26,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
9382,2026-08-11 04:47:00,VIA-00391,ORD-2026-06429,CAM-19,PROD-028,-999.0,C,41.1,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-19,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
9412,2026-08-10 20:00:00,VIA-00393,ORD-2026-02901,CAM-18,PROD-032,19.92,C,,0,0,humedad_cabina_pct,True,19.92,C_ORIGINAL,,,,,CAM-18,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
9456,2026-02-31 09:15:00,VIA-00394,ORD-2026-07231,CAM-25,PROD-046,19.91,C,41.7,0,0,timestamp,True,19.91,C_ORIGINAL,,,,,CAM-25,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v3
9525,2026-08-27 02:12:00,VIA-00397,ORD-2026-06382,CAM-02,PROD-002,-999.0,C,49.9,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-02,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
9735,2026-08-08 05:57:00,VIA-00406,ORD-2026-06686,CAM-20,PROD-046,-999.0,C,56.3,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-20,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
9741,2026-08-08 08:57:00,VIA-00406,ORD-2026-06686, cam-20 ,PROD-046,18.19,C,37.2,0,0,camion_id,True,18.19,C_ORIGINAL,,,,, cam-20 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
9816,2026-08-14 19:49:00,VIA-00409,ORD-2026-00947, cam-28 ,PROD-003,19.41,C,30.3,0,0,camion_id,True,19.41,C_ORIGINAL,,,,, cam-28 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
9968,2026-08-04 16:19:00,VIA-00416,ORD-2026-01855,CAM-22,PROD-015,5.24,C,,0,0,humedad_cabina_pct,True,5.24,C_ORIGINAL,,,,,CAM-22,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
10021,2026-08-05 08:02:00,VIA-00418,ORD-2026-05862,CAM-09,PROD-005,,C,46.9,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-09,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
10080,2026-08-03 21:51:00,VIA-00420,ORD-2026-02885,CAM-15,PROD-035,,C,61.5,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-15,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
10093,2026-08-30 04:23:00,VIA-00421,ORD-2026-05712,CAM-15,PROD-025,-999.0,C,60.0,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-15,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
10123,2026-02-31 09:15:00,VIA-00422,ORD-2026-00525,CAM-20,PROD-001,36.52,F,64.4,0,0,temp_unit|timestamp,True,2.511111,F_A_C,,,,,CAM-20,True,temp_unit|timestamp,timestamp:FECHA_INVALIDA,True,F_A_C,GIAD-M3-S4-IOT-tratamiento-v3
10240,2026-08-19 02:56:00,VIA-00427,ORD-2026-04049,CAM-18,PROD-006,19.56,C,,0,0,humedad_cabina_pct,True,19.56,C_ORIGINAL,,,,,CAM-18,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
10284,2026-08-16 01:33:00,VIA-00429,ORD-2026-04991,CAM-24,PROD-013,-999.0,C,74.6,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-24,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
10286,2026-08-16 02:33:00,VIA-00429,ORD-2026-04991,CAM-24,PROD-013,-999.0,C,79.5,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-24,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
10287,2026-08-16 03:03:00,VIA-00429,ORD-2026-04991, cam-24 ,PROD-013,4.41,C,82.0,0,0,camion_id,True,4.41,C_ORIGINAL,,,,, cam-24 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
10309,2026-08-03 14:12:00,VIA-00430,ORD-2026-02197,CAM-20,PROD-041,-18.14,C,,0,0,humedad_cabina_pct,True,-18.14,C_ORIGINAL,,,,,CAM-20,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
10372,2026-08-29 22:23:00,VIA-00433,ORD-2026-00959,CAM-10,PROD-023,,C,80.7,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-10,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
10385,2026-08-30 04:53:00,VIA-00433,ORD-2026-00959,CAM-10,PROD-023,3.95,C,,0,0,humedad_cabina_pct,True,3.95,C_ORIGINAL,,,,,CAM-10,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
10404,2026-08-21 13:05:00,VIA-00434,ORD-2026-01323,CAM-08,PROD-008,-999.0,C,63.8,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-08,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
10511,2026-08-17 10:34:00,VIA-00438,ORD-2026-04327,CAM-12,PROD-016,-999.0,C,46.0,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-12,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
10599,2026-08-15 17:01:00,VIA-00442,ORD-2026-02381,CAM-24,PROD-059,19.58,C,,0,0,humedad_cabina_pct,True,19.58,C_ORIGINAL,,,,,CAM-24,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
10687,2026-08-08 19:43:00,VIA-00446,ORD-2026-04726,CAM-08,PROD-008,-999.0,C,75.9,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-08,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
10714,2026-08-19 19:17:00,VIA-00447,ORD-2026-05229,CAM-28,PROD-054,-17.36,C,,0,0,humedad_cabina_pct,True,-17.36,C_ORIGINAL,,,,,CAM-28,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
10945,2026-08-19 10:13:00,VIA-00457,ORD-2026-01549,CAM-23,PROD-020,-999.0,C,36.9,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-23,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
11002,2026-08-24 07:51:00,VIA-00459,ORD-2026-07455,CAM-09,PROD-012,20.06,C,,0,0,humedad_cabina_pct,True,20.06,C_ORIGINAL,,,,,CAM-09,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
11158,2026-08-25 03:25:00,VIA-00465,ORD-2026-03454,CAM-04,PROD-002,-999.0,C,49.5,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-04,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
11185,2026-08-15 09:38:00,VIA-00467,ORD-2026-07428,CAM-26,PROD-053,4.62,C,,0,0,humedad_cabina_pct,True,4.62,C_ORIGINAL,,,,,CAM-26,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
11242,2026-08-19 02:23:00,VIA-00469,ORD-2026-01442,CAM-27,PROD-057,19.77,C,,0,0,humedad_cabina_pct,True,19.77,C_ORIGINAL,,,,,CAM-27,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
11257,2026-08-30 03:12:00,VIA-00470,ORD-2026-00187,CAM-11,PROD-035,-999.0,C,75.7,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-11,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
11359,2026-08-10 04:36:00,VIA-00474,ORD-2026-05908,CAM-22,PROD-060,-999.0,C,54.3,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-22,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
11375,2026-08-10 12:36:00,VIA-00474,ORD-2026-05908,CAM-22,PROD-060,-17.16,C,,0,0,humedad_cabina_pct,True,-17.16,C_ORIGINAL,,,,,CAM-22,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
11387,2026-08-27 20:42:00,VIA-00475,ORD-2026-01792,CAM-03,PROD-016,,C,43.1,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-03,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
11464,2026-08-03 20:26:00,VIA-00478,ORD-2026-00466,CAM-26,PROD-013,4.58,C,,0,0,humedad_cabina_pct,True,4.58,C_ORIGINAL,,,,,CAM-26,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
11594,2026-08-11 00:02:00,VIA-00484,ORD-2026-04669,CAM-24,PROD-041,-999.0,C,80.7,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-24,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
11739,2026-08-13 11:24:00,VIA-00490,ORD-2026-02807, cam-22 ,PROD-052,3.26,C,81.1,0,0,camion_id,True,3.26,C_ORIGINAL,,,,, cam-22 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
11771,2026-08-21 16:06:00,VIA-00491,ORD-2026-01986, cam-25 ,PROD-048,20.54,C,43.1,0,0,camion_id,True,20.54,C_ORIGINAL,,,,, cam-25 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
11804,2026-08-02 18:49:00,VIA-00492,ORD-2026-01737,CAM-20,PROD-023,2.32,C,,0,0,humedad_cabina_pct,True,2.32,C_ORIGINAL,,,,,CAM-20,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
11822,2026-08-01 15:05:00,VIA-00493,ORD-2026-00167,CAM-25,PROD-008,,C,71.6,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-25,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
11926,2026-08-16 15:25:00,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,,C,57.7,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-03,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
12053,2026-08-28 22:41:00,VIA-00503,ORD-2026-01320,CAM-20,PROD-043,-999.0,C,59.1,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-20,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
12097,2026-08-11 07:38:00,VIA-00505,ORD-2026-02549,CAM-23,PROD-029,-999.0,C,45.0,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-23,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
12198,2026-08-11 11:33:00,VIA-00509,ORD-2026-05559,CAM-27,PROD-030,-999.0,C,47.4,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-27,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
12450,2026-08-24 08:40:00,VIA-00519,ORD-2026-03330,CAM-26,PROD-003,19.63,C,,0,0,humedad_cabina_pct,True,19.63,C_ORIGINAL,,,,,CAM-26,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
12522,2026-08-16 00:21:00,VIA-00522,ORD-2026-06048, cam-08 ,PROD-045,4.99,C,83.1,0,0,camion_id,True,4.99,C_ORIGINAL,,,,, cam-08 ,True,camion_id,camion_id:FORMATO_INVALIDO,True,,GIAD-M3-S4-IOT-tratamiento-v3
12678,2026-08-05 13:15:00,VIA-00529,ORD-2026-05310,CAM-09,PROD-028,,C,47.0,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-09,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
12695,2026-08-05 21:45:00,VIA-00529,ORD-2026-05310,CAM-09,PROD-028,-999.0,C,56.9,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-09,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
12757,2026-08-30 22:23:00,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,,C,56.2,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-23,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
12771,2026-08-09 21:15:00,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,,C,49.3,0,0,temperatura_cabina_c,True,,SIN_TRATAMIENTO,,,,,CAM-11,True,temperatura_cabina_c,temperatura_cabina_c:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
12774,2026-08-09 22:45:00,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,-999.0,C,50.6,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-11,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
12917,2026-08-07 19:52:00,VIA-00539,ORD-2026-01406,CAM-12,PROD-041,-999.0,C,75.7,0,0,temperatura_cabina_c,True,-999.0,C_ORIGINAL,,,,,CAM-12,True,temperatura_cabina_c,temperatura_cabina_c:VALOR_CENTINELA,True,,GIAD-M3-S4-IOT-tratamiento-v3
12964,2026-08-12 13:22:00,VIA-00541,ORD-2026-07125,CAM-04,PROD-055,21.72,C,,0,0,humedad_cabina_pct,True,21.72,C_ORIGINAL,,,,,CAM-04,True,humedad_cabina_pct,humedad_cabina_pct:FALTANTE,True,,GIAD-M3-S4-IOT-tratamiento-v3
13029,2026-02-31 09:15:00,VIA-00543,ORD-2026-03706,CAM-24,PROD-031,16.59,C,46.4,0,0,timestamp,True,16.59,C_ORIGINAL,,,,,CAM-24,True,timestamp,timestamp:FECHA_INVALIDA,True,,GIAD-M3-S4-IOT-tratamiento-v3
