fila_bronze,columna_afectada,codigo_error,valor_original,version_diagnostico,estado_tratamiento,tratamiento_aplicado,detalle_resultado
10123,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
10123,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10164,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
10240,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10284,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10286,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10287,camion_id,FORMATO_INVALIDO, cam-24 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10309,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10372,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10385,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10404,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10511,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10589,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
10599,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10687,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10714,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
10945,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11002,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11158,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11185,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11242,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11257,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11359,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11375,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11385,viaje_id+timestamp,CLAVE_EN_CONFLICTO,VIA-00475 + 2026-08-27 19:42:00,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,SELECCION_CANONICA,Lectura canónica elegida según regla aprobada
11387,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11464,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11594,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11739,camion_id,FORMATO_INVALIDO, cam-22 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11771,camion_id,FORMATO_INVALIDO, cam-25 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11804,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11822,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11926,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
11951,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
11957,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
12053,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
12097,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
12198,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
12450,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
12522,camion_id,FORMATO_INVALIDO, cam-08 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
12678,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
12695,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
12757,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
12771,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
12774,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
12917,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
12964,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
13016,viaje_id+timestamp,CLAVE_EN_CONFLICTO,VIA-00543 + 2026-08-28 23:01:00,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,SELECCION_CANONICA,Lectura canónica elegida según regla aprobada
13029,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
13055,humedad_cabina_pct,FUERA_RANGO,-52.1,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
13112,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
13130,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
13192,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
13298,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
13440,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
13448,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
13586,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
13625,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
13692,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
13803,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
13824,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
13903,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
13990,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
14008,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
14105,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
14165,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
14308,humedad_cabina_pct,FUERA_RANGO,-52.3,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
14376,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
14414,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
14488,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
14718,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
14740,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
14774,camion_id,FORMATO_INVALIDO, cam-06 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
14791,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
14863,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
14961,camion_id,FORMATO_INVALIDO, cam-10 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
15013,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
15039,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
15077,camion_id,FORMATO_INVALIDO, cam-28 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
15141,camion_id,FORMATO_INVALIDO, cam-15 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
15244,timestamp,FECHA_INVALIDA,2026-02-31 09:15:00,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
15325,camion_id,FORMATO_INVALIDO, cam-26 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
15366,camion_id,FORMATO_INVALIDO, cam-26 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
15501,humedad_cabina_pct,FUERA_RANGO,-87.9,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
15737,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
15780,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
15825,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
15940,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
15968,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16079,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16092,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16209,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16284,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16388,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16427,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16432,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16469,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16488,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16543,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16576,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16664,camion_id,FORMATO_INVALIDO, cam-21 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16707,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16752,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16767,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16804,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
16967,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
17017,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
17109,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
17151,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
17181,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
17248,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
17370,camion_id,FORMATO_INVALIDO, cam-08 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
17374,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
17534,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
17593,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
17705,humedad_cabina_pct,FUERA_RANGO,-55.9,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
17742,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
17759,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
17823,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
17959,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
18182,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
18237,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
18248,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
18256,viaje_id+timestamp,CLAVE_EN_CONFLICTO,VIA-00761 + 2026-08-26 18:25:00,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,SELECCION_CANONICA,Lectura canónica elegida según regla aprobada
18330,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
18350,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
18379,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
18383,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
18431,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
18451,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
18619,temp_unit,UNIDAD_NO_RECONOCIDA,K,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,K_A_C,Kelvin confirmado y conversión validada
18632,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
18636,humedad_cabina_pct,FUERA_RANGO,-38.8,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
18782,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
18787,camion_id,FORMATO_INVALIDO, cam-20 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
18810,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
18919,camion_id,FORMATO_INVALIDO, cam-09 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
19020,camion_id,FORMATO_INVALIDO, cam-15 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
19040,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
19197,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
19219,camion_id,FORMATO_INVALIDO, cam-26 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
19393,humedad_cabina_pct,FUERA_RANGO,-50.9,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
19491,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
19544,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
19589,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
19655,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
19724,camion_id,FORMATO_INVALIDO, cam-28 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
19829,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
19881,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
19949,temp_unit,PENDIENTE_CONVERSION_F,F,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,F_A_C,Conversión de Fahrenheit a Celsius validada
19962,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
20039,temp_unit,UNIDAD_NO_RECONOCIDA,K,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,K_A_C,Kelvin confirmado y conversión validada
20071,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
20097,camion_id,FORMATO_INVALIDO, cam-20 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
20228,humedad_cabina_pct,FUERA_RANGO,-83.3,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
20311,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
20388,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
20461,temperatura_cabina_c,VALOR_CENTINELA,-999.0,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
20468,camion_id,FORMATO_INVALIDO, cam-02 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
20478,camion_id,FORMATO_INVALIDO, cam-24 ,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
