order_id,satisfaccion_score,costo_devolucion_bob,queja_motivo
ORD-2026-01246,1,1733.43,Retraso de camion
ORD-2026-01247,4,0.0,Ninguno
ORD-2026-01249,5,0.0,Ninguno
ORD-2026-01250,5,0.0,Ninguno
ORD-2026-01251,3,0.0,Ninguno
ORD-2026-01253,5,0.0,Ninguno
ORD-2026-01256,3,0.0,Ninguno
ORD-2026-01257,5,0.0,Ninguno
ORD-2026-01258,4,0.0,Caja dañada
ORD-2026-01259,3,0.0,Faltaban items
ORD-2026-01260,4,0.0,Ninguno
ORD-2026-01264,2,2395.04,Retraso de camion
ORD-2026-01265,2,2574.08,Faltaban items
ORD-2026-01267,2,2859.7,Ninguno
ORD-2026-01268,2,2915.76,Retraso de camion
ORD-2026-01269,3,0.0,Ninguno
ORD-2026-01270,2,2975.03,Retraso de camion
ORD-2026-01271,3,0.0,Caja dañada
ORD-2026-01272,4,0.0,Ninguno
ORD-2026-01273,4,0.0,Ninguno
ORD-2026-01277,5,0.0,Ninguno
ORD-2026-01278,5,0.0,Ninguno
ORD-2026-01279,2,1536.14,Faltaban items
ORD-2026-01281,5,0.0,Retraso de camion
ORD-2026-01289,4,0.0,Ninguno
ORD-2026-01291,3,0.0,Retraso de camion
ORD-2026-01292,3,0.0,Ninguno
ORD-2026-01293,4,0.0,Retraso de camion
ORD-2026-01294,2,2594.25,Retraso de camion
ORD-2026-01298,5,0.0,Ninguno
ORD-2026-01299,4,0.0,Ninguno
ORD-2026-01302,3,0.0,Retraso de camion
ORD-2026-01303,3,0.0,Retraso de camion
ORD-2026-01307,4,0.0,Ninguno
ORD-2026-01311,2,535.13,Faltaban items
ORD-2026-01313,4,0.0,Ninguno
ORD-2026-01314,4,0.0,Caja dañada
ORD-2026-01315,4,0.0,Ninguno
ORD-2026-01316,3,0.0,Retraso de camion
ORD-2026-01317,1,1102.87,Retraso de camion
ORD-2026-01320,4,0.0,Caja dañada
ORD-2026-01323,3,0.0,Faltaban items
ORD-2026-01325,4,0.0,Ninguno
ORD-2026-01326,4,0.0,Retraso de camion
ORD-2026-01330,5,0.0,Ninguno
ORD-2026-01333,5,0.0,Ninguno
ORD-2026-01334,2,2230.52,Retraso de camion
ORD-2026-01335,4,0.0,Ninguno
ORD-2026-01337,5,0.0,Ninguno
ORD-2026-01341,3,0.0,Retraso de camion
ORD-2026-01342,4,0.0,Ninguno
ORD-2026-01345,3,0.0,Retraso de camion
ORD-2026-01347,5,0.0,Ninguno
ORD-2026-01348,3,0.0,Retraso de camion
ORD-2026-01349,3,0.0,Ninguno
ORD-2026-01351,3,0.0,Retraso de camion
ORD-2026-01352,3,0.0,Ninguno
ORD-2026-01353,4,0.0,Retraso de camion
ORD-2026-01357,5,0.0,Caja dañada
ORD-2026-01358,2,1083.63,Ninguno
ORD-2026-01359,5,0.0,Ninguno
ORD-2026-01360,4,0.0,Ninguno
ORD-2026-01361,4,0.0,Faltaban items
ORD-2026-01362,4,0.0,Ninguno
ORD-2026-01364,3,0.0,Ninguno
ORD-2026-01366,3,0.0,Retraso de camion
ORD-2026-01367,3,0.0,Retraso de camion
ORD-2026-01369,5,0.0,Ninguno
ORD-2026-01373,5,0.0,Ninguno
ORD-2026-01374,5,0.0,Ninguno
ORD-2026-01376,1,1654.15,Retraso de camion
ORD-2026-01377,4,0.0,Faltaban items
ORD-2026-01380,1,716.94,Faltaban items
ORD-2026-01387,3,0.0,Retraso de camion
ORD-2026-01388,4,0.0,Ninguno
ORD-2026-01389,4,0.0,Ninguno
ORD-2026-01392,2,1570.64,Faltaban items
ORD-2026-01393,4,0.0,Ninguno
ORD-2026-01397,5,0.0,Ninguno
ORD-2026-01399,4,0.0,Ninguno
ORD-2026-01400,5,0.0,Ninguno
ORD-2026-01404,4,0.0,Ninguno
ORD-2026-01406,2,1192.53,Retraso de camion
ORD-2026-01407,5,0.0,Ninguno
ORD-2026-01410,4,0.0,Ninguno
ORD-2026-01412,5,0.0,Ninguno
ORD-2026-01413,3,0.0,Ninguno
ORD-2026-01415,3,0.0,Ninguno
ORD-2026-01419,5,0.0,Ninguno
ORD-2026-01426,4,0.0,Retraso de camion
ORD-2026-01428,4,0.0,Ninguno
ORD-2026-01432,3,0.0,Faltaban items
ORD-2026-01437,5,0.0,Ninguno
ORD-2026-01438,5,0.0,Ninguno
ORD-2026-01439,4,0.0,Ninguno
ORD-2026-01441,5,0.0,Ninguno
ORD-2026-01443,5,0.0,Ninguno
ORD-2026-01444,1,928.17,Retraso de camion
ORD-2026-01445,5,0.0,Ninguno
ORD-2026-01446,3,0.0,Ninguno
ORD-2026-01449,5,0.0,Ninguno
ORD-2026-01451,4,0.0,Ninguno
ORD-2026-01456,1,2625.01,Faltaban items
ORD-2026-01457,4,0.0,Ninguno
ORD-2026-01459,4,0.0,Ninguno
ORD-2026-01460,5,0.0,Ninguno
ORD-2026-01462,4,0.0,Ninguno
ORD-2026-01463,4,0.0,Ninguno
ORD-2026-01465,2,553.7,Retraso de camion
ORD-2026-01468,3,0.0,Ninguno
ORD-2026-01470,4,0.0,Ninguno
ORD-2026-01472,4,0.0,Ninguno
ORD-2026-01473,5,0.0,Ninguno
ORD-2026-01474,5,0.0,Ninguno
ORD-2026-01475,4,0.0,Ninguno
ORD-2026-01476,4,0.0,Ninguno
ORD-2026-01477,3,0.0,Retraso de camion
ORD-2026-01481,4,0.0,Ninguno
ORD-2026-01484,5,0.0,Ninguno
ORD-2026-01489,2,1314.2,Retraso de camion
ORD-2026-01490,4,0.0,Ninguno
ORD-2026-01493,2,839.38,Retraso de camion
ORD-2026-01495,5,0.0,Ninguno
ORD-2026-01496,5,0.0,Ninguno
ORD-2026-01499,1,2039.03,Retraso de camion
ORD-2026-01500,5,0.0,Ninguno
ORD-2026-01501,4,0.0,Caja dañada
ORD-2026-01502,2,1139.6,Retraso de camion
ORD-2026-01503,4,0.0,Retraso de camion
ORD-2026-01504,4,0.0,Ninguno
ORD-2026-01507,3,0.0,Faltaban items
ORD-2026-01510,3,0.0,Retraso de camion
ORD-2026-01514,4,0.0,Ninguno
ORD-2026-01515,3,0.0,Faltaban items
ORD-2026-01518,3,0.0,Caja dañada
ORD-2026-01519,5,0.0,Faltaban items
ORD-2026-01520,5,0.0,Ninguno
ORD-2026-01523,4,0.0,Ninguno
ORD-2026-01526,4,0.0,Ninguno
ORD-2026-01527,4,0.0,Ninguno
ORD-2026-01529,4,0.0,Retraso de camion
ORD-2026-01530,2,1188.95,Retraso de camion
ORD-2026-01531,3,0.0,Retraso de camion
ORD-2026-01532,3,0.0,Faltaban items
ORD-2026-01534,3,0.0,Ninguno
ORD-2026-01536,5,0.0,Ninguno
ORD-2026-01540,4,0.0,Ninguno
ORD-2026-01541,3,0.0,Ninguno
ORD-2026-01542,3,0.0,Faltaban items
ORD-2026-01543,5,0.0,Ninguno
ORD-2026-01544,5,0.0,Ninguno
ORD-2026-01545,5,0.0,Ninguno
ORD-2026-01551,5,0.0,Ninguno
ORD-2026-01553,4,0.0,Ninguno
ORD-2026-01555,3,0.0,Retraso de camion
ORD-2026-01560,4,0.0,Caja dañada
ORD-2026-01566,4,0.0,Caja dañada
ORD-2026-01567,3,0.0,Faltaban items
ORD-2026-01568,3,0.0,Retraso de camion
ORD-2026-01569,3,0.0,Retraso de camion
ORD-2026-01574,7,0.0,Ninguno
ORD-2026-01576,5,0.0,Ninguno
ORD-2026-01577,5,0.0,Ninguno
ORD-2026-01580,5,0.0,Caja dañada
ORD-2026-01581,1,654.73,Retraso de camion
ORD-2026-01582,3,0.0,Retraso de camion
ORD-2026-01588,3,0.0,Faltaban items
ORD-2026-01591,3,0.0,Retraso de camion
ORD-2026-01592,2,2771.59,Retraso de camion
ORD-2026-01593,3,0.0,Retraso de camion
ORD-2026-01594,5,0.0,Ninguno
ORD-2026-01595,5,0.0,Ninguno
ORD-2026-01597,2,1845.99,Faltaban items
ORD-2026-01600,5,0.0,Ninguno
ORD-2026-01602,3,0.0,Ninguno
ORD-2026-01605,4,0.0,Ninguno
ORD-2026-01606,5,0.0,Caja dañada
ORD-2026-01607,3,0.0,Ninguno
ORD-2026-01609,5,0.0,Ninguno
ORD-2026-01610,4,0.0,Ninguno
ORD-2026-01611,4,0.0,Ninguno
ORD-2026-01613,5,0.0,Ninguno
ORD-2026-01615,4,0.0,Ninguno
ORD-2026-01616,4,0.0,Retraso de camion
ORD-2026-01617,2,892.59,Faltaban items
ORD-2026-01618,2,2759.54,Faltaban items
ORD-2026-01619,3,0.0,Retraso de camion
ORD-2026-01621,2,2359.09,Ninguno
ORD-2026-01622,5,0.0,Ninguno
ORD-2026-01624,5,0.0,Ninguno
ORD-2026-01625,4,0.0,Ninguno
ORD-2026-01626,2,2354.1,Faltaban items
ORD-2026-01627,5,0.0,Caja dañada
ORD-2026-01629,5,0.0,Retraso de camion
ORD-2026-01630,5,0.0,Ninguno
ORD-2026-01634,4,0.0,Caja dañada
ORD-2026-01635,5,0.0,Ninguno
ORD-2026-01638,4,0.0,Ninguno
ORD-2026-01640,4,0.0,Ninguno
ORD-2026-01641,2,2349.65,Faltaban items
ORD-2026-01642,2,2288.11,Retraso de camion
ORD-2026-01643,5,0.0,Ninguno
ORD-2026-01644,4,0.0,Caja dañada
ORD-2026-01646,3,0.0,Faltaban items
ORD-2026-01647,5,0.0,Ninguno
ORD-2026-01648,2,2347.22,Retraso de camion
ORD-2026-01650,5,0.0,Ninguno
ORD-2026-01652,5,0.0,Ninguno
ORD-2026-01655,3,0.0,Faltaban items
ORD-2026-01661,3,0.0,Retraso de camion
ORD-2026-01662,4,0.0,Ninguno
ORD-2026-01664,3,0.0,Retraso de camion
ORD-2026-01666,5,0.0,Ninguno
ORD-2026-01668,5,0.0,Ninguno
ORD-2026-01669,4,0.0,Faltaban items
ORD-2026-01671,1,2417.07,Faltaban items
ORD-2026-01674,3,0.0,Faltaban items
ORD-2026-01681,4,0.0,Ninguno
ORD-2026-01682,2,2043.3,Retraso de camion
ORD-2026-01684,5,0.0,Ninguno
ORD-2026-01685,5,0.0,Ninguno
ORD-2026-01690,5,0.0,Ninguno
ORD-2026-01691,5,0.0,Ninguno
ORD-2026-01693,5,0.0,Caja dañada
ORD-2026-01696,2,2478.48,Retraso de camion
ORD-2026-01698,3,0.0,Ninguno
ORD-2026-01699,3,0.0,Ninguno
ORD-2026-01700,5,0.0,Ninguno
ORD-2026-01701,5,0.0,Ninguno
ORD-2026-01702,5,0.0,Ninguno
ORD-2026-01705,4,0.0,Ninguno
ORD-2026-01706,4,0.0,Ninguno
ORD-2026-01709,5,0.0,Ninguno
ORD-2026-01712,5,0.0,Ninguno
ORD-2026-01713,3,0.0,Ninguno
ORD-2026-01714,4,0.0,Ninguno
ORD-2026-01715,4,0.0,Ninguno
ORD-2026-01716,2,2802.52,Retraso de camion
ORD-2026-01717,3,0.0,Retraso de camion
ORD-2026-01720,4,0.0,Retraso de camion
ORD-2026-01721,3,0.0,Faltaban items
ORD-2026-01722,2,1272.87,Retraso de camion
ORD-2026-01723,3,0.0,Ninguno
ORD-2026-01724,3,0.0,Ninguno
ORD-2026-01726,4,0.0,Ninguno
ORD-2026-01727,5,0.0,Caja dañada
ORD-2026-01728,4,0.0,Ninguno
ORD-2026-01729,5,0.0,Faltaban items
ORD-2026-01735,4,0.0,Ninguno
ORD-2026-01736,5,0.0,Ninguno
ORD-2026-01738,4,0.0,Ninguno
ORD-2026-01739,2,1689.3,Retraso de camion
ORD-2026-01740,5,0.0,Caja dañada
ORD-2026-01742,2,1279.74,Retraso de camion
ORD-2026-01743,2,1502.98,Retraso de camion
ORD-2026-01744,4,0.0,Ninguno
ORD-2026-01746,3,0.0,Ninguno
ORD-2026-01747,2,1141.0,Retraso de camion
ORD-2026-01748,5,0.0,Ninguno
ORD-2026-01750,3,0.0,Ninguno
ORD-2026-01751,3,0.0,Caja dañada
ORD-2026-01752,3,0.0,Ninguno
ORD-2026-01754,5,0.0,Ninguno
ORD-2026-01755,2,718.21,Faltaban items
ORD-2026-01756,4,0.0,Ninguno
ORD-2026-01759,2,2092.13,Faltaban items
ORD-2026-01763,5,0.0,Ninguno
ORD-2026-01764,4,0.0,Ninguno
ORD-2026-01766,3,0.0,Faltaban items
ORD-2026-01767,5,0.0,Ninguno
ORD-2026-01768,3,0.0,Ninguno
ORD-2026-01770,4,0.0,Ninguno
ORD-2026-01771,4,0.0,Faltaban items
ORD-2026-01772,5,0.0,Ninguno
ORD-2026-01773,3,0.0,Faltaban items
ORD-2026-01777,5,0.0,Ninguno
ORD-2026-01779,5,0.0,Faltaban items
ORD-2026-01781,3,0.0,Ninguno
ORD-2026-01788,4,0.0,Faltaban items
ORD-2026-01790,3,0.0,Faltaban items
ORD-2026-01791,1,918.59,Faltaban items
ORD-2026-01792,4,0.0,Ninguno
ORD-2026-01793,5,0.0,Ninguno
ORD-2026-01794,4,0.0,Retraso de camion
ORD-2026-01795,3,0.0,Ninguno
ORD-2026-01798,3,0.0,Retraso de camion
ORD-2026-01800,4,0.0,Ninguno
ORD-2026-01804,3,0.0,Ninguno
ORD-2026-01806,3,0.0,Retraso de camion
ORD-2026-01808,5,0.0,Ninguno
ORD-2026-01809,5,0.0,Ninguno
ORD-2026-01810,3,0.0,Ninguno
ORD-2026-01811,2,1249.26,Faltaban items
ORD-2026-01812,5,0.0,Ninguno
ORD-2026-01816,3,0.0,Faltaban items
ORD-2026-01818,4,0.0,Ninguno
ORD-2026-01819,4,0.0,Ninguno
ORD-2026-01820,5,0.0,Ninguno
ORD-2026-01822,4,0.0,Retraso de camion
ORD-2026-01825,3,0.0,Retraso de camion
ORD-2026-01828,2,547.99,Retraso de camion
ORD-2026-01829,1,529.01,Faltaban items
ORD-2026-01830,5,0.0,Ninguno
ORD-2026-01831,2,1699.31,Retraso de camion
ORD-2026-01833,1,2996.75,Faltaban items
ORD-2026-01835,2,902.91,Retraso de camion
ORD-2026-01836,3,0.0,Ninguno
ORD-2026-01848,5,0.0,Caja dañada
ORD-2026-01854,5,0.0,Ninguno
ORD-2026-01856,4,0.0,Caja dañada
ORD-2026-01857,3,0.0,Faltaban items
ORD-2026-01858,3,0.0,Retraso de camion
ORD-2026-01859,5,0.0,Ninguno
ORD-2026-01860,5,0.0,Ninguno
ORD-2026-01863,2,2302.75,Faltaban items
ORD-2026-01864,5,0.0,Ninguno
ORD-2026-01869,4,0.0,Ninguno
ORD-2026-01871,5,0.0,Ninguno
ORD-2026-01873,3,0.0,Ninguno
ORD-2026-01874,4,0.0,Ninguno
ORD-2026-01878,3,0.0,Retraso de camion
ORD-2026-01880,3,0.0,Retraso de camion
ORD-2026-01884,4,0.0,Faltaban items
ORD-2026-01888,3,0.0,Ninguno
ORD-2026-01891,5,0.0,Caja dañada
ORD-2026-01892,4,0.0,Retraso de camion
ORD-2026-01894,5,0.0,Ninguno
ORD-2026-01898,4,0.0,Ninguno
ORD-2026-01899,2,1135.98,Retraso de camion
ORD-2026-01901,4,0.0,Ninguno
ORD-2026-01902,5,0.0,Ninguno
ORD-2026-01903,4,0.0,Retraso de camion
ORD-2026-01906,5,0.0,Ninguno
ORD-2026-01910,4,0.0,Ninguno
ORD-2026-01912,2,2737.77,Retraso de camion
ORD-2026-01913,4,0.0,Ninguno
ORD-2026-01915,2,1284.43,Retraso de camion
ORD-2026-01916,4,0.0,Ninguno
ORD-2026-01920,4,0.0,Faltaban items
ORD-2026-01922,4,0.0,Ninguno
ORD-2026-01923,2,2486.25,Ninguno
ORD-2026-01927,5,0.0,Ninguno
ORD-2026-01928,4,0.0,Ninguno
ORD-2026-01931,5,0.0,Ninguno
ORD-2026-01932,1,612.56,Faltaban items
ORD-2026-01936,2,2473.92,Retraso de camion
ORD-2026-01938,3,0.0,Ninguno
ORD-2026-01939,2,1267.02,Retraso de camion
ORD-2026-01940,1,1392.27,Retraso de camion
ORD-2026-01942,4,0.0,Ninguno
ORD-2026-01944,3,0.0,Retraso de camion
ORD-2026-01945,5,0.0,Ninguno
ORD-2026-01946,5,0.0,Ninguno
ORD-2026-01947,5,0.0,Caja dañada
ORD-2026-01948,4,0.0,Ninguno
ORD-2026-01950,5,0.0,Ninguno
ORD-2026-01955,4,0.0,Ninguno
ORD-2026-01958,5,0.0,Ninguno
ORD-2026-01959,5,0.0,Ninguno
ORD-2026-01961,4,0.0,Ninguno
ORD-2026-01962,5,0.0,Ninguno
ORD-2026-01964,2,979.75,Faltaban items
ORD-2026-01965,5,0.0,Ninguno
ORD-2026-01966,5,0.0,Ninguno
ORD-2026-01968,4,0.0,Retraso de camion
ORD-2026-01970,1,2321.69,Retraso de camion
ORD-2026-01973,2,1347.98,Retraso de camion
ORD-2026-01974,3,0.0,Retraso de camion
ORD-2026-01976,1,791.48,Faltaban items
ORD-2026-01977,5,0.0,Ninguno
ORD-2026-01979,5,0.0,Ninguno
ORD-2026-01982,4,0.0,Ninguno
ORD-2026-01984,5,0.0,Ninguno
ORD-2026-01990,5,0.0,Ninguno
ORD-2026-01991,4,0.0,Ninguno
ORD-2026-01992,5,0.0,Ninguno
ORD-2026-01995,2,2010.73,Retraso de camion
ORD-2026-01997,3,0.0,Faltaban items
ORD-2026-02000,5,0.0,Ninguno
ORD-2026-02002,5,0.0,Ninguno
ORD-2026-02003,2,2373.33,Ninguno
ORD-2026-02005,3,0.0,Retraso de camion
ORD-2026-02014,3,0.0,Faltaban items
ORD-2026-02017,3,0.0,Retraso de camion
ORD-2026-02018,5,0.0,Caja dañada
ORD-2026-02019,3,0.0,Ninguno
ORD-2026-02020,5,0.0,Ninguno
ORD-2026-02021,5,0.0,Retraso de camion
ORD-2026-02025,3,0.0,Caja dañada
ORD-2026-02027,4,0.0,Ninguno
ORD-2026-02028,2,2879.42,Retraso de camion
ORD-2026-02029,4,0.0,Ninguno
ORD-2026-02030,5,0.0,Ninguno
ORD-2026-02032,5,0.0,Ninguno
ORD-2026-02038,2,2235.88,Retraso de camion
ORD-2026-02042,2,1726.9,Faltaban items
ORD-2026-02047,5,0.0,Ninguno
ORD-2026-02049,3,0.0,Retraso de camion
ORD-2026-02050,4,0.0,Ninguno
ORD-2026-02051,5,0.0,Retraso de camion
ORD-2026-02054,5,0.0,Ninguno
ORD-2026-02057,4,0.0,Ninguno
ORD-2026-02058,3,0.0,Ninguno
ORD-2026-02059,4,0.0,Ninguno
ORD-2026-02062,4,0.0,Retraso de camion
ORD-2026-02065,4,0.0,Ninguno
ORD-2026-02067,4,0.0,Ninguno
ORD-2026-02071,2,2438.0,Retraso de camion
ORD-2026-02072,5,0.0,Ninguno
ORD-2026-02073,4,0.0,Ninguno
ORD-2026-02076,3,0.0,Retraso de camion
ORD-2026-02077,3,0.0,Retraso de camion
ORD-2026-02078,5,0.0,Ninguno
ORD-2026-02079,2,1893.28,Retraso de camion
ORD-2026-02080,2,2113.89,Faltaban items
ORD-2026-02081,5,0.0,Ninguno
ORD-2026-02087,4,0.0,Ninguno
ORD-2026-02088,4,0.0,Ninguno
ORD-2026-02092,3,0.0,Retraso de camion
ORD-2026-02093,4,0.0,Caja dañada
ORD-2026-02094,4,0.0,Ninguno
ORD-2026-02096,4,0.0,Ninguno
ORD-2026-02100,5,0.0,Caja dañada
ORD-2026-02101,3,0.0,Retraso de camion
ORD-2026-02103,3,0.0,Ninguno
ORD-2026-02108,4,0.0,Ninguno
ORD-2026-02111,5,0.0,Ninguno
ORD-2026-02112,5,0.0,Ninguno
ORD-2026-02113,5,0.0,Ninguno
ORD-2026-02114,5,0.0,Ninguno
ORD-2026-02115,3,0.0,Retraso de camion
ORD-2026-02119,3,0.0,Ninguno
ORD-2026-02121,3,0.0,Faltaban items
ORD-2026-02126,4,0.0,Ninguno
ORD-2026-02130,3,0.0,Retraso de camion
ORD-2026-02131,3,0.0,Ninguno
ORD-2026-02132,4,0.0,Faltaban items
ORD-2026-02133,3,0.0,Ninguno
ORD-2026-02135,3,0.0,Retraso de camion
ORD-2026-02136,2,1972.1,Ninguno
ORD-2026-02140,4,0.0,Ninguno
ORD-2026-02141,4,0.0,Ninguno
ORD-2026-02143,4,0.0,Ninguno
ORD-2026-02146,5,0.0,Ninguno
ORD-2026-02148,3,0.0,Ninguno
ORD-2026-02149,5,0.0,Ninguno
ORD-2026-02151,4,0.0,Faltaban items
ORD-2026-02153,5,0.0,Ninguno
ORD-2026-02156,3,0.0,Faltaban items
ORD-2026-02157,1,970.92,Retraso de camion
ORD-2026-02159,4,0.0,Caja dañada
ORD-2026-02161,4,0.0,Ninguno
ORD-2026-02166,4,0.0,Ninguno
ORD-2026-02167,5,0.0,Ninguno
ORD-2026-02168,5,0.0,Ninguno
ORD-2026-02169,4,0.0,Ninguno
ORD-2026-02173,5,0.0,Ninguno
ORD-2026-02174,5,0.0,Ninguno
ORD-2026-02176,2,1816.87,Faltaban items
ORD-2026-02177,5,0.0,Caja dañada
ORD-2026-02179,3,0.0,Ninguno
ORD-2026-02183,4,0.0,Ninguno
ORD-2026-02186,5,0.0,Ninguno
ORD-2026-02188,4,0.0,Ninguno
ORD-2026-02190,3,0.0,Retraso de camion
ORD-2026-02191,5,0.0,Ninguno
ORD-2026-02194,5,0.0,Ninguno
ORD-2026-02196,4,0.0,Faltaban items
ORD-2026-02198,4,0.0,Ninguno
ORD-2026-02200,4,0.0,Ninguno
ORD-2026-02201,1,1985.07,Retraso de camion
ORD-2026-02202,5,0.0,Ninguno
ORD-2026-02203,4,0.0,Ninguno
ORD-2026-02207,3,0.0,Retraso de camion
ORD-2026-02209,4,0.0,Ninguno
ORD-2026-02210,5,0.0,Ninguno
ORD-2026-02211,4,0.0,Caja dañada
ORD-2026-02212,4,0.0,Caja dañada
ORD-2026-02215,5,0.0,Ninguno
ORD-2026-02216,4,0.0,Ninguno
ORD-2026-02217,3,0.0,Faltaban items
ORD-2026-02218,5,0.0,Ninguno
ORD-2026-02219,3,0.0,Retraso de camion
ORD-2026-02220,5,0.0,Ninguno
ORD-2026-02221,1,2707.83,Retraso de camion
ORD-2026-02224,4,0.0,Caja dañada
ORD-2026-02226,5,0.0,Ninguno
ORD-2026-02227,4,0.0,Ninguno
ORD-2026-02228,4,0.0,Retraso de camion
ORD-2026-02231,5,0.0,Ninguno
ORD-2026-02232,2,2228.33,Faltaban items
ORD-2026-02234,3,0.0,Retraso de camion
ORD-2026-02235,3,0.0,Retraso de camion
ORD-2026-02238,5,0.0,Ninguno
ORD-2026-02241,2,1685.88,Retraso de camion
ORD-2026-02242,3,0.0,Retraso de camion
ORD-2026-02246,5,0.0,Ninguno
ORD-2026-02247,5,0.0,Ninguno
ORD-2026-02250,4,0.0,Retraso de camion
ORD-2026-02251,4,0.0,Ninguno
ORD-2026-02254,3,0.0,Retraso de camion
ORD-2026-02255,2,1945.79,Retraso de camion
ORD-2026-02258,5,0.0,Ninguno
ORD-2026-02259,4,0.0,Ninguno
ORD-2026-02260,4,0.0,Ninguno
ORD-2026-02262,4,0.0,Ninguno
ORD-2026-02263,4,0.0,Caja dañada
ORD-2026-02264,3,0.0,Ninguno
ORD-2026-02267,3,0.0,Faltaban items
ORD-2026-02268,3,0.0,Retraso de camion
ORD-2026-02272,4,0.0,Ninguno
ORD-2026-02274,5,0.0,Ninguno
ORD-2026-02277,4,0.0,Retraso de camion
ORD-2026-02279,4,0.0,Caja dañada
ORD-2026-02280,5,0.0,Ninguno
ORD-2026-02281,5,0.0,Ninguno
ORD-2026-02282,3,0.0,Ninguno
ORD-2026-02286,5,0.0,Ninguno
ORD-2026-02289,3,0.0,Retraso de camion
ORD-2026-02290,4,0.0,Ninguno
ORD-2026-02292,2,2978.28,Faltaban items
ORD-2026-02294,4,0.0,Ninguno
ORD-2026-02296,1,1586.33,Faltaban items
ORD-2026-02298,2,1075.66,Retraso de camion
ORD-2026-02299,5,0.0,Ninguno
ORD-2026-02300,3,0.0,Retraso de camion
ORD-2026-02301,4,0.0,Ninguno
ORD-2026-02302,3,0.0,Ninguno
ORD-2026-02303,5,0.0,Ninguno
ORD-2026-02304,2,2323.49,Retraso de camion
ORD-2026-02307,4,0.0,Ninguno
ORD-2026-02309,5,0.0,Ninguno
ORD-2026-02313,5,0.0,Caja dañada
ORD-2026-02314,4,0.0,Ninguno
ORD-2026-02322,2,1066.32,Retraso de camion
ORD-2026-02323,2,1028.21,Retraso de camion
ORD-2026-02324,4,0.0,Ninguno
ORD-2026-02325,4,0.0,Caja dañada
ORD-2026-02328,2,2999.63,Caja dañada
ORD-2026-02335,5,0.0,Ninguno
ORD-2026-02338,4,0.0,Ninguno
ORD-2026-02339,1,2905.79,Retraso de camion
ORD-2026-02340,3,0.0,Retraso de camion
ORD-2026-02341,3,0.0,Retraso de camion
ORD-2026-02342,5,0.0,Ninguno
ORD-2026-02343,4,0.0,Ninguno
ORD-2026-02345,4,0.0,Ninguno
ORD-2026-02346,5,0.0,Ninguno
ORD-2026-02347,3,0.0,Retraso de camion
ORD-2026-02349,4,0.0,Caja dañada
ORD-2026-02350,4,0.0,Ninguno
ORD-2026-02353,3,0.0,Retraso de camion
ORD-2026-02354,4,0.0,Ninguno
ORD-2026-02355,4,0.0,Ninguno
ORD-2026-02356,4,0.0,Ninguno
ORD-2026-02359,5,0.0,Caja dañada
ORD-2026-02360,4,0.0,Ninguno
ORD-2026-02361,3,0.0,Ninguno
ORD-2026-02366,3,0.0,Caja dañada
ORD-2026-02367,4,0.0,Ninguno
ORD-2026-02368,5,0.0,Ninguno
ORD-2026-02369,4,0.0,Ninguno
ORD-2026-02370,4,0.0,Ninguno
ORD-2026-02374,4,0.0,Ninguno
ORD-2026-02378,4,0.0,Ninguno
ORD-2026-02383,4,0.0,Ninguno
ORD-2026-02385,5,0.0,Ninguno
ORD-2026-02388,4,0.0,Ninguno
ORD-2026-02391,4,0.0,Faltaban items
ORD-2026-02392,5,0.0,Ninguno
ORD-2026-02395,2,2220.93,Retraso de camion
ORD-2026-02397,2,2428.95,Retraso de camion
ORD-2026-02400,5,0.0,Ninguno
ORD-2026-02401,5,0.0,Ninguno
ORD-2026-02402,4,0.0,Ninguno
ORD-2026-02403,4,0.0,Retraso de camion
ORD-2026-02404,4,0.0,Ninguno
ORD-2026-02405,4,0.0,Ninguno
ORD-2026-02406,5,0.0,Ninguno
ORD-2026-02409,3,0.0,Faltaban items
ORD-2026-02410,4,0.0,Ninguno
ORD-2026-02411,4,0.0,Ninguno
ORD-2026-02412,3,0.0,Retraso de camion
ORD-2026-02414,7,0.0,Ninguno
ORD-2026-02417,2,810.76,Retraso de camion
ORD-2026-02418,4,0.0,Ninguno
ORD-2026-02419,3,0.0,Faltaban items
ORD-2026-02420,3,0.0,Ninguno
ORD-2026-02421,4,0.0,Ninguno
ORD-2026-02422,5,0.0,Ninguno
ORD-2026-02423,3,0.0,Ninguno
ORD-2026-02424,5,0.0,Ninguno
ORD-2026-02430,5,0.0,Ninguno
ORD-2026-02431,4,0.0,Ninguno
ORD-2026-02433,4,0.0,Ninguno
ORD-2026-02434,4,0.0,Ninguno
ORD-2026-02435,3,0.0,Retraso de camion
ORD-2026-02442,5,0.0,Ninguno
ORD-2026-02443,3,0.0,Retraso de camion
ORD-2026-02444,4,0.0,Ninguno
ORD-2026-02445,4,0.0,Ninguno
ORD-2026-02446,3,0.0,Retraso de camion
ORD-2026-02447,3,0.0,Retraso de camion
ORD-2026-02448,5,0.0,Ninguno
ORD-2026-02449,4,0.0,Ninguno
ORD-2026-02451,2,556.14,Faltaban items
ORD-2026-02455,2,1552.94,Retraso de camion
ORD-2026-02456,3,0.0,Retraso de camion
ORD-2026-02457,2,1478.95,Retraso de camion
ORD-2026-02460,4,0.0,Ninguno
ORD-2026-02464,2,2086.85,Faltaban items
ORD-2026-02465,3,0.0,Retraso de camion
ORD-2026-02467,3,0.0,Retraso de camion
