_fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,humedad_cabina_pct,desviacion_termica_flag,temperatura_anterior,ts_temperatura_anterior,variacion_temperatura_30min,ts_base_variacion,motivo_temperatura_anterior,motivo_variacion_30min,desviacion_proximos_60min_flag,ventana_objetivo_evaluable,objetivo_coincide_con_silver,calidad_estado,calidad_motivo
370,2026-08-29 08:00:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,17.32,50.0,0,20.74,2026-08-29 07:30:00+00:00,-3.419999999999998,2026-08-29 07:30:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
371,2026-08-29 08:30:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,17.28,54.4,0,17.32,2026-08-29 08:00:00+00:00,-0.03999999999999915,2026-08-29 08:00:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
372,2026-08-29 09:00:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,20.52,57.3,0,17.28,2026-08-29 08:30:00+00:00,3.2399999999999984,2026-08-29 08:30:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
373,2026-08-29 09:30:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,20.01,42.5,0,20.52,2026-08-29 09:00:00+00:00,-0.509999999999998,2026-08-29 09:00:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
374,2026-08-29 10:00:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,22.3,46.7,0,20.01,2026-08-29 09:30:00+00:00,2.289999999999999,2026-08-29 09:30:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
375,2026-08-29 10:30:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,17.6,53.6,0,22.3,2026-08-29 10:00:00+00:00,-4.699999999999999,2026-08-29 10:00:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
376,2026-08-29 11:00:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,20.35,66.6,0,17.6,2026-08-29 10:30:00+00:00,2.75,2026-08-29 10:30:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
377,2026-08-29 11:30:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,20.83,55.5,0,20.35,2026-08-29 11:00:00+00:00,0.4799999999999969,2026-08-29 11:00:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
378,2026-08-29 12:00:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,22.72,42.4,0,20.83,2026-08-29 11:30:00+00:00,1.8900000000000006,2026-08-29 11:30:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
379,2026-08-29 12:30:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,16.9,46.8,0,22.72,2026-08-29 12:00:00+00:00,-5.82,2026-08-29 12:00:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
380,2026-08-29 13:00:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,21.76,48.1,0,16.9,2026-08-29 12:30:00+00:00,4.860000000000003,2026-08-29 12:30:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
381,2026-08-29 13:30:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,20.57,39.8,0,21.76,2026-08-29 13:00:00+00:00,-1.1900000000000013,2026-08-29 13:00:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
382,2026-08-29 14:00:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,19.24,54.5,0,20.57,2026-08-29 13:30:00+00:00,-1.3300000000000018,2026-08-29 13:30:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
383,2026-08-29 14:30:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,20.63,44.9,0,19.24,2026-08-29 14:00:00+00:00,1.3900000000000006,2026-08-29 14:00:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
384,2026-08-29 15:00:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,22.14,49.7,0,20.63,2026-08-29 14:30:00+00:00,1.5100000000000016,2026-08-29 14:30:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
385,2026-08-29 15:30:00+00:00,VIA-00016,ORD-2026-02623,CAM-06,PROD-031,18.76,56.0,0,22.14,2026-08-29 15:00:00+00:00,-3.379999999999999,2026-08-29 15:00:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
386,2026-08-19 21:20:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,23.68,45.2,0,,,,,primera_lectura_del_viaje,primera_lectura_del_viaje,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
387,2026-08-19 21:50:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,20.700000000000003,46.8,0,23.68,2026-08-19 21:20:00+00:00,-2.979999999999997,2026-08-19 21:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
388,2026-08-19 22:20:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,17.18,43.1,0,20.700000000000003,2026-08-19 21:50:00+00:00,-3.520000000000003,2026-08-19 21:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
389,2026-08-19 22:50:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,21.47,48.6,0,17.18,2026-08-19 22:20:00+00:00,4.289999999999999,2026-08-19 22:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
390,2026-08-19 23:20:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,19.88,49.7,0,21.47,2026-08-19 22:50:00+00:00,-1.5899999999999999,2026-08-19 22:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
391,2026-08-19 23:50:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,19.35,47.3,0,19.88,2026-08-19 23:20:00+00:00,-0.5299999999999976,2026-08-19 23:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
392,2026-08-20 00:20:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,21.76,51.4,0,19.35,2026-08-19 23:50:00+00:00,2.41,2026-08-19 23:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
393,2026-08-20 00:50:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,18.75,44.0,0,21.76,2026-08-20 00:20:00+00:00,-3.0100000000000016,2026-08-20 00:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
394,2026-08-20 01:20:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,20.53,43.8,0,18.75,2026-08-20 00:50:00+00:00,1.7800000000000011,2026-08-20 00:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
395,2026-08-20 01:50:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,22.73,43.6,0,20.53,2026-08-20 01:20:00+00:00,2.1999999999999993,2026-08-20 01:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
396,2026-08-20 02:20:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,16.11,33.6,0,22.73,2026-08-20 01:50:00+00:00,-6.620000000000001,2026-08-20 01:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
397,2026-08-20 02:50:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,19.62,35.8,0,16.11,2026-08-20 02:20:00+00:00,3.5100000000000016,2026-08-20 02:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
398,2026-08-20 03:20:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,19.12,51.8,0,19.62,2026-08-20 02:50:00+00:00,-0.5,2026-08-20 02:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
399,2026-08-20 03:50:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,18.68,43.1,0,19.12,2026-08-20 03:20:00+00:00,-0.4400000000000013,2026-08-20 03:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
400,2026-08-20 04:20:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,21.2,38.3,0,18.68,2026-08-20 03:50:00+00:00,2.5199999999999996,2026-08-20 03:50:00+00:00,,,1.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
401,2026-08-20 04:50:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,19.71,47.4,0,21.2,2026-08-20 04:20:00+00:00,-1.4899999999999984,2026-08-20 04:20:00+00:00,,,1.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
402,2026-08-20 05:20:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,25.63,46.4,1,19.71,2026-08-20 04:50:00+00:00,5.919999999999998,2026-08-20 04:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
403,2026-08-20 05:50:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,20.16,41.6,0,25.63,2026-08-20 05:20:00+00:00,-5.469999999999999,2026-08-20 05:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
404,2026-08-20 06:20:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,22.26,47.2,0,20.16,2026-08-20 05:50:00+00:00,2.1000000000000014,2026-08-20 05:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
405,2026-08-20 06:50:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,20.23,46.7,0,22.26,2026-08-20 06:20:00+00:00,-2.030000000000001,2026-08-20 06:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
406,2026-08-20 07:20:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,20.33,39.0,0,20.23,2026-08-20 06:50:00+00:00,0.09999999999999787,2026-08-20 06:50:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
407,2026-08-20 07:50:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,16.96,35.4,0,20.33,2026-08-20 07:20:00+00:00,-3.3699999999999974,2026-08-20 07:20:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
408,2026-08-20 08:20:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,19.34,48.0,0,16.96,2026-08-20 07:50:00+00:00,2.379999999999999,2026-08-20 07:50:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
409,2026-08-20 08:50:00+00:00,VIA-00017,ORD-2026-02226,CAM-03,PROD-059,18.83,55.8,0,19.34,2026-08-20 08:20:00+00:00,-0.5100000000000016,2026-08-20 08:20:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
410,2026-08-18 22:41:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,4.22,72.9,0,,,,,primera_lectura_del_viaje,primera_lectura_del_viaje,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
411,2026-08-18 23:11:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,3.64,82.0,0,4.22,2026-08-18 22:41:00+00:00,-0.5799999999999996,2026-08-18 22:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
412,2026-08-18 23:41:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,3.07,76.5,0,3.64,2026-08-18 23:11:00+00:00,-0.5700000000000003,2026-08-18 23:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
413,2026-08-19 00:11:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,4.36,63.0,0,3.07,2026-08-18 23:41:00+00:00,1.2900000000000005,2026-08-18 23:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
414,2026-08-19 00:41:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,3.7,89.2,0,4.36,2026-08-19 00:11:00+00:00,-0.6600000000000001,2026-08-19 00:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
415,2026-08-19 01:11:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,2.14,78.3,0,3.7,2026-08-19 00:41:00+00:00,-1.56,2026-08-19 00:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
416,2026-08-19 01:41:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,4.21,83.3,0,2.14,2026-08-19 01:11:00+00:00,2.07,2026-08-19 01:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
417,2026-08-19 02:11:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,3.72,86.0,0,4.21,2026-08-19 01:41:00+00:00,-0.48999999999999977,2026-08-19 01:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
418,2026-08-19 02:41:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,3.18,72.8,0,3.72,2026-08-19 02:11:00+00:00,-0.54,2026-08-19 02:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
419,2026-08-19 03:11:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,4.8,72.9,0,3.18,2026-08-19 02:41:00+00:00,1.6199999999999997,2026-08-19 02:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
420,2026-08-19 03:41:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,4.99,79.7,0,4.8,2026-08-19 03:11:00+00:00,0.1900000000000004,2026-08-19 03:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
421,2026-08-19 04:11:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,4.61,81.1,0,4.99,2026-08-19 03:41:00+00:00,-0.3799999999999999,2026-08-19 03:41:00+00:00,,,1.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
422,2026-08-19 04:41:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,4.04,89.3,0,4.61,2026-08-19 04:11:00+00:00,-0.5700000000000003,2026-08-19 04:11:00+00:00,,,1.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
423,2026-08-19 05:11:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,1.46,84.9,1,4.04,2026-08-19 04:41:00+00:00,-2.58,2026-08-19 04:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
424,2026-08-19 05:41:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,3.45,72.7,0,1.46,2026-08-19 05:11:00+00:00,1.9900000000000002,2026-08-19 05:11:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
425,2026-08-19 06:11:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,3.31,77.2,0,3.45,2026-08-19 05:41:00+00:00,-0.14000000000000012,2026-08-19 05:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
427,2026-08-19 07:11:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,4.22,75.8,0,3.31,2026-08-19 06:11:00+00:00,,,,"sin_lectura_en_[t-45,t-30]_minutos",0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
428,2026-08-19 07:41:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,3.34,75.5,0,4.22,2026-08-19 07:11:00+00:00,-0.8799999999999999,2026-08-19 07:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
429,2026-08-19 08:11:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,4.89,77.0,0,3.34,2026-08-19 07:41:00+00:00,1.5499999999999998,2026-08-19 07:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
430,2026-08-19 08:41:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,4.23,87.1,0,4.89,2026-08-19 08:11:00+00:00,-0.6599999999999993,2026-08-19 08:11:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
431,2026-08-19 09:11:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,3.07,73.3,0,4.23,2026-08-19 08:41:00+00:00,-1.1600000000000006,2026-08-19 08:41:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
432,2026-08-19 09:41:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,3.44,83.2,0,3.07,2026-08-19 09:11:00+00:00,0.3700000000000001,2026-08-19 09:11:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
433,2026-08-19 10:11:00+00:00,VIA-00018,ORD-2026-03390,CAM-08,PROD-052,4.3,85.9,0,3.44,2026-08-19 09:41:00+00:00,0.8599999999999999,2026-08-19 09:41:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
434,2026-08-08 03:07:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,21.89,43.1,0,,,,,primera_lectura_del_viaje,primera_lectura_del_viaje,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
435,2026-08-08 03:37:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,18.8,37.5,0,21.89,2026-08-08 03:07:00+00:00,-3.09,2026-08-08 03:07:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
436,2026-08-08 04:07:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,18.85,45.1,0,18.8,2026-08-08 03:37:00+00:00,0.05000000000000071,2026-08-08 03:37:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
437,2026-08-08 04:37:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,20.83,42.1,0,18.85,2026-08-08 04:07:00+00:00,1.9799999999999969,2026-08-08 04:07:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
438,2026-08-08 05:07:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,18.05,58.7,0,20.83,2026-08-08 04:37:00+00:00,-2.7799999999999976,2026-08-08 04:37:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
439,2026-08-08 05:37:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,22.69,50.3,0,18.05,2026-08-08 05:07:00+00:00,4.640000000000001,2026-08-08 05:07:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
440,2026-08-08 06:07:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,19.95,52.3,0,22.69,2026-08-08 05:37:00+00:00,-2.740000000000002,2026-08-08 05:37:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
441,2026-08-08 06:37:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,21.17,39.7,0,19.95,2026-08-08 06:07:00+00:00,1.2200000000000024,2026-08-08 06:07:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
442,2026-08-08 07:07:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,18.54,54.2,0,21.17,2026-08-08 06:37:00+00:00,-2.6300000000000026,2026-08-08 06:37:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
443,2026-08-08 07:37:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,20.65,48.2,0,18.54,2026-08-08 07:07:00+00:00,2.1099999999999994,2026-08-08 07:07:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
444,2026-08-08 08:07:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,21.23,38.8,0,20.65,2026-08-08 07:37:00+00:00,0.5800000000000018,2026-08-08 07:37:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
445,2026-08-08 08:37:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,18.37,42.9,0,21.23,2026-08-08 08:07:00+00:00,-2.8599999999999994,2026-08-08 08:07:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
446,2026-08-08 09:07:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,18.49,56.6,0,18.37,2026-08-08 08:37:00+00:00,0.11999999999999744,2026-08-08 08:37:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
447,2026-08-08 09:37:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,19.12,47.0,0,18.49,2026-08-08 09:07:00+00:00,0.6300000000000026,2026-08-08 09:07:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
448,2026-08-08 10:07:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,18.23,51.9,0,19.12,2026-08-08 09:37:00+00:00,-0.8900000000000006,2026-08-08 09:37:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
449,2026-08-08 10:37:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,19.388888888888893,49.7,0,18.23,2026-08-08 10:07:00+00:00,1.1588888888888924,2026-08-08 10:07:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
450,2026-08-08 11:07:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,22.43,39.1,0,19.388888888888893,2026-08-08 10:37:00+00:00,3.041111111111107,2026-08-08 10:37:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
451,2026-08-08 11:37:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,18.84,52.0,0,22.43,2026-08-08 11:07:00+00:00,-3.59,2026-08-08 11:07:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
452,2026-08-08 12:07:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,20.67,52.9,0,18.84,2026-08-08 11:37:00+00:00,1.8300000000000018,2026-08-08 11:37:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
453,2026-08-08 12:37:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,21.17,44.7,0,20.67,2026-08-08 12:07:00+00:00,0.5,2026-08-08 12:07:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
454,2026-08-08 13:07:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,20.05,51.5,0,21.17,2026-08-08 12:37:00+00:00,-1.120000000000001,2026-08-08 12:37:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
455,2026-08-08 13:37:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,19.8,49.3,0,20.05,2026-08-08 13:07:00+00:00,-0.25,2026-08-08 13:07:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
456,2026-08-08 14:07:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,19.74,54.6,0,19.8,2026-08-08 13:37:00+00:00,-0.060000000000002274,2026-08-08 13:37:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
457,2026-08-08 14:37:00+00:00,VIA-00019,ORD-2026-02371,CAM-21,PROD-017,19.41,42.3,0,19.74,2026-08-08 14:07:00+00:00,-0.3299999999999983,2026-08-08 14:07:00+00:00,,,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
458,2026-08-26 00:24:00+00:00,VIA-00020,ORD-2026-01231,CAM-20,PROD-039,20.14,44.6,0,,,,,primera_lectura_del_viaje,primera_lectura_del_viaje,,False,False,objetivo_no_evaluable,sin_cobertura_futura_hasta_60min_en_la_entidad
459,2026-08-26 00:54:00+00:00,VIA-00020,ORD-2026-01231,CAM-20,PROD-039,15.88,45.5,0,20.14,2026-08-26 00:24:00+00:00,-4.26,2026-08-26 00:24:00+00:00,,,0.0,True,False,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
461,2026-08-26 01:54:00+00:00,VIA-00020,ORD-2026-01231,CAM-20,PROD-039,21.45,51.6,0,15.88,2026-08-26 00:54:00+00:00,,,,"sin_lectura_en_[t-45,t-30]_minutos",0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
462,2026-08-26 02:24:00+00:00,VIA-00020,ORD-2026-01231,CAM-20,PROD-039,19.95,46.4,0,21.45,2026-08-26 01:54:00+00:00,-1.5,2026-08-26 01:54:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
463,2026-08-26 02:54:00+00:00,VIA-00020,ORD-2026-01231,CAM-20,PROD-039,21.94,55.8,0,19.95,2026-08-26 02:24:00+00:00,1.990000000000002,2026-08-26 02:24:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
464,2026-08-26 03:24:00+00:00,VIA-00020,ORD-2026-01231,CAM-20,PROD-039,18.69,68.8,0,21.94,2026-08-26 02:54:00+00:00,-3.25,2026-08-26 02:54:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
465,2026-08-26 03:54:00+00:00,VIA-00020,ORD-2026-01231,CAM-20,PROD-039,17.93,52.4,0,18.69,2026-08-26 03:24:00+00:00,-0.7600000000000016,2026-08-26 03:24:00+00:00,,,0.0,True,True,objetivo_evaluable,ventana_60min_observada_dentro_de_la_entidad
