timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,_fila_bronze,timestamp_original,temp_unit_original,temperatura_cabina_c_original,motivos_transformacion,conteo_transformaciones,banderas_informativas,calidad_estado
2026-08-09 15:37:00+00:00,VIA-00341,ORD-2026-01891,CAM-19,PROD-056,3.55,C,76.5,0,0,8173,2026-08-09 11:37:00,C,3.55,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 16:07:00+00:00,VIA-00341,ORD-2026-01891,CAM-19,PROD-056,4.4,C,80.3,0,0,8174,2026-08-09 12:07:00,C,4.4,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 16:37:00+00:00,VIA-00341,ORD-2026-01891,CAM-19,PROD-056,4.13,C,89.4,0,0,8175,2026-08-09 12:37:00,C,4.13,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 17:07:00+00:00,VIA-00341,ORD-2026-01891,CAM-19,PROD-056,3.92,C,84.7,0,0,8176,2026-08-09 13:07:00,C,3.92,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 17:37:00+00:00,VIA-00341,ORD-2026-01891,CAM-19,PROD-056,4.99,C,68.9,0,0,8177,2026-08-09 13:37:00,C,4.99,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 18:07:00+00:00,VIA-00341,ORD-2026-01891,CAM-19,PROD-056,4.62,C,76.5,0,0,8178,2026-08-09 14:07:00,C,4.62,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 18:37:00+00:00,VIA-00341,ORD-2026-01891,CAM-19,PROD-056,4.21,C,85.5,0,0,8179,2026-08-09 14:37:00,C,4.21,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 19:07:00+00:00,VIA-00341,ORD-2026-01891,CAM-19,PROD-056,5.66,C,80.4,0,0,8180,2026-08-09 15:07:00,C,5.66,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 19:37:00+00:00,VIA-00341,ORD-2026-01891,CAM-19,PROD-056,4.42,C,81.6,0,0,8181,2026-08-09 15:37:00,C,4.42,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 20:07:00+00:00,VIA-00341,ORD-2026-01891,CAM-19,PROD-056,3.97,C,61.2,0,0,8182,2026-08-09 16:07:00,C,3.97,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 20:37:00+00:00,VIA-00341,ORD-2026-01891,CAM-19,PROD-056,4.65,C,66.6,0,0,8183,2026-08-09 16:37:00,C,4.65,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 21:07:00+00:00,VIA-00341,ORD-2026-01891,CAM-19,PROD-056,4.84,C,76.7,0,0,8184,2026-08-09 17:07:00,C,4.84,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 21:37:00+00:00,VIA-00341,ORD-2026-01891,CAM-19,PROD-056,4.48,C,76.0,0,0,8185,2026-08-09 17:37:00,C,4.48,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 12:19:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,3.89,C,74.5,0,0,8186,2026-08-17 08:19:00,C,3.89,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 12:49:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,3.64,C,81.2,0,0,8187,2026-08-17 08:49:00,C,3.64,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 13:19:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,5.19,C,63.3,0,0,8188,2026-08-17 09:19:00,C,5.19,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 13:49:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,4.07,C,83.9,0,0,8189,2026-08-17 09:49:00,C,4.07,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 14:19:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,5.38,C,86.5,0,0,8190,2026-08-17 10:19:00,C,5.38,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 14:49:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,4.23,C,77.3,0,0,8191,2026-08-17 10:49:00,C,4.23,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 15:19:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,3.95,C,78.6,0,0,8192,2026-08-17 11:19:00,C,3.95,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 15:49:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,3.78,C,80.9,0,0,8193,2026-08-17 11:49:00,C,3.78,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 16:19:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,2.93,C,89.2,0,1,8194,2026-08-17 12:19:00,C,2.93,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 16:49:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,4.3,C,80.1,0,1,8195,2026-08-17 12:49:00,C,4.3,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 17:19:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,9.22,C,81.3,1,1,8196,2026-08-17 13:19:00,C,9.22,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 17:49:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,10.06,C,75.4,1,1,8197,2026-08-17 13:49:00,C,10.06,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 18:19:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,11.27,C,77.7,1,1,8198,2026-08-17 14:19:00,C,11.27,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 18:49:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,10.48,C,80.7,1,1,8199,2026-08-17 14:49:00,C,10.48,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 19:19:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,9.85,C,71.6,1,0,8200,2026-08-17 15:19:00,C,9.85,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 19:49:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,5.48,C,67.2,0,0,8201,2026-08-17 15:49:00,C,5.48,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 20:19:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,3.42,C,73.8,0,0,8202,2026-08-17 16:19:00,C,3.42,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 20:49:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,4.41,C,88.0,0,0,8203,2026-08-17 16:49:00,C,4.41,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 21:19:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,4.16,C,83.2,0,0,8204,2026-08-17 17:19:00,C,4.16,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 21:49:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,2.89,C,79.1,0,0,8205,2026-08-17 17:49:00,C,2.89,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 22:19:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,5.13,C,72.9,0,0,8206,2026-08-17 18:19:00,C,5.13,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 22:49:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,4.27,C,79.8,0,0,8207,2026-08-17 18:49:00,C,4.27,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 23:19:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,4.27,C,85.7,0,0,8208,2026-08-17 19:19:00,C,4.27,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-17 23:49:00+00:00,VIA-00342,ORD-2026-05533,CAM-26,PROD-047,4.16,C,82.3,0,0,8209,2026-08-17 19:49:00,C,4.16,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-08 16:30:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,3.99,C,76.7,0,0,8210,2026-08-08 12:30:00,C,3.99,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 17:00:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,4.21,C,89.5,0,0,8211,2026-08-08 13:00:00,C,4.21,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 17:30:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,3.27,C,76.6,0,0,8212,2026-08-08 13:30:00,C,3.27,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 18:00:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,3.92,C,84.6,0,0,8213,2026-08-08 14:00:00,C,3.92,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 18:30:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,5.23,C,61.0,0,0,8214,2026-08-08 14:30:00,C,5.23,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 19:00:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,4.56,C,67.4,0,0,8215,2026-08-08 15:00:00,C,4.56,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 19:30:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,3.62,C,67.3,0,0,8216,2026-08-08 15:30:00,C,3.62,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 20:00:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,4.65,C,74.5,0,0,8217,2026-08-08 16:00:00,C,4.65,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 20:30:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,5.63,C,79.6,0,0,8218,2026-08-08 16:30:00,C,5.63,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 21:00:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,2.99,C,72.1,0,0,8219,2026-08-08 17:00:00,C,2.99,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 21:30:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,3.05,C,76.8,0,0,8220,2026-08-08 17:30:00,C,3.05,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 22:00:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,5.45,C,71.5,0,0,8221,2026-08-08 18:00:00,C,5.45,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 22:30:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,2.98,C,78.2,0,0,8222,2026-08-08 18:30:00,C,2.98,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 23:00:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,4.3,C,73.3,0,0,8223,2026-08-08 19:00:00,C,4.3,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-08 23:30:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,5.77,C,70.3,0,0,8224,2026-08-08 19:30:00,C,5.77,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-09 00:00:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,3.93,C,93.9,0,0,8225,2026-08-08 20:00:00,C,3.93,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-09 00:30:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,3.97,C,82.4,0,0,8226,2026-08-08 20:30:00,C,3.97,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-09 01:00:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,3.89,C,65.0,0,0,8227,2026-08-08 21:00:00,C,3.89,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-09 01:30:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,4.23,C,89.7,0,0,8228,2026-08-08 21:30:00,C,4.23,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-09 02:00:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,4.88,C,77.4,0,0,8229,2026-08-08 22:00:00,C,4.88,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-09 02:30:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,3.2,C,84.5,0,0,8230,2026-08-08 22:30:00,C,3.2,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-09 03:00:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,4.05,C,81.7,0,0,8231,2026-08-08 23:00:00,C,4.05,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-09 03:30:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,4.29,C,77.9,0,0,8232,2026-08-08 23:30:00,C,4.29,fecha_local_bolivia_convertida_utc,1,IOT-REF-001 | IOT-REF-002,valida
2026-08-09 04:00:00+00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,3.43,C,,0,0,8233,2026-08-09 00:00:00,C,3.43,fecha_local_bolivia_convertida_utc,1,IOT-NUL-002 | IOT-REF-001 | IOT-REF-002,valida
2026-08-19 18:14:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-16.87,C,75.4,0,0,8234,2026-08-19 14:14:00,C,-16.87,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-19 18:44:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-17.82,C,69.0,0,0,8235,2026-08-19 14:44:00,C,-17.82,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-19 19:14:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-18.62,C,76.7,0,0,8236,2026-08-19 15:14:00,C,-18.62,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-19 19:44:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-18.26,C,79.5,0,0,8237,2026-08-19 15:44:00,C,-18.26,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-19 20:14:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-16.59,C,80.4,0,0,8238,2026-08-19 16:14:00,C,-16.59,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-19 20:44:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-17.41,C,76.5,0,0,8239,2026-08-19 16:44:00,C,-17.41,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-19 21:14:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-17.61,C,73.6,0,1,8240,2026-08-19 17:14:00,C,-17.61,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-19 21:44:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-19.12,C,70.3,0,1,8241,2026-08-19 17:44:00,C,-19.12,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-19 22:14:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-15.5,C,66.2,1,0,8242,2026-08-19 18:14:00,C,-15.5,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-19 22:44:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-19.12,C,63.1,0,0,8243,2026-08-19 18:44:00,C,-19.12,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-19 23:14:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-17.68,C,78.1,0,0,8244,2026-08-19 19:14:00,C,-17.68,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-19 23:44:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-17.08,C,69.9,0,0,8245,2026-08-19 19:44:00,C,-17.08,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 00:14:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-18.4,C,67.2,0,0,8246,2026-08-19 20:14:00,C,-18.4,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 00:44:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-19.01,C,71.0,0,0,8247,2026-08-19 20:44:00,C,-19.01,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 01:14:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-16.35,C,63.9,0,0,8248,2026-08-19 21:14:00,C,-16.35,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 01:44:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-17.93,C,78.3,0,0,8249,2026-08-19 21:44:00,C,-17.93,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 02:14:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-18.08,C,73.2,0,0,8250,2026-08-19 22:14:00,C,-18.08,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 02:44:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-18.88,C,68.0,0,0,8251,2026-08-19 22:44:00,C,-18.88,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 03:14:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-18.19,C,83.2,0,0,8252,2026-08-19 23:14:00,C,-18.19,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 03:44:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-18.06,C,62.4,0,0,8253,2026-08-19 23:44:00,C,-18.06,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 04:14:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-18.68,C,61.2,0,0,8254,2026-08-20 00:14:00,C,-18.68,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 04:44:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-18.56,C,60.8,0,0,8255,2026-08-20 00:44:00,C,-18.56,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 05:14:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-17.64,C,82.2,0,0,8256,2026-08-20 01:14:00,C,-17.64,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 05:44:00+00:00,VIA-00344,ORD-2026-00765,CAM-20,PROD-054,-19.66,C,82.8,0,0,8257,2026-08-20 01:44:00,C,-19.66,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-08 19:10:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,4.72,C,70.3,0,0,8258,2026-08-08 15:10:00,C,4.72,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-08 19:40:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,2.69,C,84.2,0,0,8259,2026-08-08 15:40:00,C,2.69,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-08 20:10:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,4.52,C,82.5,0,0,8260,2026-08-08 16:10:00,C,4.52,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-08 20:40:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,4.23,C,78.7,0,0,8261,2026-08-08 16:40:00,C,4.23,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-08 21:10:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,4.09,C,84.7,0,0,8262,2026-08-08 17:10:00,C,4.09,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-08 21:40:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,3.54,C,72.1,0,0,8263,2026-08-08 17:40:00,C,3.54,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-08 22:10:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,4.04,C,67.2,0,0,8264,2026-08-08 18:10:00,C,4.04,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-08 22:40:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,3.95,C,75.0,0,0,8265,2026-08-08 18:40:00,C,3.95,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-08 23:10:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,4.51,C,69.0,0,0,8266,2026-08-08 19:10:00,C,4.51,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-08 23:40:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,3.92,C,72.1,0,0,8267,2026-08-08 19:40:00,C,3.92,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 00:10:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,3.6,C,79.5,0,0,8268,2026-08-08 20:10:00,C,3.6,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 00:40:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,4.61,C,77.8,0,0,8269,2026-08-08 20:40:00,C,4.61,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 01:10:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,2.89,C,78.5,0,0,8270,2026-08-08 21:10:00,C,2.89,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 01:40:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,4.06,C,78.6,0,0,8271,2026-08-08 21:40:00,C,4.06,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 02:10:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,4.6,C,76.4,0,0,8272,2026-08-08 22:10:00,C,4.6,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 02:40:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,4.06,C,80.1,0,0,8273,2026-08-08 22:40:00,C,4.06,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 03:10:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,3.11,C,85.4,0,0,8274,2026-08-08 23:10:00,C,3.11,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 03:40:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,3.64,C,69.4,0,0,8275,2026-08-08 23:40:00,C,3.64,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 04:10:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,3.16,C,82.5,0,0,8276,2026-08-09 00:10:00,C,3.16,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 04:40:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,3.78,C,94.5,0,0,8277,2026-08-09 00:40:00,C,3.78,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 05:10:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,2.78,C,83.0,0,0,8278,2026-08-09 01:10:00,C,2.78,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 05:40:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,4.83,C,83.1,0,0,8279,2026-08-09 01:40:00,C,4.83,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 06:10:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,3.97,C,74.7,0,0,8280,2026-08-09 02:10:00,C,3.97,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-09 06:40:00+00:00,VIA-00345,ORD-2026-07044,CAM-20,PROD-021,3.8,C,83.7,0,0,8281,2026-08-09 02:40:00,C,3.8,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 22:42:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,4.8,C,75.7,0,0,8282,2026-08-20 18:42:00,C,4.8,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 23:12:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,4.1,C,75.5,0,0,8283,2026-08-20 19:12:00,C,4.1,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-20 23:42:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,3.52,C,84.5,0,0,8284,2026-08-20 19:42:00,C,3.52,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-21 00:12:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,4.188888888888888,C,72.6,0,0,8285,2026-08-20 20:12:00,F,39.54,fecha_local_bolivia_convertida_utc | temperatura_fahrenheit_convertida_celsius,2,,valida
2026-08-21 00:42:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,3.5,C,72.9,0,0,8286,2026-08-20 20:42:00,C,3.5,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-21 01:12:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,3.85,C,76.5,0,0,8287,2026-08-20 21:12:00,C,3.85,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-21 01:42:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,3.99,C,87.9,0,0,8288,2026-08-20 21:42:00,C,3.99,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-21 02:12:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,3.69,C,85.4,0,0,8289,2026-08-20 22:12:00,C,3.69,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-21 02:42:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,4.37,C,76.3,0,0,8290,2026-08-20 22:42:00,C,4.37,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-21 03:12:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,4.18,C,85.6,0,0,8291,2026-08-20 23:12:00,C,4.18,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-21 03:42:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,4.15,C,80.8,0,0,8292,2026-08-20 23:42:00,C,4.15,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-21 04:12:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,3.24,C,66.6,0,0,8293,2026-08-21 00:12:00,C,3.24,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-21 04:42:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,3.98,C,83.2,0,0,8294,2026-08-21 00:42:00,C,3.98,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-21 05:12:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,3.93,C,78.6,0,0,8295,2026-08-21 01:12:00,C,3.93,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-21 05:42:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,3.96,C,63.6,0,0,8296,2026-08-21 01:42:00,C,3.96,fecha_local_bolivia_convertida_utc,1,,valida
2026-08-21 06:12:00+00:00,VIA-00346,ORD-2026-00522,CAM-24,PROD-001,3.44,C,82.4,0,0,8297,2026-08-21 02:12:00,C,3.44,fecha_local_bolivia_convertida_utc,1,,valida
