evento_tec_id,camion_id,posicion_evento,sistema,fecha_exportacion,evento_id,timestamp,tipo,severidad,valor_lectura,reconocido,umbral_temp_cabina_c,geocerca_radio_km,ultimo_mantenimiento,camion_id_original,evento_id_original,timestamp_original,tipo_original,severidad_original,valor_lectura_original,reconocido_original,errores_bloqueantes,motivos_transformacion,motivos_imputacion,fue_transformada,fue_imputada,valor_lectura_no_aplica,valor_lectura_conversion_invalida,valor_lectura_centinela_detectado,reconocido_normalizado,reconocido_ausente,timestamp_utc,timestamp_tratado,timestamp_formato_detectado,timestamp_transformado,timestamp_conversion_invalida,tipo_valido,severidad_valida,camion_corresponde_flota_silver,duplicado_evento_id,duplicado_exacto,conflicto_evento,copia_duplicada,calidad_motivo,calidad_estado,conteo_transformaciones,conteo_imputaciones,imputacion_metodo,imputacion_motivo
55,CAM-09,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00053,2026-08-27T01:14:00,EXCESO_VELOCIDAD,Alta,81.38,True,8.8,58.6,2026-07-19,CAM-09,EVT-ALOG-00053,2026-08-27T01:14:00,EXCESO_VELOCIDAD,Alta,81.38,True,,,,False,False,False,False,False,True,False,2026-08-27 05:14:00+00:00,2026-08-27T05:14:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
56,CAM-09,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00054,2026-08-24T19:56:00,EXCESO_VELOCIDAD,Media,65.69,False,8.8,58.6,2026-07-19,CAM-09,EVT-ALOG-00054,2026-08-24T19:56:00,EXCESO_VELOCIDAD,Media,65.69,False,,,,False,False,False,False,False,False,False,2026-08-24 23:56:00+00:00,2026-08-24T23:56:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
57,CAM-09,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00055,2026-08-04T17:35:00,GEOCERCA_SALIDA,Baja,97.78,True,8.8,58.6,2026-07-19,CAM-09,EVT-ALOG-00055,2026-08-04T17:35:00,GEOCERCA_SALIDA,Baja,97.78,True,,,,False,False,False,False,False,True,False,2026-08-04 21:35:00+00:00,2026-08-04T21:35:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
58,CAM-09,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00056,2026-08-23T23:41:00,MANTENIMIENTO_PROGRAMADO,Baja,75.82,True,8.8,58.6,2026-07-19,CAM-09,EVT-ALOG-00056,2026-08-23T23:41:00,MANTENIMIENTO_PROGRAMADO,Baja,75.82,True,,,,False,False,False,False,False,True,False,2026-08-24 03:41:00+00:00,2026-08-24T03:41:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
59,CAM-09,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00057,2026-08-01T12:21:00,ALERTA_TEMP_CADENA_FRIO,Media,52.99,True,8.8,58.6,2026-07-19,CAM-09,EVT-ALOG-00057,2026-08-01T12:21:00,ALERTA_TEMP_CADENA_FRIO,Media,52.99,True,,,,False,False,False,False,False,True,False,2026-08-01 16:21:00+00:00,2026-08-01T16:21:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
60,CAM-09,7,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00058,28/08/2026 21:53,EXCESO_VELOCIDAD,Baja,88.33,True,8.8,58.6,2026-07-19,CAM-09,EVT-ALOG-00058,28/08/2026 21:53,EXCESO_VELOCIDAD,Baja,88.33,True,,,,True,False,False,False,False,True,False,2026-08-29 01:53:00+00:00,2026-08-29T01:53:00+0000,DD/MM/YYYY HH:MM,True,False,True,True,True,False,False,False,False,sin_incidencias,valida,1,0,,
62,CAM-10,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00060,2026-08-25T15:13:00,GEOCERCA_SALIDA,Baja,51.4,True,6.4,24.5,2026-07-02,CAM-10,EVT-ALOG-00060,2026-08-25T15:13:00,GEOCERCA_SALIDA,Baja,51.4,True,,,,False,False,False,False,False,True,False,2026-08-25 19:13:00+00:00,2026-08-25T19:13:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
63,CAM-10,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00061,2026-08-27T14:09:00,MANTENIMIENTO_PROGRAMADO,Media,58.21,True,6.4,24.5,2026-07-02,CAM-10,EVT-ALOG-00061,2026-08-27T14:09:00,MANTENIMIENTO_PROGRAMADO,Media,58.21,True,,,,False,False,False,False,False,True,False,2026-08-27 18:09:00+00:00,2026-08-27T18:09:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
64,CAM-10,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00062,2026-08-21T22:13:00,FALLA_MOTOR,Media,46.0,,6.4,24.5,2026-07-02,CAM-10,EVT-ALOG-00062,2026-08-21T22:13:00,FALLA_MOTOR,Media,46.0,,,,,False,False,False,False,False,,True,2026-08-22 02:13:00+00:00,2026-08-22T02:13:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
65,CAM-10,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00063,2026-08-20T11:17:00,MANTENIMIENTO_PROGRAMADO,Baja,44.74,False,6.4,24.5,2026-07-02,CAM-10,EVT-ALOG-00063,2026-08-20T11:17:00,MANTENIMIENTO_PROGRAMADO,Baja,44.74,False,,,,False,False,False,False,False,False,False,2026-08-20 15:17:00+00:00,2026-08-20T15:17:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
66,CAM-10,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00064,2026-08-19T19:22:00,GEOCERCA_SALIDA,Baja,64.67,True,6.4,24.5,2026-07-02,CAM-10,EVT-ALOG-00064,2026-08-19T19:22:00,GEOCERCA_SALIDA,Baja,64.67,True,,,,False,False,False,False,False,True,False,2026-08-19 23:22:00+00:00,2026-08-19T23:22:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
67,CAM-10,7,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00065,2026-08-06T00:22:00,ALERTA_TEMP_CADENA_FRIO,Baja,57.71,False,6.4,24.5,2026-07-02,CAM-10,EVT-ALOG-00065,2026-08-06T00:22:00,ALERTA_TEMP_CADENA_FRIO,Baja,57.71,False,,,,False,False,False,False,False,False,False,2026-08-06 04:22:00+00:00,2026-08-06T04:22:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
68,CAM-10,8,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00066,07/08/2026 12:42,EXCESO_VELOCIDAD,Media,85.73,True,6.4,24.5,2026-07-02,CAM-10,EVT-ALOG-00066,07/08/2026 12:42,EXCESO_VELOCIDAD,Media,85.73,True,,,,True,False,False,False,False,True,False,2026-08-07 16:42:00+00:00,2026-08-07T16:42:00+0000,DD/MM/YYYY HH:MM,True,False,True,True,True,False,False,False,False,sin_incidencias,valida,1,0,,
69,CAM-10,9,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00059,2026-08-20T07:12:00,MANTENIMIENTO_PROGRAMADO,Media,46.35,,6.4,24.5,2026-07-02,CAM-10,EVT-ALOG-00059,2026-08-20T07:12:00,MANTENIMIENTO_PROGRAMADO,Media,46.35,,,,,False,False,False,False,False,,True,2026-08-20 11:12:00+00:00,2026-08-20T11:12:00+0000,ISO,False,False,True,True,True,True,True,False,False,sin_incidencias,valida,0,0,,
70,CAM-11,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00067,2026-08-06T13:02:00,EXCESO_VELOCIDAD,Baja,65.07,False,7.7,28.4,2026-07-28,CAM-11,EVT-ALOG-00067,2026-08-06T13:02:00,EXCESO_VELOCIDAD,Baja,65.07,False,,,,False,False,False,False,False,False,False,2026-08-06 17:02:00+00:00,2026-08-06T17:02:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
71,CAM-11,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00068,2026-08-21T18:27:00,MANTENIMIENTO_PROGRAMADO,Alta,,False,7.7,28.4,2026-07-28,CAM-11,EVT-ALOG-00068,2026-08-21T18:27:00,MANTENIMIENTO_PROGRAMADO,Alta,N/D,False,,,,,False,True,False,False,False,False,2026-08-21 22:27:00+00:00,2026-08-21T22:27:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
72,CAM-11,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00069,2026-08-04T07:35:00,EXCESO_VELOCIDAD,Baja,46.37,True,7.7,28.4,2026-07-28,CAM-11,EVT-ALOG-00069,2026-08-04T07:35:00,EXCESO_VELOCIDAD,Baja,46.37,True,,,,False,False,False,False,False,True,False,2026-08-04 11:35:00+00:00,2026-08-04T11:35:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
73,CAM-11,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00070,2026-08-13T07:01:00,ALERTA_TEMP_CADENA_FRIO,Baja,58.23,True,7.7,28.4,2026-07-28,CAM-11,EVT-ALOG-00070,2026-08-13T07:01:00,ALERTA_TEMP_CADENA_FRIO,Baja,58.23,True,,,,False,False,False,False,False,True,False,2026-08-13 11:01:00+00:00,2026-08-13T11:01:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
74,CAM-11,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00071,2026-08-24T21:03:00,ALERTA_TEMP_CADENA_FRIO,Baja,55.18,True,7.7,28.4,2026-07-28,CAM-11,EVT-ALOG-00071,2026-08-24T21:03:00,ALERTA_TEMP_CADENA_FRIO,Baja,55.18,True,,,,False,False,False,False,False,True,False,2026-08-25 01:03:00+00:00,2026-08-25T01:03:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
75,CAM-12,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00072,2026-08-02T12:52:00,EXCESO_VELOCIDAD,Media,69.61,True,6.4,49.8,2026-08-17,CAM-12,EVT-ALOG-00072,2026-08-02T12:52:00,EXCESO_VELOCIDAD,Media,69.61,True,,,,False,False,False,False,False,True,False,2026-08-02 16:52:00+00:00,2026-08-02T16:52:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
76,CAM-12,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00073,2026-08-15T00:29:00,EXCESO_VELOCIDAD,Media,60.52,True,6.4,49.8,2026-08-17,CAM-12,EVT-ALOG-00073,2026-08-15T00:29:00,EXCESO_VELOCIDAD,Media,60.52,True,,,,False,False,False,False,False,True,False,2026-08-15 04:29:00+00:00,2026-08-15T04:29:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
77,CAM-12,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00074,2026-08-20T12:02:00,MANTENIMIENTO_PROGRAMADO,Media,64.9,True,6.4,49.8,2026-08-17,CAM-12,EVT-ALOG-00074,2026-08-20T12:02:00,MANTENIMIENTO_PROGRAMADO,Media,64.9,True,,,,False,False,False,False,False,True,False,2026-08-20 16:02:00+00:00,2026-08-20T16:02:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
78,CAM-12,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00075,2026-08-20T15:38:00,GEOCERCA_SALIDA,Alta,56.14,False,6.4,49.8,2026-08-17,CAM-12,EVT-ALOG-00075,2026-08-20T15:38:00,GEOCERCA_SALIDA,Alta,56.14,False,,,,False,False,False,False,False,False,False,2026-08-20 19:38:00+00:00,2026-08-20T19:38:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
79,CAM-12,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00076,2026-08-15T21:37:00,ALERTA_TEMP_CADENA_FRIO,Baja,49.65,False,6.4,49.8,2026-08-17,CAM-12,EVT-ALOG-00076,2026-08-15T21:37:00,ALERTA_TEMP_CADENA_FRIO,Baja,49.65,False,,,,False,False,False,False,False,False,False,2026-08-16 01:37:00+00:00,2026-08-16T01:37:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
80,CAM-12,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00077,2026-08-28T08:39:00,GEOCERCA_SALIDA,Baja,93.7,True,6.4,49.8,2026-08-17,CAM-12,EVT-ALOG-00077,2026-08-28T08:39:00,GEOCERCA_SALIDA,Baja,93.7,True,,,,False,False,False,False,False,True,False,2026-08-28 12:39:00+00:00,2026-08-28T12:39:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
81,CAM-12,7,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00078,2026-08-12T20:50:00,MANTENIMIENTO_PROGRAMADO,Baja,79.52,False,6.4,49.8,2026-08-17,CAM-12,EVT-ALOG-00078,2026-08-12T20:50:00,MANTENIMIENTO_PROGRAMADO,Baja,79.52,False,,,,False,False,False,False,False,False,False,2026-08-13 00:50:00+00:00,2026-08-13T00:50:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
82,CAM-12,8,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00079,18/08/2026 14:10,GEOCERCA_SALIDA,Media,54.16,True,6.4,49.8,2026-08-17,CAM-12,EVT-ALOG-00079,18/08/2026 14:10,GEOCERCA_SALIDA,Media,54.16,True,,,,True,False,False,False,False,True,False,2026-08-18 18:10:00+00:00,2026-08-18T18:10:00+0000,DD/MM/YYYY HH:MM,True,False,True,True,True,False,False,False,False,sin_incidencias,valida,1,0,,
83,CAM-13,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00080,2026-08-04T02:02:00,FALLA_MOTOR,Alta,39.95,True,7.9,22.5,2026-08-12,CAM-13,EVT-ALOG-00080,2026-08-04T02:02:00,FALLA_MOTOR,Alta,39.95,True,,,,False,False,False,False,False,True,False,2026-08-04 06:02:00+00:00,2026-08-04T06:02:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
84,CAM-13,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00081,2026-08-02T08:43:00,ALERTA_TEMP_CADENA_FRIO,Media,59.75,,7.9,22.5,2026-08-12,CAM-13,EVT-ALOG-00081,2026-08-02T08:43:00,ALERTA_TEMP_CADENA_FRIO,Media,59.75,,,,,False,False,False,False,False,,True,2026-08-02 12:43:00+00:00,2026-08-02T12:43:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
85,CAM-13,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00082,2026-08-24T23:37:00,EXCESO_VELOCIDAD,Baja,41.32,,7.9,22.5,2026-08-12,CAM-13,EVT-ALOG-00082,2026-08-24T23:37:00,EXCESO_VELOCIDAD,Baja,41.32,,,,,False,False,False,False,False,,True,2026-08-25 03:37:00+00:00,2026-08-25T03:37:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
86,CAM-13,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00083,2026-08-24T09:13:00,MANTENIMIENTO_PROGRAMADO,Alta,,False,7.9,22.5,2026-08-12,CAM-13,EVT-ALOG-00083,2026-08-24T09:13:00,MANTENIMIENTO_PROGRAMADO,Alta,N/D,False,,,,,False,True,False,False,False,False,2026-08-24 13:13:00+00:00,2026-08-24T13:13:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
88,CAM-14,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00085,2026-08-20T10:42:00,FALLA_MOTOR,Media,36.35,True,7.2,50.2,2026-07-30,CAM-14,EVT-ALOG-00085,2026-08-20T10:42:00,FALLA_MOTOR,Media,36.35,True,,,,False,False,False,False,False,True,False,2026-08-20 14:42:00+00:00,2026-08-20T14:42:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
89,CAM-14,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00086,2026-08-23T22:47:00,MANTENIMIENTO_PROGRAMADO,Baja,87.71,True,7.2,50.2,2026-07-30,CAM-14,EVT-ALOG-00086,2026-08-23T22:47:00,MANTENIMIENTO_PROGRAMADO,Baja,87.71,True,,,,False,False,False,False,False,True,False,2026-08-24 02:47:00+00:00,2026-08-24T02:47:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
90,CAM-14,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00087,2026-08-22T02:53:00,GEOCERCA_SALIDA,Baja,62.31,False,7.2,50.2,2026-07-30,CAM-14,EVT-ALOG-00087,2026-08-22T02:53:00,GEOCERCA_SALIDA,Baja,62.31,False,,,,False,False,False,False,False,False,False,2026-08-22 06:53:00+00:00,2026-08-22T06:53:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
91,CAM-14,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00088,2026-08-22T00:27:00,FALLA_MOTOR,Baja,73.28,True,7.2,50.2,2026-07-30,CAM-14,EVT-ALOG-00088,2026-08-22T00:27:00,FALLA_MOTOR,Baja,73.28,True,,,,False,False,False,False,False,True,False,2026-08-22 04:27:00+00:00,2026-08-22T04:27:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
92,CAM-14,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00089,2026-08-16T10:59:00,EXCESO_VELOCIDAD,Baja,68.53,True,7.2,50.2,2026-07-30,CAM-14,EVT-ALOG-00089,2026-08-16T10:59:00,EXCESO_VELOCIDAD,Baja,68.53,True,,,,False,False,False,False,False,True,False,2026-08-16 14:59:00+00:00,2026-08-16T14:59:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
93,CAM-14,7,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00084,2026-08-17T16:56:00,MANTENIMIENTO_PROGRAMADO,Baja,74.35,False,7.2,50.2,2026-07-30,CAM-14,EVT-ALOG-00084,2026-08-17T16:56:00,MANTENIMIENTO_PROGRAMADO,Baja,74.35,False,,,,False,False,False,False,False,False,False,2026-08-17 20:56:00+00:00,2026-08-17T20:56:00+0000,ISO,False,False,True,True,True,True,True,False,False,sin_incidencias,valida,0,0,,
95,CAM-15,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00091,2026-08-01T01:22:00,EXCESO_VELOCIDAD,Media,66.0,True,6.7,49.9,2026-07-18,CAM-15,EVT-ALOG-00091,2026-08-01T01:22:00,EXCESO_VELOCIDAD,Media,66.0,True,,,,False,False,False,False,False,True,False,2026-08-01 05:22:00+00:00,2026-08-01T05:22:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
96,CAM-15,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00092,2026-08-16T17:41:00,ALERTA_TEMP_CADENA_FRIO,Media,68.4,False,6.7,49.9,2026-07-18,CAM-15,EVT-ALOG-00092,2026-08-16T17:41:00,ALERTA_TEMP_CADENA_FRIO,Media,68.4,False,,,,False,False,False,False,False,False,False,2026-08-16 21:41:00+00:00,2026-08-16T21:41:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
97,CAM-15,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00090,2026-08-03T03:38:00,ALERTA_TEMP_CADENA_FRIO,Media,69.7,False,6.7,49.9,2026-07-18,CAM-15,EVT-ALOG-00090,2026-08-03T03:38:00,ALERTA_TEMP_CADENA_FRIO,Media,69.7,False,,,,False,False,False,False,False,False,False,2026-08-03 07:38:00+00:00,2026-08-03T07:38:00+0000,ISO,False,False,True,True,True,True,True,False,False,sin_incidencias,valida,0,0,,
98,CAM-16,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00093,2026-08-12T17:17:00,ALERTA_TEMP_CADENA_FRIO,Media,61.03,True,7.6,30.7,2026-06-05,CAM-16,EVT-ALOG-00093,2026-08-12T17:17:00,ALERTA_TEMP_CADENA_FRIO,Media,61.03,True,,,,False,False,False,False,False,True,False,2026-08-12 21:17:00+00:00,2026-08-12T21:17:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
99,CAM-16,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00094,12/08/2026 23:41,EXCESO_VELOCIDAD,Baja,35.24,True,7.6,30.7,2026-06-05,CAM-16,EVT-ALOG-00094,12/08/2026 23:41,EXCESO_VELOCIDAD,Baja,35.24,True,,,,True,False,False,False,False,True,False,2026-08-13 03:41:00+00:00,2026-08-13T03:41:00+0000,DD/MM/YYYY HH:MM,True,False,True,True,True,False,False,False,False,sin_incidencias,valida,1,0,,
100,CAM-16,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00095,2026-08-06T19:03:00,EXCESO_VELOCIDAD,Media,67.03,True,7.6,30.7,2026-06-05,CAM-16,EVT-ALOG-00095,2026-08-06T19:03:00,EXCESO_VELOCIDAD,Media,67.03,True,,,,False,False,False,False,False,True,False,2026-08-06 23:03:00+00:00,2026-08-06T23:03:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
101,CAM-17,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00096,2026-08-05T18:21:00,ALERTA_TEMP_CADENA_FRIO,Media,61.37,True,7.8,44.2,2026-08-20,CAM-17,EVT-ALOG-00096,2026-08-05T18:21:00,ALERTA_TEMP_CADENA_FRIO,Media,61.37,True,,,,False,False,False,False,False,True,False,2026-08-05 22:21:00+00:00,2026-08-05T22:21:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
102,CAM-17,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00097,2026-08-09T00:23:00,GEOCERCA_SALIDA,Media,54.51,True,7.8,44.2,2026-08-20,CAM-17,EVT-ALOG-00097,2026-08-09T00:23:00,GEOCERCA_SALIDA,Media,54.51,True,,,,False,False,False,False,False,True,False,2026-08-09 04:23:00+00:00,2026-08-09T04:23:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
103,CAM-17,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00098,2026-08-13T23:02:00,GEOCERCA_SALIDA,Alta,48.35,True,7.8,44.2,2026-08-20,CAM-17,EVT-ALOG-00098,2026-08-13T23:02:00,GEOCERCA_SALIDA,Alta,48.35,True,,,,False,False,False,False,False,True,False,2026-08-14 03:02:00+00:00,2026-08-14T03:02:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
104,CAM-17,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00099,2026-08-21T08:15:00,EXCESO_VELOCIDAD,Alta,48.84,False,7.8,44.2,2026-08-20,CAM-17,EVT-ALOG-00099,2026-08-21T08:15:00,EXCESO_VELOCIDAD,Alta,48.84,False,,,,False,False,False,False,False,False,False,2026-08-21 12:15:00+00:00,2026-08-21T12:15:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
105,CAM-17,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00100,2026-08-03T04:29:00,EXCESO_VELOCIDAD,Baja,71.62,False,7.8,44.2,2026-08-20,CAM-17,EVT-ALOG-00100,2026-08-03T04:29:00,EXCESO_VELOCIDAD,Baja,71.62,False,,,,False,False,False,False,False,False,False,2026-08-03 08:29:00+00:00,2026-08-03T08:29:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
106,CAM-17,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00101,2026-08-08T11:33:00,MANTENIMIENTO_PROGRAMADO,Media,66.87,False,7.8,44.2,2026-08-20,CAM-17,EVT-ALOG-00101,2026-08-08T11:33:00,MANTENIMIENTO_PROGRAMADO,Media,66.87,False,,,,False,False,False,False,False,False,False,2026-08-08 15:33:00+00:00,2026-08-08T15:33:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
107,CAM-17,7,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00102,2026-08-13T07:01:00,GEOCERCA_SALIDA,Media,75.0,,7.8,44.2,2026-08-20,CAM-17,EVT-ALOG-00102,2026-08-13T07:01:00,GEOCERCA_SALIDA,Media,75.0,,,,,False,False,False,False,False,,True,2026-08-13 11:01:00+00:00,2026-08-13T11:01:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
108,CAM-17,8,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00103,2026-08-18T17:57:00,FALLA_MOTOR,Media,,False,7.8,44.2,2026-08-20,CAM-17,EVT-ALOG-00103,2026-08-18T17:57:00,FALLA_MOTOR,Media,N/D,False,,,,,False,True,False,False,False,False,2026-08-18 21:57:00+00:00,2026-08-18T21:57:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
110,CAM-18,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00105,2026-08-09T11:12:00,GEOCERCA_SALIDA,Baja,53.88,False,8.7,57.8,2026-08-25,CAM-18,EVT-ALOG-00105,2026-08-09T11:12:00,GEOCERCA_SALIDA,Baja,53.88,False,,,,False,False,False,False,False,False,False,2026-08-09 15:12:00+00:00,2026-08-09T15:12:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
111,CAM-18,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00106,2026-08-26T04:27:00,FALLA_MOTOR,Media,74.02,,8.7,57.8,2026-08-25,CAM-18,EVT-ALOG-00106,2026-08-26T04:27:00,FALLA_MOTOR,Media,74.02,,,,,False,False,False,False,False,,True,2026-08-26 08:27:00+00:00,2026-08-26T08:27:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
112,CAM-18,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00107,2026-08-18T18:04:00,ALERTA_TEMP_CADENA_FRIO,Media,72.59,True,8.7,57.8,2026-08-25,CAM-18,EVT-ALOG-00107,2026-08-18T18:04:00,ALERTA_TEMP_CADENA_FRIO,Media,72.59,True,,,,False,False,False,False,False,True,False,2026-08-18 22:04:00+00:00,2026-08-18T22:04:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
