_fila_bronze,movimiento_id,lote_id,producto_id,centro_distribucion,fecha_ingreso,fecha_salida,fecha_vencimiento,cantidad_ingreso,cantidad_salida,cantidad_merma,dias_en_almacen,costo_unitario_bob,movimiento_id_original,lote_id_original,producto_id_original,centro_distribucion_original,fecha_ingreso_original,fecha_salida_original,fecha_vencimiento_original,cantidad_ingreso_original,cantidad_salida_original,cantidad_merma_original,dias_en_almacen_original,costo_unitario_bob_original,errores_bloqueantes,motivos_transformacion,motivos_imputacion,fue_transformada,fue_imputada,cantidad_ingreso_conversion_invalida,cantidad_ingreso_centinela_detectado,cantidad_salida_conversion_invalida,cantidad_salida_centinela_detectado,cantidad_merma_conversion_invalida,cantidad_merma_centinela_detectado,dias_en_almacen_conversion_invalida,dias_en_almacen_centinela_detectado,costo_unitario_bob_conversion_invalida,costo_unitario_bob_centinela_detectado,fecha_ingreso_timestamp_detectado,fecha_ingreso_timestamp_utc,fecha_salida_timestamp_detectado,fecha_salida_timestamp_utc,fecha_vencimiento_timestamp_detectado,fecha_vencimiento_timestamp_utc,fecha_ingreso_conversion_determinista,fecha_ingreso_conversion_invalida,fecha_salida_conversion_determinista,fecha_salida_conversion_invalida,fecha_vencimiento_conversion_determinista,fecha_vencimiento_conversion_invalida,fecha_salida_vacia,centro_distribucion_valido,salida_incoherente,cantidad_restante_calculada,dias_vencimiento_calculado,vence_dentro_30_dias,duplicado_clave,duplicado_exacto,conflicto_clave,conservar_copia_duplicada,producto_id_corresponde_productos_silver,fecha_vencimiento_fuente,wms_lote_id_disponible,calidad_motivo,calidad_estado,conteo_transformaciones,conteo_imputaciones,imputacion_metodo,imputacion_motivo
915,MOV-000915,LOT-2026-00915,PROD-035,Cochabamba,2026-05-20,2026-05-23,2026-11-16,656.0,645.0,9.0,3.0,37.84,MOV-000915,LOT-2026-00915,PROD-035,Cochabamba,2026-05-20,2026-05-23,2026-11-16,656,645,9,3,37.84,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-77.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
916,MOV-000916,LOT-2026-00916,PROD-005,Cochabamba,2026-07-24,2026-08-04,2027-07-24,500.0,496.0,4.0,11.0,35.68,MOV-000916,LOT-2026-00916,PROD-005,Cochabamba,2026-07-24,2026-08-04,2027-07-24,500,496,4,11,35.68,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-327.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
917,MOV-000917,LOT-2026-00917,PROD-009,La Paz,2026-08-16,2026-08-30,2026-09-03,947.0,915.0,30.0,14.0,75.19,MOV-000917,LOT-2026-00917,PROD-009,La Paz,2026-08-16,2026-08-30,2026-09-03,947,915,30,14,75.19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-3.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
918,MOV-000918,LOT-2026-00918,PROD-012,La Paz,2026-06-02,2026-06-11,2027-06-02,146.0,145.0,1.0,9.0,59.96,MOV-000918,LOT-2026-00918,PROD-012,La Paz,2026-06-02,2026-06-11,2027-06-02,146,145,1,9,59.96,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-275.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
919,MOV-000919,LOT-2026-00919,PROD-032,Oruro,2026-05-25,2026-06-05,2027-05-25,874.0,863.0,7.0,11.0,33.13,MOV-000919,LOT-2026-00919,PROD-032,Oruro,2026-05-25,2026-06-05,2027-05-25,874,863,7,11,33.13,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-267.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
920,MOV-000920,LOT-2026-00920,PROD-035,Santa Cruz,2026-08-27,2026-09-08,2027-02-23,163.0,161.0,2.0,12.0,37.84,MOV-000920,LOT-2026-00920,PROD-035,Santa Cruz,2026-08-27,2026-09-08,2027-02-23,163,161,2,12,37.84,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-176.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
921,MOV-000921,LOT-2026-00921,PROD-044,Santa Cruz,2026-08-08,2026-08-30,2026-08-26,123.0,115.0,5.0,22.0,38.35,MOV-000921,LOT-2026-00921,PROD-044,Santa Cruz,2026-08-08,2026-08-30,2026-08-26,123,115,5,22,38.35,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,5.0,True,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
922,MOV-000922,LOT-2026-00922,PROD-030,Tarija,2026-08-10,2026-08-20,2027-08-10,286.0,283.0,2.0,10.0,34.93,MOV-000922,LOT-2026-00922,PROD-030,Tarija,2026-08-10,2026-08-20,2027-08-10,286,283,2,10,34.93,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-344.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
923,MOV-000923,LOT-2026-00923,PROD-024,Oruro,2026-06-25,2026-07-22,2027-06-25,537.0,533.0,3.0,27.0,16.74,MOV-000923,LOT-2026-00923,PROD-024,Oruro,2026-06-25,2026-07-22,2027-06-25,537,533,3,27,16.74,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-298.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
924,MOV-000924,LOT-2026-00924,PROD-043,Santa Cruz,2026-08-03,2026-08-18,2027-01-30,919.0,907.0,12.0,15.0,16.46,MOV-000924,LOT-2026-00924,PROD-043,Santa Cruz,2026-08-03,2026-08-18,2027-01-30,919,907,12,15,16.46,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-152.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
925,MOV-000925,LOT-2026-00925,PROD-008,Oruro,2026-08-18,2026-10-13,2027-02-14,157.0,148.0,7.0,56.0,79.52,MOV-000925,LOT-2026-00925,PROD-008,Oruro,2026-08-18,2026-10-13,2027-02-14,157,148,7,56,79.52,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-167.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
926,MOV-000926,LOT-2026-00926,PROD-029,Tarija,2026-08-02,2026-08-16,2027-08-02,972.0,958.0,8.0,14.0,81.05,MOV-000926,LOT-2026-00926,PROD-029,Tarija,2026-08-02,2026-08-16,2027-08-02,972,958,8,14,81.05,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-336.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
927,MOV-000927,LOT-2026-00927,PROD-027,La Paz,2026-05-13,2026-06-21,2026-05-31,883.0,823.0,60.0,39.0,64.06,MOV-000927,LOT-2026-00927,PROD-027,La Paz,2026-05-13,2026-06-21,2026-05-31,883,823,60,39,64.06,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,92.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
928,MOV-000928,LOT-2026-00928,PROD-043,Oruro,2026-07-13,2026-08-05,2027-01-09,522.0,512.0,7.0,23.0,16.46,MOV-000928,LOT-2026-00928,PROD-043,Oruro,2026-07-13,2026-08-05,2027-01-09,522,512,7,23,16.46,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-131.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
929,MOV-000929,LOT-2026-00929,PROD-018,Santa Cruz,2026-08-18,2026-09-15,2027-08-18,158.0,154.0,1.0,28.0,33.66,MOV-000929,LOT-2026-00929,PROD-018,Santa Cruz,2026-08-18,2026-09-15,2027-08-18,158,154,1,28,33.66,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-352.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
930,MOV-000930,LOT-2026-00930,PROD-008,La Paz,2026-07-09,2026-07-15,2027-01-05,116.0,109.0,2.0,6.0,79.52,MOV-000930,LOT-2026-00930,PROD-008,La Paz,2026-07-09,2026-07-15,2027-01-05,116,109,2,6,79.52,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-127.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
931,MOV-000931,LOT-2026-00931,PROD-025,Oruro,2026-05-29,2026-06-10,2026-11-25,846.0,830.0,12.0,12.0,54.32,MOV-000931,LOT-2026-00931,PROD-025,Oruro,2026-05-29,2026-06-10,2026-11-25,846,830,12,12,54.32,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-86.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
932,MOV-000932,LOT-2026-00932,PROD-058,La Paz,2026-05-19,2026-06-10,2026-11-15,520.0,512.0,7.0,22.0,82.19,MOV-000932,LOT-2026-00932,PROD-058,La Paz,2026-05-19,2026-06-10,2026-11-15,520,512,7,22,82.19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-76.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
933,MOV-000933,LOT-2026-00933,PROD-052,Cochabamba,2026-05-21,2026-05-30,2026-06-08,952.0,921.0,26.0,9.0,41.48,MOV-000933,LOT-2026-00933,PROD-052,Cochabamba,2026-05-21,2026-05-30,2026-06-08,952,921,26,9,41.48,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,84.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
934,MOV-000934,LOT-2026-00934,PROD-004,La Paz,2026-06-15,2026-07-02,2026-07-03,576.0,552.0,19.0,17.0,16.27,MOV-000934,LOT-2026-00934,PROD-004,La Paz,2026-06-15,2026-07-02,2026-07-03,576,552,19,17,16.27,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,59.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
935,MOV-000935,LOT-2026-00935,PROD-052,Oruro,2026-05-15,2026-05-18,2026-06-02,443.0,426.0,11.0,3.0,41.48,MOV-000935,LOT-2026-00935,PROD-052,Oruro,2026-05-15,2026-05-18,2026-06-02,443,426,11,3,41.48,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,90.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
936,MOV-000936,LOT-2026-00936,PROD-023,Tarija,2026-06-04,2026-06-29,2026-06-22,433.0,406.0,20.0,25.0,22.32,MOV-000936,LOT-2026-00936,PROD-023,Tarija,2026-06-04,2026-06-29,2026-06-22,433,406,20,25,22.32,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,70.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
937,MOV-000937,LOT-2026-00937,PROD-058,Santa Cruz,2026-06-23,2026-08-20,2026-12-20,55.0,50.0,3.0,58.0,82.19,MOV-000937,LOT-2026-00937,PROD-058,Santa Cruz,2026-06-23,2026-08-20,2026-12-20,55,50,3,58,82.19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-111.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
938,MOV-000938,LOT-2026-00938,PROD-049,La Paz,2026-07-30,2026-08-22,2026-08-17,485.0,458.0,22.0,23.0,53.71,MOV-000938,LOT-2026-00938,PROD-049,La Paz,2026-07-30,2026-08-22,2026-08-17,485,458,22,23,53.71,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,14.0,True,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
939,MOV-000939,LOT-2026-00939,PROD-014,La Paz,2026-06-29,2026-07-19,2027-06-29,107.0,104.0,1.0,20.0,74.91,MOV-000939,LOT-2026-00939,PROD-014,La Paz,2026-06-29,2026-07-19,2027-06-29,107,104,1,20,74.91,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-302.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
940,MOV-000940,LOT-2026-00940,PROD-021,Oruro,2026-06-24,2026-06-25,2026-07-12,609.0,589.0,18.0,1.0,83.07,MOV-000940,LOT-2026-00940,PROD-021,Oruro,2026-06-24,2026-06-25,2026-07-12,609,589,18,1,83.07,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,50.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
941,MOV-000941,LOT-2026-00941,PROD-020,La Paz,2026-05-23,2026-06-12,2027-05-23,326.0,318.0,2.0,20.0,59.96,MOV-000941,LOT-2026-00941,PROD-020,La Paz,2026-05-23,2026-06-12,2027-05-23,326,318,2,20,59.96,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-265.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
942,MOV-000942,LOT-2026-00942,PROD-054,Tarija,2026-06-12,2026-06-24,2026-12-09,370.0,363.0,7.0,12.0,79.92,MOV-000942,LOT-2026-00942,PROD-054,Tarija,2026-06-12,2026-06-24,2026-12-09,370,363,7,12,79.92,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-100.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
943,MOV-000943,LOT-2026-00943,PROD-058,Santa Cruz,2026-06-16,2026-06-23,2026-12-13,366.0,358.0,4.0,7.0,82.19,MOV-000943,LOT-2026-00943,PROD-058,Santa Cruz,2026-06-16,2026-06-23,2026-12-13,366,358,4,7,82.19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-104.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
944,MOV-000944,LOT-2026-00944,PROD-006,Tarija,2026-05-17,2026-06-02,2027-05-17,182.0,178.0,2.0,16.0,29.49,MOV-000944,LOT-2026-00944,PROD-006,Tarija,2026-05-17,2026-06-02,2027-05-17,182,178,2,16,29.49,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-259.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
945,MOV-000945,LOT-2026-00945,PROD-020,Santa Cruz,2026-07-10,2026-07-26,2027-07-10,616.0,608.0,4.0,16.0,59.96,MOV-000945,LOT-2026-00945,PROD-020,Santa Cruz,2026-07-10,2026-07-26,2027-07-10,616,608,4,16,59.96,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-313.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
946,MOV-000946,LOT-2026-00946,PROD-052,Oruro,2026-08-12,2026-08-13,2026-08-30,556.0,540.0,14.0,1.0,41.48,MOV-000946,LOT-2026-00946,PROD-052,Oruro,2026-08-12,2026-08-13,2026-08-30,556,540,14,1,41.48,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,1.0,True,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
947,MOV-000947,LOT-2026-00947,PROD-001,Tarija,2026-05-22,2026-05-31,2026-06-09,859.0,831.0,22.0,9.0,20.26,MOV-000947,LOT-2026-00947,PROD-001,Tarija,2026-05-22,2026-05-31,2026-06-09,859,831,22,9,20.26,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,83.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
948,MOV-000948,LOT-2026-00948,PROD-018,Tarija,2026-05-02,2026-05-21,2027-05-02,879.0,870.0,6.0,19.0,33.66,MOV-000948,LOT-2026-00948,PROD-018,Tarija,2026-05-02,2026-05-21,2027-05-02,879,870,6,19,33.66,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-244.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
949,MOV-000949,LOT-2026-00949,PROD-017,Cochabamba,2026-08-27,2026-09-23,2027-08-27,288.0,281.0,2.0,27.0,34.67,MOV-000949,LOT-2026-00949,PROD-017,Cochabamba,2026-08-27,2026-09-23,2027-08-27,288,281,2,27,34.67,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-361.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
950,MOV-000950,LOT-2026-00950,PROD-022,Santa Cruz,2026-06-04,2026-06-29,2026-06-22,934.0,891.0,42.0,25.0,24.66,MOV-000950,LOT-2026-00950,PROD-022,Santa Cruz,2026-06-04,2026-06-29,2026-06-22,934,891,42,25,24.66,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,70.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
951,MOV-000951,LOT-2026-00951,PROD-049,Santa Cruz,2026-06-03,2026-06-22,2026-06-21,389.0,368.0,15.0,19.0,53.71,MOV-000951,LOT-2026-00951,PROD-049,Santa Cruz,2026-06-03,2026-06-22,2026-06-21,389,368,15,19,53.71,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,71.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
952,MOV-000952,LOT-2026-00952,PROD-050,La Paz,2026-06-11,2026-07-08,2027-06-11,470.0,464.0,3.0,27.0,46.57,MOV-000952,LOT-2026-00952,PROD-050,La Paz,2026-06-11,2026-07-08,2027-06-11,470,464,3,27,46.57,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-284.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
953,MOV-000953,LOT-2026-00953,PROD-026,La Paz,2026-06-23,2026-07-06,2026-07-11,893.0,859.0,27.0,13.0,28.64,MOV-000953,LOT-2026-00953,PROD-026,La Paz,2026-06-23,2026-07-06,2026-07-11,893,859,27,13,28.64,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,51.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
954,MOV-000954,LOT-2026-00954,PROD-038,Tarija,2026-05-23,2026-06-30,2027-05-23,110.0,103.0,1.0,38.0,26.68,MOV-000954,LOT-2026-00954,PROD-038,Tarija,2026-05-23,2026-06-30,2027-05-23,110,103,1,38,26.68,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-265.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
955,MOV-000955,LOT-2026-00955,PROD-011,Oruro,2026-05-31,2026-06-06,2026-11-27,369.0,361.0,5.0,6.0,32.86,MOV-000955,LOT-2026-00955,PROD-011,Oruro,2026-05-31,2026-06-06,2026-11-27,369,361,5,6,32.86,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-88.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
956,MOV-000956,LOT-2026-00956,PROD-055,Oruro,2026-05-15,2026-05-24,2027-05-15,932.0,923.0,5.0,9.0,69.47,MOV-000956,LOT-2026-00956,PROD-055,Oruro,2026-05-15,2026-05-24,2027-05-15,932,923,5,9,69.47,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-257.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
957,MOV-000957,LOT-2026-00957,PROD-025,La Paz,2026-05-09,2026-05-16,2026-11-05,405.0,398.0,6.0,7.0,54.32,MOV-000957,LOT-2026-00957,PROD-025,La Paz,2026-05-09,2026-05-16,2026-11-05,405,398,6,7,54.32,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-66.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
958,MOV-000958,LOT-2026-00958,PROD-010,Tarija,2026-08-25,2026-09-25,2027-08-25,924.0,919.0,5.0,31.0,18.97,MOV-000958,LOT-2026-00958,PROD-010,Tarija,2026-08-25,2026-09-25,2027-08-25,924,919,5,31,18.97,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-359.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
959,MOV-000959,LOT-2026-00959,PROD-052,Santa Cruz,2026-06-19,2026-06-29,2026-07-07,213.0,204.0,5.0,10.0,41.48,MOV-000959,LOT-2026-00959,PROD-052,Santa Cruz,2026-06-19,2026-06-29,2026-07-07,213,204,5,10,41.48,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,55.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
960,MOV-000960,LOT-2026-00960,PROD-050,Tarija,2026-06-23,2026-07-08,2027-06-23,255.0,249.0,1.0,15.0,46.57,MOV-000960,LOT-2026-00960,PROD-050,Tarija,2026-06-23,2026-07-08,2027-06-23,255,249,1,15,46.57,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-296.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
961,MOV-000961,LOT-2026-00961,PROD-023,Cochabamba,2026-07-21,2026-08-15,2026-08-08,740.0,704.0,36.0,25.0,22.32,MOV-000961,LOT-2026-00961,PROD-023,Cochabamba,2026-07-21,2026-08-15,2026-08-08,740,704,36,25,22.32,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,23.0,True,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
962,MOV-000962,LOT-2026-00962,PROD-046,Santa Cruz,2026-06-28,2026-08-11,2027-06-28,987.0,965.0,20.0,44.0,25.66,MOV-000962,LOT-2026-00962,PROD-046,Santa Cruz,2026-06-28,2026-08-11,2027-06-28,987,965,20,44,25.66,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-301.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
963,MOV-000963,LOT-2026-00963,PROD-013,Santa Cruz,2026-07-30,2026-08-13,2026-08-17,79.0,73.0,2.0,14.0,46.59,MOV-000963,LOT-2026-00963,PROD-013,Santa Cruz,2026-07-30,2026-08-13,2026-08-17,79,73,2,14,46.59,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,14.0,True,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
964,MOV-000964,LOT-2026-00964,PROD-017,Tarija,2026-07-29,2026-08-13,2027-07-29,956.0,949.0,6.0,15.0,34.67,MOV-000964,LOT-2026-00964,PROD-017,Tarija,2026-07-29,2026-08-13,2027-07-29,956,949,6,15,34.67,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-332.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
965,MOV-000965,LOT-2026-00965,PROD-026,Cochabamba,2026-07-14,2026-08-06,2026-08-01,807.0,767.0,34.0,23.0,28.64,MOV-000965,LOT-2026-00965,PROD-026,Cochabamba,2026-07-14,2026-08-06,2026-08-01,807,767,34,23,28.64,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,30.0,True,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
966,MOV-000966,LOT-2026-00966,PROD-026,Oruro,2026-07-02,2026-07-09,2026-07-20,500.0,480.0,13.0,7.0,28.64,MOV-000966,LOT-2026-00966,PROD-026,Oruro,2026-07-02,2026-07-09,2026-07-20,500,480,13,7,28.64,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,42.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
967,MOV-000967,LOT-2026-00967,PROD-021,Santa Cruz,2026-08-14,2026-08-28,2026-09-01,959.0,926.0,29.0,14.0,83.07,MOV-000967,LOT-2026-00967,PROD-021,Santa Cruz,2026-08-14,2026-08-28,2026-09-01,959,926,29,14,83.07,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-1.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
968,MOV-000968,LOT-2026-00968,PROD-058,Santa Cruz,2026-05-20,2026-05-29,2026-11-16,793.0,780.0,11.0,9.0,82.19,MOV-000968,LOT-2026-00968,PROD-058,Santa Cruz,2026-05-20,2026-05-29,2026-11-16,793,780,11,9,82.19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-77.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
969,MOV-000969,LOT-2026-00969,PROD-025,Santa Cruz,2026-08-16,2026-08-31,2027-02-12,445.0,437.0,7.0,15.0,54.32,MOV-000969,LOT-2026-00969,PROD-025,Santa Cruz,2026-08-16,2026-08-31,2027-02-12,445,437,7,15,54.32,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-165.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
970,MOV-000970,LOT-2026-00970,PROD-042,Santa Cruz,2026-05-04,2026-05-22,2027-05-04,899.0,888.0,7.0,18.0,55.74,MOV-000970,LOT-2026-00970,PROD-042,Santa Cruz,2026-05-04,2026-05-22,2027-05-04,899,888,7,18,55.74,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-246.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
