fila_bronze,columna_afectada,codigo_error,valor_original,version_diagnostico
28857,viaje_id+timestamp,DUPLICADO,VIA-00260 + 2026-08-22 02:23:00,GIAD-M3-S4-IOT-diagnostico-v2
28858,viaje_id+timestamp,DUPLICADO,VIA-00674 + 2026-08-10 23:14:00,GIAD-M3-S4-IOT-diagnostico-v2
28859,viaje_id+timestamp,DUPLICADO,VIA-00828 + 2026-08-29 17:05:00,GIAD-M3-S4-IOT-diagnostico-v2
28860,viaje_id+timestamp,DUPLICADO,VIA-00751 + 2026-08-03 17:01:00,GIAD-M3-S4-IOT-diagnostico-v2
28861,viaje_id+timestamp,DUPLICADO,VIA-00718 + 2026-08-21 08:16:00,GIAD-M3-S4-IOT-diagnostico-v2
28862,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
28862,viaje_id+timestamp,DUPLICADO,VIA-00761 + 2026-08-27 22:20:00,GIAD-M3-S4-IOT-diagnostico-v2
28863,viaje_id+timestamp,DUPLICADO,VIA-00374 + 2026-08-12 01:55:00,GIAD-M3-S4-IOT-diagnostico-v2
28864,viaje_id+timestamp,DUPLICADO,VIA-01028 + 2026-08-14 07:08:00,GIAD-M3-S4-IOT-diagnostico-v2
28865,viaje_id+timestamp,DUPLICADO,VIA-01056 + 2026-08-04 08:35:00,GIAD-M3-S4-IOT-diagnostico-v2
28866,viaje_id+timestamp,DUPLICADO,VIA-00786 + 2026-08-12 10:56:00,GIAD-M3-S4-IOT-diagnostico-v2
28867,viaje_id+timestamp,DUPLICADO,VIA-00442 + 2026-08-21 19:44:00,GIAD-M3-S4-IOT-diagnostico-v2
28868,viaje_id+timestamp,DUPLICADO,VIA-00670 + 2026-08-18 02:57:00,GIAD-M3-S4-IOT-diagnostico-v2
28869,viaje_id+timestamp,DUPLICADO,VIA-00962 + 2026-08-16 09:07:00,GIAD-M3-S4-IOT-diagnostico-v2
28870,viaje_id+timestamp,DUPLICADO,VIA-00694 + 2026-08-19 01:16:00,GIAD-M3-S4-IOT-diagnostico-v2
28871,viaje_id+timestamp,DUPLICADO,VIA-00185 + 2026-08-02 08:54:00,GIAD-M3-S4-IOT-diagnostico-v2
28872,viaje_id+timestamp,DUPLICADO,VIA-00445 + 2026-08-13 08:22:00,GIAD-M3-S4-IOT-diagnostico-v2
28873,viaje_id+timestamp,DUPLICADO,VIA-00188 + 2026-08-17 10:21:00,GIAD-M3-S4-IOT-diagnostico-v2
28874,viaje_id+timestamp,DUPLICADO,VIA-00989 + 2026-08-09 02:16:00,GIAD-M3-S4-IOT-diagnostico-v2
28875,viaje_id+timestamp,DUPLICADO,VIA-00371 + 2026-08-31 03:35:00,GIAD-M3-S4-IOT-diagnostico-v2
28876,viaje_id+timestamp,DUPLICADO,VIA-01088 + 2026-08-24 02:10:00,GIAD-M3-S4-IOT-diagnostico-v2
28877,viaje_id+timestamp,DUPLICADO,VIA-00307 + 2026-08-10 12:55:00,GIAD-M3-S4-IOT-diagnostico-v2
28878,viaje_id+timestamp,DUPLICADO,VIA-00841 + 2026-08-01 16:22:00,GIAD-M3-S4-IOT-diagnostico-v2
28879,viaje_id+timestamp,DUPLICADO,VIA-00622 + 2026-08-07 01:24:00,GIAD-M3-S4-IOT-diagnostico-v2
28880,viaje_id+timestamp,DUPLICADO,VIA-00467 + 2026-08-03 05:46:00,GIAD-M3-S4-IOT-diagnostico-v2
28881,viaje_id+timestamp,DUPLICADO,VIA-00518 + 2026-08-02 23:04:00,GIAD-M3-S4-IOT-diagnostico-v2
28882,viaje_id+timestamp,DUPLICADO,VIA-00453 + 2026-08-08 17:41:00,GIAD-M3-S4-IOT-diagnostico-v2
28883,viaje_id+timestamp,DUPLICADO,VIA-00300 + 2026-08-12 03:01:00,GIAD-M3-S4-IOT-diagnostico-v2
28884,viaje_id+timestamp,DUPLICADO,VIA-00705 + 2026-08-30 03:28:00,GIAD-M3-S4-IOT-diagnostico-v2
28885,viaje_id+timestamp,DUPLICADO,VIA-00693 + 2026-08-30 11:59:00,GIAD-M3-S4-IOT-diagnostico-v2
28886,viaje_id+timestamp,DUPLICADO,VIA-00903 + 2026-08-18 05:28:00,GIAD-M3-S4-IOT-diagnostico-v2
28887,viaje_id+timestamp,DUPLICADO,VIA-00573 + 2026-08-13 19:25:00,GIAD-M3-S4-IOT-diagnostico-v2
28888,viaje_id+timestamp,DUPLICADO,VIA-00164 + 2026-08-09 04:13:00,GIAD-M3-S4-IOT-diagnostico-v2
28889,viaje_id+timestamp,DUPLICADO,VIA-01184 + 2026-08-12 23:47:00,GIAD-M3-S4-IOT-diagnostico-v2
28890,viaje_id+timestamp,DUPLICADO,VIA-00328 + 2026-08-10 06:18:00,GIAD-M3-S4-IOT-diagnostico-v2
28891,viaje_id+timestamp,DUPLICADO,VIA-01026 + 2026-08-29 21:55:00,GIAD-M3-S4-IOT-diagnostico-v2
28892,viaje_id+timestamp,DUPLICADO,VIA-00190 + 2026-08-07 02:40:00,GIAD-M3-S4-IOT-diagnostico-v2
28893,viaje_id+timestamp,DUPLICADO,VIA-00718 + 2026-08-21 09:16:00,GIAD-M3-S4-IOT-diagnostico-v2
28894,viaje_id+timestamp,DUPLICADO,VIA-00068 + 2026-08-14 13:08:00,GIAD-M3-S4-IOT-diagnostico-v2
28895,viaje_id+timestamp,DUPLICADO,VIA-00121 + 2026-08-06 04:54:00,GIAD-M3-S4-IOT-diagnostico-v2
28896,viaje_id+timestamp,DUPLICADO,VIA-00268 + 2026-08-15 12:20:00,GIAD-M3-S4-IOT-diagnostico-v2
28897,viaje_id+timestamp,DUPLICADO,VIA-00409 + 2026-08-31 08:07:00,GIAD-M3-S4-IOT-diagnostico-v2
28898,viaje_id+timestamp,DUPLICADO,VIA-00360 + 2026-08-09 09:12:00,GIAD-M3-S4-IOT-diagnostico-v2
28899,viaje_id+timestamp,DUPLICADO,VIA-00123 + 2026-08-18 16:09:00,GIAD-M3-S4-IOT-diagnostico-v2
28900,viaje_id+timestamp,DUPLICADO,VIA-01024 + 2026-08-16 15:14:00,GIAD-M3-S4-IOT-diagnostico-v2
28901,viaje_id+timestamp,DUPLICADO,VIA-00885 + 2026-08-03 15:27:00,GIAD-M3-S4-IOT-diagnostico-v2
28902,viaje_id+timestamp,DUPLICADO,VIA-00265 + 2026-08-21 22:16:00,GIAD-M3-S4-IOT-diagnostico-v2
28903,viaje_id+timestamp,DUPLICADO,VIA-01036 + 2026-08-19 03:14:00,GIAD-M3-S4-IOT-diagnostico-v2
28904,viaje_id+timestamp,DUPLICADO,VIA-00871 + 2026-08-20 00:19:00,GIAD-M3-S4-IOT-diagnostico-v2
28905,viaje_id+timestamp,DUPLICADO,VIA-00079 + 2026-08-14 14:45:00,GIAD-M3-S4-IOT-diagnostico-v2
28906,viaje_id+timestamp,DUPLICADO,VIA-00967 + 2026-08-03 16:02:00,GIAD-M3-S4-IOT-diagnostico-v2
28907,viaje_id+timestamp,DUPLICADO,VIA-00753 + 2026-08-08 10:41:00,GIAD-M3-S4-IOT-diagnostico-v2
28908,viaje_id+timestamp,DUPLICADO,VIA-00297 + 2026-08-21 02:28:00,GIAD-M3-S4-IOT-diagnostico-v2
28909,viaje_id+timestamp,DUPLICADO,VIA-00040 + 2026-08-08 15:48:00,GIAD-M3-S4-IOT-diagnostico-v2
28910,viaje_id+timestamp,DUPLICADO,VIA-00101 + 2026-08-07 16:40:00,GIAD-M3-S4-IOT-diagnostico-v2
28911,viaje_id+timestamp,DUPLICADO,VIA-00037 + 2026-08-25 17:52:00,GIAD-M3-S4-IOT-diagnostico-v2
28912,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v2
28912,viaje_id+timestamp,DUPLICADO,VIA-00124 + 2026-08-26 22:50:00,GIAD-M3-S4-IOT-diagnostico-v2
28913,viaje_id+timestamp,DUPLICADO,VIA-00209 + 2026-08-17 07:32:00,GIAD-M3-S4-IOT-diagnostico-v2
28914,viaje_id+timestamp,DUPLICADO,VIA-01064 + 2026-08-22 01:50:00,GIAD-M3-S4-IOT-diagnostico-v2
28915,viaje_id+timestamp,DUPLICADO,VIA-01003 + 2026-08-04 22:30:00,GIAD-M3-S4-IOT-diagnostico-v2
28916,viaje_id+timestamp,DUPLICADO,VIA-00693 + 2026-08-30 21:29:00,GIAD-M3-S4-IOT-diagnostico-v2
28917,viaje_id+timestamp,DUPLICADO,VIA-00686 + 2026-08-03 01:18:00,GIAD-M3-S4-IOT-diagnostico-v2
28918,viaje_id+timestamp,DUPLICADO,VIA-00946 + 2026-08-19 11:15:00,GIAD-M3-S4-IOT-diagnostico-v2
28919,viaje_id+timestamp,DUPLICADO,VIA-00260 + 2026-08-22 01:23:00,GIAD-M3-S4-IOT-diagnostico-v2
28920,viaje_id+timestamp,DUPLICADO,VIA-00801 + 2026-08-16 17:58:00,GIAD-M3-S4-IOT-diagnostico-v2
