order_id,cliente_id,producto_id,fecha_despacho,centro_distribucion,camion_id,chofer_id,cantidad_solicitada,cantidad_entregada,tiempo_entrega_prometido_hrs,tiempo_entrega_real_hrs,otif_on_time,otif_in_full,otif
ORD-2026-01874,CLI-027,PROD-047,2026-08-10 13:49:00,Tarija,CAM-03,CHO-008,175,175.0,24,19.1,1,1,1
ORD-2026-01875,CLI-012,PROD-021,2026-08-22 04:37:00,La Paz,CAM-30,CHO-049,135,135.0,72,52.8,1,1,1
ORD-2026-01876,CLI-057,PROD-060,2026-08-16 14:04:00,Tarija,CAM-12,CHO-082,130,111.0,48,36.6,1,0,0
ORD-2026-01877,CLI-071,PROD-049,2026-08-29 01:37:00,Cochabamba,CAM-08,CHO-140,470,455.0,48,36.1,1,0,0
ORD-2026-01878,CLI-076,PROD-009,2026-08-03 00:03:00,Santa Cruz,CAM-06,CHO-113,371,371.0,72,73.0,0,1,0
ORD-2026-01879,CLI-050,PROD-021,2026-08-18 03:26:00,Oruro,CAM-02,CHO-150,465,465.0,48,22.1,1,1,1
ORD-2026-01880,CLI-073,PROD-009,2026-08-28 11:17:00,Santa Cruz,CAM-21,CHO-035,162,162.0,48,36.8,1,1,1
ORD-2026-01881,CLI-090,PROD-017,2026-08-25 10:20:00,Oruro,CAM-05,CHO-067,476,476.0,24,22.0,1,1,1
ORD-2026-01882,CLI-016,PROD-008,2026-08-01 23:05:00,Tarija,CAM-12,CHO-009,450,450.0,24,19.5,1,1,1
ORD-2026-01883,CLI-090,PROD-003,2026-08-03 15:40:00,La Paz,CAM-09,CHO-002,426,426.0,72,49.7,1,1,1
ORD-2026-01884,CLI-097,PROD-009,2026-08-18 14:17:00,Tarija,CAM-26,CHO-056,39,39.0,72,50.9,1,1,1
ORD-2026-01885,CLI-095,PROD-005,2026-08-29 21:37:00,Oruro,CAM-07,CHO-110,184,184.0,72,53.7,1,1,1
ORD-2026-01886,CLI-019,PROD-057,2026-08-12 08:29:00,Cochabamba,CAM-23,CHO-033,68,,48,45.4,1,1,1
ORD-2026-01887,CLI-048,PROD-031,2026-08-27 20:48:00,Santa Cruz,CAM-20,CHO-129,493,493.0,24,17.3,1,1,1
ORD-2026-01888,CLI-055,PROD-003,2026-08-10 17:32:00,Tarija,CAM-12,CHO-045,76,76.0,24,21.9,1,1,1
ORD-2026-01889,CLI-086,PROD-030,2026-08-23 12:05:00,Oruro,CAM-24,CHO-110,87,75.0,48,41.5,1,0,0
ORD-2026-01890,CLI-008,PROD-024,2026-08-24 01:33:00,Cochabamba,CAM-23,CHO-108,165,165.0,24,15.2,1,1,1
ORD-2026-01891,CLI-050,PROD-054,2026-08-18 07:47:00,Santa Cruz,CAM-21,CHO-120,121,121.0,24,24.5,0,1,0
ORD-2026-01892,CLI-013,PROD-030,2026-08-14 19:26:00,Oruro,CAM-24,CHO-098,68,68.0,24,18.9,1,1,1
ORD-2026-01893,CLI-020,PROD-036,2026-08-01 09:44:00,Oruro,CAM-05,CHO-022,322,322.0,48,36.1,1,1,1
ORD-2026-01894,CLI-100,PROD-040,2026-08-08 20:24:00,La Paz,CAM-09,CHO-071,362,362.0,72,65.4,1,1,1
ORD-2026-01895,CLI-071,PROD-052,2026-08-16 00:07:00,La Paz,CAM-09,CHO-001,436,436.0,48,39.5,1,1,1
ORD-2026-01896,CLI-062,PROD-042,2026-08-07 15:04:00,Oruro,CAM-07,CHO-051,158,158.0,48,36.3,1,1,1
ORD-2026-01897,CLI-028,PROD-006,2026-08-07 11:47:00,Cochabamba,CAM-01,CHO-115,258,258.0,48,29.9,1,1,1
ORD-2026-01898,CLI-072,PROD-034,2026-08-10 11:14:00,Santa Cruz,CAM-29,CHO-076,337,337.0,72,64.2,1,1,1
ORD-2026-01899,CLI-036,PROD-032,2026-08-26 14:51:00,La Paz,CAM-30,CHO-023,231,231.0,24,23.0,1,1,1
ORD-2026-01900,CLI-091,PROD-010,2026-08-21 19:22:00,Cochabamba,CAM-23,CHO-151,363,363.0,24,15.4,1,1,1
ORD-2026-01901,CLI-074,PROD-019,2026-08-13 18:54:00,Cochabamba,CAM-08,CHO-073,246,246.0,24,16.3,1,1,1
ORD-2026-01902,CLI-097,PROD-012,2026-08-20 21:26:00,Cochabamba,CAM-01,CHO-019,266,266.0,24,23.2,1,1,1
ORD-2026-01903,CLI-074,PROD-002,2026-08-26 11:03:00,La Paz,CAM-09,CHO-148,410,410.0,48,42.2,1,1,1
ORD-2026-01904,CLI-097,PROD-006,2026-08-13 05:50:00,Cochabamba,CAM-23,CHO-016,183,183.0,24,14.8,1,1,1
ORD-2026-01905,CLI-067,PROD-044,2026-08-27 20:47:00,Santa Cruz,CAM-06,CHO-034,107,107.0,48,40.6,1,1,1
ORD-2026-01906,CLI-007,PROD-014,2026-08-28 17:21:00,Tarija,CAM-03,CHO-012,25,7.0,24,24.7,0,0,0
ORD-2026-01907,CLI-030,PROD-002,2026-08-18 10:53:00,La Paz,CAM-09,CHO-064,cincuenta,190.0,72,33.0,1,1,1
ORD-2026-01908,CLI-090,PROD-026,2026-08-20 20:31:00,La Paz,CAM-15,CHO-021,94,94.0,24,20.0,1,1,1
ORD-2026-01909,CLI-004,PROD-024,2026-08-01 13:51:00,Tarija,CAM-03,CHO-088,328,328.0,48,39.1,1,1,1
ORD-2026-01910,CLI-096,PROD-012,2026-08-29 10:28:00,Santa Cruz,CAM-20,CHO-024,251,251.0,48,47.3,1,1,1
ORD-2026-01911,CLI-032,PROD-055,2026-08-08 23:51:00,Cochabamba,CAM-19,CHO-094,373,373.0,48,37.0,1,1,1
ORD-2026-01912,CLI-015,PROD-020,2026-08-03 06:18:00,Tarija,CAM-03,CHO-122,251,251.0,72,62.5,1,1,1
ORD-2026-01913,CLI-039,PROD-041,2026-08-08 14:06:00,La Paz,CAM-27,CHO-102,364,364.0,24,25.8,0,1,0
ORD-2026-01914,CLI-048,PROD-019,2026-08-18 06:40:00,Tarija,CAM-03,CHO-061,196,196.0,48,39.0,1,1,1
ORD-2026-01915,CLI-074,PROD-014,2026-08-15 07:44:00,Santa Cruz,CAM-25,CHO-104,430,430.0,24,21.0,1,1,1
ORD-2026-01916,CLI-006,PROD-047,2026-08-15 12:58:00,La Paz,CAM-28,CHO-091,163,163.0,24,18.5,1,1,1
ORD-2026-01917,CLI-018,PROD-007,2026-08-08 07:25:00,Santa Cruz,CAM-13,CHO-059,450,439.0,48,25.7,1,0,0
ORD-2026-01918,CLI-020,PROD-009,2026-08-16 13:29:00,Santa Cruz,CAM-21,CHO-113,335,335.0,48,38.8,1,1,1
ORD-2026-01919,CLI-056,PROD-041,2026-08-25 03:05:00,La Paz,CAM-15,CHO-027,495,495.0,24,19.0,1,1,1
ORD-2026-01920,CLI-021,PROD-057,2026-08-17 07:09:00,Santa Cruz,CAM-06,CHO-046,401,401.0,24,19.5,1,1,1
ORD-2026-01921,CLI-099,PROD-055,2026-08-06 13:24:00,Santa Cruz,CAM-18,CHO-062,495,495.0,72,67.1,1,1,1
ORD-2026-01922,CLI-052,PROD-006,15/08/2026 03:24,Santa Cruz,CAM-21,CHO-076,91,91.0,48,53.0,0,1,0
ORD-2026-01923,CLI-089,PROD-013,2026-08-22 18:04:00,Santa Cruz,CAM-18,CHO-109,273,273.0,72,61.4,1,1,1
 ord-2026-01924 ,CLI-079,PROD-007,2026-08-19 19:43:00,Santa Cruz,CAM-11,CHO-095,315,315.0,24,23.6,1,1,1
ORD-2026-01925,CLI-071,PROD-059,2026-08-12 09:46:00,Santa Cruz,CAM-14,CHO-030,260,260.0,48,34.9,1,1,1
ORD-2026-01926,CLI-005,PROD-044,2026-08-21 17:54:00,Cochabamba,CAM-08,CHO-014,278,278.0,48,34.8,1,1,1
ORD-2026-01927,CLI-030,PROD-047,2026-08-26 17:57:00,Oruro,CAM-02,CHO-118,162,162.0,72,39.1,1,1,1
ORD-2026-01928,CLI-096,PROD-036,2026-08-19 22:09:00,Santa Cruz,CAM-20,CHO-123,478,478.0,24,20.4,1,1,1
ORD-2026-01929,CLI-086,PROD-055,2026-08-21 09:39:00,La Paz,CAM-15,CHO-005,407,407.0,48,47.1,1,1,1
ORD-2026-01930,CLI-052,PROD-010,2026-08-24 08:07:00,Tarija,CAM-12,CHO-082,130,130.0,24,17.0,1,1,1
ORD-2026-01931,CLI-074,PROD-033,2026-08-11 19:30:00,La Paz,CAM-27,CHO-148,427,427.0,24,19.0,1,1,1
ORD-2026-01932,CLI-022,PROD-028,2026-08-04 16:07:00,Oruro,CAM-24,CHO-003,40,40.0,48,40.1,1,1,1
ORD-2026-01933,CLI-038,PROD-041,2026-08-08 14:14:00,Cochabamba,CAM-08,CHO-125,393,393.0,48,39.8,1,1,1
ORD-2026-01934,CLI-087,PROD-043,2026-08-19 02:01:00,Cochabamba,CAM-08,CHO-108,388,388.0,48,24.9,1,1,1
ORD-2026-01935,CLI-083,PROD-011,2026-08-03 16:56:00,Oruro,CAM-05,CHO-098,284,284.0,24,23.6,1,1,1
ORD-2026-01936,CLI-042,PROD-039,2026-08-07 16:31:00,Tarija,CAM-26,CHO-031,399,399.0,72,71.7,1,1,1
ORD-2026-01937,CLI-023,PROD-034,2026-08-27 12:13:00,Santa Cruz,CAM-04,CHO-129,287,287.0,24,16.2,1,1,1
ORD-2026-01938,CLI-022,PROD-022,2026-08-13 14:10:00,Oruro,CAM-05,CHO-118,455,455.0,48,32.4,1,1,1
ORD-2026-01939,CLI-097,PROD-014,2026-08-02 21:17:00,Tarija,CAM-26,CHO-026,227,227.0,24,15.8,1,1,1
ORD-2026-01940,CLI-023,PROD-041,2026-08-01 17:01:00,Tarija,CAM-26,CHO-031,269,269.0,24,21.3,1,1,1
ORD-2026-01941,CLI-073,PROD-036,2026-08-28 00:58:00,Santa Cruz,CAM-13,CHO-113,382,382.0,72,63.3,1,1,1
ORD-2026-01942,CLI-099,PROD-049,2026-08-13 07:13:00,Cochabamba,CAM-08,CHO-112,147,147.0,24,18.3,1,1,1
ORD-2026-01943,CLI-001,PROD-042,2026-08-28 19:16:00,La Paz,CAM-09,CHO-071,458,458.0,24,17.5,1,1,1
ORD-2026-01944,CLI-086,PROD-035,2026-08-14 10:49:00,Oruro,CAM-24,CHO-003,41,41.0,24,24.0,1,1,1
ORD-2026-01945,CLI-025,PROD-005,2026-08-05 12:32:00,Oruro,CAM-02,CHO-144,160,160.0,24,25.5,0,1,0
ORD-2026-01946,CLI-081,PROD-028,2026-08-09 22:15:00,Oruro,CAM-24,CHO-038,316,316.0,48,38.7,1,1,1
ORD-2026-01947,CLI-011,PROD-028,2026-08-06 14:34:00,Santa Cruz,CAM-13,CHO-121,191,191.0,72,49.3,1,1,1
ORD-2026-01948,CLI-100,PROD-004,2026-08-21 17:21:00,Oruro,CAM-24,CHO-119,245,245.0,24,27.7,0,1,0
ORD-2026-01949,CLI-046,PROD-055,2026-08-05 20:54:00,Santa Cruz,CAM-20,CHO-075,96,96.0,24,24.4,0,1,0
ORD-2026-01950,CLI-009,PROD-026,2026-08-20 19:46:00,Cochabamba,CAM-19,CHO-073,414,414.0,24,20.3,1,1,1
ORD-2026-01951,CLI-099,PROD-034,2026-08-27 13:30:00,Tarija,CAM-26,CHO-044,123,123.0,72,62.3,1,1,1
ORD-2026-01952,CLI-074,PROD-043,2026-08-24 02:53:00,La Paz,CAM-09,CHO-127,182,182.0,48,32.0,1,1,1
ORD-2026-01953,CLI-065,PROD-038,2026-08-29 13:25:00,Oruro,CAM-16,CHO-119,150,150.0,24,13.3,1,1,1
ORD-2026-01954,CLI-007,PROD-012,2026-08-16 19:06:00,La Paz,CAM-28,CHO-002,278,269.0,24,21.5,1,0,0
ORD-2026-01955,CLI-068,PROD-028,2026-08-27 10:11:00,Cochabamba,CAM-22,CHO-069,462,462.0,24,12.4,1,1,1
ORD-2026-01956,CLI-004,PROD-005,2026-08-22 21:49:00,Tarija,CAM-03,CHO-146,134,134.0,24,20.2,1,1,1
ORD-2026-01957,CLI-066,PROD-047,2026-08-26 15:17:00,Cochabamba,CAM-17,CHO-094,345,345.0,48,21.4,1,1,1
ORD-2026-01958,CLI-091,PROD-020,2026-08-23 14:53:00,Cochabamba,CAM-08,CHO-033,435,435.0,48,43.4,1,1,1
ORD-2026-01959,CLI-027,PROD-022,2026-08-30 11:07:00,La Paz,CAM-28,CHO-083,447,447.0,48,36.9,1,1,1
ORD-2026-01960,CLI-028,PROD-058,2026-08-07 23:46:00,La Paz,CAM-15,CHO-139,124,124.0,48,28.4,1,1,1
ORD-2026-01961,CLI-026,PROD-045,2026-08-08 02:04:00,Oruro,CAM-16,CHO-038,387,387.0,72,60.7,1,1,1
ORD-2026-01962,CLI-012,PROD-037,2026-08-27 04:48:00,Cochabamba,CAM-08,CHO-135,353,343.0,72,70.9,1,0,0
ORD-2026-01963,CLI-086,PROD-037,2026-08-30 14:27:00,Cochabamba,CAM-19,CHO-054,242,242.0,24,24.6,0,1,0
ORD-2026-01964,CLI-078,PROD-029,2026-08-17 07:01:00,Tarija,CAM-03,CHO-012,236,229.0,48,50.2,0,0,0
ORD-2026-01965,CLI-001,PROD-019,2026-08-22 06:27:00,Santa Cruz,CAM-20,CHO-123,435,435.0,48,30.9,1,1,1
ORD-2026-01966,CLI-092,PROD-001,2026-08-17 01:09:00,Santa Cruz,CAM-20,CHO-100,cincuenta,279.0,48,49.0,0,0,0
ORD-2026-01967,CLI-027,PROD-032,2026-08-24 21:28:00,La Paz,CAM-27,CHO-071,389,389.0,24,26.0,0,1,0
ORD-2026-01968,CLI-012,PROD-058,2026-08-18 09:23:00,Santa Cruz,CAM-18,CHO-109,45,45.0,72,53.7,1,1,1
ORD-2026-01969,CLI-062,PROD-040,2026-08-24 04:05:00,Cochabamba,CAM-01,CHO-145,295,295.0,72,41.8,1,1,1
ORD-2026-01970,CLI-028,PROD-032,2026-08-16 00:10:00,La Paz,CAM-09,CHO-148,467,454.0,24,23.9,1,0,0
ORD-2026-01971,CLI-065,PROD-009,2026-08-22 21:44:00,Tarija,CAM-12,CHO-012,339,339.0,48,43.5,1,1,1
ORD-2026-01972,CLI-046,PROD-014,2026-08-30 04:26:00,Santa Cruz,CAM-06,CHO-060,293,293.0,48,41.9,1,1,1
ORD-2026-01973,CLI-064,PROD-039,2026-08-29 13:10:00,Tarija,CAM-03,CHO-031,497,497.0,24,16.4,1,1,1
ORD-2026-01974,CLI-093,PROD-032,2026-08-27 05:43:00,La Paz,CAM-30,CHO-027,39,36.0,48,47.9,1,0,0
ORD-2026-01975,CLI-076,PROD-016,2026-08-13 17:52:00,Oruro,CAM-24,CHO-150,478,478.0,72,63.0,1,1,1
ORD-2026-01976,CLI-012,PROD-019,2026-08-11 20:25:00,La Paz,CAM-09,CHO-052,67,67.0,48,38.4,1,1,1
ORD-2026-01977,CLI-067,PROD-029,2026-08-11 19:29:00,Oruro,CAM-02,CHO-117,474,463.0,24,20.1,1,0,0
ORD-2026-01978,CLI-094,PROD-038,2026-08-10 02:58:00,Oruro,CAM-24,CHO-117,470,470.0,72,81.1,0,1,0
ORD-2026-01979,CLI-041,PROD-050,2026-08-27 22:17:00,Cochabamba,CAM-23,CHO-138,106,106.0,48,50.7,0,1,0
ORD-2026-01980,CLI-020,PROD-036,2026-08-26 02:00:00,La Paz,CAM-09,CHO-057,483,483.0,24,17.9,1,1,1
ORD-2026-01981,CLI-081,PROD-034,2026-08-29 15:50:00,Cochabamba,CAM-22,CHO-125,455,455.0,24,20.0,1,1,1
ORD-2026-01982,CLI-086,PROD-053,2026-08-19 06:38:00,Oruro,CAM-24,CHO-032,160,160.0,72,58.1,1,1,1
ORD-2026-01983,CLI-022,PROD-008,2026-08-28 06:42:00,Oruro,CAM-05,CHO-144,154,154.0,24,17.6,1,1,1
ORD-2026-01984,CLI-078,PROD-051,2026-08-01 05:51:00,Santa Cruz,CAM-13,CHO-092,378,378.0,48,38.0,1,1,1
ORD-2026-01985,CLI-100,PROD-005,2026-08-22 09:50:00,Oruro,CAM-02,CHO-051,289,289.0,72,69.1,1,1,1
ORD-2026-01986,CLI-087,PROD-041,2026-08-19 11:40:00,La Paz,CAM-15,CHO-102,189,189.0,48,42.9,1,1,1
ORD-2026-01987,CLI-098,PROD-033,2026-08-15 14:16:00,Santa Cruz,CAM-14,CHO-025,59,59.0,24,18.6,1,1,1
ORD-2026-01988,CLI-026,PROD-015,2026-08-09 14:56:00,Santa Cruz,CAM-14,CHO-004,468,468.0,48,56.6,0,1,0
ORD-2026-01989,CLI-090,PROD-016,2026-08-03 01:15:00,Cochabamba,CAM-23,CHO-111,343,343.0,72,56.4,1,1,1
ORD-2026-01990,CLI-088,PROD-025,2026-08-11 13:07:00,Cochabamba,CAM-01,CHO-047,129,129.0,72,65.1,1,1,1
ORD-2026-01991,CLI-078,PROD-040,2026-08-30 00:24:00,Tarija,CAM-03,CHO-036,211,211.0,48,37.5,1,1,1
ORD-2026-01992,CLI-019,PROD-045,2026-08-18 00:53:00,La Paz,CAM-30,CHO-134,305,305.0,24,24.1,0,1,0
ORD-2026-01993,CLI-021,PROD-031,2026-08-26 07:29:00,Oruro,CAM-05,CHO-022,284,284.0,24,18.3,1,1,1
ORD-2026-01994,CLI-003,PROD-029,2026-08-25 20:05:00,Tarija,CAM-03,CHO-056,230,230.0,72,42.3,1,1,1
ORD-2026-01995,CLI-086,PROD-052,2026-08-09 21:19:00,Oruro,CAM-05,CHO-022,245,235.0,48,36.0,1,0,0
ORD-2026-01996,CLI-015,PROD-016,2026-08-28 15:12:00,Cochabamba,CAM-23,CHO-112,130,130.0,48,39.1,1,1,1
ORD-2026-01997,CLI-047,PROD-006,2026-08-29 01:41:00,Tarija,CAM-26,CHO-105,422,421.0,72,71.0,1,0,0
ORD-2026-01998,CLI-023,PROD-059,2026-08-07 18:42:00,La Paz,CAM-09,CHO-063,471,469.0,24,18.3,1,0,0
ORD-2026-01999,CLI-093,PROD-027,2026-08-15 06:44:00,Tarija,CAM-26,CHO-026,412,412.0,48,39.7,1,1,1
ORD-2026-02000,CLI-010,PROD-048,2026-08-22 19:37:00,Santa Cruz,CAM-20,CHO-074,185,185.0,48,31.2,1,1,1
ORD-2026-02001,CLI-061,PROD-023,2026-08-06 00:15:00,Oruro,CAM-05,CHO-117,437,437.0,72,59.1,1,1,1
ORD-2026-02002,CLI-031,PROD-004,2026-08-04 23:40:00,Tarija,CAM-12,CHO-010,161,161.0,24,17.4,1,1,1
ORD-2026-02003,CLI-075,PROD-047,2026-08-27 18:56:00,Oruro,CAM-16,CHO-051,216,216.0,24,18.5,1,1,1
ORD-2026-02004,CLI-072,PROD-028,2026-08-09 20:58:00,Santa Cruz,CAM-21,CHO-099,240,240.0,72,65.4,1,1,1
ORD-2026-02005,CLI-083,PROD-048,2026-08-18 09:15:00,Cochabamba,CAM-08,CHO-006,242,242.0,24,17.7,1,1,1
ORD-2026-02006,CLI-008,PROD-029,2026-08-11 12:12:00,Santa Cruz,CAM-29,CHO-104,98,98.0,48,35.5,1,1,1
ORD-2026-02007,CLI-007,PROD-039,2026-08-24 11:47:00,Cochabamba,CAM-19,CHO-068,201,194.0,48,54.6,0,0,0
ORD-2026-02008,CLI-098,PROD-008,2026-08-06 22:09:00,La Paz,CAM-28,CHO-139,312,312.0,72,54.0,1,1,1
ORD-2026-02009,CLI-060,PROD-044,2026-08-02 09:16:00,Tarija,CAM-12,CHO-082,23,23.0,48,60.4,0,1,0
ORD-2026-02010,CLI-087,PROD-047,2026-08-26 17:39:00,La Paz,CAM-27,CHO-027,73,73.0,24,25.7,0,1,0
ORD-2026-02011,CLI-032,PROD-060,2026-08-13 22:54:00,Oruro,CAM-05,CHO-110,233,233.0,72,65.7,1,1,1
ORD-2026-02012,CLI-075,PROD-030,2026-08-20 09:56:00,Oruro,CAM-16,CHO-022,292,292.0,48,26.9,1,1,1
ORD-2026-02013,CLI-003,PROD-025,2026-08-09 16:43:00,Santa Cruz,CAM-20,CHO-046,408,408.0,48,42.7,1,1,1
ORD-2026-02014,CLI-073,PROD-043,2026-08-17 04:56:00,Oruro,CAM-05,CHO-022,342,342.0,48,37.8,1,1,1
ORD-2026-02015,CLI-018,PROD-013,2026-08-09 19:27:00,Santa Cruz,CAM-13,CHO-103,70,70.0,72,78.9,0,1,0
ORD-2026-02016,CLI-017,PROD-023,2026-08-21 23:58:00,Tarija,CAM-12,CHO-122,144,144.0,72,46.9,1,1,1
ORD-2026-02017,CLI-036,PROD-015,2026-08-04 08:55:00,La Paz,CAM-09,CHO-039,83,83.0,72,77.2,0,1,0
ORD-2026-02018,CLI-057,PROD-060,2026-08-18 20:40:00,Cochabamba,CAM-08,CHO-069,28,28.0,72,67.6,1,1,1
ORD-2026-02019,CLI-099,PROD-021,2026-08-30 10:05:00,Tarija,CAM-12,CHO-010,161,161.0,24,17.2,1,1,1
ORD-2026-02020,CLI-073,PROD-025,2026-08-04 01:18:00,Cochabamba,CAM-01,CHO-138,17,17.0,72,53.0,1,1,1
ORD-2026-02021,CLI-031,PROD-046,2026-08-05 00:58:00,La Paz,CAM-09,CHO-148,20,20.0,72,59.9,1,1,1
ORD-2026-02022,CLI-012,PROD-035,2026-08-21 01:14:00,La Paz,CAM-28,CHO-137,133,133.0,48,41.9,1,1,1
ORD-2026-02023,CLI-058,PROD-056,2026-08-24 11:21:00,Cochabamba,CAM-01,CHO-058,251,251.0,48,41.5,1,1,1
ORD-2026-02024,CLI-014,PROD-031,2026-08-11 04:17:00,La Paz,CAM-28,CHO-091,273,273.0,48,44.1,1,1,1
ORD-2026-02025,CLI-069,PROD-045,2026-08-21 21:53:00,Cochabamba,CAM-23,CHO-019,305,305.0,48,30.2,1,1,1
ORD-2026-02026,CLI-029,PROD-029,2026-08-14 10:06:00,La Paz,CAM-28,CHO-049,28,28.0,24,23.1,1,1,1
ORD-2026-02027,CLI-052,PROD-036,2026-08-25 12:48:00,Cochabamba,CAM-01,CHO-145,382,382.0,72,59.6,1,1,1
ORD-2026-02028,CLI-069,PROD-017,2026-08-21 09:31:00,Cochabamba,CAM-22,CHO-069,85,85.0,48,41.6,1,1,1
ORD-2026-02029,CLI-039,PROD-049,2026-08-22 06:09:00,Oruro,CAM-05,CHO-032,228,228.0,48,53.4,0,1,0
ORD-2026-02030,CLI-009,PROD-033,2026-08-04 02:11:00,La Paz,CAM-15,CHO-042,480,480.0,48,41.7,1,1,1
ORD-2026-02031,CLI-085,PROD-032,2026-08-01 23:08:00,Oruro,CAM-05,CHO-119,377,377.0,24,20.3,1,1,1
ORD-2026-02032,CLI-002,PROD-048,2026-08-11 11:06:00,Oruro,CAM-07,CHO-110,230,230.0,72,78.1,0,1,0
ORD-2026-02033,CLI-078,PROD-037,2026-08-08 19:21:00,Santa Cruz,CAM-04,CHO-029,480,480.0,24,21.7,1,1,1
ORD-2026-02034,CLI-027,PROD-055,2026-08-03 03:17:00,Oruro,CAM-02,CHO-067,423,423.0,72,53.9,1,1,1
ORD-2026-02035,CLI-006,PROD-013,2026-08-08 06:38:00,Tarija,CAM-12,CHO-008,161,161.0,24,18.6,1,1,1
ORD-2026-02036,CLI-058,PROD-058,2026-08-28 19:17:00,La Paz,CAM-15,CHO-091,378,378.0,24,20.2,1,1,1
ORD-2026-02037,CLI-073,PROD-053,2026-08-27 22:49:00,Santa Cruz,CAM-13,CHO-081,178,178.0,24,23.7,1,1,1
ORD-2026-02038,CLI-019,PROD-008,2026-08-25 05:29:00,Tarija,CAM-12,CHO-008,306,306.0,72,53.7,1,1,1
ORD-2026-02039,CLI-004,PROD-043,2026-08-01 15:54:00,Oruro,CAM-05,CHO-117,221,221.0,48,48.5,0,1,0
ORD-2026-02040,CLI-041,PROD-015,2026-08-26 20:51:00,Oruro,CAM-05,CHO-150,124,124.0,24,17.0,1,1,1
ORD-2026-02041,CLI-085,PROD-057,2026-08-13 00:57:00,Oruro,CAM-07,CHO-032,113,113.0,72,73.8,0,1,0
ORD-2026-02042,CLI-090,PROD-037,2026-08-09 11:18:00,Santa Cruz,CAM-21,CHO-011,24,24.0,48,54.0,0,1,0
ORD-2026-02043,CLI-033,PROD-014,2026-08-25 10:23:00,Santa Cruz,CAM-04,CHO-101,134,134.0,72,78.2,0,1,0
ORD-2026-02044,CLI-073,PROD-039,2026-08-12 13:19:00,Oruro,CAM-07,CHO-032,292,292.0,24,20.2,1,1,1
ORD-2026-02045,CLI-078,PROD-040,2026-08-26 01:51:00,Tarija,CAM-03,CHO-050,490,490.0,72,35.5,1,1,1
ORD-2026-02046,CLI-014,PROD-005,2026-08-15 18:13:00,Santa Cruz,CAM-20,CHO-123,262,262.0,24,18.2,1,1,1
ORD-2026-02047,CLI-070,PROD-044,2026-08-16 16:43:00,Oruro,CAM-24,CHO-117,287,287.0,72,59.2,1,1,1
ORD-2026-02048,CLI-048,PROD-013,2026-08-22 10:11:00,Oruro,CAM-02,CHO-136,268,268.0,48,44.3,1,1,1
ORD-2026-02049,CLI-048,PROD-039,2026-08-16 16:56:00,Santa Cruz,CAM-14,CHO-028,205,205.0,72,73.5,0,1,0
ORD-2026-02050,CLI-017,PROD-006,2026-08-25 02:31:00,Cochabamba,CAM-22,CHO-016,465,465.0,48,27.3,1,1,1
ORD-2026-02051,CLI-054,PROD-021,2026-08-13 16:52:00,Cochabamba,CAM-17,CHO-145,87,87.0,48,43.8,1,1,1
ORD-2026-02052,CLI-099,PROD-030,2026-08-18 07:06:00,Cochabamba,CAM-08,CHO-068,343,343.0,24,22.9,1,1,1
ORD-2026-02053,CLI-097,PROD-025,2026-08-25 19:25:00,Cochabamba,CAM-08,CHO-014,250,250.0,24,17.5,1,1,1
 ord-2026-02054 ,CLI-065,PROD-004,2026-08-15 08:25:00,Tarija,CAM-26,CHO-044,41,41.0,72,62.8,1,1,1
ORD-2026-02055,CLI-067,PROD-048,2026-08-29 08:00:00,Santa Cruz,CAM-14,CHO-114,140,140.0,48,37.3,1,1,1
ORD-2026-02056,CLI-015,PROD-021,2026-08-17 09:08:00,La Paz,CAM-09,CHO-126,150,150.0,24,18.6,1,1,1
ORD-2026-02057,CLI-100,PROD-008,2026-08-02 09:56:00,Cochabamba,CAM-01,CHO-019,265,265.0,72,62.4,1,1,1
ORD-2026-02058,CLI-011,PROD-039,2026-08-12 15:44:00,Cochabamba,CAM-23,CHO-087,321,321.0,48,44.0,1,1,1
ORD-2026-02059,CLI-013,PROD-037,2026-08-13 08:43:00,Santa Cruz,CAM-14,CHO-121,26,26.0,24,21.0,1,1,1
ORD-2026-02060,CLI-095,PROD-001,2026-08-30 21:36:00,Santa Cruz,CAM-13,CHO-114,187,187.0,48,34.7,1,1,1
ORD-2026-02061,CLI-005,PROD-031,2026-08-02 03:02:00,Santa Cruz,CAM-20,CHO-099,457,,24,20.0,1,1,1
ORD-2026-02062,CLI-010,PROD-020,2026-08-16 13:54:00,La Paz,CAM-28,CHO-005,262,262.0,48,32.1,1,1,1
ORD-2026-02063,CLI-099,PROD-028,2026-08-23 21:47:00,Cochabamba,CAM-19,CHO-115,491,491.0,24,20.6,1,1,1
ORD-2026-02064,CLI-072,PROD-060,2026-08-21 14:03:00,Cochabamba,CAM-22,CHO-068,349,349.0,48,61.5,0,1,0
ORD-2026-02065,CLI-016,PROD-037,2026-08-23 21:52:00,Oruro,CAM-24,CHO-144,203,203.0,24,18.4,1,1,1
ORD-2026-02066,CLI-077,PROD-017,2026-08-29 22:35:00,Cochabamba,CAM-23,CHO-065,189,189.0,48,48.5,0,1,0
ORD-2026-02067,CLI-030,PROD-007,2026-08-14 20:06:00,Oruro,CAM-07,CHO-118,128,128.0,72,71.1,1,1,1
ORD-2026-02068,CLI-097,PROD-044,2026-08-11 21:57:00,Cochabamba,CAM-17,CHO-147,101,101.0,24,16.4,1,1,1
