fila_bronze,viaje_id,timestamp_bolivia,clasificacion_objetivo_60min,probabilidad_mlp,prediccion_mlp_umbral_050
5974,VIA-00249,2026-08-22 12:28:00,0,0.024316011,0
5975,VIA-00249,2026-08-22 12:58:00,0,0.025513647,0
5976,VIA-00249,2026-08-22 13:28:00,0,0.018450413,0
6121,VIA-00256,2026-08-21 19:16:00,0,0.03243334,0
6122,VIA-00256,2026-08-21 19:46:00,0,0.023491781,0
6123,VIA-00256,2026-08-21 20:16:00,0,0.018296726,0
6124,VIA-00256,2026-08-21 20:46:00,0,0.014391959,0
6125,VIA-00256,2026-08-21 21:16:00,0,0.025958585,0
6126,VIA-00256,2026-08-21 21:46:00,0,0.0260189,0
6127,VIA-00256,2026-08-21 22:16:00,0,0.021416765,0
6128,VIA-00256,2026-08-21 22:46:00,0,0.046747457,0
6129,VIA-00256,2026-08-21 23:16:00,0,0.03466765,0
6130,VIA-00256,2026-08-21 23:46:00,0,0.043178793,0
6131,VIA-00256,2026-08-22 00:16:00,0,0.051986028,0
6132,VIA-00256,2026-08-22 00:46:00,0,0.051927943,0
6133,VIA-00256,2026-08-22 01:16:00,0,0.059591707,0
6134,VIA-00256,2026-08-22 01:46:00,0,0.08577608,0
6135,VIA-00256,2026-08-22 02:16:00,0,0.07803946,0
6136,VIA-00256,2026-08-22 02:46:00,0,0.03595255,0
6137,VIA-00256,2026-08-22 03:16:00,0,0.04677662,0
6138,VIA-00256,2026-08-22 03:46:00,0,0.059131462,0
6139,VIA-00256,2026-08-22 04:16:00,0,0.038707267,0
6140,VIA-00256,2026-08-22 04:46:00,0,0.047281623,0
6141,VIA-00256,2026-08-22 05:16:00,0,0.027647592,0
6142,VIA-00256,2026-08-22 05:46:00,0,0.021438971,0
6143,VIA-00256,2026-08-22 06:16:00,0,0.018747007,0
6144,VIA-00256,2026-08-22 06:46:00,0,0.014181577,0
6505,VIA-00272,2026-08-25 10:59:00,0,0.028214892,0
6506,VIA-00272,2026-08-25 11:29:00,0,0.010023905,0
6507,VIA-00272,2026-08-25 11:59:00,0,0.012104536,0
6508,VIA-00272,2026-08-25 12:29:00,0,0.009337673,0
6509,VIA-00272,2026-08-25 12:59:00,0,0.006672121,0
6510,VIA-00272,2026-08-25 13:29:00,0,0.014008717,0
6511,VIA-00272,2026-08-25 13:59:00,0,0.017175935,0
6512,VIA-00272,2026-08-25 14:29:00,0,0.019957695,0
6513,VIA-00272,2026-08-25 14:59:00,0,0.0148521615,0
6514,VIA-00272,2026-08-25 15:29:00,0,0.0145192435,0
6515,VIA-00272,2026-08-25 15:59:00,0,0.011499328,0
6516,VIA-00272,2026-08-25 16:29:00,0,0.019384712,0
6517,VIA-00272,2026-08-25 16:59:00,0,0.008246016,0
6518,VIA-00272,2026-08-25 17:29:00,0,0.030227054,0
6519,VIA-00272,2026-08-25 17:59:00,0,0.02627092,0
6520,VIA-00272,2026-08-25 18:29:00,0,0.04560626,0
6521,VIA-00272,2026-08-25 18:59:00,0,0.038151566,0
6522,VIA-00272,2026-08-25 19:29:00,0,0.016778141,0
6523,VIA-00272,2026-08-25 19:59:00,0,0.029836105,0
6524,VIA-00272,2026-08-25 20:29:00,0,0.0128818145,0
6525,VIA-00272,2026-08-25 20:59:00,0,0.024852656,0
6526,VIA-00272,2026-08-25 21:29:00,0,0.0036928111,0
6527,VIA-00272,2026-08-25 21:59:00,0,0.009889987,0
6528,VIA-00272,2026-08-25 22:29:00,0,0.0046696854,0
6745,VIA-00282,2026-08-25 18:34:00,0,0.052401043,0
6746,VIA-00282,2026-08-25 19:04:00,0,0.008195034,0
6747,VIA-00282,2026-08-25 19:34:00,0,0.013400304,0
6748,VIA-00282,2026-08-25 20:04:00,0,0.023987029,0
6749,VIA-00282,2026-08-25 20:34:00,0,0.01827235,0
6750,VIA-00282,2026-08-25 21:04:00,0,0.023312513,0
6751,VIA-00282,2026-08-25 21:34:00,0,0.016399162,0
6752,VIA-00282,2026-08-25 22:04:00,0,0.018534277,0
6753,VIA-00282,2026-08-25 22:34:00,0,0.02267837,0
6754,VIA-00282,2026-08-25 23:04:00,0,0.05580256,0
6755,VIA-00282,2026-08-25 23:34:00,0,0.034333665,0
6756,VIA-00282,2026-08-26 00:04:00,0,0.03762108,0
6757,VIA-00282,2026-08-26 00:34:00,0,0.030612318,0
6758,VIA-00282,2026-08-26 01:04:00,0,0.029011521,0
6759,VIA-00282,2026-08-26 01:34:00,0,0.0365643,0
6760,VIA-00282,2026-08-26 02:04:00,0,0.023883438,0
6761,VIA-00282,2026-08-26 02:34:00,0,0.012180718,0
6762,VIA-00282,2026-08-26 03:04:00,0,0.01738002,0
6763,VIA-00282,2026-08-26 03:34:00,0,0.025365049,0
6764,VIA-00282,2026-08-26 04:04:00,0,0.008050865,0
6765,VIA-00282,2026-08-26 04:34:00,0,0.016132334,0
6766,VIA-00282,2026-08-26 05:04:00,0,0.014257659,0
6767,VIA-00282,2026-08-26 05:34:00,0,0.005202217,0
6768,VIA-00282,2026-08-26 06:04:00,0,0.0019877648,0
6865,VIA-00287,2026-08-21 19:12:00,0,0.02533887,0
6866,VIA-00287,2026-08-21 19:42:00,0,0.0074959905,0
6867,VIA-00287,2026-08-21 20:12:00,0,0.01736217,0
6868,VIA-00287,2026-08-21 20:42:00,0,0.02288225,0
6869,VIA-00287,2026-08-21 21:12:00,0,0.023005169,0
6870,VIA-00287,2026-08-21 21:42:00,0,0.03601958,0
6871,VIA-00287,2026-08-21 22:12:00,0,0.038283207,0
6872,VIA-00287,2026-08-21 22:42:00,0,0.05936756,0
6873,VIA-00287,2026-08-21 23:12:00,0,0.07564109,0
6874,VIA-00287,2026-08-21 23:42:00,0,0.07293034,0
6875,VIA-00287,2026-08-22 00:12:00,0,0.06165108,0
6876,VIA-00287,2026-08-22 00:42:00,0,0.08637934,0
6877,VIA-00287,2026-08-22 01:12:00,0,0.10240494,0
6878,VIA-00287,2026-08-22 01:42:00,0,0.08166983,0
6879,VIA-00287,2026-08-22 02:12:00,0,0.09940124,0
6880,VIA-00287,2026-08-22 02:42:00,0,0.083762184,0
6881,VIA-00287,2026-08-22 03:12:00,0,0.06398328,0
6882,VIA-00287,2026-08-22 03:42:00,0,0.05446153,0
6883,VIA-00287,2026-08-22 04:12:00,0,0.020860685,0
6884,VIA-00287,2026-08-22 04:42:00,0,0.053340618,0
6885,VIA-00287,2026-08-22 05:12:00,0,0.025984192,0
6886,VIA-00287,2026-08-22 05:42:00,0,0.011765468,0
6887,VIA-00287,2026-08-22 06:12:00,0,0.021317178,0
6888,VIA-00287,2026-08-22 06:42:00,0,0.014969878,0
7081,VIA-00296,2026-08-24 17:29:00,0,0.050558764,0
7082,VIA-00296,2026-08-24 17:59:00,0,0.016760906,0
7083,VIA-00296,2026-08-24 18:29:00,0,0.02202979,0
7084,VIA-00296,2026-08-24 18:59:00,0,0.027862241,0
7085,VIA-00296,2026-08-24 19:29:00,0,0.032630555,0
7086,VIA-00296,2026-08-24 19:59:00,0,0.039831486,0
7087,VIA-00296,2026-08-24 20:29:00,0,0.048958275,0
7088,VIA-00296,2026-08-24 20:59:00,0,0.07588958,0
7089,VIA-00296,2026-08-24 21:29:00,0,0.07245752,0
7090,VIA-00296,2026-08-24 21:59:00,0,0.06297688,0
7091,VIA-00296,2026-08-24 22:29:00,0,0.06763462,0
7092,VIA-00296,2026-08-24 22:59:00,0,0.08039444,0
7093,VIA-00296,2026-08-24 23:29:00,0,0.054181743,0
7094,VIA-00296,2026-08-24 23:59:00,0,0.050942704,0
7095,VIA-00296,2026-08-25 00:29:00,0,0.04061654,0
7096,VIA-00296,2026-08-25 00:59:00,0,0.032051496,0
7097,VIA-00296,2026-08-25 01:29:00,0,0.03574773,0
7098,VIA-00296,2026-08-25 01:59:00,0,0.024853097,0
7099,VIA-00296,2026-08-25 02:29:00,0,0.02113046,0
7100,VIA-00296,2026-08-25 02:59:00,0,0.018481327,0
7101,VIA-00296,2026-08-25 03:29:00,0,0.014562091,0
7102,VIA-00296,2026-08-25 03:59:00,0,0.010270464,0
7103,VIA-00296,2026-08-25 04:29:00,0,0.010273169,0
7104,VIA-00296,2026-08-25 04:59:00,0,0.007662999,0
7129,VIA-00298,2026-08-21 04:49:00,0,0.043604717,0
7130,VIA-00298,2026-08-21 05:19:00,0,0.020389289,0
7131,VIA-00298,2026-08-21 05:49:00,0,0.022136843,0
7132,VIA-00298,2026-08-21 06:19:00,0,0.018728174,0
7133,VIA-00298,2026-08-21 06:49:00,0,0.008791145,0
7134,VIA-00298,2026-08-21 07:19:00,0,0.02160198,0
7135,VIA-00298,2026-08-21 07:49:00,0,0.026452176,0
7136,VIA-00298,2026-08-21 08:19:00,0,0.02992215,0
7137,VIA-00298,2026-08-21 08:49:00,0,0.016717844,0
7138,VIA-00298,2026-08-21 09:19:00,0,0.02087834,0
7139,VIA-00298,2026-08-21 09:49:00,0,0.026330328,0
7140,VIA-00298,2026-08-21 10:19:00,0,0.024621822,0
7141,VIA-00298,2026-08-21 10:49:00,0,0.035902407,0
7142,VIA-00298,2026-08-21 11:19:00,0,0.018005153,0
7143,VIA-00298,2026-08-21 11:49:00,0,0.019841732,0
7144,VIA-00298,2026-08-21 12:19:00,0,0.017101796,0
7145,VIA-00298,2026-08-21 12:49:00,0,0.01735593,0
7146,VIA-00298,2026-08-21 13:19:00,0,0.014399406,0
7147,VIA-00298,2026-08-21 13:49:00,0,0.015634362,0
7148,VIA-00298,2026-08-21 14:19:00,0,0.0068056965,0
7149,VIA-00298,2026-08-21 14:49:00,0,0.012566965,0
7150,VIA-00298,2026-08-21 15:19:00,0,0.0051321103,0
7151,VIA-00298,2026-08-21 15:49:00,0,0.007951956,0
7152,VIA-00298,2026-08-21 16:19:00,0,0.004333738,0
7297,VIA-00305,2026-08-23 08:01:00,0,0.046275824,0
7298,VIA-00305,2026-08-23 08:31:00,0,0.008123399,0
7299,VIA-00305,2026-08-23 09:01:00,0,0.02324315,0
7300,VIA-00305,2026-08-23 09:31:00,0,0.017021898,0
7301,VIA-00305,2026-08-23 10:01:00,0,0.013303172,0
7302,VIA-00305,2026-08-23 10:31:00,0,0.023341378,0
7303,VIA-00305,2026-08-23 11:01:00,0,0.021418404,0
7304,VIA-00305,2026-08-23 11:31:00,0,0.0156213,0
7305,VIA-00305,2026-08-23 12:01:00,0,0.014957678,0
7306,VIA-00305,2026-08-23 12:31:00,0,0.013655223,0
7307,VIA-00305,2026-08-23 13:01:00,0,0.029021505,0
7308,VIA-00305,2026-08-23 13:31:00,0,0.023799287,0
7309,VIA-00305,2026-08-23 14:01:00,0,0.030845135,0
7310,VIA-00305,2026-08-23 14:31:00,0,0.045997877,0
7311,VIA-00305,2026-08-23 15:01:00,0,0.012118372,0
7312,VIA-00305,2026-08-23 15:31:00,0,0.009235552,0
7313,VIA-00305,2026-08-23 16:01:00,0,0.009418033,0
7314,VIA-00305,2026-08-23 16:31:00,0,0.018722745,0
7315,VIA-00305,2026-08-23 17:01:00,0,0.003648016,0
7316,VIA-00305,2026-08-23 17:31:00,0,0.009380636,0
7317,VIA-00305,2026-08-23 18:01:00,0,0.0034355428,0
7318,VIA-00305,2026-08-23 18:31:00,0,0.0022819594,0
7319,VIA-00305,2026-08-23 19:01:00,0,0.0027571055,0
7320,VIA-00305,2026-08-23 19:31:00,0,0.0010986447,0
7513,VIA-00314,2026-08-23 19:19:00,0,0.03159216,0
7514,VIA-00314,2026-08-23 19:49:00,0,0.020359946,0
7515,VIA-00314,2026-08-23 20:19:00,0,0.008140579,0
7516,VIA-00314,2026-08-23 20:49:00,0,0.018308679,0
7517,VIA-00314,2026-08-23 21:19:00,0,0.02354873,0
7518,VIA-00314,2026-08-23 21:49:00,0,0.013689972,0
7519,VIA-00314,2026-08-23 22:19:00,0,0.020024715,0
7520,VIA-00314,2026-08-23 22:49:00,0,0.03008059,0
7521,VIA-00314,2026-08-23 23:19:00,0,0.02598505,0
7522,VIA-00314,2026-08-23 23:49:00,0,0.028329205,0
7523,VIA-00314,2026-08-24 00:19:00,0,0.029130096,0
7524,VIA-00314,2026-08-24 00:49:00,0,0.019359928,0
7525,VIA-00314,2026-08-24 01:19:00,0,0.028438617,0
7526,VIA-00314,2026-08-24 01:49:00,0,0.033824097,0
7527,VIA-00314,2026-08-24 02:19:00,0,0.034667127,0
7528,VIA-00314,2026-08-24 02:49:00,0,0.022079041,0
7529,VIA-00314,2026-08-24 03:19:00,0,0.021124423,0
7530,VIA-00314,2026-08-24 03:49:00,0,0.0125971725,0
7531,VIA-00314,2026-08-24 04:19:00,0,0.016302347,0
7532,VIA-00314,2026-08-24 04:49:00,0,0.011758862,0
7533,VIA-00314,2026-08-24 05:19:00,0,0.012282921,0
7534,VIA-00314,2026-08-24 05:49:00,0,0.0036124452,0
7535,VIA-00314,2026-08-24 06:19:00,0,0.004230468,0
7536,VIA-00314,2026-08-24 06:49:00,0,0.0028757793,0
7537,VIA-00315,2026-08-21 01:17:00,1,0.038968608,0
7538,VIA-00315,2026-08-21 01:47:00,1,0.016136905,0
7539,VIA-00315,2026-08-21 02:17:00,0,0.0726475,0
7540,VIA-00315,2026-08-21 02:47:00,0,0.06385765,0
7541,VIA-00315,2026-08-21 03:17:00,0,0.021426909,0
7542,VIA-00315,2026-08-21 03:47:00,0,0.015485987,0
7543,VIA-00315,2026-08-21 04:17:00,0,0.020752382,0
7544,VIA-00315,2026-08-21 04:47:00,0,0.021040315,0
7545,VIA-00315,2026-08-21 05:17:00,0,0.022476166,0
7546,VIA-00315,2026-08-21 05:47:00,0,0.023947319,0
7547,VIA-00315,2026-08-21 06:17:00,0,0.017925922,0
7548,VIA-00315,2026-08-21 06:47:00,0,0.018470509,0
7549,VIA-00315,2026-08-21 07:17:00,0,0.06346816,0
7550,VIA-00315,2026-08-21 07:47:00,0,0.09416124,0
7551,VIA-00315,2026-08-21 08:17:00,0,0.027208995,0
7552,VIA-00315,2026-08-21 08:47:00,0,0.014232845,0
7553,VIA-00315,2026-08-21 09:17:00,0,0.016509745,0
7554,VIA-00315,2026-08-21 09:47:00,0,0.013904406,0
7555,VIA-00315,2026-08-21 10:17:00,0,0.0062339874,0
7556,VIA-00315,2026-08-21 10:47:00,0,0.004420573,0
7557,VIA-00315,2026-08-21 11:17:00,0,0.0069897147,0
7558,VIA-00315,2026-08-21 11:47:00,0,0.011313552,0
7559,VIA-00315,2026-08-21 12:17:00,0,0.004927266,0
7560,VIA-00315,2026-08-21 12:47:00,0,0.0059221555,0
7609,VIA-00318,2026-08-23 22:46:00,0,0.02413949,0
7610,VIA-00318,2026-08-23 23:16:00,0,0.01096316,0
7611,VIA-00318,2026-08-23 23:46:00,0,0.015163898,0
7612,VIA-00318,2026-08-24 00:16:00,0,0.015211525,0
7613,VIA-00318,2026-08-24 00:46:00,0,0.01891025,0
7614,VIA-00318,2026-08-24 01:16:00,0,0.045444276,0
7615,VIA-00318,2026-08-24 01:46:00,0,0.044987112,0
7616,VIA-00318,2026-08-24 02:16:00,0,0.055986047,0
7617,VIA-00318,2026-08-24 02:46:00,0,0.0473517,0
7618,VIA-00318,2026-08-24 03:16:00,0,0.08032199,0
7619,VIA-00318,2026-08-24 03:46:00,0,0.1522982,0
7620,VIA-00318,2026-08-24 04:16:00,0,0.14678256,0
7621,VIA-00318,2026-08-24 04:46:00,0,0.14556347,0
7622,VIA-00318,2026-08-24 05:16:00,0,0.14864902,0
7623,VIA-00318,2026-08-24 05:46:00,0,0.13829215,0
7624,VIA-00318,2026-08-24 06:16:00,0,0.10350843,0
7625,VIA-00318,2026-08-24 06:46:00,0,0.11311308,0
7626,VIA-00318,2026-08-24 07:16:00,0,0.062124398,0
7627,VIA-00318,2026-08-24 07:46:00,0,0.063365914,0
7628,VIA-00318,2026-08-24 08:16:00,0,0.047210425,0
7629,VIA-00318,2026-08-24 08:46:00,0,0.046315506,0
7630,VIA-00318,2026-08-24 09:16:00,0,0.0457383,0
7631,VIA-00318,2026-08-24 09:46:00,0,0.017433481,0
7632,VIA-00318,2026-08-24 10:16:00,0,0.02878737,0
7705,VIA-00322,2026-08-22 05:45:00,0,0.0393146,0
7706,VIA-00322,2026-08-22 06:15:00,0,0.03270137,0
7707,VIA-00322,2026-08-22 06:45:00,0,0.04272596,0
7708,VIA-00322,2026-08-22 07:15:00,0,0.037444863,0
7709,VIA-00322,2026-08-22 07:45:00,0,0.019334633,0
7710,VIA-00322,2026-08-22 08:15:00,0,0.028658826,0
7711,VIA-00322,2026-08-22 08:45:00,0,0.034308758,0
7712,VIA-00322,2026-08-22 09:15:00,0,0.02211819,0
7713,VIA-00322,2026-08-22 09:45:00,0,0.031160466,0
7714,VIA-00322,2026-08-22 10:15:00,0,0.018499605,0
7715,VIA-00322,2026-08-22 10:45:00,0,0.02408182,0
7716,VIA-00322,2026-08-22 11:15:00,0,0.013061678,0
7717,VIA-00322,2026-08-22 11:45:00,0,0.0269022,0
7718,VIA-00322,2026-08-22 12:15:00,0,0.009003338,0
7719,VIA-00322,2026-08-22 12:45:00,0,0.011199499,0
7720,VIA-00322,2026-08-22 13:15:00,0,0.006602222,0
7721,VIA-00322,2026-08-22 13:45:00,0,0.008391623,0
7722,VIA-00322,2026-08-22 14:15:00,0,0.0050479188,0
7723,VIA-00322,2026-08-22 14:45:00,0,0.0073495517,0
7724,VIA-00322,2026-08-22 15:15:00,0,0.0029596952,0
7725,VIA-00322,2026-08-22 15:45:00,0,0.0028001643,0
7726,VIA-00322,2026-08-22 16:15:00,0,0.0016071345,0
7727,VIA-00322,2026-08-22 16:45:00,0,0.001730587,0
7728,VIA-00322,2026-08-22 17:15:00,0,0.0009436071,0
8065,VIA-00337,2026-08-21 18:31:00,0,0.04592213,0
8066,VIA-00337,2026-08-21 19:01:00,0,0.006566924,0
8067,VIA-00337,2026-08-21 19:31:00,0,0.021902023,0
8068,VIA-00337,2026-08-21 20:01:00,0,0.025729759,0
8069,VIA-00337,2026-08-21 20:31:00,0,0.036004696,0
8070,VIA-00337,2026-08-21 21:01:00,0,0.015051315,0
8071,VIA-00337,2026-08-21 21:31:00,0,0.031647965,0
8072,VIA-00337,2026-08-21 22:01:00,0,0.01991241,0
8073,VIA-00337,2026-08-21 22:31:00,0,0.05067872,0
8074,VIA-00337,2026-08-21 23:01:00,0,0.009089519,0
8075,VIA-00337,2026-08-21 23:31:00,0,0.03941957,0
8076,VIA-00337,2026-08-22 00:01:00,0,0.026808329,0
8077,VIA-00337,2026-08-22 00:31:00,0,0.018617712,0
8078,VIA-00337,2026-08-22 01:01:00,0,0.011891675,0
8079,VIA-00337,2026-08-22 01:31:00,0,0.008759731,0
8080,VIA-00337,2026-08-22 02:01:00,0,0.008166929,0
8081,VIA-00337,2026-08-22 02:31:00,0,0.010190569,0
8082,VIA-00337,2026-08-22 03:01:00,0,0.0092769535,0
8083,VIA-00337,2026-08-22 03:31:00,0,0.005476092,0
8084,VIA-00337,2026-08-22 04:01:00,0,0.0064585307,0
8085,VIA-00337,2026-08-22 04:31:00,0,0.008165481,0
8086,VIA-00337,2026-08-22 05:01:00,0,0.007810274,0
8087,VIA-00337,2026-08-22 05:31:00,0,0.0029284258,0
8088,VIA-00337,2026-08-22 06:01:00,0,0.0016537288,0
8089,VIA-00338,2026-08-22 05:28:00,0,0.039307237,0
8090,VIA-00338,2026-08-22 05:58:00,0,0.013964971,0
8091,VIA-00338,2026-08-22 06:28:00,0,0.035255674,0
8092,VIA-00338,2026-08-22 06:58:00,0,0.023853343,0
8093,VIA-00338,2026-08-22 07:28:00,0,0.01595808,0
8094,VIA-00338,2026-08-22 07:58:00,0,0.024475735,0
8095,VIA-00338,2026-08-22 08:28:00,0,0.052071657,0
8096,VIA-00338,2026-08-22 08:58:00,0,0.05549314,0
8097,VIA-00338,2026-08-22 09:28:00,0,0.04622131,0
8098,VIA-00338,2026-08-22 09:58:00,0,0.023091093,0
8099,VIA-00338,2026-08-22 10:28:00,0,0.042631198,0
8100,VIA-00338,2026-08-22 10:58:00,0,0.03083369,0
8101,VIA-00338,2026-08-22 11:28:00,0,0.026985375,0
8102,VIA-00338,2026-08-22 11:58:00,0,0.010189857,0
8103,VIA-00338,2026-08-22 12:28:00,0,0.016008725,0
8104,VIA-00338,2026-08-22 12:58:00,0,0.0116525935,0
8105,VIA-00338,2026-08-22 13:28:00,0,0.00832149,0
8106,VIA-00338,2026-08-22 13:58:00,0,0.008319148,0
8107,VIA-00338,2026-08-22 14:28:00,0,0.0050384486,0
8108,VIA-00338,2026-08-22 14:58:00,0,0.004378782,0
8109,VIA-00338,2026-08-22 15:28:00,0,0.0031685822,0
8110,VIA-00338,2026-08-22 15:58:00,0,0.0019243272,0
8111,VIA-00338,2026-08-22 16:28:00,0,0.0017656854,0
8112,VIA-00338,2026-08-22 16:58:00,0,0.0011127901,0
8713,VIA-00364,2026-08-21 02:41:00,0,0.039322976,0
8714,VIA-00364,2026-08-21 03:11:00,0,0.022501092,0
8715,VIA-00364,2026-08-21 03:41:00,0,0.038472965,0
8716,VIA-00364,2026-08-21 04:11:00,0,0.05288166,0
8717,VIA-00364,2026-08-21 04:41:00,0,0.12515378,0
8718,VIA-00364,2026-08-21 05:11:00,0,0.079733886,0
8719,VIA-00364,2026-08-21 05:41:00,0,0.08967024,0
8720,VIA-00364,2026-08-21 06:11:00,0,0.12326889,0
8721,VIA-00364,2026-08-21 06:41:00,0,0.13904737,0
8722,VIA-00364,2026-08-21 07:11:00,0,0.10178903,0
8723,VIA-00364,2026-08-21 07:41:00,0,0.07795662,0
8724,VIA-00364,2026-08-21 08:11:00,0,0.10028651,0
8725,VIA-00364,2026-08-21 08:41:00,0,0.0480695,0
8726,VIA-00364,2026-08-21 09:11:00,0,0.051286474,0
8727,VIA-00364,2026-08-21 09:41:00,0,0.04466376,0
8728,VIA-00364,2026-08-21 10:11:00,0,0.030725043,0
8729,VIA-00364,2026-08-21 10:41:00,0,0.031164845,0
8730,VIA-00364,2026-08-21 11:11:00,0,0.02145852,0
8731,VIA-00364,2026-08-21 11:41:00,0,0.020409511,0
8732,VIA-00364,2026-08-21 12:11:00,0,0.013349895,0
8733,VIA-00364,2026-08-21 12:41:00,0,0.011671182,0
8734,VIA-00364,2026-08-21 13:11:00,0,0.008043058,0
8735,VIA-00364,2026-08-21 13:41:00,0,0.0076426547,0
8736,VIA-00364,2026-08-21 14:11:00,0,0.0060413377,0
8929,VIA-00373,2026-08-25 11:51:00,0,0.051091954,0
8930,VIA-00373,2026-08-25 12:21:00,0,0.0050729983,0
8931,VIA-00373,2026-08-25 12:51:00,0,0.03973993,0
8932,VIA-00373,2026-08-25 13:21:00,0,0.028253607,0
8933,VIA-00373,2026-08-25 13:51:00,0,0.01636385,0
8934,VIA-00373,2026-08-25 14:21:00,0,0.029297324,0
8935,VIA-00373,2026-08-25 14:51:00,0,0.032254104,0
8936,VIA-00373,2026-08-25 15:21:00,0,0.025577486,0
8937,VIA-00373,2026-08-25 15:51:00,0,0.0075564473,0
8938,VIA-00373,2026-08-25 16:21:00,0,0.02618596,0
8939,VIA-00373,2026-08-25 16:51:00,0,0.023000358,0
8940,VIA-00373,2026-08-25 17:21:00,0,0.014553964,0
8941,VIA-00373,2026-08-25 17:51:00,0,0.03260937,0
8942,VIA-00373,2026-08-25 18:21:00,0,0.016341278,0
8943,VIA-00373,2026-08-25 18:51:00,0,0.015711391,0
8944,VIA-00373,2026-08-25 19:21:00,0,0.016522208,0
8945,VIA-00373,2026-08-25 19:51:00,0,0.012480427,0
8946,VIA-00373,2026-08-25 20:21:00,0,0.0060924576,0
8947,VIA-00373,2026-08-25 20:51:00,0,0.0068561044,0
8948,VIA-00373,2026-08-25 21:21:00,0,0.004725583,0
8949,VIA-00373,2026-08-25 21:51:00,0,0.0035598166,0
8950,VIA-00373,2026-08-25 22:21:00,0,0.0028862322,0
8951,VIA-00373,2026-08-25 22:51:00,0,0.0032408498,0
8952,VIA-00373,2026-08-25 23:21:00,0,0.0015826923,0
9265,VIA-00387,2026-08-24 22:29:00,0,0.033939302,0
9266,VIA-00387,2026-08-24 22:59:00,0,0.010039011,0
9267,VIA-00387,2026-08-24 23:29:00,0,0.018013863,0
9268,VIA-00387,2026-08-24 23:59:00,0,0.015464438,0
9269,VIA-00387,2026-08-25 00:29:00,0,0.016709551,0
9270,VIA-00387,2026-08-25 00:59:00,0,0.020835873,0
9271,VIA-00387,2026-08-25 01:29:00,0,0.023362791,0
9272,VIA-00387,2026-08-25 01:59:00,0,0.020060735,0
9273,VIA-00387,2026-08-25 02:29:00,0,0.021552285,0
9274,VIA-00387,2026-08-25 02:59:00,0,0.01799271,0
9275,VIA-00387,2026-08-25 03:29:00,1,0.021657817,0
9276,VIA-00387,2026-08-25 03:59:00,1,0.067515455,0
9277,VIA-00387,2026-08-25 04:29:00,1,0.8870369,1
9278,VIA-00387,2026-08-25 04:59:00,1,0.48343742,0
9279,VIA-00387,2026-08-25 05:29:00,0,0.46650115,0
9280,VIA-00387,2026-08-25 05:59:00,0,0.009604874,0
9281,VIA-00387,2026-08-25 06:29:00,0,0.006670662,0
9282,VIA-00387,2026-08-25 06:59:00,0,0.005777721,0
9283,VIA-00387,2026-08-25 07:29:00,0,0.011347123,0
9284,VIA-00387,2026-08-25 07:59:00,0,0.0025962617,0
9285,VIA-00387,2026-08-25 08:29:00,0,0.0052935127,0
9286,VIA-00387,2026-08-25 08:59:00,0,0.002733243,0
9287,VIA-00387,2026-08-25 09:29:00,0,0.001088825,0
9288,VIA-00387,2026-08-25 09:59:00,0,0.0019257693,0
9457,VIA-00395,2026-08-24 16:58:00,0,0.03147409,0
9458,VIA-00395,2026-08-24 17:28:00,0,0.033544816,0
9459,VIA-00395,2026-08-24 17:58:00,0,0.018719923,0
9460,VIA-00395,2026-08-24 18:28:00,0,0.02200995,0
9461,VIA-00395,2026-08-24 18:58:00,0,0.023841253,0
9462,VIA-00395,2026-08-24 19:28:00,0,0.0191741,0
9463,VIA-00395,2026-08-24 19:58:00,0,0.021854067,0
9464,VIA-00395,2026-08-24 20:28:00,0,0.014727347,0
9465,VIA-00395,2026-08-24 20:58:00,0,0.02324315,0
9466,VIA-00395,2026-08-24 21:28:00,0,0.02331929,0
9467,VIA-00395,2026-08-24 21:58:00,0,0.034031667,0
9468,VIA-00395,2026-08-24 22:28:00,0,0.025004433,0
9469,VIA-00395,2026-08-24 22:58:00,0,0.019287242,0
9470,VIA-00395,2026-08-24 23:28:00,0,0.018516095,0
9471,VIA-00395,2026-08-24 23:58:00,0,0.017596506,0
9472,VIA-00395,2026-08-25 00:28:00,0,0.027488222,0
9473,VIA-00395,2026-08-25 00:58:00,0,0.008859325,0
9474,VIA-00395,2026-08-25 01:28:00,0,0.005861756,0
9475,VIA-00395,2026-08-25 01:58:00,0,0.006100042,0
9476,VIA-00395,2026-08-25 02:28:00,0,0.01212468,0
9477,VIA-00395,2026-08-25 02:58:00,0,0.00524479,0
9478,VIA-00395,2026-08-25 03:28:00,0,0.0063350117,0
9479,VIA-00395,2026-08-25 03:58:00,0,0.0022484332,0
9480,VIA-00395,2026-08-25 04:28:00,0,0.001452289,0
9817,VIA-00410,2026-08-21 17:45:00,0,0.0311663,0
9818,VIA-00410,2026-08-21 18:15:00,0,0.009995601,0
9819,VIA-00410,2026-08-21 18:45:00,0,0.014840095,0
9820,VIA-00410,2026-08-21 19:15:00,0,0.010646473,0
9821,VIA-00410,2026-08-21 19:45:00,0,0.0152061125,0
9822,VIA-00410,2026-08-21 20:15:00,0,0.015716797,0
9823,VIA-00410,2026-08-21 20:45:00,1,0.017777333,0
9824,VIA-00410,2026-08-21 21:15:00,1,0.0168837,0
9825,VIA-00410,2026-08-21 21:45:00,1,0.4302584,0
