fila_bronze,order_id,cliente_id,producto_id,fecha_despacho,centro_distribucion,camion_id,chofer_id,cantidad_solicitada,cantidad_entregada,tiempo_entrega_prometido_hrs,tiempo_entrega_real_hrs,otif_on_time,otif_in_full,otif,columnas_con_problemas,en_cuarentena
1101,ORD-2026-01101,CLI-080,PROD-009,2026-08-03 22:39:00,Santa Cruz,CAM-18,CHO-070,14,14.0,48,46.9,1,1,1,,False
1102,ORD-2026-01102,CLI-071,PROD-032,2026-08-11 15:41:00,Cochabamba,CAM-08,CHO-124,85,85.0,24,22.0,1,1,1,,False
1103,ORD-2026-01103,CLI-055,PROD-045,2026-08-17 03:35:00,Cochabamba,CAM-22,CHO-033,232,232.0,48,36.1,1,1,1,,False
1104,ORD-2026-01104,CLI-048,PROD-023,2026-08-03 08:21:00,Cochabamba,CAM-23,CHO-116,198,198.0,24,22.8,1,1,1,,False
1105,ORD-2026-01105,CLI-081,PROD-012,2026-08-27 02:17:00,La Paz,CAM-28,CHO-057,288,278.0,48,42.6,1,0,0,,False
1106,ORD-2026-01106,CLI-100,PROD-045,2026-08-08 18:06:00,Cochabamba,CAM-08,CHO-068,342,342.0,48,49.3,0,1,0,,False
1107,ORD-2026-01107,CLI-080,PROD-058,2026-08-15 13:14:00,La Paz,CAM-09,CHO-007,287,271.0,72,37.9,1,0,0,,False
1108,ORD-2026-01108,CLI-045,PROD-023,2026-08-24 09:47:00,Santa Cruz,CAM-14,CHO-020,111,111.0,48,39.4,1,1,1,,False
1109,ORD-2026-01109,CLI-063,PROD-026,2026-08-11 04:03:00,Santa Cruz,CAM-20,CHO-109,427,427.0,48,41.6,1,1,1,,False
1110,ORD-2026-01110,CLI-039,PROD-042,2026-08-20 18:55:00,Tarija,CAM-26,CHO-010,212,212.0,48,49.4,0,1,0,,False
1111,ORD-2026-01111,CLI-061,PROD-017,2026-08-26 18:06:00,Oruro,CAM-05,CHO-038,385,385.0,24,21.8,1,1,1,,False
1112,ORD-2026-01112,CLI-058,PROD-001,2026-08-01 13:49:00,Cochabamba,CAM-01,CHO-140,188,188.0,48,28.7,1,1,1,,False
1113,ORD-2026-01113,CLI-085,PROD-048,2026-08-25 08:41:00,Santa Cruz,CAM-25,CHO-081,309,309.0,24,24.2,0,1,0,,False
1114,ORD-2026-01114,CLI-081,PROD-049,2026-08-09 01:30:00,Oruro,CAM-05,CHO-067,100,100.0,24,22.4,1,1,1,,False
1115,ORD-2026-01115,CLI-082,PROD-012,2026-08-30 01:20:00,Cochabamba,CAM-08,CHO-145,28,28.0,24,23.4,1,1,1,,False
1116,ORD-2026-01116,CLI-020,PROD-042,2026-08-03 02:14:00,Tarija,CAM-12,CHO-015,302,302.0,24,8.4,1,1,1,,False
1117,ORD-2026-01117,CLI-100,PROD-036,2026-08-18 05:37:00,Cochabamba,CAM-23,CHO-094,53,53.0,48,34.4,1,1,1,,False
1118,ORD-2026-01118,CLI-093,PROD-026,2026-08-19 07:58:00,Oruro,CAM-02,CHO-003,471,471.0,72,72.7,0,1,0,,False
1119,ORD-2026-01119,CLI-019,PROD-057,2026-08-02 06:57:00,Cochabamba,CAM-19,CHO-140,308,308.0,48,42.6,1,1,1,,False
1120,ORD-2026-01120,CLI-093,PROD-035,2026-08-26 03:02:00,Santa Cruz,CAM-14,CHO-104,341,341.0,24,20.7,1,1,1,,False
1121,ORD-2026-01121,CLI-063,PROD-036,2026-08-20 22:08:00,Cochabamba,CAM-23,CHO-006,63,63.0,24,21.0,1,1,1,,False
1122,ORD-2026-01122,CLI-089,PROD-019,2026-08-04 00:20:00,Cochabamba,CAM-22,CHO-145,33,33.0,24,19.0,1,1,1,,False
1123,ORD-2026-01123,CLI-096,PROD-019,2026-08-09 06:51:00,Tarija,CAM-12,CHO-031,345,345.0,24,24.1,0,1,0,,False
1124,ORD-2026-01124,CLI-095,PROD-006,2026-08-16 03:50:00,Tarija,CAM-03,CHO-026,393,393.0,24,14.8,1,1,1,,False
1125,ORD-2026-01125,CLI-066,PROD-017,2026-08-23 22:30:00,Cochabamba,CAM-23,CHO-090,81,81.0,72,56.7,1,1,1,,False
1126,ORD-2026-01126,CLI-065,PROD-044,2026-08-18 01:37:00,La Paz,CAM-27,CHO-027,393,393.0,72,54.4,1,1,1,,False
1127,ORD-2026-01127,CLI-007,PROD-006,2026-08-04 18:00:00,Tarija,CAM-03,CHO-082,446,446.0,48,22.2,1,1,1,,False
1128,ORD-2026-01128,CLI-078,PROD-026,2026-08-21 23:52:00,Oruro,CAM-24,CHO-136,231,231.0,24,23.2,1,1,1,,False
1129,ORD-2026-01129,CLI-059,PROD-024,2026-08-03 18:42:00,Santa Cruz,CAM-04,CHO-106,459,459.0,48,37.8,1,1,1,,False
1130,ORD-2026-01130,CLI-046,PROD-026,2026-08-09 14:53:00,La Paz,CAM-15,CHO-063,91,91.0,48,17.1,1,1,1,,False
1131,ORD-2026-01131,CLI-071,PROD-012,2026-08-06 23:59:00,Oruro,CAM-05,CHO-051,260,,48,46.9,1,1,1,cantidad_entregada,True
1132,ORD-2026-01132,CLI-088,PROD-047,2026-08-21 08:30:00,Cochabamba,CAM-17,CHO-145,41,41.0,48,33.7,1,1,1,,False
1133,ORD-2026-01133,CLI-026,PROD-060,2026-08-21 22:49:00,La Paz,CAM-28,CHO-007,89,89.0,48,54.8,0,1,0,,False
1134,ORD-2026-01134,CLI-066, prod-036 ,2026-08-22 23:58:00,La Paz,CAM-28,CHO-093,242,242.0,48,46.2,1,1,1,producto_id,True
1135,ORD-2026-01135,CLI-014,PROD-053,2026-08-24 22:25:00,La Paz,CAM-28,CHO-107,98,98.0,48,48.0,1,1,1,,False
1136,ORD-2026-01136,CLI-097,PROD-037,2026-08-14 07:11:00,Tarija,CAM-12,CHO-132,413,413.0,72,61.0,1,1,1,,False
1137,ORD-2026-01137,CLI-032,PROD-049,2026-08-06 07:44:00,Oruro,CAM-05,CHO-150,457,457.0,48,28.1,1,1,1,,False
1138,ORD-2026-01138,CLI-090,PROD-053,2026-08-16 12:28:00,Tarija,CAM-03,CHO-061,305,305.0,72,76.1,0,1,0,,False
1139,ORD-2026-01139,CLI-032,PROD-052,2026-08-17 09:49:00,La Paz,CAM-09,CHO-064,287,287.0,72,77.2,0,1,0,,False
1140,ORD-2026-01140,CLI-084,PROD-023,2026-08-20 21:45:00,La Paz,CAM-09,CHO-084,102,102.0,24,19.4,1,1,1,,False
1141,ORD-2026-01141,CLI-004,PROD-013,2026-08-08 05:12:00,Oruro,CAM-05,CHO-110,359,359.0,48,35.2,1,1,1,,False
1142,ORD-2026-01142,CLI-077,PROD-052,2026-08-15 16:08:00,Oruro,CAM-05,CHO-119,116,116.0,48,45.8,1,1,1,,False
1143,ORD-2026-01143,CLI-022,PROD-017,2026-08-23 18:10:00,Oruro,CAM-05,CHO-067,382,382.0,24,21.4,1,1,1,,False
1144,ORD-2026-01144,CLI-076,PROD-030,2026-08-14 09:01:00,Tarija,CAM-03,CHO-012,488,488.0,48,43.3,1,1,1,,False
1145,ORD-2026-01145,CLI-091,PROD-028,2026-08-28 22:08:00,Oruro,CAM-02,CHO-032,413,413.0,48,47.8,1,1,1,,False
1146,ORD-2026-01146,CLI-085,PROD-022,2026-08-26 11:26:00,La Paz,CAM-09,CHO-057,374,374.0,48,25.2,1,1,1,,False
1147,ORD-2026-01147,CLI-065,PROD-019,2026-08-17 07:46:00,Oruro,CAM-05,CHO-067,401,401.0,72,91.1,0,1,0,,False
1148,ORD-2026-01148,CLI-070,PROD-001,2026-08-15 10:42:00,Cochabamba,CAM-22,CHO-089,327,327.0,72,81.9,0,1,0,,False
1149,ORD-2026-01149,CLI-002,PROD-018,2026-08-16 01:20:00,La Paz,CAM-30,CHO-091,45,45.0,48,40.5,1,1,1,,False
1150,ORD-2026-01150,CLI-038,PROD-040,2026-08-27 07:59:00,Cochabamba,CAM-23,CHO-058,463,463.0,72,75.2,0,1,0,,False
1151,ORD-2026-01151,CLI-023,PROD-007,2026-08-14 14:48:00,La Paz,CAM-27,CHO-064,10,10.0,24,21.0,1,1,1,,False
1152,ORD-2026-01152,CLI-047,PROD-051,2026-08-08 03:11:00,Oruro,CAM-05,CHO-098,340,340.0,72,62.8,1,1,1,,False
1153,ORD-2026-01153,CLI-028,PROD-003,2026-08-05 21:41:00,Tarija,CAM-03,CHO-050,66,66.0,24,16.7,1,1,1,,False
1154,ORD-2026-01154,CLI-098,PROD-030,2026-08-22 14:29:00,La Paz,CAM-15,CHO-083,371,371.0,72,53.4,1,1,1,,False
1155,ORD-2026-01155,CLI-032,PROD-054,2026-08-03 08:38:00,La Paz,CAM-09,CHO-139,86,86.0,24,18.6,1,1,1,,False
1156,ORD-2026-01156,CLI-040,PROD-003,2026-08-16 23:35:00,Oruro,CAM-05,CHO-067,111,111.0,72,52.9,1,1,1,,False
1157,ORD-2026-01157,CLI-065,PROD-029,2026-08-13 20:55:00,Tarija,CAM-12,CHO-088,32,32.0,24,22.6,1,1,1,,False
1158,ORD-2026-01158,CLI-009,PROD-029,2026-08-20 13:57:00,Tarija,CAM-12,CHO-012,413,413.0,48,45.7,1,1,1,,False
1159,ORD-2026-01159,CLI-016,PROD-008,2026-08-05 19:54:00,Tarija,CAM-12,CHO-122,206,206.0,48,47.2,1,1,1,,False
1160,ORD-2026-01160,CLI-060,PROD-045,2026-08-30 09:52:00,Santa Cruz,CAM-29,CHO-029,207,207.0,72,63.8,1,1,1,,False
1161,ORD-2026-01161,CLI-037,PROD-007,2026-08-09 08:13:00,Cochabamba,CAM-22,CHO-112,451,451.0,48,31.1,1,1,1,,False
1162,ORD-2026-01162,CLI-015,PROD-001,2026-08-22 21:15:00,Cochabamba,CAM-01,CHO-089,36,36.0,24,21.3,1,1,1,,False
1163,ORD-2026-01163,CLI-060,PROD-037,2026-08-11 06:35:00,Tarija,CAM-12,CHO-122,68,68.0,48,43.1,1,1,1,,False
1164,ORD-2026-01164,CLI-003,PROD-045,2026-08-21 21:31:00,Cochabamba,CAM-08,CHO-090,394,390.0,72,61.4,1,0,0,,False
1165,ORD-2026-01165,CLI-022,PROD-041,2026-08-20 16:15:00,Cochabamba,CAM-01,CHO-041,99,99.0,24,20.4,1,1,1,,False
1166,ORD-2026-01166,CLI-050,PROD-027,2026-08-24 19:06:00,Cochabamba,CAM-08,CHO-089,499,499.0,24,19.3,1,1,1,,False
1167,ORD-2026-01167,CLI-064,PROD-059,2026-08-02 10:32:00,Oruro,CAM-05,CHO-051,98,98.0,48,41.6,1,1,1,,False
1168,ORD-2026-01168,CLI-044,PROD-022,2026-08-27 16:49:00,Cochabamba,CAM-08,CHO-055,32,32.0,48,50.8,0,1,0,,False
1169,ORD-2026-01169,CLI-052,PROD-046,2026-08-12 04:45:00,Tarija,CAM-12,CHO-008,429,429.0,24,23.4,1,1,1,,False
1170,ORD-2026-01170,CLI-001,PROD-056,2026-08-06 07:09:00,Oruro,CAM-05,CHO-051,478,478.0,24,24.1,0,1,0,,False
1171,ORD-2026-01171,CLI-090,PROD-029,2026-08-26 02:03:00,Oruro,CAM-16,CHO-003,254,254.0,48,34.3,1,1,1,,False
1172,ORD-2026-01172,CLI-075,PROD-022,2026-08-05 13:31:00,Tarija,CAM-03,CHO-050,357,357.0,48,40.0,1,1,1,,False
1173,ORD-2026-01173,CLI-065,PROD-012,2026-08-12 09:29:00,Santa Cruz,CAM-14,CHO-078,136,136.0,24,22.5,1,1,1,,False
1174,ORD-2026-01174,CLI-004,PROD-044,2026-08-28 19:15:00,La Paz,CAM-28,CHO-071,438,438.0,48,36.4,1,1,1,,False
1175,ORD-2026-01175,CLI-011,PROD-056,2026-08-09 13:12:00,Cochabamba,CAM-22,CHO-131,139,139.0,72,75.0,0,1,0,,False
1176,ORD-2026-01176,CLI-096,PROD-047,2026-08-04 06:36:00,La Paz,CAM-15,CHO-126,102,102.0,24,20.6,1,1,1,,False
1177,ORD-2026-01177,CLI-035,PROD-036,2026-08-14 04:03:00,La Paz,CAM-28,CHO-137,202,202.0,72,59.9,1,1,1,,False
1178,ORD-2026-01178,CLI-031,PROD-007,2026-08-03 10:52:00,Cochabamba,CAM-22,CHO-041,387,387.0,48,32.4,1,1,1,,False
1179,ORD-2026-01179,CLI-085,PROD-044,2026-08-22 01:15:00,Santa Cruz,CAM-20,CHO-079,19,19.0,48,55.6,0,1,0,,False
1180,ORD-2026-01180,CLI-022,PROD-009,2026-08-01 17:36:00,Oruro,CAM-16,CHO-150,19,19.0,24,13.2,1,1,1,,False
1181,ORD-2026-01181,CLI-076,PROD-023,2026-08-10 09:27:00,Santa Cruz,CAM-20,CHO-080,237,237.0,72,43.3,1,1,1,,False
1182,ORD-2026-01182,CLI-058,PROD-013,2026-08-13 00:07:00,Santa Cruz,CAM-13,CHO-075,92,92.0,72,38.0,1,1,1,,False
1183,ORD-2026-01183,CLI-031,PROD-034,2026-08-09 08:12:00,La Paz,CAM-15,CHO-139,150,150.0,72,55.8,1,1,1,,False
1184,ORD-2026-01184,CLI-088,PROD-009,2026-08-27 05:14:00,La Paz,CAM-15,CHO-134,111,111.0,48,39.6,1,1,1,,False
1185,ORD-2026-01185,CLI-077,PROD-040,2026-08-11 22:57:00,Cochabamba,CAM-08,CHO-094,237,218.0,48,30.8,1,0,0,,False
1186,ORD-2026-01186,CLI-092,PROD-038,2026-08-25 15:24:00,Oruro,CAM-07,CHO-119,94,88.0,24,17.7,1,0,0,,False
1187,ORD-2026-01187,CLI-094,PROD-037,2026-08-26 07:09:00,Tarija,CAM-03,CHO-048,356,356.0,24,-25.2,0,1,0,tiempo_entrega_real_hrs,True
1188,ORD-2026-01188,CLI-031,PROD-022,2026-08-15 09:44:00,La Paz,CAM-09,CHO-066,298,298.0,24,15.5,1,1,1,,False
1189,ORD-2026-01189,CLI-059,PROD-002,2026-08-28 16:19:00,Oruro,CAM-05,CHO-051,13,13.0,24,15.8,1,1,1,,False
1190,ORD-2026-01190,CLI-037,PROD-053,2026-08-02 21:31:00,Oruro,CAM-05,CHO-110,217,217.0,24,15.4,1,1,1,,False
1191,ORD-2026-01191,CLI-094,PROD-009,2026-08-15 03:02:00,Oruro,CAM-16,CHO-098,72,72.0,72,63.0,1,1,1,,False
1192,ORD-2026-01192,CLI-012,PROD-045,2026-08-17 02:29:00,Tarija,CAM-03,CHO-015,213,213.0,24,18.3,1,1,1,,False
1193,ORD-2026-01193,CLI-057,PROD-058,2026-08-15 18:31:00,Oruro,CAM-05,CHO-098,154,154.0,48,39.1,1,1,1,,False
1194,ORD-2026-01194,CLI-024,PROD-022,2026-08-07 09:21:00,Santa Cruz,CAM-14,CHO-104,89,89.0,24,17.2,1,1,1,,False
1195,ORD-2026-01195,CLI-027,PROD-008,2026-08-30 02:09:00,Tarija,CAM-12,CHO-088,147,147.0,48,51.2,0,1,0,,False
1196,ORD-2026-01196,CLI-087,PROD-020,04/08/2026 13:22,Tarija,CAM-12,CHO-015,240,240.0,48,35.2,1,1,1,fecha_despacho,True
1197,ORD-2026-01197,CLI-001,PROD-008,2026-08-28 02:53:00,La Paz,CAM-09,CHO-127,271,271.0,72,40.2,1,1,1,,False
1198,ORD-2026-01198,CLI-087,PROD-003,2026-08-03 05:08:00,Cochabamba,CAM-22,CHO-016,15,15.0,24,21.0,1,1,1,,False
1199,ORD-2026-01199,CLI-018,PROD-051,2026-08-13 12:36:00,La Paz,CAM-28,CHO-040,144,144.0,24,20.9,1,1,1,,False
1200,ORD-2026-01200,CLI-055,PROD-051,2026-08-27 17:47:00,Oruro,CAM-05,CHO-098,454,454.0,24,17.8,1,1,1,,False
1201,ORD-2026-01201,CLI-082,PROD-046,2026-08-02 08:36:00,Cochabamba,CAM-17,CHO-089,374,355.0,24,21.6,1,0,0,,False
1202,ORD-2026-01202,CLI-010,PROD-041,2026-08-18 10:37:00,Santa Cruz,CAM-06,CHO-076,72,72.0,48,45.9,1,1,1,,False
1203,ORD-2026-01203,CLI-024,PROD-051,2026-08-11 07:00:00,Tarija,CAM-12,CHO-048,57,57.0,48,33.1,1,1,1,,False
1204,ORD-2026-01204,CLI-063,PROD-051,2026-08-25 12:27:00,Cochabamba,CAM-08,CHO-054,137,137.0,48,37.1,1,1,1,,False
1205,ORD-2026-01205,CLI-083,PROD-011,2026-08-03 15:18:00,La Paz,CAM-09,CHO-084,180,180.0,48,37.7,1,1,1,,False
1206,ORD-2026-01206,CLI-047,PROD-053,2026-08-11 22:03:00,Cochabamba,CAM-17,CHO-116,151,151.0,48,26.1,1,1,1,,False
1207,ORD-2026-01207,CLI-099,PROD-050,2026-08-10 14:00:00,Oruro,CAM-05,CHO-038,280,280.0,72,66.4,1,1,1,,False
1208,ORD-2026-01208,CLI-079,PROD-057,2026-08-11 13:22:00,Tarija,CAM-26,CHO-036,95,95.0,72,59.9,1,1,1,,False
1209,ORD-2026-01209,CLI-017,PROD-044,2026-08-06 07:15:00,Oruro,CAM-24,CHO-150,183,183.0,24,19.4,1,1,1,,False
1210,ORD-2026-01210,CLI-034,PROD-057,2026-08-16 12:50:00,Santa Cruz,CAM-21,CHO-060,437,,24,18.1,1,1,1,cantidad_entregada,True
1211,ORD-2026-01211,CLI-095,PROD-026,2026-08-11 14:09:00,Cochabamba,CAM-22,CHO-068,430,430.0,24,24.4,0,1,0,,False
1212,ORD-2026-01212,CLI-017,PROD-029,2026-08-17 13:52:00,La Paz,CAM-09,CHO-007,367,367.0,24,23.3,1,1,1,,False
1213,ORD-2026-01213,CLI-064,PROD-016,2026-08-27 18:59:00,Oruro,CAM-24,CHO-144,65,65.0,72,64.5,1,1,1,,False
1214,ORD-2026-01214,CLI-003,PROD-039,2026-08-18 03:08:00,Cochabamba,CAM-17,CHO-147,494,494.0,72,58.2,1,1,1,,False
1215,ORD-2026-01215,CLI-087,PROD-041,2026-08-11 06:49:00,Santa Cruz,CAM-21,CHO-104,301,301.0,48,39.7,1,1,1,,False
1216,ORD-2026-01216,CLI-006,PROD-034,2026-08-24 04:25:00,Oruro,CAM-02,CHO-117,427,427.0,24,21.5,1,1,1,,False
1217,ORD-2026-01217,CLI-095,PROD-041,2026-08-13 21:42:00,La Paz,CAM-30,CHO-057,405,405.0,72,95.2,0,1,0,,False
1218,ORD-2026-01218,CLI-018,PROD-006,2026-08-12 20:23:00,Cochabamba,CAM-01,CHO-014,258,258.0,72,68.4,1,1,1,,False
1219,ORD-2026-01219,CLI-008,PROD-018,2026-08-16 16:39:00,Santa Cruz,CAM-20,CHO-075,297,297.0,72,55.0,1,1,1,,False
1220,ORD-2026-01220,CLI-034,PROD-018,2026-08-29 15:02:00,Santa Cruz,CAM-29,CHO-142,423,423.0,24,25.3,0,1,0,,False
1221,ORD-2026-01221,CLI-070,PROD-013,2026-08-19 00:52:00,Oruro,CAM-05,CHO-067,41,41.0,72,58.5,1,1,1,,False
1222,ORD-2026-01222,CLI-080,PROD-001,2026-08-26 20:55:00,Oruro,CAM-05,CHO-038,428,428.0,48,-36.8,1,1,1,tiempo_entrega_real_hrs,True
1223,ORD-2026-01223,CLI-082,PROD-052,2026-08-10 04:15:00,La Paz,CAM-28,CHO-102,37,37.0,48,35.7,1,1,1,,False
1224,ORD-2026-01224,CLI-083,PROD-009,2026-08-23 21:41:00,Cochabamba,CAM-17,CHO-138,461,447.0,24,22.6,1,0,0,,False
1225,ORD-2026-01225,CLI-005,PROD-002,2026-08-02 17:11:00,La Paz,CAM-09,CHO-005,60,60.0,24,16.7,1,1,1,,False
1226,ORD-2026-01226,CLI-098,PROD-059,2026-08-11 22:44:00,Santa Cruz,CAM-14,CHO-099,209,209.0,48,30.0,1,1,1,,False
1227,ORD-2026-01227,CLI-096,PROD-032,2026-08-11 07:46:00,Oruro,CAM-16,CHO-118,199,199.0,72,53.5,1,1,1,,False
1228,ORD-2026-01228,CLI-095,PROD-050,2026-08-07 13:13:00,Santa Cruz,CAM-14,CHO-120,118,118.0,48,41.9,1,1,1,,False
1229,ORD-2026-01229,CLI-070,PROD-060,2026-08-09 23:10:00,Oruro,CAM-05,CHO-136,247,247.0,72,65.5,1,1,1,,False
1230,ORD-2026-01230,CLI-052,PROD-038,2026-08-08 02:06:00,Santa Cruz,CAM-04,CHO-121,408,408.0,72,55.5,1,1,1,,False
1231,ORD-2026-01231,CLI-041,PROD-054,2026-08-28 22:43:00,Cochabamba,CAM-22,CHO-077,190,190.0,72,75.6,0,1,0,,False
1232,ORD-2026-01232,CLI-037,PROD-044,2026-08-14 23:07:00,La Paz,CAM-28,CHO-052,195,195.0,48,36.7,1,1,1,,False
1233,ORD-2026-01233,CLI-029,PROD-026,2026-08-23 05:03:00,La Paz,CAM-28,CHO-107,227,227.0,48,36.2,1,1,1,,False
1234,ORD-2026-01234,CLI-004,PROD-031,2026-08-07 21:53:00,La Paz,CAM-28,CHO-042,415,415.0,72,50.9,1,1,1,,False
1235,ORD-2026-01235,CLI-064,PROD-035,2026-08-30 15:45:00,Santa Cruz,CAM-14,CHO-095,224,218.0,48,41.6,1,0,0,,False
1236,ORD-2026-01236,CLI-001,PROD-037,2026-08-12 00:05:00,La Paz,CAM-09,CHO-063,427,427.0,24,27.6,0,1,0,,False
1237,ORD-2026-01237,CLI-086,PROD-034,2026-08-09 07:14:00,Cochabamba,CAM-19,CHO-131,392,392.0,72,46.0,1,1,1,,False
1238,ORD-2026-01238,CLI-055,PROD-008,2026-08-17 05:41:00,Oruro,CAM-05,CHO-110,429,429.0,24,21.9,1,1,1,,False
1239,ORD-2026-01239,CLI-092,PROD-044,2026-08-22 11:48:00,La Paz,CAM-09,CHO-052,33,33.0,72,53.6,1,1,1,,False
1240,ORD-2026-01240,CLI-067,PROD-031,2026-08-29 00:39:00,Cochabamba,CAM-23,CHO-116,364,364.0,24,19.1,1,1,1,,False
1241,ORD-2026-01241,CLI-045,PROD-010,2026-08-28 10:45:00,Oruro,CAM-16,CHO-119,488,488.0,24,15.1,1,1,1,,False
1242,ORD-2026-01242,CLI-047,PROD-056,2026-08-25 09:45:00,Cochabamba,CAM-23,CHO-124,75,75.0,48,36.2,1,1,1,,False
1243,ORD-2026-01243,CLI-046,PROD-018,2026-08-24 08:41:00,La Paz,CAM-27,CHO-083,151,151.0,24,23.6,1,1,1,,False
1244,ORD-2026-01244,CLI-013,PROD-011,2026-08-08 04:48:00,Tarija,CAM-12,CHO-009,175,175.0,48,38.7,1,1,1,,False
1245,ORD-2026-01245,CLI-077,PROD-018,2026-08-03 12:09:00,Oruro,CAM-07,CHO-038,209,209.0,72,53.6,1,1,1,,False
1246,ORD-2026-01246,CLI-049,PROD-028,2026-08-23 10:29:00,Oruro,CAM-24,CHO-022,308,308.0,48,31.3,1,1,1,,False
1247,ORD-2026-01247,CLI-019,PROD-054,2026-08-03 05:57:00,Oruro,CAM-07,CHO-038,493,493.0,48,45.7,1,1,1,,False
1248,ORD-2026-01248,CLI-022,PROD-038,2026-08-22 20:47:00,La Paz,CAM-15,CHO-042,48,48.0,24,23.2,1,1,1,,False
1249,ORD-2026-01249,CLI-063,PROD-043,2026-08-25 06:20:00,Santa Cruz,CAM-14,CHO-099,437,437.0,72,61.8,1,1,1,,False
1250,ORD-2026-01250,CLI-092,PROD-003,2026-08-24 13:37:00,Santa Cruz,CAM-14,CHO-114,300,300.0,24,22.7,1,1,1,,False
1251,ORD-2026-01251,CLI-011,PROD-052,2026-08-30 01:28:00,La Paz,CAM-28,CHO-093,173,173.0,48,42.5,1,1,1,,False
1252,ORD-2026-01252,CLI-098,PROD-055,2026-08-13 20:46:00,La Paz,CAM-09,CHO-002,135,135.0,24,17.8,1,1,1,,False
1253,ORD-2026-01253,CLI-073,PROD-049,2026-08-24 21:59:00,La Paz,CAM-30,CHO-127,432,429.0,48,48.8,0,0,0,,False
1254,ORD-2026-01254,CLI-040,PROD-007,2026-08-02 22:33:00,Oruro,CAM-05,CHO-051,362,362.0,48,22.8,1,1,1,,False
1255,ORD-2026-01255,CLI-081,PROD-048,2026-08-17 04:05:00,Oruro,CAM-16,CHO-119,43,43.0,48,44.4,1,1,1,,False
1256,ORD-2026-01256,CLI-066,PROD-022,2026-08-19 15:35:00,La Paz,CAM-28,CHO-134,301,301.0,48,39.8,1,1,1,,False
1257,ORD-2026-01257,CLI-026,PROD-043,2026-08-17 16:47:00,Cochabamba,CAM-22,CHO-065,156,156.0,72,38.6,1,1,1,,False
1258,ORD-2026-01258,CLI-033,PROD-007,2026-08-25 00:37:00,La Paz,CAM-27,CHO-002,250,250.0,24,21.3,1,1,1,,False
1259,ORD-2026-01259,CLI-065,PROD-038,2026-08-23 00:51:00,Tarija,CAM-12,CHO-010,411,411.0,24,17.3,1,1,1,,False
1260,ORD-2026-01260,CLI-025,PROD-050,2026-08-18 06:46:00,Cochabamba,CAM-01,CHO-143,183,176.0,48,30.4,1,0,0,,False
1261,ORD-2026-01261,CLI-017,PROD-052,2026-08-04 20:39:00,Santa Cruz,CAM-14,CHO-109,336,336.0,24,18.5,1,1,1,,False
1262,ORD-2026-01262,CLI-041,PROD-032,2026-08-06 06:56:00,Tarija,CAM-03,CHO-008,355,355.0,48,43.1,1,1,1,,False
1263,ORD-2026-01263,CLI-062,PROD-027,2026-08-15 05:59:00,La Paz,CAM-09,CHO-083,405,405.0,72,65.7,1,1,1,,False
1264,ORD-2026-01264,CLI-068,PROD-056,2026-08-18 13:43:00,Tarija,CAM-03,CHO-050,352,352.0,48,35.2,1,1,1,,False
1265,ORD-2026-01265,CLI-092,PROD-044,2026-08-13 15:35:00,Oruro,CAM-24,CHO-136,155,155.0,72,62.7,1,1,1,,False
1266,ORD-2026-01266,CLI-061,PROD-041,2026-08-04 10:11:00,Cochabamba,CAM-19,CHO-047,232,232.0,48,38.8,1,1,1,,False
1267,ORD-2026-01267,CLI-017,PROD-002,2026-08-16 02:39:00,Cochabamba,CAM-23,CHO-151,272,272.0,24,15.3,1,1,1,,False
1268,ORD-2026-01268,CLI-097,PROD-048,2026-08-25 08:29:00,Cochabamba,CAM-19,CHO-143,190,174.0,24,18.9,1,0,0,,False
1269,ORD-2026-01269,CLI-091,PROD-025,2026-08-23 06:43:00,Oruro,CAM-24,CHO-110,354,354.0,24,12.8,1,1,1,,False
1270,ORD-2026-01270,CLI-054,PROD-027,2026-08-22 22:40:00,Cochabamba,CAM-08,CHO-069,29,29.0,48,34.2,1,1,1,,False
1271,ORD-2026-01271,CLI-099,PROD-022,2026-08-29 21:59:00,Cochabamba,CAM-22,CHO-138,385,369.0,72,61.5,1,0,0,,False
1272,ORD-2026-01272,CLI-091,PROD-005,2026-08-08 10:36:00,Oruro,CAM-02,CHO-136,272,272.0,72,47.2,1,1,1,,False
1273,ORD-2026-01273,CLI-089,PROD-022,2026-08-19 00:35:00,Santa Cruz,CAM-14,CHO-103,59,59.0,24,24.4,0,1,0,,False
1274,ORD-2026-01274,CLI-028,PROD-003,2026-08-20 02:46:00,Santa Cruz,CAM-13,CHO-070,33,33.0,72,77.1,0,1,0,,False
1275,ORD-2026-01275,CLI-062,PROD-006,2026-08-24 05:03:00,Cochabamba,CAM-17,CHO-124,302,302.0,72,60.3,1,1,1,,False
1276,ORD-2026-01276,CLI-026,PROD-046,2026-08-14 00:19:00,Oruro,CAM-24,CHO-117,275,275.0,24,18.7,1,1,1,,False
1277,ORD-2026-01277,CLI-007,PROD-060,2026-08-07 07:09:00,Oruro,CAM-05,CHO-118,34,30.0,24,19.2,1,0,0,,False
1278,ORD-2026-01278,CLI-062,PROD-007,2026-08-12 12:22:00,La Paz,CAM-30,CHO-052,54,54.0,48,38.5,1,1,1,,False
1279,ORD-2026-01279,CLI-099,PROD-043,2026-08-25 07:19:00,La Paz,CAM-28,CHO-057,10,10.0,24,23.5,1,1,1,,False
