fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_estado,timestamp_motivo,viaje_id_estado,viaje_id_motivo,order_id_estado,order_id_motivo,camion_id_estado,camion_id_motivo,producto_id_estado,producto_id_motivo,temperatura_cabina_c_estado,temperatura_cabina_c_motivo,temp_unit_estado,temp_unit_motivo,humedad_cabina_pct_estado,humedad_cabina_pct_motivo,desviacion_termica_flag_estado,desviacion_termica_flag_motivo,desviacion_proximos_60min_flag_estado,desviacion_proximos_60min_flag_motivo,cantidad_problemas,en_cuarentena,severidad_maxima,columnas_con_problemas,motivos_fila,zona_horaria_origen,version_diagnostico,sha256_bronze,acciones_tratamiento,motivos_tratamiento,camion_id_tratado,temp_unit_tratado,temperatura_cabina_c_tratada,humedad_cabina_pct_tratada,timestamp_utc,temperatura_imputada,humedad_imputada,motivo_cuarentena_final,en_cuarentena_final,decision_tratamiento,umbral_producto_evaluable,flag_termico_coherente,apta_kpi_termico,apta_objetivo_60min
3973,2026-08-22 03:24:00,VIA-00166,ORD-2026-03905,CAM-24,PROD-026,3.44,C,82.6,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,1,False,REVISAR,producto_id,producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-24,C,3.44,82.6,2026-08-22T07:24:00Z,False,False,,False,TRATADO,False,False,False,True
3974,2026-08-22 03:54:00,VIA-00166,ORD-2026-03905,CAM-24,PROD-026,4.97,C,80.9,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,1,False,REVISAR,producto_id,producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-24,C,4.97,80.9,2026-08-22T07:54:00Z,False,False,,False,TRATADO,False,False,False,True
3975,2026-08-22 04:24:00,VIA-00166,ORD-2026-03905,CAM-24,PROD-026,4.05,C,71.8,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,1,False,REVISAR,producto_id,producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-24,C,4.05,71.8,2026-08-22T08:24:00Z,False,False,,False,TRATADO,False,False,False,True
3976,2026-08-22 04:54:00,VIA-00166,ORD-2026-03905,CAM-24,PROD-026,2.47,C,72.9,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,1,False,REVISAR,producto_id,producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-24,C,2.47,72.9,2026-08-22T08:54:00Z,False,False,,False,TRATADO,False,False,False,True
3977,2026-08-22 05:24:00,VIA-00166,ORD-2026-03905,CAM-24,PROD-026,3.88,C,77.9,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,1,False,REVISAR,producto_id,producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-24,C,3.88,77.9,2026-08-22T09:24:00Z,False,False,,False,TRATADO,False,False,False,True
3978,2026-08-22 05:54:00,VIA-00166,ORD-2026-03905,CAM-24,PROD-026,3.68,C,84.8,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,1,False,REVISAR,producto_id,producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-24,C,3.68,84.8,2026-08-22T09:54:00Z,False,False,,False,TRATADO,False,False,False,True
3979,2026-08-22 06:24:00,VIA-00166,ORD-2026-03905,CAM-24,PROD-026,5.82,C,80.2,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,1,False,REVISAR,producto_id,producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-24,C,5.82,80.2,2026-08-22T10:24:00Z,False,False,,False,TRATADO,False,False,False,True
3980,2026-08-22 06:54:00,VIA-00166,ORD-2026-03905,CAM-24,PROD-026,4.23,C,90.5,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,1,False,REVISAR,producto_id,producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-24,C,4.23,90.5,2026-08-22T10:54:00Z,False,False,,False,TRATADO,False,False,False,True
3981,2026-08-22 07:24:00,VIA-00166,ORD-2026-03905,CAM-24,PROD-026,3.95,C,64.2,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,1,False,REVISAR,producto_id,producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-24,C,3.95,64.2,2026-08-22T11:24:00Z,False,False,,False,TRATADO,False,False,False,True
3982,2026-08-22 07:54:00,VIA-00166,ORD-2026-03905,CAM-24,PROD-026,3.97,C,75.1,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,1,False,REVISAR,producto_id,producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-24,C,3.97,75.1,2026-08-22T11:54:00Z,False,False,,False,TRATADO,False,False,False,True
3983,2026-08-22 08:24:00,VIA-00166,ORD-2026-03905,CAM-24,PROD-026,4.11,C,84.3,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,1,False,REVISAR,producto_id,producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-24,C,4.11,84.3,2026-08-22T12:24:00Z,False,False,,False,TRATADO,False,False,False,True
3984,2026-08-22 08:54:00,VIA-00166,ORD-2026-03905,CAM-24,PROD-026,5.65,C,84.0,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,1,False,REVISAR,producto_id,producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-24,C,5.65,84.0,2026-08-22T12:54:00Z,False,False,,False,TRATADO,False,False,False,True
3985,2026-08-11 06:21:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,5.05,C,85.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,5.05,85.2,2026-08-11T10:21:00Z,False,False,,False,TRATADO,True,True,True,True
3986,2026-08-11 06:51:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,3.39,C,88.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,3.39,88.4,2026-08-11T10:51:00Z,False,False,,False,TRATADO,True,True,True,True
3987,2026-08-11 07:21:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,3.52,C,79.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,3.52,79.4,2026-08-11T11:21:00Z,False,False,,False,TRATADO,True,True,True,True
3988,2026-08-11 07:51:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,4.55,C,80.8,0,1,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,4.55,80.8,2026-08-11T11:51:00Z,False,False,,False,TRATADO,True,True,True,True
3989,2026-08-11 08:21:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,4.41,C,60.7,0,1,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,4.41,60.7,2026-08-11T12:21:00Z,False,False,,False,TRATADO,True,True,True,True
3990,2026-08-11 08:51:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,1.89,C,71.4,1,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,1.89,71.4,2026-08-11T12:51:00Z,False,False,,False,TRATADO,True,True,True,True
3991,2026-08-11 09:21:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,3.2,C,76.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,3.2,76.9,2026-08-11T13:21:00Z,False,False,,False,TRATADO,True,True,True,True
3992,2026-08-11 09:51:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,5.26,C,87.3,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,5.26,87.3,2026-08-11T13:51:00Z,False,False,,False,TRATADO,True,True,True,True
3993,2026-08-11 10:21:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,3.76,C,75.3,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,3.76,75.3,2026-08-11T14:21:00Z,False,False,,False,TRATADO,True,True,True,True
3994,2026-08-11 10:51:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,2.96,C,70.5,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,2.96,70.5,2026-08-11T14:51:00Z,False,False,,False,TRATADO,True,True,True,True
3995,2026-08-11 11:21:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,3.62,C,76.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,3.62,76.2,2026-08-11T15:21:00Z,False,False,,False,TRATADO,True,True,True,True
3996,2026-08-11 11:51:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,4.12,C,78.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,4.12,78.9,2026-08-11T15:51:00Z,False,False,,False,TRATADO,True,True,True,True
3997,2026-08-11 12:21:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,2.85,C,82.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,2.85,82.2,2026-08-11T16:21:00Z,False,False,,False,TRATADO,True,True,True,True
3998,2026-08-11 12:51:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,4.15,C,73.9,0,1,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,4.15,73.9,2026-08-11T16:51:00Z,False,False,,False,TRATADO,True,True,True,True
3999,2026-08-11 13:21:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,3.82,C,69.1,0,1,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,3.82,69.1,2026-08-11T17:21:00Z,False,False,,False,TRATADO,True,True,True,True
4000,2026-08-11 13:51:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,9.82,C,78.9,1,1,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,9.82,78.9,2026-08-11T17:51:00Z,False,False,,False,TRATADO,True,True,True,True
4001,2026-08-11 14:21:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,9.26,C,85.2,1,1,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,9.26,85.2,2026-08-11T18:21:00Z,False,False,,False,TRATADO,True,True,True,True
4002,2026-08-11 14:51:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,9.27,C,79.7,1,1,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,9.27,79.7,2026-08-11T18:51:00Z,False,False,,False,TRATADO,True,True,True,True
4003,2026-08-11 15:21:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,10.83,C,73.9,1,1,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,10.83,73.9,2026-08-11T19:21:00Z,False,False,,False,TRATADO,True,True,True,True
4004,2026-08-11 15:51:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,10.35,C,89.2,1,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,10.35,89.2,2026-08-11T19:51:00Z,False,False,,False,TRATADO,True,True,True,True
4005,2026-08-11 16:21:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,5.46,C,76.5,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,5.46,76.5,2026-08-11T20:21:00Z,False,False,,False,TRATADO,True,True,True,True
4006,2026-08-11 16:51:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,2.41,C,76.5,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,2.41,76.5,2026-08-11T20:51:00Z,False,False,,False,TRATADO,True,True,True,True
4007,2026-08-11 17:21:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,4.29,C,83.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,4.29,83.2,2026-08-11T21:21:00Z,False,False,,False,TRATADO,True,True,True,True
4008,2026-08-11 17:51:00,VIA-00167,ORD-2026-02363,CAM-19,PROD-044,4.8,C,82.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,4.8,82.1,2026-08-11T21:51:00Z,False,False,,False,TRATADO,True,True,True,True
4009,2026-08-08 14:20:00,VIA-00168,ORD-2026-03448,CAM-19,PROD-020,20.95,C,39.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,20.95,39.9,2026-08-08T18:20:00Z,False,False,,False,TRATADO,True,True,True,True
4010,2026-08-08 14:50:00,VIA-00168,ORD-2026-03448,CAM-19,PROD-020,20.73,C,43.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,20.73,43.4,2026-08-08T18:50:00Z,False,False,,False,TRATADO,True,True,True,True
4011,2026-08-08 15:20:00,VIA-00168,ORD-2026-03448,CAM-19,PROD-020,-999.0,C,48.9,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC | IMPUTAR_TEMPERATURA,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC | Interpolación entre dos lecturas observadas cercanas y coherentes,CAM-19,C,20.38,48.9,2026-08-08T19:20:00Z,True,False,,False,TRATADO,True,True,False,False
4012,2026-08-08 15:50:00,VIA-00168,ORD-2026-03448,CAM-19,PROD-020,20.03,C,58.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,20.03,58.9,2026-08-08T19:50:00Z,False,False,,False,TRATADO,True,True,True,True
4013,2026-08-08 16:20:00,VIA-00168,ORD-2026-03448,CAM-19,PROD-020,19.78,C,40.0,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,19.78,40.0,2026-08-08T20:20:00Z,False,False,,False,TRATADO,True,True,True,True
4014,2026-08-08 16:50:00,VIA-00168,ORD-2026-03448,CAM-19,PROD-020,19.04,C,64.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,19.04,64.2,2026-08-08T20:50:00Z,False,False,,False,TRATADO,True,True,True,True
4015,2026-08-08 17:20:00,VIA-00168,ORD-2026-03448,CAM-19,PROD-020,22.39,C,59.5,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,22.39,59.5,2026-08-08T21:20:00Z,False,False,,False,TRATADO,True,True,True,True
4016,2026-08-08 17:50:00,VIA-00168,ORD-2026-03448,CAM-19,PROD-020,21.13,C,58.5,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,21.13,58.5,2026-08-08T21:50:00Z,False,False,,False,TRATADO,True,True,True,True
4017,2026-08-08 18:20:00,VIA-00168,ORD-2026-03448,CAM-19,PROD-020,22.13,C,43.6,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,22.13,43.6,2026-08-08T22:20:00Z,False,False,,False,TRATADO,True,True,True,True
