fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_en_cuarentena,timestamp_motivo,viaje_id_en_cuarentena,viaje_id_motivo,order_id_en_cuarentena,order_id_motivo,camion_id_en_cuarentena,camion_id_motivo,producto_id_en_cuarentena,producto_id_motivo,temperatura_cabina_c_en_cuarentena,temperatura_cabina_c_motivo,temp_unit_en_cuarentena,temp_unit_motivo,humedad_cabina_pct_en_cuarentena,humedad_cabina_pct_motivo,desviacion_termica_flag_en_cuarentena,desviacion_termica_flag_motivo,desviacion_proximos_60min_flag_en_cuarentena,desviacion_proximos_60min_flag_motivo,en_cuarentena_diagnostico,zona_horaria_origen,acciones_tratamiento,motivos_tratamiento,camion_id_tratado,temp_unit_tratado,temperatura_cabina_c_tratada,temperatura_convertida_f_a_c,humedad_cabina_pct_tratada,timestamp_bolivia_tratado,temperatura_imputada,humedad_imputada,motivo_cuarentena_final,en_cuarentena_final,decision_tratamiento,umbral_producto_evaluable,flag_termico_coherente,apta_kpi_termico,categoria_producto_maestro,tipo_camion_maestro,compatibilidad_tipo_camion_estado,posible_incompatibilidad_termica,compatibilidad_tipo_camion_motivo,apta_objetivo_60min
4947,2026-08-03 19:34:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,21.41,C,53.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,21.41,False,53.9,2026-08-03 19:34:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4948,2026-08-03 20:04:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,19.78,C,40.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,19.78,False,40.7,2026-08-03 20:04:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4949,2026-08-03 20:34:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,19.02,C,48.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,19.02,False,48.2,2026-08-03 20:34:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4950,2026-08-03 21:04:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,19.61,C,39.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,19.61,False,39.2,2026-08-03 21:04:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4951,2026-08-03 21:34:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,19.66,C,39.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,19.66,False,39.8,2026-08-03 21:34:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4952,2026-08-03 22:04:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,20.9,C,56.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,20.9,False,56.7,2026-08-03 22:04:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4953,2026-08-03 22:34:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,22.52,C,40.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,22.52,False,40.7,2026-08-03 22:34:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4954,2026-08-03 23:04:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,22.04,C,34.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,22.04,False,34.5,2026-08-03 23:04:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4955,2026-08-03 23:34:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,17.44,C,48.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,17.44,False,48.6,2026-08-03 23:34:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4956,2026-08-04 00:04:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,21.11,C,52.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,21.11,False,52.4,2026-08-04 00:04:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4957,2026-08-04 00:34:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,19.06,C,42.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,19.06,False,42.3,2026-08-04 00:34:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4958,2026-08-04 01:04:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,17.92,C,57.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,17.92,False,57.7,2026-08-04 01:04:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4959,2026-08-04 01:34:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,20.04,C,47.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,20.04,False,47.1,2026-08-04 01:34:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4960,2026-08-04 02:04:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,21.11,C,41.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,21.11,False,41.3,2026-08-04 02:04:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4961,2026-08-04 02:34:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,20.39,C,46.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,20.39,False,46.1,2026-08-04 02:34:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4962,2026-08-04 03:04:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,19.97,C,49.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,19.97,False,49.0,2026-08-04 03:04:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4963,2026-08-04 03:34:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,20.81,C,49.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,20.81,False,49.3,2026-08-04 03:34:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4964,2026-08-04 04:04:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,19.47,C,39.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,19.47,False,39.4,2026-08-04 04:04:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4965,2026-08-04 04:34:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,23.11,C,48.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,23.11,False,48.2,2026-08-04 04:34:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4966,2026-08-04 05:04:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,20.52,C,58.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,20.52,False,58.2,2026-08-04 05:04:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4967,2026-08-04 05:34:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,20.11,C,49.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,20.11,False,49.5,2026-08-04 05:34:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4968,2026-08-04 06:04:00,VIA-00207,ORD-2026-03553,CAM-10,PROD-033,17.89,C,55.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,17.89,False,55.6,2026-08-04 06:04:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4969,2026-08-03 17:46:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,18.85,C,50.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,18.85,False,50.0,2026-08-03 17:46:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4970,2026-08-03 18:16:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,21.92,C,49.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,21.92,False,49.9,2026-08-03 18:16:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4971,2026-08-03 18:46:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,24.03,C,38.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,24.03,False,38.2,2026-08-03 18:46:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4972,2026-08-03 19:16:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,20.68,C,56.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,20.68,False,56.6,2026-08-03 19:16:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4973,2026-08-03 19:46:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,20.64,C,42.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,20.64,False,42.1,2026-08-03 19:46:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4974,2026-08-03 20:16:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,22.92,C,30.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,22.92,False,30.9,2026-08-03 20:16:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4975,2026-08-03 20:46:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,19.82,C,41.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,19.82,False,41.0,2026-08-03 20:46:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4976,2026-08-03 21:16:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,21.23,C,60.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,21.23,False,60.4,2026-08-03 21:16:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4977,2026-08-03 21:46:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,20.05,C,55.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,20.05,False,55.7,2026-08-03 21:46:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4978,2026-08-03 22:16:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,18.31,C,52.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,18.31,False,52.0,2026-08-03 22:16:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4979,2026-08-03 22:46:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,18.63,C,47.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,18.63,False,47.9,2026-08-03 22:46:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4980,2026-08-03 23:16:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,21.0,C,40.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,21.0,False,40.5,2026-08-03 23:16:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4981,2026-08-03 23:46:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,18.46,C,50.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,18.46,False,50.4,2026-08-03 23:46:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4982,2026-08-04 00:16:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,20.14,C,42.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,20.14,False,42.6,2026-08-04 00:16:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4983,2026-08-04 00:46:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,20.07,C,56.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,20.07,False,56.8,2026-08-04 00:46:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4984,2026-08-04 01:16:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,18.88,C,51.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,18.88,False,51.1,2026-08-04 01:16:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4985,2026-08-04 01:46:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,19.08,C,38.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,19.08,False,38.6,2026-08-04 01:46:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4986,2026-08-04 02:16:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,22.54,C,39.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,22.54,False,39.8,2026-08-04 02:16:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4987,2026-08-04 02:46:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,17.66,C,54.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,17.66,False,54.0,2026-08-04 02:46:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4988,2026-08-04 03:16:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,24.15,C,44.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,24.15,False,44.9,2026-08-04 03:16:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4989,2026-08-04 03:46:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,15.04,C,48.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,15.04,False,48.7,2026-08-04 03:46:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4990,2026-08-04 04:16:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,18.8,C,43.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,18.8,False,43.9,2026-08-04 04:16:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4991,2026-08-04 04:46:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,21.39,C,54.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,21.39,False,54.1,2026-08-04 04:46:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4992,2026-08-04 05:16:00,VIA-00208,ORD-2026-00038,CAM-10,PROD-050,22.57,C,51.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-10,C,22.57,False,51.7,2026-08-04 05:16:00,False,False,,False,SILVER,True,True,True,Seco,Refrigerado,SIN_ALERTA,False,,True
4993,2026-08-26 16:06:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-18.37,C,69.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-18.37,False,69.0,2026-08-26 16:06:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
4994,2026-08-26 16:36:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-17.32,C,66.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-17.32,False,66.5,2026-08-26 16:36:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
4995,2026-08-26 17:06:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-16.9,C,73.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-16.9,False,73.5,2026-08-26 17:06:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
4996,2026-08-26 17:36:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-17.36,C,57.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-17.36,False,57.9,2026-08-26 17:36:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
4997,2026-08-26 18:06:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-17.81,C,71.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-17.81,False,71.6,2026-08-26 18:06:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
4998,2026-08-26 18:36:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-18.31,C,71.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-18.31,False,71.2,2026-08-26 18:36:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
4999,2026-08-26 19:06:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-17.23,C,79.1,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-17.23,False,79.1,2026-08-26 19:06:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5000,2026-08-26 19:36:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-18.01,C,70.6,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-18.01,False,70.6,2026-08-26 19:36:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5001,2026-08-26 20:06:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-9.32,C,80.5,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-9.32,False,80.5,2026-08-26 20:06:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5002,2026-08-26 20:36:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-10.58,C,74.3,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-10.58,False,74.3,2026-08-26 20:36:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5003,2026-08-26 21:06:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-9.95,C,62.5,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-9.95,False,62.5,2026-08-26 21:06:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5004,2026-08-26 21:36:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-9.52,C,72.0,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-9.52,False,72.0,2026-08-26 21:36:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5005,2026-08-26 22:06:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-10.19,C,68.7,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-10.19,False,68.7,2026-08-26 22:06:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5006,2026-08-26 22:36:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-16.65,C,73.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-16.65,False,73.3,2026-08-26 22:36:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5007,2026-08-26 23:06:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-17.06,C,62.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-17.06,False,62.3,2026-08-26 23:06:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5008,2026-08-26 23:36:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-18.92,C,77.5,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-18.92,False,77.5,2026-08-26 23:36:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5009,2026-08-27 00:06:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-18.24,C,84.3,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-18.24,False,84.3,2026-08-27 00:06:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5010,2026-08-27 00:36:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-15.57,C,64.1,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-15.57,False,64.1,2026-08-27 00:36:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5011,2026-08-27 01:06:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-18.18,C,65.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-18.18,False,65.3,2026-08-27 01:06:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5012,2026-08-27 01:36:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-18.19,C,71.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-18.19,False,71.9,2026-08-27 01:36:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5013,2026-08-27 02:06:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-17.43,C,76.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-17.43,False,76.8,2026-08-27 02:06:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5014,2026-08-27 02:36:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-18.27,C,73.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-18.27,False,73.5,2026-08-27 02:36:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5015,2026-08-27 03:06:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-18.71,C,66.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-18.71,False,66.4,2026-08-27 03:06:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5016,2026-08-27 03:36:00,VIA-00209,ORD-2026-05108,CAM-11,PROD-008,-18.64,C,64.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-11,C,-18.64,False,64.2,2026-08-27 03:36:00,False,False,,False,SILVER,True,True,True,Congelado,Refrigerado,SIN_ALERTA,False,,True
5017,2026-08-03 00:37:00,VIA-00210,ORD-2026-02966,CAM-15,PROD-037,3.87,C,59.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-15,C,3.87,False,59.5,2026-08-03 00:37:00,False,False,,False,SILVER,True,True,True,Fresco,Refrigerado,SIN_ALERTA,False,,True
5018,2026-08-03 01:07:00,VIA-00210,ORD-2026-02966,CAM-15,PROD-037,2.73,C,89.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-15,C,2.73,False,89.9,2026-08-03 01:07:00,False,False,,False,SILVER,True,True,True,Fresco,Refrigerado,SIN_ALERTA,False,,True
5019,2026-08-03 01:37:00,VIA-00210,ORD-2026-02966,CAM-15,PROD-037,4.04,C,84.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-15,C,4.04,False,84.2,2026-08-03 01:37:00,False,False,,False,SILVER,True,True,True,Fresco,Refrigerado,SIN_ALERTA,False,,True
5020,2026-08-03 02:07:00,VIA-00210,ORD-2026-02966,CAM-15,PROD-037,3.66,C,87.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-15,C,3.66,False,87.4,2026-08-03 02:07:00,False,False,,False,SILVER,True,True,True,Fresco,Refrigerado,SIN_ALERTA,False,,True
5021,2026-08-03 02:37:00,VIA-00210,ORD-2026-02966,CAM-15,PROD-037,2.52,C,74.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz,,,CAM-15,C,2.52,False,74.2,2026-08-03 02:37:00,False,False,,False,SILVER,True,True,True,Fresco,Refrigerado,SIN_ALERTA,False,,True
