fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_estado,timestamp_motivo,viaje_id_estado,viaje_id_motivo,order_id_estado,order_id_motivo,camion_id_estado,camion_id_motivo,producto_id_estado,producto_id_motivo,temperatura_cabina_c_estado,temperatura_cabina_c_motivo,temp_unit_estado,temp_unit_motivo,humedad_cabina_pct_estado,humedad_cabina_pct_motivo,desviacion_termica_flag_estado,desviacion_termica_flag_motivo,desviacion_proximos_60min_flag_estado,desviacion_proximos_60min_flag_motivo,cantidad_problemas,en_cuarentena,severidad_maxima,columnas_con_problemas,motivos_fila,zona_horaria_origen,version_diagnostico,sha256_bronze,acciones_tratamiento,motivos_tratamiento,camion_id_tratado,temp_unit_tratado,temperatura_cabina_c_tratada,humedad_cabina_pct_tratada,timestamp_utc,temperatura_imputada,humedad_imputada,motivo_cuarentena_final,en_cuarentena_final,decision_tratamiento,umbral_producto_evaluable,flag_termico_coherente,apta_kpi_termico,categoria_producto_maestro,tipo_camion_maestro,compatibilidad_tipo_camion_estado,posible_incompatibilidad_termica,compatibilidad_tipo_camion_motivo,apta_objetivo_60min
17705,2026-08-03 21:27:00,VIA-00738,ORD-2026-06546,CAM-10,PROD-031,18.25,C,-55.9,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,CRITICO,Humedad fuera de 0 a 100 %,OK,,OK,,2,True,CRITICO,producto_id|humedad_cabina_pct,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | humedad_cabina_pct: Humedad fuera de 0 a 100 %,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-10,C,18.25,,2026-08-04T01:27:00Z,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
18237,2026-08-07 03:53:00,VIA-00760,ORD-2026-06010,CAM-09,PROD-018,,C,52.0,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-09,C,,52.0,2026-08-07T07:53:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,False,False,False,Seco,Seco,SIN_ALERTA,False,,False
18256,2026-08-26 18:25:00,VIA-00761,ORD-2026-00954,CAM-24,PROD-015,3.77,C,75.5,0,0,CRITICO,Misma clave con datos diferentes; revisar ambas lecturas,CRITICO,Misma clave con datos diferentes; revisar ambas lecturas,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Misma clave con datos diferentes | timestamp: revisar ambas lecturas | viaje_id: Misma clave con datos diferentes | viaje_id: revisar ambas lecturas,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | CUARENTENA_CONFLICTO,Timestamp local de Bolivia convertido a UTC | Misma clave de lectura con datos distintos,CAM-24,C,3.77,75.5,2026-08-26T22:25:00Z,False,False,Clave de lectura en conflicto,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
18619,2026-08-17 07:31:00,VIA-00776,ORD-2026-01071,CAM-28,PROD-023,277.87,K,81.6,0,0,OK,,OK,,OK,,OK,,OK,,NO_EVALUABLE,Rango térmico no evaluado con unidad K,CRITICO,Kelvin no es unidad operacional esperada en AndinaLog,OK,,OK,,OK,,2,True,CRITICO,temperatura_cabina_c|temp_unit,temperatura_cabina_c: Rango térmico no evaluado con unidad K | temp_unit: Kelvin no es unidad operacional esperada en AndinaLog,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-28,K,,81.6,2026-08-17T11:31:00Z,False,False,Unidad térmica no operacional o desconocida | Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
18782,2026-08-15 10:07:00,VIA-00783,ORD-2026-05701,CAM-20,PROD-052,,C,77.8,0,0,OK,,OK,,OK,,REVISAR,Sin correspondencia en Flota Silver de cobertura parcial,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,2,True,CRITICO,camion_id|temperatura_cabina_c,camion_id: Sin correspondencia en Flota Silver de cobertura parcial | temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-20,C,,77.8,2026-08-15T14:07:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
18810,2026-08-22 10:58:00,VIA-00784,ORD-2026-02448,CAM-15,PROD-005,,C,42.4,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-15,C,,42.4,2026-08-22T14:58:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
19040,2026-08-27 01:28:00,VIA-00794,ORD-2026-02599,CAM-19,PROD-040,-999.0,C,48.6,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-19,C,,48.6,2026-08-27T05:28:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
19393,2026-08-22 07:40:00,VIA-00809,ORD-2026-02325,CAM-04,PROD-017,18.13,C,-50.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Humedad fuera de 0 a 100 %,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Humedad fuera de 0 a 100 %,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,18.13,,2026-08-22T11:40:00Z,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
20039,2026-08-13 11:53:00,VIA-00835,ORD-2026-00787,CAM-25,PROD-060,254.28,K,81.6,0,0,OK,,OK,,OK,,OK,,OK,,NO_EVALUABLE,Rango térmico no evaluado con unidad K,CRITICO,Kelvin no es unidad operacional esperada en AndinaLog,OK,,OK,,OK,,2,True,CRITICO,temperatura_cabina_c|temp_unit,temperatura_cabina_c: Rango térmico no evaluado con unidad K | temp_unit: Kelvin no es unidad operacional esperada en AndinaLog,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-25,K,,81.6,2026-08-13T15:53:00Z,False,False,Unidad térmica no operacional o desconocida | Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
20071,2026-08-02 08:25:00,VIA-00837,ORD-2026-05889,CAM-15,PROD-055,,C,55.9,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-15,C,,55.9,2026-08-02T12:25:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
20228,2026-08-26 09:42:00,VIA-00843,ORD-2026-07262,CAM-28,PROD-025,-10.1,C,-83.3,1,1,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Humedad fuera de 0 a 100 %,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Humedad fuera de 0 a 100 %,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-28,C,-10.1,,2026-08-26T13:42:00Z,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
20311,2026-08-18 10:45:00,VIA-00847,ORD-2026-04887,CAM-19,PROD-018,-999.0,C,50.1,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-19,C,,50.1,2026-08-18T14:45:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,False,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
20388,2026-08-16 04:10:00,VIA-00850,ORD-2026-05780,CAM-26,PROD-034,-999.0,C,71.4,1,1,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-26,C,,71.4,2026-08-16T08:10:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
20461,2026-08-16 18:36:00,VIA-00853,ORD-2026-06319,CAM-02,PROD-052,-999.0,C,59.9,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-02,C,,59.9,2026-08-16T22:36:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
21058,2026-02-31 09:15:00,VIA-00878,ORD-2026-02175,CAM-01,PROD-056,5.08,C,85.4,0,0,CRITICO,Formato o fecha de calendario inválidos,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,1,True,CRITICO,timestamp,timestamp: Formato o fecha de calendario inválidos,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,,,CAM-01,C,5.08,85.4,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
21074,2026-08-19 08:31:00,VIA-00879,ORD-2026-06707,CAM-01,PROD-020,-999.0,C,62.5,0,1,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-01,C,,62.5,2026-08-19T12:31:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
21240,2026-08-26 04:37:00,VIA-00885,ORD-2026-07094,CAM-08,PROD-036,,C,75.9,0,0,CRITICO,Misma clave con datos diferentes; revisar ambas lecturas,CRITICO,Misma clave con datos diferentes; revisar ambas lecturas,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,4,True,CRITICO,timestamp|viaje_id|producto_id|temperatura_cabina_c,timestamp: Misma clave con datos diferentes | timestamp: revisar ambas lecturas | viaje_id: Misma clave con datos diferentes | viaje_id: revisar ambas lecturas | producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | CUARENTENA_CONFLICTO,Timestamp local de Bolivia convertido a UTC | Misma clave de lectura con datos distintos,CAM-08,C,,75.9,2026-08-26T08:37:00Z,False,False,Temperatura sin valor recuperable | Clave de lectura en conflicto,True,CUARENTENA,False,False,False,Fresco,Refrigerado,NO_EVALUABLE,False,Categoria observada o tipo de camion no disponible para evaluar,False
21409,2026-08-05 02:17:00,VIA-00893,ORD-2026-01236,CAM-10,PROD-049,,C,72.8,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-10,C,,72.8,2026-08-05T06:17:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,False,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
21421,2026-02-31 09:15:00,VIA-00893,ORD-2026-01236,CAM-10,PROD-049,4.08,C,68.3,0,1,CRITICO,Formato o fecha de calendario inválidos,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|producto_id,timestamp: Formato o fecha de calendario inválidos | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,,,CAM-10,C,4.08,68.3,,False,False,Fecha local inválida,True,CUARENTENA,False,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
21754,2026-08-10 02:51:00,VIA-00907,ORD-2026-07219,CAM-17,PROD-040,-999.0,C,56.0,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-17,C,,56.0,2026-08-10T06:51:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
21913,2026-08-02 04:49:00,VIA-00914,ORD-2026-01504,CAM-10,PROD-014,-999.0,C,59.8,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-10,C,,59.8,2026-08-02T08:49:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
22248,2026-08-26 17:35:00,VIA-00927,ORD-2026-07022,CAM-20,PROD-002,18.36,C,,0,0,OK,,OK,,OK,,REVISAR,Sin correspondencia en Flota Silver de cobertura parcial,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,2,True,CRITICO,camion_id|humedad_cabina_pct,camion_id: Sin correspondencia en Flota Silver de cobertura parcial | humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-20,C,18.36,,2026-08-26T21:35:00Z,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
22365,2026-08-30 04:45:00,VIA-00932,ORD-2026-02192,CAM-26,PROD-050,,C,63.7,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-26,C,,63.7,2026-08-30T08:45:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
22613,2026-02-31 09:15:00,VIA-00943,ORD-2026-05464,CAM-19,PROD-050,17.07,C,45.9,0,0,CRITICO,Formato o fecha de calendario inválidos,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,1,True,CRITICO,timestamp,timestamp: Formato o fecha de calendario inválidos,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,,,CAM-19,C,17.07,45.9,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
22960,2026-08-08 19:05:00,VIA-00957,ORD-2026-07439,CAM-08,PROD-026,3.79,C,,0,1,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,2,True,CRITICO,producto_id|humedad_cabina_pct,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-08,C,3.79,,2026-08-08T23:05:00Z,False,False,Humedad sin valor recuperable,True,CUARENTENA,False,False,False,Fresco,Refrigerado,NO_EVALUABLE,False,Categoria observada o tipo de camion no disponible para evaluar,False
23093,2026-08-02 22:08:00,VIA-00963,ORD-2026-07082,CAM-03,PROD-031,,C,46.7,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-03,C,,46.7,2026-08-03T02:08:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
23220,2026-08-27 18:37:00,VIA-00968,ORD-2026-03406,CAM-28,PROD-047,-999.0,C,73.5,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-28,C,,73.5,2026-08-27T22:37:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
23702,2026-08-17 02:59:00,VIA-00988,ORD-2026-04780,CAM-26,PROD-002,-999.0,C,56.6,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-26,C,,56.6,2026-08-17T06:59:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
23991,2026-08-23 04:52:00,VIA-01000,ORD-2026-06120,CAM-25,PROD-016,,C,49.1,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-25,C,,49.1,2026-08-23T08:52:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
24402,2026-08-12 14:05:00,VIA-01017,ORD-2026-00092,CAM-26,PROD-019,-999.0,C,59.4,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-26,C,,59.4,2026-08-12T18:05:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
24579,2026-08-03 08:03:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,5.16,C,-92.6,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Humedad fuera de 0 a 100 %,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Humedad fuera de 0 a 100 %,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,5.16,,2026-08-03T12:03:00Z,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Fresco,Seco,REVISAR,True,Producto Fresco/Congelado en camion registrado Seco; verificar configuracion operativa,False
24647,2026-08-03 04:51:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-999.0,C,69.4,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-19,C,,69.4,2026-08-03T08:51:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
25029,2026-08-06 01:30:00,VIA-01043,ORD-2026-02537,CAM-19,PROD-050,25.97,C,,1,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-19,C,25.97,,2026-08-06T05:30:00Z,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
