fila_bronze,order_id,cliente_id,producto_id,fecha_despacho,centro_distribucion,camion_id,chofer_id,cantidad_solicitada,cantidad_entregada,tiempo_entrega_prometido_hrs,tiempo_entrega_real_hrs,otif_on_time,otif_in_full,otif,order_id_en_cuarentena,order_id_motivo,cliente_id_en_cuarentena,cliente_id_motivo,producto_id_en_cuarentena,producto_id_motivo,fecha_despacho_en_cuarentena,fecha_despacho_motivo,centro_distribucion_en_cuarentena,centro_distribucion_motivo,camion_id_en_cuarentena,camion_id_motivo,chofer_id_en_cuarentena,chofer_id_motivo,cantidad_solicitada_en_cuarentena,cantidad_solicitada_motivo,cantidad_entregada_en_cuarentena,cantidad_entregada_motivo,tiempo_entrega_prometido_hrs_en_cuarentena,tiempo_entrega_prometido_hrs_motivo,tiempo_entrega_real_hrs_en_cuarentena,tiempo_entrega_real_hrs_motivo,otif_on_time_en_cuarentena,otif_on_time_motivo,otif_in_full_en_cuarentena,otif_in_full_motivo,otif_en_cuarentena,otif_motivo,en_cuarentena
4833,ORD-2026-04833,CLI-014,PROD-017,26/08/2026 19:43,Tarija,CAM-26,CHO-084,300,291.0,24,15.2,1,0,0,False,,False,,False,,True,Formato local convertible a AAAA-MM-DD HH:MM:SS,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
4885,ORD-2026-04885,CLI-082,PROD-050,2026-08-26 08:22:00,La Paz,CAM-04,CHO-056,cincuenta,231.0,24,22.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,True,Valor no numérico,False,,False,,False,,False,,False,,False,,True
4967,ORD-2026-04967,CLI-087,PROD-052,2026-08-28 06:09:00,Tarija,CAM-21,CHO-068,cincuenta,71.0,48,39.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,True,Valor no numérico,False,,False,,False,,False,,False,,False,,True
5027,ORD-2026-05027,CLI-064, prod-037 ,2026-08-28 04:21:00,La Paz,CAM-15,CHO-101,438,438.0,72,72.8,0,1,0,False,,False,,True,Formato esperado: PROD-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5120,ORD-2026-05120,CLI-069,PROD-028,2026-02-31 08:00:00,La Paz,CAM-10,CHO-001,222,222.0,72,67.7,1,1,1,False,,False,,False,,True,Fecha imposible o formato no reconocido,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5166,ORD-2026-05166,CLI-037, prod-024 ,2026-08-23 07:01:00,Tarija,CAM-21,CHO-025,212,212.0,24,23.1,1,1,1,False,,False,,True,Formato esperado: PROD-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5177,ORD-2026-05177,CLI-091,PROD-045,2026-08-14 22:56:00,Oruro,CAM-24,CHO-066,cincuenta,223.0,72,60.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,True,Valor no numérico,False,,False,,False,,False,,False,,False,,True
5237,ORD-2026-05237,CLI-082,PROD-003,13/08/2026 09:33,Tarija,CAM-19,CHO-099,133,133.0,48,53.3,0,1,0,False,,False,,False,,True,Formato local convertible a AAAA-MM-DD HH:MM:SS,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5239,ORD-2026-05239, cli-010 ,PROD-012,2026-08-02 04:30:00,Oruro,CAM-24,CHO-066,81,81.0,48,44.9,1,1,1,False,,True,Formato esperado: CLI-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5259, ord-2026-05259 ,CLI-031,PROD-013,2026-08-14 09:17:00,Oruro,CAM-20,CHO-095,17,17.0,72,51.1,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5287, ord-2026-05287 ,CLI-051,PROD-035,2026-08-30 11:55:00,Santa Cruz,CAM-08,CHO-069,184,184.0,48,34.3,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5404,ORD-2026-05404,CLI-021, prod-009 ,2026-08-15 20:39:00,Tarija,CAM-19,CHO-119,165,165.0,48,21.5,1,1,1,False,,False,,True,Formato esperado: PROD-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5437,ORD-2026-05437,CLI-064,PROD-056,2026-08-24 04:08:00,Oruro,CAM-20,CHO-046,113,113.0,72,-59.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Tiempo real no puede ser negativo,False,,False,,False,,True
5476, ord-2026-05476 ,CLI-071,PROD-006,2026-08-23 20:07:00,La Paz,CAM-04,CHO-011,17,17.0,24,10.2,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5493, ord-2026-05493 ,CLI-078,PROD-016,2026-08-25 18:57:00,Oruro,CAM-16,CHO-027,89,89.0,72,68.9,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5501, ord-2026-05501 ,CLI-057,PROD-034,2026-08-12 23:23:00,Oruro,CAM-20,CHO-038,334,334.0,72,66.4,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5507, ord-2026-05507 ,CLI-014,PROD-007,2026-08-16 14:35:00,Oruro,CAM-24,CHO-095,281,281.0,48,31.9,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5662,ORD-2026-05662,CLI-056,PROD-059,10/08/2026 16:47,Santa Cruz,CAM-18,CHO-026,327,327.0,48,37.9,1,1,1,False,,False,,False,,True,Formato local convertible a AAAA-MM-DD HH:MM:SS,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5749, ord-2026-05749 ,CLI-012,PROD-023,2026-08-15 04:18:00,Santa Cruz,CAM-08,CHO-127,201,201.0,48,46.5,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
5893,ORD-2026-05893,CLI-089,PROD-021,2026-08-30 17:36:00,Cochabamba,CAM-02,CHO-131,381,381.0,24,-27.1,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Tiempo real no puede ser negativo,False,,False,,False,,True
6149,ORD-2026-06149,CLI-086,PROD-044,2026-08-29 17:27:00,Cochabamba,CAM-01,CHO-016,cincuenta,342.0,24,17.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,True,Valor no numérico,False,,False,,False,,False,,False,,False,,True
6154,ORD-2026-06154, cli-020 ,PROD-040,2026-08-28 18:23:00,Tarija,CAM-19,CHO-043,366,366.0,72,77.9,0,1,0,False,,True,Formato esperado: CLI-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6310,ORD-2026-06310, cli-008 ,PROD-039,2026-08-13 10:23:00,Tarija,CAM-21,CHO-032,305,305.0,72,56.5,1,1,1,False,,True,Formato esperado: CLI-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6368,ORD-2026-06368,CLI-077,PROD-015,2026-08-02 21:55:00,La Paz,CAM-10,CHO-001,142,142.0,24,-21.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Tiempo real no puede ser negativo,False,,False,,False,,True
6380, ord-2026-06380 ,CLI-026,PROD-057,2026-08-19 02:19:00,Santa Cruz,CAM-29,CHO-149,383,383.0,48,47.8,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6501,ORD-2026-06501,CLI-082, prod-009 ,2026-08-15 13:05:00,Santa Cruz,CAM-08,CHO-090,135,135.0,48,35.1,1,1,1,False,,False,,True,Formato esperado: PROD-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6530,ORD-2026-06530,CLI-093,PROD-028,2026-08-18 21:53:00,La Paz,CAM-15,CHO-073,cincuenta,405.0,48,48.2,0,1,0,False,,False,,False,,False,,False,,False,,False,,True,Valor no numérico,False,,False,,False,,False,,False,,False,,True
6531, ord-2026-06531 ,CLI-098,PROD-022,2026-08-29 23:22:00,La Paz,CAM-28,CHO-050,332,332.0,24,17.6,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6573,ORD-2026-06573, cli-076 ,PROD-045,2026-08-23 19:50:00,Cochabamba,CAM-27,CHO-070,429,429.0,48,45.0,1,1,1,False,,True,Formato esperado: CLI-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6632, ord-2026-06632 ,CLI-099,PROD-002,2026-08-14 05:06:00,Tarija,CAM-19,CHO-025,348,348.0,24,20.5,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6667,ORD-2026-06667, cli-033 ,PROD-024,2026-08-14 12:18:00,Santa Cruz,CAM-08,CHO-112,442,442.0,24,17.8,1,1,1,False,,True,Formato esperado: CLI-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6677,ORD-2026-06677,CLI-093,PROD-018,18/08/2026 05:45,Oruro,CAM-16,CHO-066,426,426.0,48,47.2,1,1,1,False,,False,,False,,True,Formato local convertible a AAAA-MM-DD HH:MM:SS,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6692, ord-2026-06692 ,CLI-088,PROD-022,2026-08-20 07:28:00,Oruro,CAM-24,CHO-038,31,31.0,24,22.8,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6725, ord-2026-06725 ,CLI-063,PROD-042,2026-08-12 17:05:00,Tarija,CAM-19,CHO-005,256,256.0,48,42.9,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6789, ord-2026-06789 ,CLI-097,PROD-029,2026-08-29 05:18:00,Santa Cruz,CAM-09,CHO-034,56,56.0,48,40.6,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6794,ORD-2026-06794,CLI-001, prod-051 ,2026-08-16 03:17:00,Oruro,CAM-20,CHO-038,80,80.0,48,38.8,1,1,1,False,,False,,True,Formato esperado: PROD-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6797,ORD-2026-06797, cli-017 ,PROD-056,2026-08-21 03:04:00,Oruro,CAM-20,CHO-046,139,139.0,48,58.0,0,1,0,False,,True,Formato esperado: CLI-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6873,ORD-2026-06873,CLI-009,PROD-010,02/08/2026 09:38,La Paz,CAM-15,CHO-004,457,457.0,48,27.2,1,1,1,False,,False,,False,,True,Formato local convertible a AAAA-MM-DD HH:MM:SS,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
6918,ORD-2026-06918,CLI-062,PROD-039,09/08/2026 10:45,Tarija,CAM-21,CHO-084,467,467.0,24,14.6,1,1,1,False,,False,,False,,True,Formato local convertible a AAAA-MM-DD HH:MM:SS,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7015,ORD-2026-07015,CLI-036,PROD-040,2026-08-28 09:07:00,Oruro,CAM-16,CHO-038,cincuenta,58.0,24,24.7,0,1,0,False,,False,,False,,False,,False,,False,,False,,True,Valor no numérico,False,,False,,False,,False,,False,,False,,True
7169,ORD-2026-07169, cli-074 ,PROD-025,2026-08-01 10:31:00,Santa Cruz,CAM-08,CHO-146,56,56.0,24,18.7,1,1,1,False,,True,Formato esperado: CLI-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7181,ORD-2026-07181,CLI-100, prod-018 ,2026-08-06 17:10:00,Cochabamba,CAM-27,CHO-049,342,342.0,72,76.3,0,1,0,False,,False,,True,Formato esperado: PROD-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7183, ord-2026-07183 ,CLI-038,PROD-006,2026-08-18 05:49:00,Santa Cruz,CAM-23,CHO-034,155,155.0,48,42.3,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7200,ORD-2026-07200,CLI-050,PROD-004,2026-08-16 20:11:00,Cochabamba,CAM-27,CHO-007,73,57.0,48,-52.9,0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Tiempo real no puede ser negativo,False,,False,,False,,True
7220,ORD-2026-07220,CLI-061,PROD-051,09/08/2026 10:07,La Paz,CAM-10,CHO-056,462,462.0,24,21.8,1,1,1,False,,False,,False,,True,Formato local convertible a AAAA-MM-DD HH:MM:SS,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7268, ord-2026-07268 ,CLI-016,PROD-042,2026-08-07 18:13:00,Tarija,CAM-19,CHO-068,134,134.0,72,49.5,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7324,ORD-2026-07324,CLI-042,PROD-036,2026-02-31 08:00:00,Oruro,CAM-24,CHO-066,465,465.0,72,52.3,1,1,1,False,,False,,False,,True,Fecha imposible o formato no reconocido,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7352,ORD-2026-07352,CLI-068,PROD-027,19/08/2026 06:02,Santa Cruz,CAM-08,CHO-028,31,31.0,72,42.3,1,1,1,False,,False,,False,,True,Formato local convertible a AAAA-MM-DD HH:MM:SS,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7490,ORD-2026-07490,CLI-006,PROD-019,2026-08-06 14:57:00,Santa Cruz,CAM-29,CHO-093,101,101.0,72,-58.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Tiempo real no puede ser negativo,False,,False,,False,,True
7501,ORD-2026-00866,CLI-086,PROD-005,2026-08-30 17:04:00,Cochabamba,CAM-05,CHO-077,164,164.0,72,74.2,0,1,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7502,ORD-2026-06883,CLI-062,PROD-060,2026-08-03 05:37:00,Cochabamba,CAM-22,CHO-044,221,221.0,48,41.3,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7503,ORD-2026-04429,CLI-075,PROD-027,2026-08-16 00:07:00,La Paz,CAM-28,CHO-147,59,59.0,72,44.0,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7504,ORD-2026-03573,CLI-090,PROD-013,2026-08-11 23:38:00,Tarija,CAM-19,CHO-014,305,305.0,24,22.2,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7505,ORD-2026-01161,CLI-072,PROD-053,2026-08-30 19:17:00,Tarija,CAM-26,CHO-025,338,319.0,72,57.3,1,0,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7506,ORD-2026-00505,CLI-048,PROD-043,2026-08-15 12:57:00,Cochabamba,CAM-02,CHO-120,137,137.0,48,37.4,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7507,ORD-2026-03394,CLI-041,PROD-034,2026-08-03 05:33:00,Tarija,CAM-26,CHO-067,343,343.0,72,42.6,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7508,ORD-2026-02354,CLI-030,PROD-044,2026-08-02 14:24:00,Cochabamba,CAM-25,CHO-148,165,165.0,48,30.0,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7509,ORD-2026-06785,CLI-003,PROD-028,2026-08-16 18:15:00,Santa Cruz,CAM-29,CHO-052,407,407.0,72,55.2,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7510,ORD-2026-04855,CLI-020,PROD-036,2026-08-15 19:57:00,Tarija,CAM-19,CHO-010,87,87.0,72,59.0,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7511,ORD-2026-00959,CLI-024,PROD-023,2026-08-29 20:53:00,La Paz,CAM-10,CHO-013,166,166.0,72,65.4,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7512,ORD-2026-00634,CLI-055,PROD-044,2026-08-08 10:23:00,La Paz,CAM-10,CHO-147,121,121.0,72,88.3,0,1,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7513,ORD-2026-02996,CLI-030,PROD-049,2026-08-04 14:27:00,Oruro,CAM-24,CHO-095,87,87.0,72,67.9,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7514,ORD-2026-01428,CLI-094,PROD-009,2026-08-23 03:45:00,Oruro,CAM-20,CHO-095,42,42.0,24,16.1,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7515,ORD-2026-05440,CLI-040,PROD-031,2026-08-27 22:20:00,Santa Cruz,CAM-08,CHO-052,51,51.0,48,43.6,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7516,ORD-2026-01466,CLI-048,PROD-060,2026-08-19 03:08:00,Cochabamba,CAM-01,CHO-087,99,99.0,48,32.2,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7517,ORD-2026-05397,CLI-090,PROD-016,2026-08-22 13:38:00,Tarija,CAM-19,CHO-074,70,66.0,72,49.9,1,0,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7518,ORD-2026-00963,CLI-031,PROD-002,2026-08-03 06:49:00,La Paz,CAM-15,CHO-054,305,305.0,48,30.7,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7519,ORD-2026-02362,CLI-020,PROD-044,2026-08-07 13:45:00,La Paz,CAM-10,CHO-073,144,144.0,72,50.0,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7520,ORD-2026-01743,CLI-088,PROD-036,2026-08-06 21:33:00,Santa Cruz,CAM-08,CHO-036,388,388.0,48,51.1,0,1,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7521,ORD-2026-06102,CLI-060,PROD-052,2026-08-05 11:46:00,Oruro,CAM-24,CHO-095,381,381.0,72,64.4,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7522,ORD-2026-02799,CLI-056,PROD-060,2026-08-19 05:00:00,Tarija,CAM-26,CHO-074,217,217.0,24,24.3,0,1,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7523,ORD-2026-05945,CLI-028,PROD-034,2026-08-23 04:34:00,Santa Cruz,CAM-08,CHO-030,354,354.0,48,34.8,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7524,ORD-2026-03487,CLI-019,PROD-007,2026-08-30 12:23:00,Santa Cruz,CAM-09,CHO-053,22,22.0,72,55.4,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7525,ORD-2026-06587,CLI-032,PROD-040,2026-08-03 12:57:00,Santa Cruz,CAM-29,CHO-116,207,207.0,24,24.1,0,1,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7526,ORD-2026-01910,CLI-067,PROD-020,2026-08-25 19:56:00,Tarija,CAM-26,CHO-043,218,218.0,24,21.4,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7527,ORD-2026-04468,CLI-032,PROD-056,2026-08-04 20:24:00,Oruro,CAM-24,CHO-046,465,460.0,24,17.9,1,0,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7528,ORD-2026-03584,CLI-060,PROD-054,2026-08-19 23:09:00,Santa Cruz,CAM-08,CHO-034,156,152.0,48,30.7,1,0,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7529,ORD-2026-06978,CLI-021,PROD-033,2026-08-29 00:41:00,Tarija,CAM-26,CHO-059,215,215.0,48,39.3,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7530,ORD-2026-04440,CLI-013,PROD-021,2026-08-21 19:38:00,Tarija,CAM-19,CHO-025,219,219.0,72,51.9,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7531,ORD-2026-00316,CLI-087,PROD-001,2026-08-25 00:00:00,La Paz,CAM-28,CHO-147,27,27.0,48,37.4,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7532,ORD-2026-03160,CLI-076,PROD-033,2026-08-04 10:48:00,Oruro,CAM-03,CHO-095,357,357.0,72,69.4,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7533,ORD-2026-00363,CLI-022,PROD-008,2026-08-07 17:56:00,Oruro,CAM-24,CHO-066,317,317.0,48,49.3,0,1,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7534,ORD-2026-01565,CLI-067,PROD-009,2026-08-20 16:44:00,Oruro,CAM-24,CHO-046,313,313.0,24,15.5,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7535,ORD-2026-04279,CLI-047,PROD-035,2026-08-24 06:23:00,Oruro,CAM-20,CHO-046,452,452.0,24,14.6,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7536,ORD-2026-00707,CLI-053,PROD-007,2026-08-30 20:03:00,Tarija,CAM-21,CHO-032,111,111.0,72,49.1,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7537,ORD-2026-02597,CLI-009,PROD-031,2026-08-02 22:07:00,La Paz,CAM-04,CHO-054,21,21.0,48,29.8,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7538,ORD-2026-07407,CLI-074,PROD-043,2026-08-22 06:29:00,Cochabamba,CAM-02,CHO-148,460,458.0,48,44.8,1,0,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7539,ORD-2026-01327,CLI-061,PROD-051,2026-08-24 22:34:00,Santa Cruz,CAM-08,CHO-137,478,478.0,48,35.8,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7540,ORD-2026-02320,CLI-097,PROD-036,2026-08-16 15:15:00,Tarija,CAM-19,CHO-078,273,273.0,72,63.2,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7541,ORD-2026-00077,CLI-052,PROD-028,2026-08-16 00:53:00,Cochabamba,CAM-06,CHO-019,288,288.0,72,52.5,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7542,ORD-2026-06953,CLI-018,PROD-012,2026-08-13 07:54:00,Cochabamba,CAM-22,CHO-087,206,206.0,48,29.2,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7543,ORD-2026-00738,CLI-043,PROD-050,2026-08-30 20:15:00,Santa Cruz,CAM-29,CHO-139,380,380.0,24,12.3,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7544,ORD-2026-04965,CLI-068,PROD-022,2026-08-25 17:48:00,Santa Cruz,CAM-08,CHO-090,122,122.0,72,44.8,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7545,ORD-2026-03955,CLI-049,PROD-050,2026-08-12 14:09:00,Cochabamba,CAM-02,CHO-040,13,13.0,24,16.9,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7546,ORD-2026-04759,CLI-053,PROD-044,2026-08-12 10:54:00,Santa Cruz,CAM-08,CHO-026,353,353.0,48,51.8,0,1,0,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7547,ORD-2026-01598,CLI-001,PROD-050,2026-08-13 04:30:00,Oruro,CAM-24,CHO-095,342,342.0,72,56.7,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7548,ORD-2026-00139,CLI-061,PROD-051,2026-08-10 10:06:00,Santa Cruz,CAM-08,CHO-118,199,199.0,24,15.8,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7549,ORD-2026-04209,CLI-050,PROD-038,2026-08-02 18:47:00,Oruro,CAM-03,CHO-046,228,228.0,24,22.0,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
7550,ORD-2026-05949,CLI-035,PROD-012,2026-08-14 15:07:00,Tarija,CAM-26,CHO-032,315,315.0,24,15.9,1,1,1,True,Copia exacta posterior,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
