fila_bronze,order_id,cliente_id,producto_id,fecha_despacho,centro_distribucion,camion_id,chofer_id,cantidad_solicitada,cantidad_entregada,tiempo_entrega_prometido_hrs,tiempo_entrega_real_hrs,otif_on_time,otif_in_full,otif,order_id_en_cuarentena,order_id_motivo,cliente_id_en_cuarentena,cliente_id_motivo,producto_id_en_cuarentena,producto_id_motivo,fecha_despacho_en_cuarentena,fecha_despacho_motivo,centro_distribucion_en_cuarentena,centro_distribucion_motivo,camion_id_en_cuarentena,camion_id_motivo,chofer_id_en_cuarentena,chofer_id_motivo,cantidad_solicitada_en_cuarentena,cantidad_solicitada_motivo,cantidad_entregada_en_cuarentena,cantidad_entregada_motivo,tiempo_entrega_prometido_hrs_en_cuarentena,tiempo_entrega_prometido_hrs_motivo,tiempo_entrega_real_hrs_en_cuarentena,tiempo_entrega_real_hrs_motivo,otif_on_time_en_cuarentena,otif_on_time_motivo,otif_in_full_en_cuarentena,otif_in_full_motivo,otif_en_cuarentena,otif_motivo,en_cuarentena
1591,ORD-2026-01591,CLI-081,PROD-003,2026-08-25 22:04:00,La Paz,CAM-04,CHO-056,388,388.0,24,24.3,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1592,ORD-2026-01592,CLI-057,PROD-003,2026-08-17 03:38:00,La Paz,CAM-04,CHO-054,447,447.0,24,26.7,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1593,ORD-2026-01593,CLI-022,PROD-025,2026-08-10 11:49:00,Santa Cruz,CAM-08,CHO-106,422,422.0,72,80.3,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1594,ORD-2026-01594,CLI-006,PROD-033,2026-08-30 05:01:00,Santa Cruz,CAM-09,CHO-106,497,497.0,72,61.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1595,ORD-2026-01595,CLI-006,PROD-019,2026-08-01 14:58:00,Oruro,CAM-24,CHO-027,304,304.0,48,32.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1596,ORD-2026-01596,CLI-018,PROD-049,2026-08-13 20:56:00,Tarija,CAM-19,CHO-067,282,282.0,48,40.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1597,ORD-2026-01597,CLI-091,PROD-059,2026-08-14 20:00:00,Oruro,CAM-03,CHO-095,362,349.0,24,21.6,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1598,ORD-2026-01598,CLI-001,PROD-050,2026-08-13 04:30:00,Oruro,CAM-24,CHO-095,342,342.0,72,56.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1599,ORD-2026-01599,CLI-094,PROD-041,2026-08-20 01:24:00,Santa Cruz,CAM-08,CHO-114,104,104.0,48,37.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1600,ORD-2026-01600,CLI-028,PROD-007,2026-08-16 06:06:00,La Paz,CAM-12,CHO-011,266,266.0,72,54.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1601,ORD-2026-01601,CLI-044,PROD-017,2026-08-09 00:04:00,Santa Cruz,CAM-18,CHO-048,203,203.0,24,14.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1602,ORD-2026-01602,CLI-092,PROD-012,2026-08-16 10:39:00,Santa Cruz,CAM-09,CHO-048,127,127.0,48,37.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1603,ORD-2026-01603,CLI-070,PROD-060,2026-08-30 10:05:00,La Paz,CAM-10,CHO-134,146,146.0,72,47.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1604,ORD-2026-01604,CLI-092,PROD-026,2026-08-10 03:33:00,Oruro,CAM-24,CHO-038,268,268.0,72,37.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1605,ORD-2026-01605,CLI-066,PROD-060,2026-08-15 12:31:00,Tarija,CAM-19,CHO-032,141,141.0,48,39.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1606,ORD-2026-01606,CLI-054,PROD-038,2026-08-17 08:35:00,Santa Cruz,CAM-18,CHO-071,429,429.0,48,34.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1607,ORD-2026-01607,CLI-063,PROD-016,2026-08-14 01:32:00,Tarija,CAM-19,CHO-043,469,469.0,48,30.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1608,ORD-2026-01608,CLI-064,PROD-055,2026-08-28 08:12:00,Oruro,CAM-24,CHO-046,184,184.0,72,59.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1609,ORD-2026-01609,CLI-077,PROD-047,2026-08-22 06:22:00,Tarija,CAM-19,CHO-025,145,145.0,24,19.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1610,ORD-2026-01610,CLI-053,PROD-015,2026-08-27 23:32:00,La Paz,CAM-10,CHO-140,412,412.0,72,54.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1611,ORD-2026-01611,CLI-081,PROD-027,2026-08-04 01:46:00,Oruro,CAM-24,CHO-038,187,187.0,72,45.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1612,ORD-2026-01612,CLI-085,PROD-011,2026-08-25 10:28:00,Cochabamba,CAM-22,CHO-072,225,225.0,72,86.0,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1613,ORD-2026-01613,CLI-064,PROD-022,2026-08-15 16:26:00,Cochabamba,CAM-22,CHO-007,59,59.0,72,63.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1614,ORD-2026-01614,CLI-031,PROD-017,2026-08-26 09:25:00,Tarija,CAM-21,CHO-063,310,310.0,48,46.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1615,ORD-2026-01615,CLI-063,PROD-022,2026-08-18 07:41:00,Oruro,CAM-24,CHO-066,98,98.0,48,40.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1616,ORD-2026-01616,CLI-041,PROD-035,2026-08-29 05:43:00,Oruro,CAM-20,CHO-027,460,460.0,48,49.5,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1617,ORD-2026-01617,CLI-084,PROD-049,2026-08-15 04:00:00,La Paz,CAM-10,CHO-073,112,95.0,48,45.5,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1618,ORD-2026-01618,CLI-071,PROD-011,2026-08-06 09:56:00,Tarija,CAM-26,CHO-063,105,91.0,24,22.2,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1619,ORD-2026-01619,CLI-023,PROD-018,2026-08-21 16:04:00,Oruro,CAM-16,CHO-095,383,383.0,48,50.2,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1620,ORD-2026-01620,CLI-020,PROD-013,2026-08-30 06:55:00,Oruro,CAM-20,CHO-066,343,343.0,48,41.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1621,ORD-2026-01621,CLI-066,PROD-051,2026-08-06 19:08:00,Tarija,CAM-26,CHO-074,328,328.0,72,51.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1622,ORD-2026-01622, cli-006 ,PROD-009,2026-08-26 12:25:00,Oruro,CAM-20,CHO-066,301,301.0,24,17.2,1,1,1,False,,True,Formato esperado: CLI-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
1623,ORD-2026-01623,CLI-068,PROD-054,2026-08-05 11:42:00,Oruro,CAM-20,CHO-095,492,492.0,48,38.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1624,ORD-2026-01624,CLI-052,PROD-048,2026-08-21 02:54:00,Oruro,CAM-03,CHO-095,41,41.0,48,38.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1625,ORD-2026-01625,CLI-016,PROD-057,2026-08-08 13:55:00,Oruro,CAM-16,CHO-027,263,263.0,48,42.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1626,ORD-2026-01626,CLI-024,PROD-051,2026-08-26 05:27:00,Oruro,CAM-03,CHO-046,302,301.0,24,17.2,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1627,ORD-2026-01627,CLI-040,PROD-003,2026-08-26 13:37:00,Cochabamba,CAM-14,CHO-143,199,199.0,24,21.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1628,ORD-2026-01628,CLI-029,PROD-042,2026-08-29 14:40:00,Oruro,CAM-16,CHO-095,403,403.0,48,37.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1629,ORD-2026-01629,CLI-011,PROD-045,2026-08-28 01:15:00,Oruro,CAM-24,CHO-095,280,280.0,72,72.3,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1630,ORD-2026-01630,CLI-024,PROD-040,2026-08-02 17:17:00,Oruro,CAM-03,CHO-027,202,202.0,24,17.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1631,ORD-2026-01631,CLI-037,PROD-053,2026-08-17 00:48:00,Tarija,CAM-26,CHO-010,424,424.0,24,18.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1632,ORD-2026-01632,CLI-048,PROD-049,2026-08-10 13:00:00,Santa Cruz,CAM-09,CHO-105,301,301.0,24,30.4,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1633,ORD-2026-01633,CLI-056,PROD-011,2026-08-22 03:52:00,Oruro,CAM-20,CHO-095,363,363.0,48,36.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1634,ORD-2026-01634,CLI-033,PROD-026,2026-08-15 02:14:00,Tarija,CAM-19,CHO-043,171,171.0,24,14.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1635,ORD-2026-01635,CLI-088,PROD-015,2026-08-25 21:22:00,Cochabamba,CAM-02,CHO-098,312,312.0,72,63.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1636,ORD-2026-01636,CLI-076,PROD-048,2026-08-01 14:09:00,Santa Cruz,CAM-23,CHO-133,102,102.0,48,46.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1637,ORD-2026-01637,CLI-024,PROD-023,2026-08-08 20:54:00,Tarija,CAM-19,CHO-059,258,258.0,48,36.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1638,ORD-2026-01638,CLI-080,PROD-057,2026-08-17 19:27:00,Tarija,CAM-19,CHO-119,417,417.0,24,20.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1639,ORD-2026-01639,CLI-014,PROD-039,2026-08-20 02:33:00,La Paz,CAM-15,CHO-060,205,205.0,72,67.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1640,ORD-2026-01640,CLI-024,PROD-001,2026-08-03 02:32:00,Oruro,CAM-24,CHO-095,193,193.0,48,37.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1641,ORD-2026-01641,CLI-057,PROD-059,2026-08-30 15:39:00,Cochabamba,CAM-11,CHO-081,12,1.0,72,62.9,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1642,ORD-2026-01642,CLI-053,PROD-017,2026-08-27 14:49:00,Santa Cruz,CAM-09,CHO-008,341,331.0,24,24.3,0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1643,ORD-2026-01643,CLI-085,PROD-003,2026-08-12 02:05:00,Santa Cruz,CAM-23,CHO-045,339,339.0,24,21.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1644,ORD-2026-01644,CLI-002,PROD-042,2026-08-24 15:19:00,Cochabamba,CAM-22,CHO-080,160,160.0,72,61.2,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1645,ORD-2026-01645,CLI-031,PROD-030,2026-08-18 23:52:00,Tarija,CAM-26,CHO-025,408,408.0,48,38.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1646,ORD-2026-01646,CLI-086,PROD-024,2026-08-21 18:50:00,Tarija,CAM-21,CHO-099,137,136.0,48,42.2,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1647,ORD-2026-01647,CLI-044,PROD-057,2026-08-19 05:07:00,Santa Cruz,CAM-29,CHO-129,305,305.0,48,39.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1648,ORD-2026-01648,CLI-006,PROD-041,2026-08-15 05:55:00,La Paz,CAM-10,CHO-022,139,139.0,48,69.2,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1649,ORD-2026-01649,CLI-056,PROD-039,2026-08-25 23:09:00,Tarija,CAM-26,CHO-005,201,201.0,48,34.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1650,ORD-2026-01650,CLI-047,PROD-025,2026-08-06 06:15:00,Cochabamba,CAM-27,CHO-111,155,155.0,48,31.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1651,ORD-2026-01651,CLI-053,PROD-053,2026-08-10 15:56:00,Cochabamba,CAM-27,CHO-143,462,462.0,24,21.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1652,ORD-2026-01652,CLI-032,PROD-057,2026-08-20 04:31:00,Oruro,CAM-03,CHO-027,467,467.0,72,68.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1653,ORD-2026-01653,CLI-018,PROD-028,2026-08-01 02:52:00,Cochabamba,CAM-01,CHO-065,204,204.0,48,39.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1654,ORD-2026-01654,CLI-059,PROD-025,2026-08-02 18:47:00,La Paz,CAM-15,CHO-035,440,,72,50.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,Valor faltante; Cantidad entregada ausente; no evaluable para KPI OTIF,False,,False,,False,,False,,False,,False
1655,ORD-2026-01655,CLI-075,PROD-038,2026-08-23 02:23:00,La Paz,CAM-10,CHO-023,350,335.0,72,51.9,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1656,ORD-2026-01656,CLI-098,PROD-048,2026-08-12 15:33:00,Tarija,CAM-26,CHO-068,144,144.0,48,23.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1657,ORD-2026-01657,CLI-075,PROD-031,2026-08-08 03:22:00,Santa Cruz,CAM-09,CHO-036,389,389.0,24,12.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1658,ORD-2026-01658,CLI-068,PROD-010,2026-08-20 18:41:00,Cochabamba,CAM-30,CHO-136,477,477.0,72,48.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1659,ORD-2026-01659,CLI-058,PROD-009,2026-08-01 16:23:00,La Paz,CAM-28,CHO-124,233,233.0,48,45.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1660,ORD-2026-01660,CLI-086,PROD-029,2026-08-20 22:14:00,Cochabamba,CAM-11,CHO-085,477,477.0,24,16.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1661,ORD-2026-01661,CLI-003,PROD-011,2026-08-26 21:02:00,Tarija,CAM-26,CHO-078,474,474.0,48,50.0,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1662,ORD-2026-01662,CLI-086,PROD-053,2026-08-04 09:21:00,Oruro,CAM-24,CHO-066,200,200.0,72,55.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1663,ORD-2026-01663,CLI-039,PROD-054,2026-08-15 19:34:00,Cochabamba,CAM-11,CHO-016,217,217.0,24,22.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1664,ORD-2026-01664,CLI-058,PROD-053,2026-08-05 00:47:00,Cochabamba,CAM-27,CHO-003,196,196.0,24,25.4,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1665,ORD-2026-01665,CLI-009,PROD-003,2026-08-18 04:20:00,Oruro,CAM-20,CHO-046,498,498.0,24,21.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1666,ORD-2026-01666,CLI-097,PROD-037,2026-08-27 17:55:00,Cochabamba,CAM-11,CHO-083,302,302.0,72,35.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1667,ORD-2026-01667,CLI-078,PROD-003,2026-08-03 16:56:00,Oruro,CAM-03,CHO-095,399,399.0,24,16.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1668,ORD-2026-01668,CLI-069,PROD-056,2026-08-05 06:26:00,Tarija,CAM-19,CHO-063,257,257.0,48,41.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1669,ORD-2026-01669,CLI-075,PROD-008,2026-08-15 00:46:00,Oruro,CAM-20,CHO-066,248,245.0,72,50.9,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1670,ORD-2026-01670,CLI-035,PROD-025,2026-08-24 22:15:00,La Paz,CAM-15,CHO-035,298,298.0,24,17.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1671,ORD-2026-01671,CLI-073,PROD-037,2026-08-02 05:57:00,Oruro,CAM-24,CHO-066,473,465.0,24,23.1,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1672,ORD-2026-01672,CLI-093,PROD-003,2026-08-16 12:49:00,Santa Cruz,CAM-08,CHO-028,419,419.0,48,45.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1673,ORD-2026-01673,CLI-068,PROD-056,2026-08-28 13:13:00,Oruro,CAM-24,CHO-066,98,98.0,72,86.1,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1674,ORD-2026-01674,CLI-059,PROD-033,2026-08-03 10:57:00,La Paz,CAM-04,CHO-064,296,293.0,48,29.4,1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1675,ORD-2026-01675,CLI-060,PROD-043,2026-08-28 13:38:00,Oruro,CAM-24,CHO-038,239,239.0,24,19.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1676,ORD-2026-01676,CLI-095,PROD-008,2026-08-10 13:45:00,Santa Cruz,CAM-08,CHO-138,473,473.0,48,45.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1677,ORD-2026-01677,CLI-043,PROD-028,2026-08-23 02:28:00,Tarija,CAM-21,CHO-084,70,70.0,24,19.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1678, ord-2026-01678 ,CLI-100,PROD-009,2026-08-29 06:32:00,Cochabamba,CAM-22,CHO-079,289,289.0,24,23.9,1,1,1,True,Formato esperado: ORD-2026-\d{5},False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True
1679,ORD-2026-01679,CLI-017,PROD-038,2026-08-15 10:44:00,Santa Cruz,CAM-09,CHO-075,194,194.0,72,47.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1680,ORD-2026-01680,CLI-072,PROD-043,2026-08-28 11:27:00,Santa Cruz,CAM-08,CHO-141,183,,48,35.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,Valor faltante; Cantidad entregada ausente; no evaluable para KPI OTIF,False,,False,,False,,False,,False,,False
1681,ORD-2026-01681,CLI-063,PROD-042,2026-08-26 15:29:00,Santa Cruz,CAM-18,CHO-036,350,350.0,24,20.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1682,ORD-2026-01682,CLI-047,PROD-019,2026-08-18 12:12:00,La Paz,CAM-10,CHO-060,75,74.0,72,80.0,0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1683,ORD-2026-01683,CLI-091,PROD-050,2026-08-26 15:11:00,Cochabamba,CAM-13,CHO-109,416,416.0,72,68.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1684,ORD-2026-01684,CLI-074,PROD-016,2026-08-27 18:21:00,La Paz,CAM-12,CHO-101,66,66.0,72,51.5,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1685,ORD-2026-01685,CLI-047,PROD-025,2026-08-07 14:27:00,Santa Cruz,CAM-08,CHO-039,408,408.0,24,23.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1686,ORD-2026-01686,CLI-027,PROD-035,2026-08-26 19:00:00,Cochabamba,CAM-11,CHO-065,128,128.0,72,48.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1687,ORD-2026-01687,CLI-027,PROD-049,2026-08-28 06:10:00,Oruro,CAM-24,CHO-066,496,496.0,24,22.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1688,ORD-2026-01688,CLI-081,PROD-032,2026-08-16 20:53:00,Tarija,CAM-21,CHO-010,50,50.0,48,48.6,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1689,ORD-2026-01689,CLI-044,PROD-032,2026-08-13 16:00:00,Tarija,CAM-26,CHO-067,379,379.0,72,59.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1690,ORD-2026-01690,CLI-099,PROD-015,2026-08-09 19:14:00,Oruro,CAM-20,CHO-066,16,16.0,24,16.8,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1691,ORD-2026-01691,CLI-001,PROD-049,2026-08-28 22:47:00,Tarija,CAM-26,CHO-032,55,55.0,24,20.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1692,ORD-2026-01692,CLI-082,PROD-007,2026-08-14 07:35:00,Cochabamba,CAM-25,CHO-040,455,455.0,72,48.9,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1693,ORD-2026-01693,CLI-019,PROD-027,2026-08-03 19:24:00,Santa Cruz,CAM-08,CHO-008,139,139.0,24,13.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1694,ORD-2026-01694,CLI-043,PROD-034,2026-08-12 16:34:00,La Paz,CAM-04,CHO-054,152,152.0,24,21.1,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1695,ORD-2026-01695,CLI-002,PROD-001,2026-08-18 01:21:00,La Paz,CAM-28,CHO-140,98,98.0,48,42.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1696,ORD-2026-01696,CLI-072,PROD-034,2026-08-15 17:24:00,Oruro,CAM-24,CHO-038,148,148.0,24,24.3,0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1697,ORD-2026-01697,CLI-099,PROD-050,2026-08-29 01:53:00,La Paz,CAM-28,CHO-094,241,241.0,72,47.0,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1698,ORD-2026-01698,CLI-012,PROD-032,2026-08-01 21:50:00,Santa Cruz,CAM-23,CHO-045,424,424.0,72,63.6,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1699,ORD-2026-01699,CLI-027,PROD-004,2026-08-25 17:24:00,La Paz,CAM-12,CHO-126,25,25.0,48,45.4,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1700,ORD-2026-01700,CLI-055,PROD-051,2026-08-14 07:03:00,Oruro,CAM-24,CHO-027,390,390.0,24,18.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1701,ORD-2026-01701,CLI-089,PROD-035,2026-08-06 19:09:00,Tarija,CAM-19,CHO-078,460,460.0,48,47.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
1702,ORD-2026-01702,CLI-079,PROD-024,2026-08-14 15:28:00,Tarija,CAM-21,CHO-010,77,,48,30.7,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,Valor faltante; Cantidad entregada ausente; no evaluable para KPI OTIF,False,,False,,False,,False,,False,,False
1703,ORD-2026-01703,CLI-024,PROD-014,2026-08-01 09:45:00,Santa Cruz,CAM-18,CHO-146,252,252.0,24,17.3,1,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False
