_fila_bronze,movimiento_id,lote_id,producto_id,centro_distribucion,fecha_ingreso,fecha_salida,fecha_vencimiento,cantidad_ingreso,cantidad_salida,cantidad_merma,dias_en_almacen,costo_unitario_bob,movimiento_id_original,lote_id_original,producto_id_original,centro_distribucion_original,fecha_ingreso_original,fecha_salida_original,fecha_vencimiento_original,cantidad_ingreso_original,cantidad_salida_original,cantidad_merma_original,dias_en_almacen_original,costo_unitario_bob_original,errores_bloqueantes,motivos_transformacion,motivos_imputacion,fue_transformada,fue_imputada,cantidad_ingreso_conversion_invalida,cantidad_ingreso_centinela_detectado,cantidad_salida_conversion_invalida,cantidad_salida_centinela_detectado,cantidad_merma_conversion_invalida,cantidad_merma_centinela_detectado,dias_en_almacen_conversion_invalida,dias_en_almacen_centinela_detectado,costo_unitario_bob_conversion_invalida,costo_unitario_bob_centinela_detectado,fecha_ingreso_timestamp_detectado,fecha_ingreso_timestamp_utc,fecha_salida_timestamp_detectado,fecha_salida_timestamp_utc,fecha_vencimiento_timestamp_detectado,fecha_vencimiento_timestamp_utc,fecha_ingreso_conversion_determinista,fecha_ingreso_conversion_invalida,fecha_salida_conversion_determinista,fecha_salida_conversion_invalida,fecha_vencimiento_conversion_determinista,fecha_vencimiento_conversion_invalida,fecha_salida_vacia,centro_distribucion_valido,salida_incoherente,cantidad_restante_calculada,dias_vencimiento_calculado,vence_dentro_30_dias,duplicado_clave,duplicado_exacto,conflicto_clave,conservar_copia_duplicada,producto_id_corresponde_productos_silver,fecha_vencimiento_fuente,wms_lote_id_disponible,calidad_motivo,calidad_estado,conteo_transformaciones,conteo_imputaciones,imputacion_metodo,imputacion_motivo
4400,MOV-004400,LOT-2026-04400,PROD-031,La Paz,2026-08-12,2026-09-11,2027-08-12,978.0,970.0,5.0,30.0,50.89,MOV-004400,LOT-2026-04400,PROD-031,La Paz,2026-08-12,2026-09-11,2027-08-12,978,970,5,30,50.89,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-346.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
4534,MOV-004534,LOT-2026-04534,PROD-043,Oruro,2026-05-10,2026-06-01,2026-11-06,499.0,493.0,6.0,22.0,16.46,MOV-004534,LOT-2026-04534,PROD-043,Oruro,2026-05-10,2026-06-01,2026-11-06,499,493,6,22,16.46,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-67.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
4588,MOV-004588,LOT-2026-04588,PROD-015,Cochabamba,2026-07-16,2026-07-20,2026-08-03,767.0,742.0,19.0,4.0,68.74,MOV-004588,LOT-2026-04588,PROD-015,Cochabamba,2026-07-16,2026-07-20,2026-08-03,767,742,19,4,68.74,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,28.0,True,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
4597,MOV-004597,LOT-2026-04597,PROD-037,La Paz,2026-06-15,2026-07-13,2026-07-03,230.0,218.0,12.0,28.0,25.76,MOV-004597,LOT-2026-04597,PROD-037,La Paz,2026-06-15,2026-07-13,2026-07-03,230,218,12,28,25.76,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,59.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
4614,MOV-004614,LOT-2026-04614,PROD-039,Cochabamba,2026-06-01,2026-07-09,2027-06-01,244.0,238.0,2.0,38.0,53.27,MOV-004614,LOT-2026-04614,PROD-039,Cochabamba,2026-06-01,2026-07-09,2027-06-01,244,238,2,38,53.27,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-274.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
4746,MOV-004746,LOT-2026-04746,PROD-051,Tarija,2026-08-27,2026-09-02,2027-02-23,222.0,215.0,3.0,6.0,24.83,MOV-004746,LOT-2026-04746,PROD-051,Tarija,2026-08-27,2026-09-02,2027-02-23,222,215,3,6,24.83,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-176.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
4748,MOV-004748,LOT-2026-04748,PROD-047,Tarija,2026-06-14,2026-06-28,2026-07-02,679.0,658.0,21.0,14.0,68.27,MOV-004748,LOT-2026-04748,PROD-047,Tarija,2026-06-14,2026-06-28,2026-07-02,679,658,21,14,68.27,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,60.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
4900,MOV-004900,LOT-2026-04900,PROD-040,La Paz,2026-07-07,2026-07-19,2027-07-07,367.0,358.0,,12.0,40.19,MOV-004900,LOT-2026-04900,PROD-040,La Paz,2026-07-07,2026-07-19,2027-07-07,367,358,-3,12,40.19,cantidad_merma:valor_no_numerico_o_negativo,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,,-310.0,False,False,False,False,False,True,bronze_observada,False,cantidad_merma:valor_no_numerico_o_negativo,cuarentena,0,0,,
4971,MOV-004971,LOT-2026-04971,PROD-007,La Paz,2026-07-26,,2027-07-26,411.0,407.0,3.0,12.0,20.78,MOV-004971,LOT-2026-04971,PROD-007,La Paz,2026-07-26,2026-02-31,2027-07-26,411,407,3,12,20.78,fecha_salida:fecha_invalida,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,True,False,False,False,True,False,1.0,-329.0,False,False,False,False,False,True,bronze_observada,False,fecha_salida:fecha_invalida,cuarentena,0,0,,
4997,MOV-004997,LOT-2026-04997,PROD-031,La Paz,2026-07-30,2026-08-12,2027-07-30,822.0,817.0,5.0,13.0,50.89,MOV-004997,LOT-2026-04997,PROD-031,La Paz,2026-07-30,2026-08-12,2027-07-30,822,817,5,13,50.89,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-333.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
5017,MOV-005017,LOT-2026-05017,PROD-045,La Paz,2026-07-27,2026-08-21,2026-08-14,768.0,731.0,36.0,25.0,27.1,MOV-005017,LOT-2026-05017,PROD-045,La Paz,2026-07-27,2026-08-21,2026-08-14,768,731,36,25,27.1,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,17.0,True,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
5227,MOV-005227,LOT-2026-05227,PROD-035,Cochabamba,2026-08-19,2026-08-30,2027-02-15,,388.0,5.0,11.0,37.84,MOV-005227,LOT-2026-05227,PROD-035,Cochabamba,2026-08-19,2026-08-30,2027-02-15,cien,388,5,11,37.84,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,,,False,False,True,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,,-168.0,False,False,False,False,False,True,bronze_observada,False,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,cuarentena,0,0,,
5267,MOV-005267,LOT-2026-05267,PROD-006,La Paz,2026-06-25,2026-07-16,2027-06-25,884.0,876.0,5.0,21.0,29.49,MOV-005267,LOT-2026-05267,PROD-006,La Paz,2026-06-25,2026-07-16,2027-06-25,884,876,5,21,29.49,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-298.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
5282,MOV-005282,LOT-2026-05282,PROD-002,Cochabamba,2026-07-05,2026-07-25,2027-07-05,,95.0,1.0,20.0,82.37,MOV-005282,LOT-2026-05282,PROD-002,Cochabamba,2026-07-05,2026-07-25,2027-07-05,cien,95,1,20,82.37,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,,,False,False,True,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,,-308.0,False,False,False,False,False,True,bronze_observada,False,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,cuarentena,0,0,,
5441,MOV-005441,LOT-2026-05441,PROD-003,Oruro,2026-08-07,2026-09-02,2027-08-07,450.0,444.0,3.0,26.0,68.01,MOV-005441,LOT-2026-05441,PROD-003,Oruro,2026-08-07,2026-09-02,2027-08-07,450,444,3,26,68.01,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-341.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
5588,MOV-005588,LOT-2026-05588,PROD-008,Cochabamba,2026-08-21,2026-09-05,2027-02-17,858.0,837.0,14.0,15.0,79.52,MOV-005588,LOT-2026-05588,PROD-008,Cochabamba,2026-08-21,2026-09-05,2027-02-17,858,837,14,15,79.52,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-170.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
5749,MOV-005749,LOT-2026-05749,PROD-016,Cochabamba,2026-05-17,2026-05-29,2027-05-17,173.0,165.0,2.0,12.0,25.77,MOV-005749,LOT-2026-05749,PROD-016,Cochabamba,2026-05-17,2026-05-29,2027-05-17,173,165,2,12,25.77,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-259.0,False,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
5769,MOV-005769,LOT-2026-05769,PROD-017,Cochabamba,2026-07-30,,2027-07-30,431.0,422.0,3.0,14.0,34.67,MOV-005769,LOT-2026-05769,PROD-017,Cochabamba,2026-07-30,2026-02-31,2027-07-30,431,422,3,14,34.67,fecha_salida:fecha_invalida,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,True,False,False,False,True,False,6.0,-333.0,False,False,False,False,False,True,bronze_observada,False,fecha_salida:fecha_invalida,cuarentena,0,0,,
5819,MOV-005819,LOT-2026-05819,PROD-034,Tarija,2026-07-14,2026-07-18,2026-08-01,871.0,843.0,24.0,4.0,54.4,MOV-005819,LOT-2026-05819,PROD-034,Tarija,2026-07-14,2026-07-18,2026-08-01,871,843,24,4,54.4,duplicado_exacto:copia_resuelta_con_trazabilidad,duplicado_exacto:copia_conservada_con_trazabilidad,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,30.0,True,True,True,False,True,True,bronze_observada,False,duplicado_exacto:copia_resuelta_con_trazabilidad,cuarentena,0,0,,
5909,MOV-005909,LOT-2026-05909,PROD-050,La Paz,2026-06-15,2026-06-26,2027-06-15,,389.0,2.0,11.0,46.57,MOV-005909,LOT-2026-05909,PROD-050,La Paz,2026-06-15,2026-06-26,2027-06-15,cien,389,2,11,46.57,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,,,False,False,True,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,,-288.0,False,False,False,False,False,True,bronze_observada,False,cantidad_ingreso:conversion_invalida_o_centinela;cantidad_ingreso:valor_no_numerico_o_negativo,cuarentena,0,0,,
