fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,columnas_con_problemas,cantidad_problemas,reglas_con_problemas,incidencias_json,cantidad_critical,cantidad_warning,en_cuarentena,version_diagnostico,version_catalogo,sha256_bronze,zona_horaria_origen,reglas_no_ejecutadas,timestamp_utc,zona_horaria_origen_asumida,temperatura_c_preparada,tratamiento_temperatura,camion_id_preparado,en_cuarentena_final,motivos_finales,cobertura_producto,cobertura_flota,apto_serie,apto_termica,version_tratamiento
5654,2026-08-10 17:37:00,VIA-00236,ORD-2026-03207,CAM-29,PROD-050,23.24,C,56.9,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-10T21:37:00Z,America/La_Paz,23.24,C_ORIGINAL,CAM-29,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
5655,2026-08-10 18:07:00,VIA-00236,ORD-2026-03207,CAM-29,PROD-050,20.76,C,41.8,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-10T22:07:00Z,America/La_Paz,20.76,C_ORIGINAL,CAM-29,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
5656,2026-08-10 18:37:00,VIA-00236,ORD-2026-03207,CAM-29,PROD-050,17.78,C,41.1,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-10T22:37:00Z,America/La_Paz,17.78,C_ORIGINAL,CAM-29,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
5657,2026-08-10 19:07:00,VIA-00236,ORD-2026-03207,CAM-29,PROD-050,19.39,C,53.6,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-10T23:07:00Z,America/La_Paz,19.39,C_ORIGINAL,CAM-29,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
5658,2026-08-10 19:37:00,VIA-00236,ORD-2026-03207,CAM-29,PROD-050,21.24,C,43.5,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-10T23:37:00Z,America/La_Paz,21.24,C_ORIGINAL,CAM-29,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
5659,2026-08-10 20:07:00,VIA-00236,ORD-2026-03207,CAM-29,PROD-050,22.03,C,41.3,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-11T00:07:00Z,America/La_Paz,22.03,C_ORIGINAL,CAM-29,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
5660,2026-08-10 20:37:00,VIA-00236,ORD-2026-03207,CAM-29,PROD-050,23.44,C,58.6,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-11T00:37:00Z,America/La_Paz,23.44,C_ORIGINAL,CAM-29,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
5661,2026-08-10 21:07:00,VIA-00236,ORD-2026-03207,CAM-29,PROD-050,19.96,C,49.7,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-11T01:07:00Z,America/La_Paz,19.96,C_ORIGINAL,CAM-29,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
5662,2026-08-10 21:37:00,VIA-00236,ORD-2026-03207,CAM-29,PROD-050,19.73,C,49.9,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-11T01:37:00Z,America/La_Paz,19.73,C_ORIGINAL,CAM-29,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
5663,2026-08-10 22:07:00,VIA-00236,ORD-2026-03207,CAM-29,PROD-050,19.87,C,50.7,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-11T02:07:00Z,America/La_Paz,19.87,C_ORIGINAL,CAM-29,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
5664,2026-08-10 22:37:00,VIA-00236,ORD-2026-03207,CAM-29,PROD-050,18.87,C,31.7,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-11T02:37:00Z,America/La_Paz,18.87,C_ORIGINAL,CAM-29,False,,True,True,True,True,GIAD-M3-S4-IOT-tratamiento-v6
5665,2026-08-01 09:41:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,3.95,C,72.8,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T13:41:00Z,America/La_Paz,3.95,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5666,2026-08-01 10:11:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,4.7,C,80.2,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T14:11:00Z,America/La_Paz,4.7,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5667,2026-08-01 10:41:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,2.99,C,72.5,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T14:41:00Z,America/La_Paz,2.99,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5668,2026-08-01 11:11:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,4.94,C,75.4,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T15:11:00Z,America/La_Paz,4.94,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5669,2026-08-01 11:41:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,3.67,C,79.8,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T15:41:00Z,America/La_Paz,3.67,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5670,2026-08-01 12:11:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,5.22,C,81.7,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T16:11:00Z,America/La_Paz,5.22,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5671,2026-08-01 12:41:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,3.73,C,73.3,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T16:41:00Z,America/La_Paz,3.73,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5672,2026-08-01 13:11:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,3.45,C,77.0,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T17:11:00Z,America/La_Paz,3.45,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5673,2026-08-01 13:41:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,4.34,C,77.4,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T17:41:00Z,America/La_Paz,4.34,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5674,2026-08-01 14:11:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,3.46,C,61.0,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T18:11:00Z,America/La_Paz,3.46,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5675,2026-08-01 14:41:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,4.8,C,78.8,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T18:41:00Z,America/La_Paz,4.8,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5676,2026-08-01 15:11:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,4.34,C,74.5,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T19:11:00Z,America/La_Paz,4.34,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5677,2026-08-01 15:41:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,4.15,C,72.5,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T19:41:00Z,America/La_Paz,4.15,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5678,2026-08-01 16:11:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,4.8,C,75.5,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T20:11:00Z,America/La_Paz,4.8,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5679,2026-08-01 16:41:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,2.45,C,82.2,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T20:41:00Z,America/La_Paz,2.45,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5680,2026-08-01 17:11:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,5.58,C,82.0,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T21:11:00Z,America/La_Paz,5.58,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5681,2026-08-01 17:41:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,3.23,C,82.2,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T21:41:00Z,America/La_Paz,3.23,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5682,2026-08-01 18:11:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,2.71,C,83.8,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T22:11:00Z,America/La_Paz,2.71,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5683,2026-08-01 18:41:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,3.45,C,72.9,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T22:41:00Z,America/La_Paz,3.45,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5684,2026-08-01 19:11:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,3.82,C,79.4,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T23:11:00Z,America/La_Paz,3.82,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5685,2026-08-01 19:41:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,2.64,C,72.6,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-01T23:41:00Z,America/La_Paz,2.64,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5686,2026-08-01 20:11:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,3.71,C,85.8,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-02T00:11:00Z,America/La_Paz,3.71,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
5687,2026-08-01 20:41:00,VIA-00237,ORD-2026-06603,CAM-08,PROD-022,3.3,C,71.4,0,0,producto_id,1,IOT-R026,"[{""rule_id"": ""IOT-R026"", ""columna_afectada"": ""producto_id"", ""codigo_error"": ""REFERENCIA_INEXISTENTE"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""INTEGRIDAD"", ""dimension_calidad"": ""INTEGRIDAD"", ""valor_original"": ""PROD-022"", ""detalle"": ""Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028,2026-08-02T00:41:00Z,America/La_Paz,3.3,C_ORIGINAL,CAM-08,False,,False,True,True,False,GIAD-M3-S4-IOT-tratamiento-v6
